fold_id,grid_id,pit_panel_rows,matched_panel_rows,matched_row_share
WF01,PRIMARY_GRID,5400,5103,0.945
WF01,REPLICATION_A,5400,5103,0.945
WF01,REPLICATION_B,5400,5103,0.945
WF02,PRIMARY_GRID,5460,5196,0.9516483516483516
WF02,REPLICATION_A,5460,5196,0.9516483516483516
WF02,REPLICATION_B,5460,5197,0.9518315018315018
WF03,PRIMARY_GRID,10980,10187,0.9277777777777778
WF03,REPLICATION_A,10950,10158,0.9276712328767124
WF03,REPLICATION_B,10950,10158,0.9276712328767124
