asset,day,source_timestamp,available_at,market_cap_usd,canonical_asset,canonical_symbol,normalization_rule,stablecoin_excluded,investable_identity,raw_form_count,canonical_source_asset,identity_overlay_rule,identity_excluded,identity_exclusion_reason,d0b_raw_form_count,rebalance_time,market_cap_rank,venue_data_eligible,venue_rank
cro,2023-10-15T00:00:00+00:00,2023-10-15T00:00:00+00:00,2023-10-16T00:00:00+00:00,5219637531.7684,cro,CRO,IDENTITY,False,True,1,cro,D0A_IDENTITY_RETAINED,False,,1,2023-10-16T00:00:00+00:00,10,True,9
ltc,2023-10-15T00:00:00+00:00,2023-10-15T00:00:00+00:00,2023-10-16T00:00:00+00:00,4542988585.566463,ltc,LTC,IDENTITY,False,True,1,ltc,D0A_IDENTITY_RETAINED,False,,1,2023-10-16T00:00:00+00:00,12,True,10
uni,2023-10-15T00:00:00+00:00,2023-10-15T00:00:00+00:00,2023-10-16T00:00:00+00:00,4101132949.59227,uni,UNI,IDENTITY,False,True,1,uni,D0A_IDENTITY_RETAINED,False,,1,2023-10-16T00:00:00+00:00,14,True,11
avaxp,2023-10-15T00:00:00+00:00,2023-10-15T00:00:00+00:00,2023-10-16T00:00:00+00:00,3132387693.655379,avax,AVAX,EXPLICIT_ALIAS,False,True,2,avaxp,D0A_IDENTITY_RETAINED,False,,2,2023-10-16T00:00:00+00:00,15,True,12
xmr,2023-10-15T00:00:00+00:00,2023-10-15T00:00:00+00:00,2023-10-16T00:00:00+00:00,2722159854.6899815,xmr,XMR,IDENTITY,False,True,1,xmr,D0A_IDENTITY_RETAINED,False,,1,2023-10-16T00:00:00+00:00,16,True,13
etc,2023-10-15T00:00:00+00:00,2023-10-15T00:00:00+00:00,2023-10-16T00:00:00+00:00,2145596832.1619375,etc,ETC,IDENTITY,False,True,1,etc,D0A_IDENTITY_RETAINED,False,,1,2023-10-16T00:00:00+00:00,18,True,14
qnt,2023-10-15T00:00:00+00:00,2023-10-15T00:00:00+00:00,2023-10-16T00:00:00+00:00,2083849536.8947635,qnt,QNT,IDENTITY,False,True,1,qnt,D0A_IDENTITY_RETAINED,False,,1,2023-10-16T00:00:00+00:00,19,True,15
ldo,2023-10-15T00:00:00+00:00,2023-10-15T00:00:00+00:00,2023-10-16T00:00:00+00:00,1605658762.32586,ldo,LDO,IDENTITY,False,True,1,ldo,D0A_IDENTITY_RETAINED,False,,1,2023-10-16T00:00:00+00:00,20,True,16
icp,2023-10-15T00:00:00+00:00,2023-10-15T00:00:00+00:00,2023-10-16T00:00:00+00:00,1598097670.2454555,icp,ICP,IDENTITY,False,True,1,icp,D0A_IDENTITY_RETAINED,False,,1,2023-10-16T00:00:00+00:00,21,True,17
aave,2023-10-15T00:00:00+00:00,2023-10-15T00:00:00+00:00,2023-10-16T00:00:00+00:00,1023242354.3689792,aave,AAVE,IDENTITY,False,True,2,aave,D0A_IDENTITY_RETAINED,False,,1,2023-10-16T00:00:00+00:00,24,True,18
algo,2023-10-15T00:00:00+00:00,2023-10-15T00:00:00+00:00,2023-10-16T00:00:00+00:00,944263734.771917,algo,ALGO,IDENTITY,False,True,1,algo,D0A_IDENTITY_RETAINED,False,,1,2023-10-16T00:00:00+00:00,25,True,19
crv,2023-10-15T00:00:00+00:00,2023-10-15T00:00:00+00:00,2023-10-16T00:00:00+00:00,891506486.8443148,crv,CRV,IDENTITY,False,True,1,crv,D0A_IDENTITY_RETAINED,False,,1,2023-10-16T00:00:00+00:00,27,True,20
neo,2023-10-15T00:00:00+00:00,2023-10-15T00:00:00+00:00,2023-10-16T00:00:00+00:00,688622959.519489,neo,NEO,IDENTITY,False,True,1,neo,D0A_IDENTITY_RETAINED,False,,1,2023-10-16T00:00:00+00:00,28,True,21
mana,2023-10-15T00:00:00+00:00,2023-10-15T00:00:00+00:00,2023-10-16T00:00:00+00:00,626262546.8002645,mana,MANA,IDENTITY,False,True,1,mana,D0A_IDENTITY_RETAINED,False,,1,2023-10-16T00:00:00+00:00,29,True,22
snx,2023-10-15T00:00:00+00:00,2023-10-15T00:00:00+00:00,2023-10-16T00:00:00+00:00,613597362.0673938,snx,SNX,IDENTITY,False,True,1,snx,D0A_IDENTITY_RETAINED,False,,1,2023-10-16T00:00:00+00:00,30,True,23
paxg,2023-10-15T00:00:00+00:00,2023-10-15T00:00:00+00:00,2023-10-16T00:00:00+00:00,477217352.63012207,paxg,PAXG,IDENTITY,False,True,1,paxg,D0A_IDENTITY_RETAINED,False,,1,2023-10-16T00:00:00+00:00,31,True,24
comp,2023-10-15T00:00:00+00:00,2023-10-15T00:00:00+00:00,2023-10-16T00:00:00+00:00,409005968.941802,comp,COMP,IDENTITY,False,True,1,comp,D0A_IDENTITY_RETAINED,False,,1,2023-10-16T00:00:00+00:00,33,True,25
1inch,2023-10-15T00:00:00+00:00,2023-10-15T00:00:00+00:00,2023-10-16T00:00:00+00:00,366758896.59309,1inch,1INCH,IDENTITY,False,True,1,1inch,D0A_IDENTITY_RETAINED,False,,1,2023-10-16T00:00:00+00:00,34,True,26
zec,2023-10-15T00:00:00+00:00,2023-10-15T00:00:00+00:00,2023-10-16T00:00:00+00:00,359784930.9239479,zec,ZEC,IDENTITY,False,True,1,zec,D0A_IDENTITY_RETAINED,False,,1,2023-10-16T00:00:00+00:00,35,True,27
ftt,2023-10-15T00:00:00+00:00,2023-10-15T00:00:00+00:00,2023-10-16T00:00:00+00:00,344243347.21211004,ftt,FTT,IDENTITY,False,True,1,ftt,D0A_IDENTITY_RETAINED,False,,1,2023-10-16T00:00:00+00:00,36,True,28
dash,2023-10-15T00:00:00+00:00,2023-10-15T00:00:00+00:00,2023-10-16T00:00:00+00:00,294587724.5389558,dash,DASH,IDENTITY,False,True,1,dash,D0A_IDENTITY_RETAINED,False,,1,2023-10-16T00:00:00+00:00,38,True,29
bat,2023-10-15T00:00:00+00:00,2023-10-15T00:00:00+00:00,2023-10-16T00:00:00+00:00,262478669.080758,bat,BAT,IDENTITY,False,True,1,bat,D0A_IDENTITY_RETAINED,False,,1,2023-10-16T00:00:00+00:00,39,True,30
btc,2023-10-22T00:00:00+00:00,2023-10-22T00:00:00+00:00,2023-10-23T00:00:00+00:00,585327499000.0365,btc,BTC,IDENTITY,False,True,2,btc,D0A_IDENTITY_RETAINED,False,,2,2023-10-23T00:00:00+00:00,1,True,1
eth,2023-10-22T00:00:00+00:00,2023-10-22T00:00:00+00:00,2023-10-23T00:00:00+00:00,200014370740.0251,eth,ETH,IDENTITY,False,True,2,eth,D0A_IDENTITY_RETAINED,False,,1,2023-10-23T00:00:00+00:00,2,True,2
xrp,2023-10-22T00:00:00+00:00,2023-10-22T00:00:00+00:00,2023-10-23T00:00:00+00:00,52261014640.77459,xrp,XRP,IDENTITY,False,True,1,xrp,D0A_IDENTITY_RETAINED,False,,1,2023-10-23T00:00:00+00:00,3,True,3
xlm,2023-10-22T00:00:00+00:00,2023-10-22T00:00:00+00:00,2023-10-23T00:00:00+00:00,11676290444.90352,xlm,XLM,IDENTITY,False,True,1,xlm,D0A_IDENTITY_RETAINED,False,,1,2023-10-23T00:00:00+00:00,4,True,4
link,2023-10-22T00:00:00+00:00,2023-10-22T00:00:00+00:00,2023-10-23T00:00:00+00:00,10106449902.9489,link,LINK,IDENTITY,False,True,1,link,D0A_IDENTITY_RETAINED,False,,1,2023-10-23T00:00:00+00:00,5,True,5
ada,2023-10-22T00:00:00+00:00,2023-10-22T00:00:00+00:00,2023-10-23T00:00:00+00:00,9114143091.576458,ada,ADA,IDENTITY,False,True,1,ada,D0A_IDENTITY_RETAINED,False,,1,2023-10-23T00:00:00+00:00,6,True,6
doge,2023-10-22T00:00:00+00:00,2023-10-22T00:00:00+00:00,2023-10-23T00:00:00+00:00,8720690596.168581,doge,DOGE,IDENTITY,False,True,1,doge,D0A_IDENTITY_RETAINED,False,,1,2023-10-23T00:00:00+00:00,7,True,7
shib_eth,2023-10-22T00:00:00+00:00,2023-10-22T00:00:00+00:00,2023-10-23T00:00:00+00:00,7115288190.546647,shib,SHIB,NETWORK_FORM_TO_PARENT,False,True,1,shib_eth,D0A_IDENTITY_RETAINED,False,,1,2023-10-23T00:00:00+00:00,8,True,8
cro,2023-10-22T00:00:00+00:00,2023-10-22T00:00:00+00:00,2023-10-23T00:00:00+00:00,5384164562.17995,cro,CRO,IDENTITY,False,True,1,cro,D0A_IDENTITY_RETAINED,False,,1,2023-10-23T00:00:00+00:00,11,True,9
ltc,2023-10-22T00:00:00+00:00,2023-10-22T00:00:00+00:00,2023-10-23T00:00:00+00:00,4807288106.41095,ltc,LTC,IDENTITY,False,True,1,ltc,D0A_IDENTITY_RETAINED,False,,1,2023-10-23T00:00:00+00:00,12,True,10
uni,2023-10-22T00:00:00+00:00,2023-10-22T00:00:00+00:00,2023-10-23T00:00:00+00:00,4197606669.94023,uni,UNI,IDENTITY,False,True,1,uni,D0A_IDENTITY_RETAINED,False,,1,2023-10-23T00:00:00+00:00,14,True,11
avaxp,2023-10-22T00:00:00+00:00,2023-10-22T00:00:00+00:00,2023-10-23T00:00:00+00:00,3444405443.2897334,avax,AVAX,EXPLICIT_ALIAS,False,True,2,avaxp,D0A_IDENTITY_RETAINED,False,,2,2023-10-23T00:00:00+00:00,15,True,12
xmr,2023-10-22T00:00:00+00:00,2023-10-22T00:00:00+00:00,2023-10-23T00:00:00+00:00,2836868558.958687,xmr,XMR,IDENTITY,False,True,1,xmr,D0A_IDENTITY_RETAINED,False,,1,2023-10-23T00:00:00+00:00,16,True,13
qnt,2023-10-22T00:00:00+00:00,2023-10-22T00:00:00+00:00,2023-10-23T00:00:00+00:00,2306309013.185527,qnt,QNT,IDENTITY,False,True,1,qnt,D0A_IDENTITY_RETAINED,False,,1,2023-10-23T00:00:00+00:00,18,True,14
etc,2023-10-22T00:00:00+00:00,2023-10-22T00:00:00+00:00,2023-10-23T00:00:00+00:00,2274684538.7007627,etc,ETC,IDENTITY,False,True,1,etc,D0A_IDENTITY_RETAINED,False,,1,2023-10-23T00:00:00+00:00,19,True,15
ldo,2023-10-22T00:00:00+00:00,2023-10-22T00:00:00+00:00,2023-10-23T00:00:00+00:00,1714294090.17982,ldo,LDO,IDENTITY,False,True,1,ldo,D0A_IDENTITY_RETAINED,False,,1,2023-10-23T00:00:00+00:00,20,True,16
icp,2023-10-22T00:00:00+00:00,2023-10-22T00:00:00+00:00,2023-10-23T00:00:00+00:00,1641418842.4004848,icp,ICP,IDENTITY,False,True,1,icp,D0A_IDENTITY_RETAINED,False,,1,2023-10-23T00:00:00+00:00,21,True,17
aave,2023-10-22T00:00:00+00:00,2023-10-22T00:00:00+00:00,2023-10-23T00:00:00+00:00,1269763488.6353216,aave,AAVE,IDENTITY,False,True,2,aave,D0A_IDENTITY_RETAINED,False,,1,2023-10-23T00:00:00+00:00,23,True,18
algo,2023-10-22T00:00:00+00:00,2023-10-22T00:00:00+00:00,2023-10-23T00:00:00+00:00,942377965.271564,algo,ALGO,IDENTITY,False,True,1,algo,D0A_IDENTITY_RETAINED,False,,1,2023-10-23T00:00:00+00:00,26,True,19
crv,2023-10-22T00:00:00+00:00,2023-10-22T00:00:00+00:00,2023-10-23T00:00:00+00:00,916154209.9168389,crv,CRV,IDENTITY,False,True,1,crv,D0A_IDENTITY_RETAINED,False,,1,2023-10-23T00:00:00+00:00,27,True,20
neo,2023-10-22T00:00:00+00:00,2023-10-22T00:00:00+00:00,2023-10-23T00:00:00+00:00,718565619.45609,neo,NEO,IDENTITY,False,True,1,neo,D0A_IDENTITY_RETAINED,False,,1,2023-10-23T00:00:00+00:00,28,True,21
snx,2023-10-22T00:00:00+00:00,2023-10-22T00:00:00+00:00,2023-10-23T00:00:00+00:00,696533662.009938,snx,SNX,IDENTITY,False,True,1,snx,D0A_IDENTITY_RETAINED,False,,1,2023-10-23T00:00:00+00:00,29,True,22
mana,2023-10-22T00:00:00+00:00,2023-10-22T00:00:00+00:00,2023-10-23T00:00:00+00:00,668231809.9478452,mana,MANA,IDENTITY,False,True,1,mana,D0A_IDENTITY_RETAINED,False,,1,2023-10-23T00:00:00+00:00,30,True,23
paxg,2023-10-22T00:00:00+00:00,2023-10-22T00:00:00+00:00,2023-10-23T00:00:00+00:00,489497179.119297,paxg,PAXG,IDENTITY,False,True,1,paxg,D0A_IDENTITY_RETAINED,False,,1,2023-10-23T00:00:00+00:00,31,True,24
comp,2023-10-22T00:00:00+00:00,2023-10-22T00:00:00+00:00,2023-10-23T00:00:00+00:00,440789162.590732,comp,COMP,IDENTITY,False,True,1,comp,D0A_IDENTITY_RETAINED,False,,1,2023-10-23T00:00:00+00:00,33,True,25
1inch,2023-10-22T00:00:00+00:00,2023-10-22T00:00:00+00:00,2023-10-23T00:00:00+00:00,405069592.53264,1inch,1INCH,IDENTITY,False,True,1,1inch,D0A_IDENTITY_RETAINED,False,,1,2023-10-23T00:00:00+00:00,34,True,26
zec,2023-10-22T00:00:00+00:00,2023-10-22T00:00:00+00:00,2023-10-23T00:00:00+00:00,370597088.29274815,zec,ZEC,IDENTITY,False,True,1,zec,D0A_IDENTITY_RETAINED,False,,1,2023-10-23T00:00:00+00:00,35,True,27
ftt,2023-10-22T00:00:00+00:00,2023-10-22T00:00:00+00:00,2023-10-23T00:00:00+00:00,345691871.04856026,ftt,FTT,IDENTITY,False,True,1,ftt,D0A_IDENTITY_RETAINED,False,,1,2023-10-23T00:00:00+00:00,36,True,28
dash,2023-10-22T00:00:00+00:00,2023-10-22T00:00:00+00:00,2023-10-23T00:00:00+00:00,301683235.6101854,dash,DASH,IDENTITY,False,True,1,dash,D0A_IDENTITY_RETAINED,False,,1,2023-10-23T00:00:00+00:00,38,True,29
bat,2023-10-22T00:00:00+00:00,2023-10-22T00:00:00+00:00,2023-10-23T00:00:00+00:00,299254714.976565,bat,BAT,IDENTITY,False,True,1,bat,D0A_IDENTITY_RETAINED,False,,1,2023-10-23T00:00:00+00:00,39,True,30
btc,2023-10-29T00:00:00+00:00,2023-10-29T00:00:00+00:00,2023-10-30T00:00:00+00:00,675155541179.4106,btc,BTC,IDENTITY,False,True,2,btc,D0A_IDENTITY_RETAINED,False,,2,2023-10-30T00:00:00+00:00,1,True,1
eth,2023-10-29T00:00:00+00:00,2023-10-29T00:00:00+00:00,2023-10-30T00:00:00+00:00,216215228566.2287,eth,ETH,IDENTITY,False,True,2,eth,D0A_IDENTITY_RETAINED,False,,1,2023-10-30T00:00:00+00:00,2,True,2
xrp,2023-10-29T00:00:00+00:00,2023-10-29T00:00:00+00:00,2023-10-30T00:00:00+00:00,55653207672.89275,xrp,XRP,IDENTITY,False,True,1,xrp,D0A_IDENTITY_RETAINED,False,,1,2023-10-30T00:00:00+00:00,3,True,3
xlm,2023-10-29T00:00:00+00:00,2023-10-29T00:00:00+00:00,2023-10-30T00:00:00+00:00,12229458003.699406,xlm,XLM,IDENTITY,False,True,1,xlm,D0A_IDENTITY_RETAINED,False,,1,2023-10-30T00:00:00+00:00,4,True,4
link,2023-10-29T00:00:00+00:00,2023-10-29T00:00:00+00:00,2023-10-30T00:00:00+00:00,11124579231.2989,link,LINK,IDENTITY,False,True,1,link,D0A_IDENTITY_RETAINED,False,,1,2023-10-30T00:00:00+00:00,5,True,5
ada,2023-10-29T00:00:00+00:00,2023-10-29T00:00:00+00:00,2023-10-30T00:00:00+00:00,10218026689.446142,ada,ADA,IDENTITY,False,True,1,ada,D0A_IDENTITY_RETAINED,False,,1,2023-10-30T00:00:00+00:00,6,True,6
doge,2023-10-29T00:00:00+00:00,2023-10-29T00:00:00+00:00,2023-10-30T00:00:00+00:00,9833152634.845512,doge,DOGE,IDENTITY,False,True,1,doge,D0A_IDENTITY_RETAINED,False,,1,2023-10-30T00:00:00+00:00,7,True,7
shib_eth,2023-10-29T00:00:00+00:00,2023-10-29T00:00:00+00:00,2023-10-30T00:00:00+00:00,8023445287.076442,shib,SHIB,NETWORK_FORM_TO_PARENT,False,True,1,shib_eth,D0A_IDENTITY_RETAINED,False,,1,2023-10-30T00:00:00+00:00,8,True,8
cro,2023-10-29T00:00:00+00:00,2023-10-29T00:00:00+00:00,2023-10-30T00:00:00+00:00,6012039477.28601,cro,CRO,IDENTITY,False,True,1,cro,D0A_IDENTITY_RETAINED,False,,1,2023-10-30T00:00:00+00:00,11,True,9
ltc,2023-10-29T00:00:00+00:00,2023-10-29T00:00:00+00:00,2023-10-30T00:00:00+00:00,5081834629.184425,ltc,LTC,IDENTITY,False,True,1,ltc,D0A_IDENTITY_RETAINED,False,,1,2023-10-30T00:00:00+00:00,12,True,10
uni,2023-10-29T00:00:00+00:00,2023-10-29T00:00:00+00:00,2023-10-30T00:00:00+00:00,4163476633.80126,uni,UNI,IDENTITY,False,True,1,uni,D0A_IDENTITY_RETAINED,False,,1,2023-10-30T00:00:00+00:00,14,True,11
avaxp,2023-10-29T00:00:00+00:00,2023-10-29T00:00:00+00:00,2023-10-30T00:00:00+00:00,3909931405.730535,avax,AVAX,EXPLICIT_ALIAS,False,True,2,avaxp,D0A_IDENTITY_RETAINED,False,,2,2023-10-30T00:00:00+00:00,15,True,12
xmr,2023-10-29T00:00:00+00:00,2023-10-29T00:00:00+00:00,2023-10-30T00:00:00+00:00,3095895309.2735233,xmr,XMR,IDENTITY,False,True,1,xmr,D0A_IDENTITY_RETAINED,False,,1,2023-10-30T00:00:00+00:00,16,True,13
qnt,2023-10-29T00:00:00+00:00,2023-10-29T00:00:00+00:00,2023-10-30T00:00:00+00:00,2571397320.321425,qnt,QNT,IDENTITY,False,True,1,qnt,D0A_IDENTITY_RETAINED,False,,1,2023-10-30T00:00:00+00:00,18,True,14
etc,2023-10-29T00:00:00+00:00,2023-10-29T00:00:00+00:00,2023-10-30T00:00:00+00:00,2395072182.416783,etc,ETC,IDENTITY,False,True,1,etc,D0A_IDENTITY_RETAINED,False,,1,2023-10-30T00:00:00+00:00,19,True,15
icp,2023-10-29T00:00:00+00:00,2023-10-29T00:00:00+00:00,2023-10-30T00:00:00+00:00,2053563215.4738457,icp,ICP,IDENTITY,False,True,1,icp,D0A_IDENTITY_RETAINED,False,,1,2023-10-30T00:00:00+00:00,20,True,16
ldo,2023-10-29T00:00:00+00:00,2023-10-29T00:00:00+00:00,2023-10-30T00:00:00+00:00,1829600596.99835,ldo,LDO,IDENTITY,False,True,1,ldo,D0A_IDENTITY_RETAINED,False,,1,2023-10-30T00:00:00+00:00,21,True,17
aave,2023-10-29T00:00:00+00:00,2023-10-29T00:00:00+00:00,2023-10-30T00:00:00+00:00,1355153928.9411216,aave,AAVE,IDENTITY,False,True,2,aave,D0A_IDENTITY_RETAINED,False,,1,2023-10-30T00:00:00+00:00,23,True,18
algo,2023-10-29T00:00:00+00:00,2023-10-29T00:00:00+00:00,2023-10-30T00:00:00+00:00,1064042315.8603,algo,ALGO,IDENTITY,False,True,1,algo,D0A_IDENTITY_RETAINED,False,,1,2023-10-30T00:00:00+00:00,25,True,19
crv,2023-10-29T00:00:00+00:00,2023-10-29T00:00:00+00:00,2023-10-30T00:00:00+00:00,1002296439.3412776,crv,CRV,IDENTITY,False,True,1,crv,D0A_IDENTITY_RETAINED,False,,1,2023-10-30T00:00:00+00:00,27,True,20
neo,2023-10-29T00:00:00+00:00,2023-10-29T00:00:00+00:00,2023-10-30T00:00:00+00:00,913598396.468992,neo,NEO,IDENTITY,False,True,1,neo,D0A_IDENTITY_RETAINED,False,,1,2023-10-30T00:00:00+00:00,28,True,21
mana,2023-10-29T00:00:00+00:00,2023-10-29T00:00:00+00:00,2023-10-30T00:00:00+00:00,833125499.387695,mana,MANA,IDENTITY,False,True,1,mana,D0A_IDENTITY_RETAINED,False,,1,2023-10-30T00:00:00+00:00,29,True,22
snx,2023-10-29T00:00:00+00:00,2023-10-29T00:00:00+00:00,2023-10-30T00:00:00+00:00,765841212.1704916,snx,SNX,IDENTITY,False,True,1,snx,D0A_IDENTITY_RETAINED,False,,1,2023-10-30T00:00:00+00:00,30,True,23
paxg,2023-10-29T00:00:00+00:00,2023-10-29T00:00:00+00:00,2023-10-30T00:00:00+00:00,487971312.73979723,paxg,PAXG,IDENTITY,False,True,1,paxg,D0A_IDENTITY_RETAINED,False,,1,2023-10-30T00:00:00+00:00,32,True,24
comp,2023-10-29T00:00:00+00:00,2023-10-29T00:00:00+00:00,2023-10-30T00:00:00+00:00,471940314.312876,comp,COMP,IDENTITY,False,True,1,comp,D0A_IDENTITY_RETAINED,False,,1,2023-10-30T00:00:00+00:00,33,True,25
1inch,2023-10-29T00:00:00+00:00,2023-10-29T00:00:00+00:00,2023-10-30T00:00:00+00:00,444308400.766041,1inch,1INCH,IDENTITY,False,True,1,1inch,D0A_IDENTITY_RETAINED,False,,1,2023-10-30T00:00:00+00:00,34,True,26
ftt,2023-10-29T00:00:00+00:00,2023-10-29T00:00:00+00:00,2023-10-30T00:00:00+00:00,419321672.64827913,ftt,FTT,IDENTITY,False,True,1,ftt,D0A_IDENTITY_RETAINED,False,,1,2023-10-30T00:00:00+00:00,35,True,27
zec,2023-10-29T00:00:00+00:00,2023-10-29T00:00:00+00:00,2023-10-30T00:00:00+00:00,405156145.4633769,zec,ZEC,IDENTITY,False,True,1,zec,D0A_IDENTITY_RETAINED,False,,1,2023-10-30T00:00:00+00:00,36,True,28
dash,2023-10-29T00:00:00+00:00,2023-10-29T00:00:00+00:00,2023-10-30T00:00:00+00:00,330114156.8129856,dash,DASH,IDENTITY,False,True,1,dash,D0A_IDENTITY_RETAINED,False,,1,2023-10-30T00:00:00+00:00,37,True,29
bat,2023-10-29T00:00:00+00:00,2023-10-29T00:00:00+00:00,2023-10-30T00:00:00+00:00,307843156.8354135,bat,BAT,IDENTITY,False,True,1,bat,D0A_IDENTITY_RETAINED,False,,1,2023-10-30T00:00:00+00:00,39,True,30
btc,2023-11-05T00:00:00+00:00,2023-11-05T00:00:00+00:00,2023-11-06T00:00:00+00:00,685753933111.1659,btc,BTC,IDENTITY,False,True,2,btc,D0A_IDENTITY_RETAINED,False,,2,2023-11-06T00:00:00+00:00,1,True,1
eth,2023-11-05T00:00:00+00:00,2023-11-05T00:00:00+00:00,2023-11-06T00:00:00+00:00,228101025215.8672,eth,ETH,IDENTITY,False,True,2,eth,D0A_IDENTITY_RETAINED,False,,1,2023-11-06T00:00:00+00:00,2,True,2
xrp,2023-11-05T00:00:00+00:00,2023-11-05T00:00:00+00:00,2023-11-06T00:00:00+00:00,65786774403.43803,xrp,XRP,IDENTITY,False,True,1,xrp,D0A_IDENTITY_RETAINED,False,,1,2023-11-06T00:00:00+00:00,3,True,3
xlm,2023-11-05T00:00:00+00:00,2023-11-05T00:00:00+00:00,2023-11-06T00:00:00+00:00,13248815167.027376,xlm,XLM,IDENTITY,False,True,1,xlm,D0A_IDENTITY_RETAINED,False,,1,2023-11-06T00:00:00+00:00,4,True,4
link,2023-11-05T00:00:00+00:00,2023-11-05T00:00:00+00:00,2023-11-06T00:00:00+00:00,12222664168.0594,link,LINK,IDENTITY,False,True,1,link,D0A_IDENTITY_RETAINED,False,,1,2023-11-06T00:00:00+00:00,5,True,5
ada,2023-11-05T00:00:00+00:00,2023-11-05T00:00:00+00:00,2023-11-06T00:00:00+00:00,11880955728.218428,ada,ADA,IDENTITY,False,True,1,ada,D0A_IDENTITY_RETAINED,False,,1,2023-11-06T00:00:00+00:00,6,True,6
doge,2023-11-05T00:00:00+00:00,2023-11-05T00:00:00+00:00,2023-11-06T00:00:00+00:00,10094627690.884577,doge,DOGE,IDENTITY,False,True,1,doge,D0A_IDENTITY_RETAINED,False,,1,2023-11-06T00:00:00+00:00,7,True,7
shib_eth,2023-11-05T00:00:00+00:00,2023-11-05T00:00:00+00:00,2023-11-06T00:00:00+00:00,8140510117.7961235,shib,SHIB,NETWORK_FORM_TO_PARENT,False,True,1,shib_eth,D0A_IDENTITY_RETAINED,False,,1,2023-11-06T00:00:00+00:00,8,True,8
cro,2023-11-05T00:00:00+00:00,2023-11-05T00:00:00+00:00,2023-11-06T00:00:00+00:00,7023276650.58368,cro,CRO,IDENTITY,False,True,1,cro,D0A_IDENTITY_RETAINED,False,,1,2023-11-06T00:00:00+00:00,9,True,9
ltc,2023-11-05T00:00:00+00:00,2023-11-05T00:00:00+00:00,2023-11-06T00:00:00+00:00,5291862246.733032,ltc,LTC,IDENTITY,False,True,1,ltc,D0A_IDENTITY_RETAINED,False,,1,2023-11-06T00:00:00+00:00,12,True,10
uni,2023-11-05T00:00:00+00:00,2023-11-05T00:00:00+00:00,2023-11-06T00:00:00+00:00,4790783513.96237,uni,UNI,IDENTITY,False,True,1,uni,D0A_IDENTITY_RETAINED,False,,1,2023-11-06T00:00:00+00:00,13,True,11
avaxp,2023-11-05T00:00:00+00:00,2023-11-05T00:00:00+00:00,2023-11-06T00:00:00+00:00,4261402406.6971726,avax,AVAX,EXPLICIT_ALIAS,False,True,2,avaxp,D0A_IDENTITY_RETAINED,False,,2,2023-11-06T00:00:00+00:00,15,True,12
xmr,2023-11-05T00:00:00+00:00,2023-11-05T00:00:00+00:00,2023-11-06T00:00:00+00:00,3031015765.5475464,xmr,XMR,IDENTITY,False,True,1,xmr,D0A_IDENTITY_RETAINED,False,,1,2023-11-06T00:00:00+00:00,16,True,13
etc,2023-11-05T00:00:00+00:00,2023-11-05T00:00:00+00:00,2023-11-06T00:00:00+00:00,2597565872.510106,etc,ETC,IDENTITY,False,True,1,etc,D0A_IDENTITY_RETAINED,False,,1,2023-11-06T00:00:00+00:00,18,True,14
qnt,2023-11-05T00:00:00+00:00,2023-11-05T00:00:00+00:00,2023-11-06T00:00:00+00:00,2465551546.1063204,qnt,QNT,IDENTITY,False,True,1,qnt,D0A_IDENTITY_RETAINED,False,,1,2023-11-06T00:00:00+00:00,19,True,15
icp,2023-11-05T00:00:00+00:00,2023-11-05T00:00:00+00:00,2023-11-06T00:00:00+00:00,2069720517.5457652,icp,ICP,IDENTITY,False,True,1,icp,D0A_IDENTITY_RETAINED,False,,1,2023-11-06T00:00:00+00:00,20,True,16
ldo,2023-11-05T00:00:00+00:00,2023-11-05T00:00:00+00:00,2023-11-06T00:00:00+00:00,2030555922.54531,ldo,LDO,IDENTITY,False,True,1,ldo,D0A_IDENTITY_RETAINED,False,,1,2023-11-06T00:00:00+00:00,21,True,17
aave,2023-11-05T00:00:00+00:00,2023-11-05T00:00:00+00:00,2023-11-06T00:00:00+00:00,1427730609.9200273,aave,AAVE,IDENTITY,False,True,2,aave,D0A_IDENTITY_RETAINED,False,,1,2023-11-06T00:00:00+00:00,22,True,18
neo,2023-11-05T00:00:00+00:00,2023-11-05T00:00:00+00:00,2023-11-06T00:00:00+00:00,1327188910.43597,neo,NEO,IDENTITY,False,True,1,neo,D0A_IDENTITY_RETAINED,False,,1,2023-11-06T00:00:00+00:00,23,True,19
algo,2023-11-05T00:00:00+00:00,2023-11-05T00:00:00+00:00,2023-11-06T00:00:00+00:00,1215639313.75413,algo,ALGO,IDENTITY,False,True,1,algo,D0A_IDENTITY_RETAINED,False,,1,2023-11-06T00:00:00+00:00,25,True,20
crv,2023-11-05T00:00:00+00:00,2023-11-05T00:00:00+00:00,2023-11-06T00:00:00+00:00,1154208800.5928087,crv,CRV,IDENTITY,False,True,1,crv,D0A_IDENTITY_RETAINED,False,,1,2023-11-06T00:00:00+00:00,27,True,21
mana,2023-11-05T00:00:00+00:00,2023-11-05T00:00:00+00:00,2023-11-06T00:00:00+00:00,886901540.3724732,mana,MANA,IDENTITY,False,True,1,mana,D0A_IDENTITY_RETAINED,False,,1,2023-11-06T00:00:00+00:00,29,True,22
