coverage_type,first_decision_time,last_decision_time,monday_utc_violations,snapshot_count,has_causal_2021_membership,decision
PIT_MEMBERSHIP,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,0,157,False,BLOCKED_PIT_MEMBERSHIP_2021_COVERAGE
