signal_id,label_id,decision_count,mean_rank_ic,median_rank_ic,mean_top_excess,used_for_confirmation
REVERSAL_1D_VOL_NORMALIZED,FORWARD_14D_RETURN,103,0.01798546389191875,0.027363737486095663,-0.002977797805117018,False
REVERSAL_1D_VOL_NORMALIZED,FORWARD_28D_RETURN,101,0.01224022290994395,0.015350389321468299,0.002643767447393956,False
REVERSAL_1D_VOL_NORMALIZED,FORWARD_7D_MAX_FAVOURABLE_EXCURSION,104,-0.00187387695730299,-0.02513904338153504,0.0032186079691808433,False
REVERSAL_1D_VOL_NORMALIZED,FORWARD_7D_MAX_ADVERSE_EXCURSION,104,0.039381363908616414,0.07163515016685207,-0.0011902833553695319,False
REVERSAL_3D_VOL_NORMALIZED,FORWARD_1D_RETURN,104,0.006332891246684351,0.012235817575083427,-0.002056827137350157,False
REVERSAL_3D_VOL_NORMALIZED,FORWARD_3D_RETURN,104,0.050945342199513494,0.0767519466073415,0.0005226575631457139,False
REVERSAL_3D_VOL_NORMALIZED,FORWARD_14D_RETURN,103,0.014063553431999486,0.021134593993325918,-0.009511561610601457,False
REVERSAL_3D_VOL_NORMALIZED,FORWARD_28D_RETURN,101,0.017588142097222596,-0.0064516129032258064,-0.008525103368885704,False
REVERSAL_3D_VOL_NORMALIZED,FORWARD_7D_MAX_FAVOURABLE_EXCURSION,104,-0.038810980454473225,-0.0507230255839822,-0.007450439554193782,False
REVERSAL_3D_VOL_NORMALIZED,FORWARD_7D_MAX_ADVERSE_EXCURSION,104,0.0484032930362185,0.0631813125695217,0.0012321674905496685,False
DISTANCE_FROM_EMA20_ATR,FORWARD_1D_RETURN,104,0.0758694031219059,0.0743047830923248,-0.00041726697969100536,False
DISTANCE_FROM_EMA20_ATR,FORWARD_3D_RETURN,104,0.07078698553948833,0.07764182424916574,-0.000911276097340893,False
DISTANCE_FROM_EMA20_ATR,FORWARD_14D_RETURN,103,0.020361042242960672,0.047830923248053395,-0.009378880409798864,False
DISTANCE_FROM_EMA20_ATR,FORWARD_28D_RETURN,101,0.020966719268462688,0.024694104560622914,-0.010173743591296023,False
DISTANCE_FROM_EMA20_ATR,FORWARD_7D_MAX_FAVOURABLE_EXCURSION,104,-0.018660080186776513,0.010678531701890991,-0.00741147133289849,False
DISTANCE_FROM_EMA20_ATR,FORWARD_7D_MAX_ADVERSE_EXCURSION,104,0.06944376535588993,0.08409343715239154,0.0029196149472592837,False
RSI14_OVEREXTENSION,FORWARD_1D_RETURN,104,0.07514637753792372,0.06473859844271412,-0.0009915857699416381,False
RSI14_OVEREXTENSION,FORWARD_3D_RETURN,104,0.06708231979366573,0.06696329254727475,-0.003091566371623564,False
RSI14_OVEREXTENSION,FORWARD_14D_RETURN,103,0.02269481115556042,0.041156840934371525,-0.010587765604714404,False
RSI14_OVEREXTENSION,FORWARD_28D_RETURN,101,0.027179500088893364,0.027363737486095663,-0.008825384113771298,False
RSI14_OVEREXTENSION,FORWARD_7D_MAX_FAVOURABLE_EXCURSION,104,-0.010926365069857842,0.0015572858731924362,-0.008087894673446531,False
RSI14_OVEREXTENSION,FORWARD_7D_MAX_ADVERSE_EXCURSION,104,0.06806540233959588,0.0743047830923248,0.0021944594471011774,False
DONCHIAN_20_POSITION,FORWARD_1D_RETURN,104,-0.01611803102348152,-0.01957730812013348,0.000594153552349543,False
DONCHIAN_20_POSITION,FORWARD_3D_RETURN,104,-0.05418398342480657,-0.08164627363737487,-0.0019513961282280933,False
DONCHIAN_20_POSITION,FORWARD_14D_RETURN,103,-0.0005729898685393986,-0.007341490545050055,-0.006738623011559995,False
DONCHIAN_20_POSITION,FORWARD_28D_RETURN,101,-0.006755895675377168,-0.022024471635150165,-0.009955322661578855,False
DONCHIAN_20_POSITION,FORWARD_7D_MAX_FAVOURABLE_EXCURSION,104,-0.026814286936645115,-0.035595105672969966,-0.0015491470379373447,False
DONCHIAN_20_POSITION,FORWARD_7D_MAX_ADVERSE_EXCURSION,104,0.00976344289748072,0.015127919911012234,0.001521064126859044,False
DONCHIAN_55_POSITION,FORWARD_1D_RETURN,104,0.00031888300798200986,0.028253615127919914,0.0020244607244183383,False
DONCHIAN_55_POSITION,FORWARD_3D_RETURN,104,-0.027684454033174835,-0.04983314794215796,-0.00011137960095114234,False
DONCHIAN_55_POSITION,FORWARD_14D_RETURN,103,0.003980999075872559,0.006896551724137931,-0.01020205505436289,False
DONCHIAN_55_POSITION,FORWARD_28D_RETURN,101,-0.0033013264777931772,-0.0135706340378198,-0.023601295456002813,False
DONCHIAN_55_POSITION,FORWARD_7D_MAX_FAVOURABLE_EXCURSION,104,-0.03880379909300932,-0.06896551724137931,-0.0020059082421724026,False
DONCHIAN_55_POSITION,FORWARD_7D_MAX_ADVERSE_EXCURSION,104,0.03165207984451589,0.051390433815350384,0.001911540185208958,False
VOLATILITY_CONTRACTION_BREAKOUT,FORWARD_1D_RETURN,32,0.007170731026839511,0.0761968346871542,-0.001488635843795734,False
VOLATILITY_CONTRACTION_BREAKOUT,FORWARD_3D_RETURN,32,-0.027687338495668616,-0.030160825042755177,-0.004468612722823353,False
VOLATILITY_CONTRACTION_BREAKOUT,FORWARD_14D_RETURN,32,-0.015828151365003835,-0.011572299691362479,0.008928407814906057,False
VOLATILITY_CONTRACTION_BREAKOUT,FORWARD_28D_RETURN,32,-0.04881815127310825,-0.06069926260197517,0.010376492249214959,False
VOLATILITY_CONTRACTION_BREAKOUT,FORWARD_7D_MAX_FAVOURABLE_EXCURSION,32,0.010478593007734474,0.012049760848059525,0.003507865703577013,False
VOLATILITY_CONTRACTION_BREAKOUT,FORWARD_7D_MAX_ADVERSE_EXCURSION,32,-0.07008387609498609,-0.12044302267739332,-0.00784282848627675,False
ATR_EXPANSION_WITH_POSITIVE_RETURN,FORWARD_1D_RETURN,87,-0.04383662400437813,-0.048311403840534985,-0.0009892869947183713,False
ATR_EXPANSION_WITH_POSITIVE_RETURN,FORWARD_3D_RETURN,87,-0.04442911975884711,-0.014047996861432158,-0.0013034819371923851,False
ATR_EXPANSION_WITH_POSITIVE_RETURN,FORWARD_14D_RETURN,86,-0.04078215437440628,-0.03749744267816549,-0.006413626472564781,False
ATR_EXPANSION_WITH_POSITIVE_RETURN,FORWARD_28D_RETURN,84,-0.04305718491878759,-0.015527048425725823,-0.01252779903458002,False
ATR_EXPANSION_WITH_POSITIVE_RETURN,FORWARD_7D_MAX_FAVOURABLE_EXCURSION,87,0.055126021555489055,0.11344028352472145,0.013062229422622505,False
ATR_EXPANSION_WITH_POSITIVE_RETURN,FORWARD_7D_MAX_ADVERSE_EXCURSION,87,-0.07879905145573908,-0.13024510930622224,-0.009856294268926718,False
RETURN_PATH_EFFICIENCY_28D,FORWARD_1D_RETURN,104,-0.06581610825214829,-0.10545050055617353,3.39667634904897e-05,False
RETURN_PATH_EFFICIENCY_28D,FORWARD_3D_RETURN,104,-0.04456645968047526,-0.06696329254727476,0.0016127822614293136,False
RETURN_PATH_EFFICIENCY_28D,FORWARD_14D_RETURN,103,-0.032584826105134544,-0.03759733036707453,-0.0058697916300539275,False
RETURN_PATH_EFFICIENCY_28D,FORWARD_28D_RETURN,101,-0.029315772829467908,-0.064293659621802,-0.02727948376104871,False
RETURN_PATH_EFFICIENCY_28D,FORWARD_7D_MAX_FAVOURABLE_EXCURSION,104,0.013975998973218107,0.02424916573971079,0.01248263801310701,False
RETURN_PATH_EFFICIENCY_28D,FORWARD_7D_MAX_ADVERSE_EXCURSION,104,-0.06399540392866311,-0.0660734149054505,-0.005683963557479959,False
OLS_TREND_TSTAT_28D,FORWARD_1D_RETURN,104,-0.042272243885147116,-0.03737486095661846,0.00030583236671488423,False
OLS_TREND_TSTAT_28D,FORWARD_3D_RETURN,104,-0.044991840751017614,-0.05583982202447163,2.2525313981825317e-05,False
OLS_TREND_TSTAT_28D,FORWARD_14D_RETURN,103,-0.02968223284000253,-0.0442714126807564,-0.016022011105652764,False
OLS_TREND_TSTAT_28D,FORWARD_28D_RETURN,101,-0.036003857814670706,-0.03982202447163515,-0.03513292696998172,False
OLS_TREND_TSTAT_28D,FORWARD_7D_MAX_FAVOURABLE_EXCURSION,104,0.0011238066716375904,0.020912124582869854,0.0018959509963645815,False
OLS_TREND_TSTAT_28D,FORWARD_7D_MAX_ADVERSE_EXCURSION,104,-0.040802509503844314,-0.0424916573971079,-0.004368264805583343,False
POSITIVE_BAR_BREADTH_28D,FORWARD_1D_RETURN,104,-0.05596033005370892,-0.0724199089375281,-0.00012906953700941778,False
POSITIVE_BAR_BREADTH_28D,FORWARD_3D_RETURN,104,-0.034654345210366894,-0.008577479481372139,0.002108519050402267,False
POSITIVE_BAR_BREADTH_28D,FORWARD_14D_RETURN,103,-0.013738402722036112,-0.0330429203203301,0.007911002278048501,False
POSITIVE_BAR_BREADTH_28D,FORWARD_28D_RETURN,101,-0.006816231122087641,0.028941040556427055,-0.0014379568699945488,False
POSITIVE_BAR_BREADTH_28D,FORWARD_7D_MAX_FAVOURABLE_EXCURSION,104,-0.04433231118018636,-0.04323434059428811,0.009591948632076606,False
POSITIVE_BAR_BREADTH_28D,FORWARD_7D_MAX_ADVERSE_EXCURSION,104,-0.013731695431024916,-0.01755466112418922,-0.0015099543147584573,False
DRAWDOWN_ADJUSTED_MOMENTUM_28D,FORWARD_1D_RETURN,104,-0.07304621237598069,-0.11946607341490545,-0.00015821598584300666,False
DRAWDOWN_ADJUSTED_MOMENTUM_28D,FORWARD_3D_RETURN,104,-0.05198310546408348,-0.0731924360400445,0.0038159931981837465,False
DRAWDOWN_ADJUSTED_MOMENTUM_28D,FORWARD_14D_RETURN,103,-0.053519722549718374,-0.060734149054505006,-0.009599746972561501,False
DRAWDOWN_ADJUSTED_MOMENTUM_28D,FORWARD_28D_RETURN,101,-0.04693681877114349,-0.053615127919911014,-0.031181468932011652,False
DRAWDOWN_ADJUSTED_MOMENTUM_28D,FORWARD_7D_MAX_FAVOURABLE_EXCURSION,104,0.009317315494058093,0.026473859844271412,0.013994850278597105,False
DRAWDOWN_ADJUSTED_MOMENTUM_28D,FORWARD_7D_MAX_ADVERSE_EXCURSION,104,-0.0871829032205352,-0.10945494994438265,-0.006924851117505891,False
VOLUME_ZSCORE_30D,FORWARD_1D_RETURN,104,-0.06960985343910817,-0.047608453837597334,-0.00237603872891601,False
VOLUME_ZSCORE_30D,FORWARD_3D_RETURN,104,-0.05177700497500274,-0.046496106785317015,-0.003692028734238223,False
VOLUME_ZSCORE_30D,FORWARD_14D_RETURN,103,-0.005793152817354465,-0.011330049261083743,0.0012712934074792215,False
VOLUME_ZSCORE_30D,FORWARD_28D_RETURN,101,-0.013208767245705981,-0.004226918798665183,-0.007248271251886762,False
VOLUME_ZSCORE_30D,FORWARD_7D_MAX_FAVOURABLE_EXCURSION,104,0.08271813003459275,0.09388209121245827,0.013392437693921674,False
VOLUME_ZSCORE_30D,FORWARD_7D_MAX_ADVERSE_EXCURSION,104,-0.12222860565463457,-0.12947719688542825,-0.009082949750389977,False
VOLUME_ACCELERATION_7D_30D,FORWARD_1D_RETURN,104,-0.02060928504198805,0.009121245828698554,0.000501806188889274,False
VOLUME_ACCELERATION_7D_30D,FORWARD_3D_RETURN,104,0.007712935007150801,0.03255998728746226,0.0010635811020043308,False
VOLUME_ACCELERATION_7D_30D,FORWARD_14D_RETURN,103,0.0442075414353134,0.03492769744160178,0.0030282685004830107,False
VOLUME_ACCELERATION_7D_30D,FORWARD_28D_RETURN,101,0.03086424803293932,0.018909899888765295,-0.007430750863371871,False
VOLUME_ACCELERATION_7D_30D,FORWARD_7D_MAX_FAVOURABLE_EXCURSION,104,0.06416118642203181,0.08565072302558399,0.018097362390763025,False
VOLUME_ACCELERATION_7D_30D,FORWARD_7D_MAX_ADVERSE_EXCURSION,104,-0.023265013629307288,0.02135706340378198,-0.007467397003234354,False
PRICE_VOLUME_CONFIRMATION_28D,FORWARD_1D_RETURN,104,0.028797412265154202,0.05850945494994438,0.0006218973346453739,False
PRICE_VOLUME_CONFIRMATION_28D,FORWARD_3D_RETURN,104,0.003324359178085541,0.00978865406006674,-0.0005598205378251099,False
PRICE_VOLUME_CONFIRMATION_28D,FORWARD_14D_RETURN,103,-0.01258186396041834,-0.020244716351501667,-0.003898157702819689,False
PRICE_VOLUME_CONFIRMATION_28D,FORWARD_28D_RETURN,101,0.003282289137860237,-0.0006674082313681868,-0.00819664958864125,False
PRICE_VOLUME_CONFIRMATION_28D,FORWARD_7D_MAX_FAVOURABLE_EXCURSION,104,0.03458345047610899,0.035372636262513905,0.013700340318647034,False
PRICE_VOLUME_CONFIRMATION_28D,FORWARD_7D_MAX_ADVERSE_EXCURSION,104,-0.06794729186275349,-0.06340378197997776,-0.009848267591968506,False
QUOTE_TURNOVER_CHANGE_7D_30D,FORWARD_1D_RETURN,104,-0.02821083254898605,0.00489432703003337,-0.0002468320002830406,False
QUOTE_TURNOVER_CHANGE_7D_30D,FORWARD_3D_RETURN,104,0.002134545098949994,0.020244716351501667,0.00046219600982806084,False
QUOTE_TURNOVER_CHANGE_7D_30D,FORWARD_14D_RETURN,103,0.04035351345847366,0.04382647385984427,-0.0010335501377621858,False
QUOTE_TURNOVER_CHANGE_7D_30D,FORWARD_28D_RETURN,101,0.02451049649697212,0.010456062291434927,-0.017279726310442504,False
QUOTE_TURNOVER_CHANGE_7D_30D,FORWARD_7D_MAX_FAVOURABLE_EXCURSION,104,0.060067199207911114,0.06852057842046719,0.01916654628213984,False
QUOTE_TURNOVER_CHANGE_7D_30D,FORWARD_7D_MAX_ADVERSE_EXCURSION,104,-0.03011878277451137,0.0046718576195773085,-0.008789260226168725,False
BTC_RELATIVE_RETURN_28D,FORWARD_1D_RETURN,104,-0.08188249459105967,-0.09610678531701891,-0.0010284457298760132,False
BTC_RELATIVE_RETURN_28D,FORWARD_3D_RETURN,104,-0.05886760625359068,-0.08698553948832036,-0.00016042291349770377,False
BTC_RELATIVE_RETURN_28D,FORWARD_14D_RETURN,103,-0.04017316204320103,-0.03937708565072302,-0.012993974427180994,False
BTC_RELATIVE_RETURN_28D,FORWARD_28D_RETURN,101,-0.041546555736139315,-0.04649610678531702,-0.0365570671042344,False
BTC_RELATIVE_RETURN_28D,FORWARD_7D_MAX_FAVOURABLE_EXCURSION,104,0.012638126611986461,-0.004004449388209121,0.016363238567781102,False
BTC_RELATIVE_RETURN_28D,FORWARD_7D_MAX_ADVERSE_EXCURSION,104,-0.08027493918761995,-0.0914349276974416,-0.012274991515085602,False
MARKET_RESIDUAL_MOMENTUM_28D,FORWARD_1D_RETURN,104,-0.06387057047513109,-0.04916573971078976,3.677165835723726e-05,False
MARKET_RESIDUAL_MOMENTUM_28D,FORWARD_3D_RETURN,104,-0.019372257331100498,-0.011790878754171301,0.0015471343622113502,False
MARKET_RESIDUAL_MOMENTUM_28D,FORWARD_14D_RETURN,103,-0.026590031457359768,-0.030033370411568408,-0.00406775118602137,False
MARKET_RESIDUAL_MOMENTUM_28D,FORWARD_28D_RETURN,101,-0.024872205955698067,-0.033592880978865404,-0.023507962259054986,False
MARKET_RESIDUAL_MOMENTUM_28D,FORWARD_7D_MAX_FAVOURABLE_EXCURSION,104,0.046642178733391194,0.05494994438264739,0.0259387309877027,False
MARKET_RESIDUAL_MOMENTUM_28D,FORWARD_7D_MAX_ADVERSE_EXCURSION,104,-0.07813626862570132,-0.07630700778642938,-0.014585171029748283,False
BETA_ADJUSTED_MOMENTUM_28D,FORWARD_1D_RETURN,104,-0.08662081800290923,-0.12080088987764181,-0.0020103737460889525,False
BETA_ADJUSTED_MOMENTUM_28D,FORWARD_3D_RETURN,104,-0.04712180200222468,-0.054060066740823136,0.00030675114061166615,False
BETA_ADJUSTED_MOMENTUM_28D,FORWARD_14D_RETURN,103,-0.034225113741728756,-0.04916573971078977,-0.00822891895615497,False
BETA_ADJUSTED_MOMENTUM_28D,FORWARD_28D_RETURN,101,-0.03279645936943924,-0.06651835372636263,-0.03610294506668772,False
BETA_ADJUSTED_MOMENTUM_28D,FORWARD_7D_MAX_FAVOURABLE_EXCURSION,104,-0.011586897529611655,-0.03337041156840934,0.016982225050348902,False
BETA_ADJUSTED_MOMENTUM_28D,FORWARD_7D_MAX_ADVERSE_EXCURSION,104,-0.045909985453923156,-0.05757190529159384,-0.011429154840220139,False
IDIOSYNCRATIC_STRENGTH_28D,FORWARD_1D_RETURN,104,-0.07599362539573885,-0.08364849833147942,-0.0009505767607980935,False
IDIOSYNCRATIC_STRENGTH_28D,FORWARD_3D_RETURN,104,-0.03660049627791563,-0.05717463848720801,-0.0007276647880727511,False
IDIOSYNCRATIC_STRENGTH_28D,FORWARD_14D_RETURN,103,-0.03147001059892406,-0.052216748768472904,0.0038337504960864765,False
IDIOSYNCRATIC_STRENGTH_28D,FORWARD_28D_RETURN,101,-0.029662535616345687,-0.0011123470522803114,-0.007294586358483314,False
IDIOSYNCRATIC_STRENGTH_28D,FORWARD_7D_MAX_FAVOURABLE_EXCURSION,104,0.044336350523781,0.04182424916573971,0.018475560650897487,False
IDIOSYNCRATIC_STRENGTH_28D,FORWARD_7D_MAX_ADVERSE_EXCURSION,104,-0.09282306958892053,-0.0778642936596218,-0.01022183161194366,False
REALIZED_VOLATILITY_28D,FORWARD_1D_RETURN,104,-0.08784119106699752,-0.09343715239154617,-0.001071063902751732,False
REALIZED_VOLATILITY_28D,FORWARD_3D_RETURN,104,-0.08572773166766492,-0.10122358175750834,0.0008600963786439414,False
REALIZED_VOLATILITY_28D,FORWARD_14D_RETURN,103,-0.13349244575958186,-0.17419354838709677,-0.011476771540088214,False
REALIZED_VOLATILITY_28D,FORWARD_28D_RETURN,101,-0.18155045760415864,-0.2218020022246941,-0.030519416246076864,False
REALIZED_VOLATILITY_28D,FORWARD_7D_MAX_FAVOURABLE_EXCURSION,104,0.2609095576281338,0.27830923248053396,0.03754644162199961,False
REALIZED_VOLATILITY_28D,FORWARD_7D_MAX_ADVERSE_EXCURSION,104,-0.461820826559425,-0.48876529477196884,-0.0241136487090143,False
DOWNSIDE_VOLATILITY_28D,FORWARD_1D_RETURN,104,-0.07902049285530932,-0.06340378197997776,-0.002706418940355712,False
DOWNSIDE_VOLATILITY_28D,FORWARD_3D_RETURN,104,-0.0819046498551504,-0.11412680756395996,-0.0031803590153737194,False
DOWNSIDE_VOLATILITY_28D,FORWARD_14D_RETURN,103,-0.11439525192886532,-0.12124582869855395,-0.007486761594547474,False
DOWNSIDE_VOLATILITY_28D,FORWARD_28D_RETURN,101,-0.15927818588310444,-0.19688542825361513,-0.015646467354247788,False
DOWNSIDE_VOLATILITY_28D,FORWARD_7D_MAX_FAVOURABLE_EXCURSION,104,0.21545352589568384,0.2507230255839822,0.023000366852215973,False
DOWNSIDE_VOLATILITY_28D,FORWARD_7D_MAX_ADVERSE_EXCURSION,104,-0.38954561845273755,-0.4218020022246941,-0.019772503905068666,False
MAX_DRAWDOWN_28D,FORWARD_1D_RETURN,104,0.05953761199867986,0.06963292547274749,0.0010484742346424122,False
MAX_DRAWDOWN_28D,FORWARD_3D_RETURN,104,0.07386672004302705,0.06941045606229143,0.001999180822931188,False
MAX_DRAWDOWN_28D,FORWARD_14D_RETURN,103,0.09416642624953911,0.09365962180200223,0.004033064507408812,False
MAX_DRAWDOWN_28D,FORWARD_28D_RETURN,101,0.13893639483128353,0.19866518353726362,0.009487465275598777,False
MAX_DRAWDOWN_28D,FORWARD_7D_MAX_FAVOURABLE_EXCURSION,104,-0.2177346013274823,-0.21023359288097887,-0.025661239191769405,False
MAX_DRAWDOWN_28D,FORWARD_7D_MAX_ADVERSE_EXCURSION,104,0.36417493796526057,0.3946607341490545,0.024469639923631825,False
ILLIQUIDITY_PROXY_30D,FORWARD_1D_RETURN,104,0.028869225879793178,0.021802002224694104,0.0014966756975274885,False
ILLIQUIDITY_PROXY_30D,FORWARD_3D_RETURN,104,0.03212788324023029,0.03915461624026696,0.003550234967680747,False
ILLIQUIDITY_PROXY_30D,FORWARD_14D_RETURN,103,0.02429961476690852,0.07230255839822025,-0.006827504806666479,False
ILLIQUIDITY_PROXY_30D,FORWARD_28D_RETURN,101,0.02722984677301354,0.026918798665183537,-0.017150451366305348,False
ILLIQUIDITY_PROXY_30D,FORWARD_7D_MAX_FAVOURABLE_EXCURSION,104,-0.0377450830593211,-0.04004449388209121,-0.014715668436428768,False
ILLIQUIDITY_PROXY_30D,FORWARD_7D_MAX_ADVERSE_EXCURSION,104,0.13766135144055056,0.13815350389321468,0.012692149248638446,False
AGE_OR_TENURE,FORWARD_1D_RETURN,104,0.07527716457518589,0.059146007951564085,0.0023270958993277698,False
AGE_OR_TENURE,FORWARD_3D_RETURN,104,0.06048790032744848,0.06995507032107198,0.0027225796545367917,False
AGE_OR_TENURE,FORWARD_14D_RETURN,103,0.07780362373750006,0.08163518080555976,0.00834448716893383,False
AGE_OR_TENURE,FORWARD_28D_RETURN,101,0.09556361415024871,0.07359725531085849,0.01701106489452403,False
