signal_id,regime_id,state,decision_count,mean_rank_ic
OLS_TREND_TSTAT_28D,MARKET_BREADTH_TERCILE,LOW,21,-0.12160601726786376
OLS_TREND_TSTAT_28D,MARKET_BREADTH_TERCILE,MID,35,0.029041792467821383
OLS_TREND_TSTAT_28D,PIT_UNIVERSE_SIZE_TERCILE,LOW,104,-0.03278398464716596
POSITIVE_BAR_BREADTH_28D,BTC_TREND_STATE,INSUFFICIENT_HISTORY,24,-0.04984014499930935
POSITIVE_BAR_BREADTH_28D,BTC_TREND_STATE,UP,80,0.001971396855921665
POSITIVE_BAR_BREADTH_28D,BTC_REALIZED_VOLATILITY_TERCILE,HIGH,18,-0.017748808832494363
POSITIVE_BAR_BREADTH_28D,BTC_REALIZED_VOLATILITY_TERCILE,LOW,47,0.00021492063782309245
POSITIVE_BAR_BREADTH_28D,BTC_REALIZED_VOLATILITY_TERCILE,MID,39,-0.018694216474422508
POSITIVE_BAR_BREADTH_28D,CROSS_SECTIONAL_DISPERSION_TERCILE,HIGH,39,-0.010655513565477264
POSITIVE_BAR_BREADTH_28D,CROSS_SECTIONAL_DISPERSION_TERCILE,LOW,32,-0.019716871843934024
POSITIVE_BAR_BREADTH_28D,CROSS_SECTIONAL_DISPERSION_TERCILE,MID,33,0.00024403625908517553
POSITIVE_BAR_BREADTH_28D,AVERAGE_PAIRWISE_CORRELATION_TERCILE,INSUFFICIENT_HISTORY,104,-0.009985112802977798
POSITIVE_BAR_BREADTH_28D,MARKET_BREADTH_TERCILE,HIGH,48,-0.0003714943694755393
POSITIVE_BAR_BREADTH_28D,MARKET_BREADTH_TERCILE,LOW,21,-0.05789543529242325
POSITIVE_BAR_BREADTH_28D,MARKET_BREADTH_TERCILE,MID,35,0.00557668969617208
POSITIVE_BAR_BREADTH_28D,PIT_UNIVERSE_SIZE_TERCILE,LOW,104,-0.009985112802977798
DRAWDOWN_ADJUSTED_MOMENTUM_28D,BTC_TREND_STATE,INSUFFICIENT_HISTORY,24,-0.14218213595581625
DRAWDOWN_ADJUSTED_MOMENTUM_28D,BTC_TREND_STATE,UP,80,-0.04029316427997927
