rd01_fold_id,fill_id,candidate_id,position_id,symbol,timestamp,fill_type,price,quantity,notional,fee,cash_before,cash_after,position_quantity_before,position_quantity_after,portfolio_heat_before,portfolio_heat_after,reason,fill_day,fill_available_at,fill_btc_dominance_pct,fill_eth_dominance_pct,fill_stablecoin_dominance_pct,fill_altcoin_share_pct,fill_btc_dominance_change_7d_pp,fill_btc_dominance_change_28d_pp,fill_btc_dominance_change_84d_pp,fill_stablecoin_dominance_change_7d_pp,fill_stablecoin_dominance_change_28d_pp,fill_stablecoin_dominance_change_84d_pp,fill_dominance_age_hours,fill_dominance_quadrant,fill_dominance_tag_status
WF01,FILL-c553f49e31a18ee83852,CAND-57c4f3427ef83e7e9474,POS-6ed884f20752ae2e77b8,SNX,2022-02-07 04:00:00+00:00,ENTRY,5.841641,4279.619374076565,25000.0,50.0,100000.0,74950.0,0.0,4279.619374076565,0.0,0.0,WEEKLY_SELECTION_NEXT_OPEN,2022-02-06 00:00:00+00:00,2022-02-07 00:00:00+00:00,41.192325706557966,18.485790319402945,9.040417999091323,58.807674293442034,0.0835402622423586,1.4033383290620876,-2.425226649679786,-0.8800013053293316,0.6905951417581289,4.030989967514925,4.0,BTC_UP_STABLE_UP,TAGGED
WF01,FILL-75504ea2b092b650bd20,CAND-f0525cf311b5e6bbd708,POS-51e76e7ffbe789fbc539,DOGE,2022-02-09 00:00:00+00:00,ENTRY,0.1582,154804.8951030221,24490.1344052981,48.9802688105962,74950.0,50410.8853258913,0.0,154804.8951030221,0.0,0.0,WEEKLY_SELECTION_NEXT_OPEN,2022-02-08 00:00:00+00:00,2022-02-09 00:00:00+00:00,41.09317040743129,18.133986540335197,8.683920169095916,58.90682959256871,0.4370966192996874,1.1359813135937316,-2.391949905675787,-0.9244743580189532,0.4155129453408452,3.2602824970190305,0.0,BTC_UP_STABLE_UP,TAGGED
WF01,FILL-827b4506a1be86359435,CAND-42f0987a435eab09a98f,POS-5e2bf66b722cdaffe139,BTC,2022-02-09 20:00:00+00:00,ENTRY,44457.5,0.5625672223024363,25010.33228551056,50.02066457102112,50410.8853258913,25350.53237580972,0.0,0.5625672223024363,0.0,0.0,WEEKLY_SELECTION_NEXT_OPEN,2022-02-08 00:00:00+00:00,2022-02-09 00:00:00+00:00,41.09317040743129,18.133986540335197,8.683920169095916,58.90682959256871,0.4370966192996874,1.1359813135937316,-2.391949905675787,-0.9244743580189532,0.4155129453408452,3.2602824970190305,20.0,BTC_UP_STABLE_UP,TAGGED
WF01,FILL-5d6f16f40b80dea6ad53,CAND-42f0987a435eab09a98f,POS-5e2bf66b722cdaffe139,BTC,2022-02-14 04:00:00+00:00,REBALANCE_EXIT,41914.6,0.5625672223024363,23579.780095917693,47.15956019183539,25350.53237580972,48883.15291153557,0.5625672223024363,0.0,0.0,0.0,REBALANCE_EXIT,2022-02-13 00:00:00+00:00,2022-02-14 00:00:00+00:00,41.467895327966254,17.64934519703909,9.3190947281631,58.53210467203375,0.2755696214082874,2.1079420172238628,-0.6557498352986926,0.2786767290717762,1.1664260697591669,3.7785217371126496,4.0,BTC_UP_STABLE_UP,TAGGED
WF01,FILL-5f2fffc0809ef9386722,CAND-f0525cf311b5e6bbd708,POS-51e76e7ffbe789fbc539,DOGE,2022-02-14 04:00:00+00:00,REBALANCE_EXIT,0.14492,154804.8951030221,22434.325398329962,44.86865079665993,48883.15291153557,71272.60965906887,154804.8951030221,0.0,0.0,0.0,REBALANCE_EXIT,2022-02-13 00:00:00+00:00,2022-02-14 00:00:00+00:00,41.467895327966254,17.64934519703909,9.3190947281631,58.53210467203375,0.2755696214082874,2.1079420172238628,-0.6557498352986926,0.2786767290717762,1.1664260697591669,3.7785217371126496,4.0,BTC_UP_STABLE_UP,TAGGED
WF01,FILL-47239be9e543a6681e0a,CAND-57c4f3427ef83e7e9474,POS-6ed884f20752ae2e77b8,SNX,2022-02-14 04:00:00+00:00,REBALANCE_EXIT,4.415454,4279.619374076565,18896.462483743868,37.792924967487735,71272.60965906887,90131.27921784525,4279.619374076565,0.0,0.0,0.0,REBALANCE_EXIT,2022-02-13 00:00:00+00:00,2022-02-14 00:00:00+00:00,41.467895327966254,17.64934519703909,9.3190947281631,58.53210467203375,0.2755696214082874,2.1079420172238628,-0.6557498352986926,0.2786767290717762,1.1664260697591669,3.7785217371126496,4.0,BTC_UP_STABLE_UP,TAGGED
WF01,FILL-cadd5a2c00110f282cc8,CAND-16a75983b3be06ff9343,POS-f417abd7b2a08fa9a559,XRP,2022-02-15 04:00:00+00:00,ENTRY,0.82368,18328.70686308892,15096.98926898908,30.19397853797816,90131.27921784525,75004.09597031819,0.0,18328.70686308892,0.0,0.0,WEEKLY_SELECTION_NEXT_OPEN,2022-02-14 00:00:00+00:00,2022-02-15 00:00:00+00:00,41.61839251829325,17.865063897399132,9.26410855399163,58.38160748170675,0.6842379396832357,2.1177049277148114,-0.1845942659613229,0.5696375390279425,0.8783002118111138,3.512204748396078,4.0,BTC_UP_STABLE_UP,TAGGED
WF01,FILL-2f48e711f8184938dd21,CAND-16a75983b3be06ff9343,POS-f417abd7b2a08fa9a559,XRP,2022-03-14 04:00:00+00:00,REBALANCE_EXIT,0.76154,18328.70686308892,13958.043424516734,27.91608684903347,75004.09597031819,88934.2233079859,18328.70686308892,0.0,0.0,0.0,REBALANCE_EXIT,2022-03-13 00:00:00+00:00,2022-03-14 00:00:00+00:00,41.519838827059935,17.245556088423903,10.675889642504275,58.48016117294007,-0.1406525346822604,0.0519434990936815,1.2264806310598289,0.1701931905243263,1.356794914341176,3.442196681510426,4.0,BTC_UP_STABLE_UP,TAGGED
WF01,FILL-a24670b953a524a75c82,CAND-7a91ad6877025aa7b872,POS-42b43bfd1fb410bee7b4,ZEC,2022-03-21 20:00:00+00:00,ENTRY,178.519,124.54447889018242,22233.555826996475,44.46711165399295,88934.2233079859,66656.20036933542,0.0,124.54447889018242,0.0,0.0,WEEKLY_SELECTION_NEXT_OPEN,2022-03-20 00:00:00+00:00,2022-03-21 00:00:00+00:00,41.66959666025205,18.026809368322027,9.896562157782274,58.33040333974795,0.1497578331921119,0.8097898451379564,1.222733840629175,-0.7793274847220033,-0.2778876519336872,3.152698454893982,20.0,BTC_UP_STABLE_DOWN,TAGGED
WF01,FILL-416ec9d2d8b9b1296e42,CAND-6f5824d5923934863997,POS-4774862460ae98b8c7bd,SNX,2022-03-22 04:00:00+00:00,ENTRY,5.076076,2930.703898120655,14876.475720356702,29.752951440713407,66656.20036933542,51749.97169753801,0.0,2930.703898120655,0.0,0.0,WEEKLY_SELECTION_NEXT_OPEN,2022-03-21 00:00:00+00:00,2022-03-22 00:00:00+00:00,41.26861754395211,18.183341715014627,9.86949299826938,58.73138245604789,-0.9902100727834692,0.5334951547315328,0.8907054928675464,-0.504454421913314,-0.6460772255157465,3.085531586426602,4.0,BTC_UP_STABLE_DOWN,TAGGED
