fold_id,pit_panel_rows,causally_covered_rows,coverage,median_usable_symbols,broad_gate_passed,sector_gate_passed
WF01,NOT_RECOMPUTED_WITHOUT_ACQUISITION,0,0.0,0,False,False
WF02,NOT_RECOMPUTED_WITHOUT_ACQUISITION,0,0.0,0,False,False
WF03,NOT_RECOMPUTED_WITHOUT_ACQUISITION,0,0.0,0,False,False
