signal_id,fold_id,grid_id,decision_time,evaluable,matched,rank_ic,top_excess,top_symbols,universe_mean,top_count
BN_TAKER_BUY_IMBALANCE_1,WF01,PRIMARY_GRID,2023-01-02 00:00:00+00:00,True,29,-0.03891625615763547,0.004974508059074838,PAXG|XMR|1INCH|MANA|LDO|ICP,0.0231146227369834,6
BN_TAKER_BUY_IMBALANCE_1,WF01,PRIMARY_GRID,2023-01-03 00:00:00+00:00,True,29,-0.21379310344827587,-0.006263540289423462,PAXG|ICP|SHIB|BCH|NEO|1INCH,-0.0032740107968684136,6
BN_TAKER_BUY_IMBALANCE_1,WF01,PRIMARY_GRID,2023-01-04 00:00:00+00:00,True,29,0.35960591133004927,0.02317415659430476,DASH|ETC|SHIB|SNX|BCH|ZEC,0.041279442104768096,6
BN_TAKER_BUY_IMBALANCE_1,WF01,PRIMARY_GRID,2023-01-05 00:00:00+00:00,True,29,0.15960591133004925,0.003120616664116437,ZEC|NEO|BCH|SHIB|CRV|ALGO,-0.01560940449697535,6
BN_TAKER_BUY_IMBALANCE_1,WF01,PRIMARY_GRID,2023-01-06 00:00:00+00:00,True,29,0.011330049261083743,0.011594169196937537,XMR|LDO|BCH|SNX|NEO|1INCH,0.024897301785207854,6
BN_TAKER_BUY_IMBALANCE_1,WF01,PRIMARY_GRID,2023-01-07 00:00:00+00:00,True,29,-0.312807881773399,-0.00642260897756113,BCH|PAXG|DASH|XMR|UNI|ETH,0.005696529504892568,6
BN_TAKER_BUY_IMBALANCE_1,WF01,PRIMARY_GRID,2023-01-08 00:00:00+00:00,True,29,-0.5246305418719212,-0.025150200884497362,PAXG|LINK|XLM|1INCH|XMR|QNT,0.03896474264974361,6
BN_TAKER_BUY_IMBALANCE_1,WF01,PRIMARY_GRID,2023-01-09 00:00:00+00:00,True,29,0.22019704433497536,-0.0006437003248013842,BCH|XMR|ETH|ZEC|ALGO|UNI,0.021508979002352886,6
BN_TAKER_BUY_IMBALANCE_1,WF01,PRIMARY_GRID,2023-01-10 00:00:00+00:00,True,29,-0.2206896551724138,-0.0028101550935514044,PAXG|BAL|XLM|ADA|QNT|BCH,0.01463557315426328,6
BN_TAKER_BUY_IMBALANCE_1,WF01,PRIMARY_GRID,2023-01-11 00:00:00+00:00,True,29,0.1438423645320197,-0.003632242915583013,BCH|UNI|QNT|XMR|ETC|CRV,0.026202193497580174,6
BN_TAKER_BUY_IMBALANCE_1,WF01,PRIMARY_GRID,2023-01-12 00:00:00+00:00,True,29,-0.0049261083743842365,0.00014151634244561478,BAL|XMR|AAVE|ZEC|PAXG|COMP,0.024847147002851903,6
BN_TAKER_BUY_IMBALANCE_1,WF01,PRIMARY_GRID,2023-01-13 00:00:00+00:00,True,29,0.0896551724137931,-0.02104706192639614,UNI|XLM|ICP|ETH|PAXG|ADA,0.04754690930079095,6
BN_TAKER_BUY_IMBALANCE_1,WF01,PRIMARY_GRID,2023-01-14 00:00:00+00:00,True,29,0.1187192118226601,0.031779496782847375,COMP|SHIB|LINK|QNT|ALGO|1INCH,0.05033849550901652,6
BN_TAKER_BUY_IMBALANCE_1,WF01,PRIMARY_GRID,2023-01-15 00:00:00+00:00,True,29,0.38866995073891625,0.0035880308284131548,1INCH|SNX|NEO|QNT|DASH|LTC,0.011210353953498101,6
BN_TAKER_BUY_IMBALANCE_1,WF01,PRIMARY_GRID,2023-01-16 00:00:00+00:00,True,28,-0.02736726874657909,-0.005302443868055241,PAXG|ALGO|BCH|1INCH|UNI|COMP,-0.008743982680187692,6
BN_TAKER_BUY_IMBALANCE_1,WF01,PRIMARY_GRID,2023-01-17 00:00:00+00:00,True,28,-0.4871373836891078,-0.007760680478473321,1INCH|BCH|UNI|ETC|DASH|CRV,0.003209810585181256,6
BN_TAKER_BUY_IMBALANCE_1,WF01,PRIMARY_GRID,2023-01-18 00:00:00+00:00,True,28,0.06951286261631089,0.001958112911679112,XMR|PAXG|LTC|LINK|AAVE|BCH,-0.043165746778240144,6
BN_TAKER_BUY_IMBALANCE_1,WF01,PRIMARY_GRID,2023-01-19 00:00:00+00:00,True,28,0.005473453749315818,0.002289888176223165,NEO|CRV|1INCH|ZEC|LTC|LINK,0.02587818480013891,6
BN_TAKER_BUY_IMBALANCE_1,WF01,PRIMARY_GRID,2023-01-20 00:00:00+00:00,True,28,-0.3251231527093596,-0.022145120756351284,COMP|PAXG|ICP|QNT|ETC|DASH,0.07849430037719404,6
BN_TAKER_BUY_IMBALANCE_1,WF01,PRIMARY_GRID,2023-01-21 00:00:00+00:00,True,28,0.22714833059660647,0.0048125239762733035,BCH|LTC|ZEC|1INCH|ETH|ALGO,-0.01112815356194077,6
