fold_id,residual_age_mean_ic,validation_rows,coefficient_low_vol,coefficient_drawdown,coefficient_log_turnover
WF01,0.02133492825226451,5400,0.052288915799991606,0.025880048770288724,0.05045765921702556
WF02,-0.014355825328334461,5411,0.060507707415886645,0.042480343315565196,0.009145522530249844
WF03,0.009107916767611513,10614,0.05357429718129657,0.02034719197906439,0.010508135514439751
