signal_id,regime_id,state,decision_count,mean_rank_ic,evaluable,positive
BN_TAKER_BUY_IMBALANCE_1,BTC_TREND_STATE,DOWN,180,-0.019252967126530345,True,False
BN_TAKER_BUY_IMBALANCE_1,BTC_TREND_STATE,UP,548,-0.0028586656512657026,True,False
BN_TAKER_BUY_IMBALANCE_1,BTC_REALIZED_VOLATILITY_TERCILE,HIGH,301,-0.005919037365938501,True,False
BN_TAKER_BUY_IMBALANCE_1,BTC_REALIZED_VOLATILITY_TERCILE,LOW,241,0.000883142548616867,True,True
BN_TAKER_BUY_IMBALANCE_1,BTC_REALIZED_VOLATILITY_TERCILE,MID,186,-0.01861983853085077,True,False
BN_TAKER_BUY_IMBALANCE_1,CROSS_SECTIONAL_DISPERSION_TERCILE,HIGH,254,0.0010792914811378008,True,True
BN_TAKER_BUY_IMBALANCE_1,CROSS_SECTIONAL_DISPERSION_TERCILE,LOW,240,-0.010813930641516856,True,False
BN_TAKER_BUY_IMBALANCE_1,CROSS_SECTIONAL_DISPERSION_TERCILE,MID,234,-0.011584955307324894,True,False
BN_TAKER_BUY_IMBALANCE_1,AVERAGE_PAIRWISE_CORRELATION_TERCILE,HIGH,266,0.0003952663014109712,True,True
BN_TAKER_BUY_IMBALANCE_1,AVERAGE_PAIRWISE_CORRELATION_TERCILE,LOW,262,-0.011756515836536897,True,False
BN_TAKER_BUY_IMBALANCE_1,AVERAGE_PAIRWISE_CORRELATION_TERCILE,MID,200,-0.010285082733358592,True,False
BN_TAKER_BUY_IMBALANCE_1,MARKET_BREADTH_TERCILE,HIGH,243,0.00025832137368961543,True,True
BN_TAKER_BUY_IMBALANCE_1,MARKET_BREADTH_TERCILE,LOW,251,-0.014506984063241789,True,False
BN_TAKER_BUY_IMBALANCE_1,MARKET_BREADTH_TERCILE,MID,234,-0.006211974160692111,True,False
BN_TAKER_BUY_IMBALANCE_1,PIT_UNIVERSE_SIZE_TERCILE,LOW,728,-0.006912201730314653,True,False
BN_TAKER_BUY_IMBALANCE_6,BTC_TREND_STATE,DOWN,180,-0.04019938341777422,True,False
BN_TAKER_BUY_IMBALANCE_6,BTC_TREND_STATE,UP,548,-0.013718246822953592,True,False
BN_TAKER_BUY_IMBALANCE_6,BTC_REALIZED_VOLATILITY_TERCILE,HIGH,301,-0.021677674421402223,True,False
BN_TAKER_BUY_IMBALANCE_6,BTC_REALIZED_VOLATILITY_TERCILE,LOW,241,-0.012986585758083828,True,False
BN_TAKER_BUY_IMBALANCE_6,BTC_REALIZED_VOLATILITY_TERCILE,MID,186,-0.02741258658944977,True,False
BN_TAKER_BUY_IMBALANCE_6,CROSS_SECTIONAL_DISPERSION_TERCILE,HIGH,254,-0.04149105035610602,True,False
BN_TAKER_BUY_IMBALANCE_6,CROSS_SECTIONAL_DISPERSION_TERCILE,LOW,240,-0.005181395871051044,True,False
BN_TAKER_BUY_IMBALANCE_6,CROSS_SECTIONAL_DISPERSION_TERCILE,MID,234,-0.01269754903707158,True,False
BN_TAKER_BUY_IMBALANCE_6,AVERAGE_PAIRWISE_CORRELATION_TERCILE,HIGH,266,-0.019955297489650612,True,False
BN_TAKER_BUY_IMBALANCE_6,AVERAGE_PAIRWISE_CORRELATION_TERCILE,LOW,262,-0.02212867855142138,True,False
BN_TAKER_BUY_IMBALANCE_6,AVERAGE_PAIRWISE_CORRELATION_TERCILE,MID,200,-0.018238326807292326,True,False
BN_TAKER_BUY_IMBALANCE_6,MARKET_BREADTH_TERCILE,HIGH,243,-0.01637751271638032,True,False
BN_TAKER_BUY_IMBALANCE_6,MARKET_BREADTH_TERCILE,LOW,251,-0.0039984560935240965,True,False
BN_TAKER_BUY_IMBALANCE_6,MARKET_BREADTH_TERCILE,MID,234,-0.04175273591719214,True,False
BN_TAKER_BUY_IMBALANCE_6,PIT_UNIVERSE_SIZE_TERCILE,LOW,728,-0.020265780596398254,True,False
BN_TAKER_BUY_IMBALANCE_18,BTC_TREND_STATE,DOWN,180,-0.038761221749727494,True,False
BN_TAKER_BUY_IMBALANCE_18,BTC_TREND_STATE,UP,548,-0.016607084081284935,True,False
BN_TAKER_BUY_IMBALANCE_18,BTC_REALIZED_VOLATILITY_TERCILE,HIGH,301,-0.019284937259504798,True,False
BN_TAKER_BUY_IMBALANCE_18,BTC_REALIZED_VOLATILITY_TERCILE,LOW,241,-0.03227522545021472,True,False
BN_TAKER_BUY_IMBALANCE_18,BTC_REALIZED_VOLATILITY_TERCILE,MID,186,-0.01341186313377637,True,False
