year,strategy_return,benchmark_return,strategy_sharpe,strategy_maximum_drawdown,average_exposure,active_day_count,turnover,transaction_cost
2021,0.46447975642646133,0.6323346531292335,0.8913703247176079,-0.5556912833137437,0.5671232876712329,207,40.06666666666667,0.08013333333333333
2022,0.030151195078422788,-0.6476431590920666,0.9825191166467836,-0.0019999999999998908,0.00821917808219178,3,1.0,0.002
2023,0.6144639698795848,1.538283174434922,1.0992037841394031,-0.30439361556335975,0.4767123287671233,174,33.63333333333333,0.06726666666666667
2024,0.9919867316977415,1.2018108737845647,1.4003057649339534,-0.35916370108803886,0.6120218579234973,225,45.46666666666667,0.09093333333333334
