rebalance_time,canonical_symbol,market_cap_rank,venue_rank,lookback_completed_day_count,lookback_first_close,lookback_last_close,median_quote_turnover_usdt,liquidity_floor_usdt,liquidity_eligible,liquidity_reason
2022-01-10T00:00:00+00:00,SHIB,7,7,30,2021-12-12T00:00:00+00:00,2022-01-10T00:00:00+00:00,34301881.77012846,250000.0,True,PASS
2022-01-10T00:00:00+00:00,DOT,8,8,30,2021-12-12T00:00:00+00:00,2022-01-10T00:00:00+00:00,44525882.9715174,250000.0,True,PASS
2022-01-10T00:00:00+00:00,LINK,9,9,30,2021-12-12T00:00:00+00:00,2022-01-10T00:00:00+00:00,14745999.671881296,250000.0,True,PASS
2022-01-10T00:00:00+00:00,XLM,10,10,30,2021-12-12T00:00:00+00:00,2022-01-10T00:00:00+00:00,8214279.934452806,250000.0,True,PASS
2022-01-10T00:00:00+00:00,DOGE,12,11,30,2021-12-12T00:00:00+00:00,2022-01-10T00:00:00+00:00,12911814.980110258,250000.0,True,PASS
2022-01-10T00:00:00+00:00,ICP,13,12,30,2021-12-12T00:00:00+00:00,2022-01-10T00:00:00+00:00,5138992.418943595,250000.0,True,PASS
2022-01-10T00:00:00+00:00,UNI,14,13,30,2021-12-12T00:00:00+00:00,2022-01-10T00:00:00+00:00,2587429.8324908027,250000.0,True,PASS
2022-01-10T00:00:00+00:00,ALGO,15,14,30,2021-12-12T00:00:00+00:00,2022-01-10T00:00:00+00:00,7940061.4979282245,250000.0,True,PASS
2022-01-10T00:00:00+00:00,FTT,16,15,30,2021-12-12T00:00:00+00:00,2022-01-10T00:00:00+00:00,1152116.8981281691,250000.0,True,PASS
2022-01-10T00:00:00+00:00,LTC,17,16,30,2021-12-12T00:00:00+00:00,2022-01-10T00:00:00+00:00,11705434.888379164,250000.0,True,PASS
2022-01-10T00:00:00+00:00,CRV,18,17,30,2021-12-12T00:00:00+00:00,2022-01-10T00:00:00+00:00,14511428.905020546,250000.0,True,PASS
2022-01-10T00:00:00+00:00,BCH,19,18,30,2021-12-12T00:00:00+00:00,2022-01-10T00:00:00+00:00,1493363.301422561,250000.0,True,PASS
2022-01-10T00:00:00+00:00,MANA,20,19,30,2021-12-12T00:00:00+00:00,2022-01-10T00:00:00+00:00,23229845.833786912,250000.0,True,PASS
2022-01-10T00:00:00+00:00,QNT,23,20,30,2021-12-12T00:00:00+00:00,2022-01-10T00:00:00+00:00,6084983.125031278,250000.0,True,PASS
2022-01-10T00:00:00+00:00,ETC,24,21,30,2021-12-12T00:00:00+00:00,2022-01-10T00:00:00+00:00,926044.8495376084,250000.0,True,PASS
2022-01-10T00:00:00+00:00,XTZ,25,22,30,2021-12-12T00:00:00+00:00,2022-01-10T00:00:00+00:00,3565117.1345806336,250000.0,True,PASS
2022-01-10T00:00:00+00:00,AAVE,26,23,30,2021-12-12T00:00:00+00:00,2022-01-10T00:00:00+00:00,5126566.511926722,250000.0,True,PASS
2022-01-10T00:00:00+00:00,XMR,27,24,30,2021-12-12T00:00:00+00:00,2022-01-10T00:00:00+00:00,2618022.9662589612,250000.0,True,PASS
2022-01-10T00:00:00+00:00,1INCH,28,25,30,2021-12-12T00:00:00+00:00,2022-01-10T00:00:00+00:00,1924748.6399533823,250000.0,True,PASS
2022-01-10T00:00:00+00:00,NEO,31,26,30,2021-12-12T00:00:00+00:00,2022-01-10T00:00:00+00:00,898822.2578598349,250000.0,True,PASS
2022-01-10T00:00:00+00:00,LRC,32,27,30,2021-12-12T00:00:00+00:00,2022-01-10T00:00:00+00:00,7758869.78812344,250000.0,True,PASS
2022-01-10T00:00:00+00:00,COMP,35,28,30,2021-12-12T00:00:00+00:00,2022-01-10T00:00:00+00:00,1435973.6234113611,250000.0,True,PASS
2022-01-10T00:00:00+00:00,ZEC,36,29,30,2021-12-12T00:00:00+00:00,2022-01-10T00:00:00+00:00,1865176.5874579065,250000.0,True,PASS
2022-01-10T00:00:00+00:00,SUSHI,37,30,30,2021-12-12T00:00:00+00:00,2022-01-10T00:00:00+00:00,8175393.694948126,250000.0,True,PASS
2022-01-17T00:00:00+00:00,BTC,1,1,30,2021-12-19T00:00:00+00:00,2022-01-17T00:00:00+00:00,373666844.9228771,250000.0,True,PASS
2022-01-17T00:00:00+00:00,ETH,2,2,30,2021-12-19T00:00:00+00:00,2022-01-17T00:00:00+00:00,261794715.34311897,250000.0,True,PASS
2022-01-17T00:00:00+00:00,XRP,3,3,30,2021-12-19T00:00:00+00:00,2022-01-17T00:00:00+00:00,48130364.345612764,250000.0,True,PASS
2022-01-17T00:00:00+00:00,ADA,4,4,30,2021-12-19T00:00:00+00:00,2022-01-17T00:00:00+00:00,26769463.1409994,250000.0,True,PASS
2022-01-17T00:00:00+00:00,CRO,5,5,30,2021-12-19T00:00:00+00:00,2022-01-17T00:00:00+00:00,13570286.122802395,250000.0,True,PASS
2022-01-17T00:00:00+00:00,DOT,6,6,30,2021-12-19T00:00:00+00:00,2022-01-17T00:00:00+00:00,46795017.79647847,250000.0,True,PASS
2022-01-17T00:00:00+00:00,AVAX,7,7,30,2021-12-19T00:00:00+00:00,2022-01-17T00:00:00+00:00,41403183.04568979,250000.0,True,PASS
2022-01-17T00:00:00+00:00,SHIB,8,8,30,2021-12-19T00:00:00+00:00,2022-01-17T00:00:00+00:00,33625815.761169195,250000.0,True,PASS
2022-01-17T00:00:00+00:00,XLM,9,9,30,2021-12-19T00:00:00+00:00,2022-01-17T00:00:00+00:00,8264674.375148008,250000.0,True,PASS
2022-01-17T00:00:00+00:00,LINK,10,10,30,2021-12-19T00:00:00+00:00,2022-01-17T00:00:00+00:00,19904985.965243474,250000.0,True,PASS
2022-01-17T00:00:00+00:00,DOGE,11,11,30,2021-12-19T00:00:00+00:00,2022-01-17T00:00:00+00:00,13355681.16973874,250000.0,True,PASS
2022-01-17T00:00:00+00:00,UNI,13,12,30,2021-12-19T00:00:00+00:00,2022-01-17T00:00:00+00:00,2959115.0442250203,250000.0,True,PASS
2022-01-17T00:00:00+00:00,FTT,14,13,30,2021-12-19T00:00:00+00:00,2022-01-17T00:00:00+00:00,1230359.7337429826,250000.0,True,PASS
2022-01-17T00:00:00+00:00,ICP,15,14,30,2021-12-19T00:00:00+00:00,2022-01-17T00:00:00+00:00,8187469.661283331,250000.0,True,PASS
2022-01-17T00:00:00+00:00,ALGO,16,15,30,2021-12-19T00:00:00+00:00,2022-01-17T00:00:00+00:00,9342044.259781182,250000.0,True,PASS
2022-01-17T00:00:00+00:00,LTC,17,16,30,2021-12-19T00:00:00+00:00,2022-01-17T00:00:00+00:00,9962246.377535064,250000.0,True,PASS
2022-01-17T00:00:00+00:00,CRV,18,17,30,2021-12-19T00:00:00+00:00,2022-01-17T00:00:00+00:00,16039513.4016781,250000.0,True,PASS
2022-01-17T00:00:00+00:00,BCH,19,18,30,2021-12-19T00:00:00+00:00,2022-01-17T00:00:00+00:00,1480947.154629972,250000.0,True,PASS
2022-01-17T00:00:00+00:00,MANA,20,19,30,2021-12-19T00:00:00+00:00,2022-01-17T00:00:00+00:00,20444575.621069305,250000.0,True,PASS
2022-01-17T00:00:00+00:00,ETC,22,20,30,2021-12-19T00:00:00+00:00,2022-01-17T00:00:00+00:00,874390.9334582029,250000.0,True,PASS
2022-01-17T00:00:00+00:00,QNT,23,21,30,2021-12-19T00:00:00+00:00,2022-01-17T00:00:00+00:00,5177820.197114849,250000.0,True,PASS
2022-01-17T00:00:00+00:00,XMR,24,22,30,2021-12-19T00:00:00+00:00,2022-01-17T00:00:00+00:00,2661357.341117625,250000.0,True,PASS
2022-01-17T00:00:00+00:00,AAVE,26,23,30,2021-12-19T00:00:00+00:00,2022-01-17T00:00:00+00:00,5509870.273674121,250000.0,True,PASS
2022-01-17T00:00:00+00:00,XTZ,27,24,30,2021-12-19T00:00:00+00:00,2022-01-17T00:00:00+00:00,2785455.7275750875,250000.0,True,PASS
2022-01-17T00:00:00+00:00,1INCH,28,25,30,2021-12-19T00:00:00+00:00,2022-01-17T00:00:00+00:00,1853307.9986112176,250000.0,True,PASS
2022-01-17T00:00:00+00:00,NEO,29,26,30,2021-12-19T00:00:00+00:00,2022-01-17T00:00:00+00:00,898822.2578598349,250000.0,True,PASS
2022-01-17T00:00:00+00:00,COMP,34,27,30,2021-12-19T00:00:00+00:00,2022-01-17T00:00:00+00:00,1308938.2405116628,250000.0,True,PASS
2022-01-17T00:00:00+00:00,LRC,35,28,30,2021-12-19T00:00:00+00:00,2022-01-17T00:00:00+00:00,6124174.51939348,250000.0,True,PASS
2022-01-17T00:00:00+00:00,ZEC,36,29,30,2021-12-19T00:00:00+00:00,2022-01-17T00:00:00+00:00,1794991.3341880166,250000.0,True,PASS
2022-01-17T00:00:00+00:00,SUSHI,37,30,30,2021-12-19T00:00:00+00:00,2022-01-17T00:00:00+00:00,8492002.632636063,250000.0,True,PASS
2022-01-24T00:00:00+00:00,BTC,1,1,30,2021-12-26T00:00:00+00:00,2022-01-24T00:00:00+00:00,380487298.40396285,250000.0,True,PASS
2022-01-24T00:00:00+00:00,ETH,2,2,30,2021-12-26T00:00:00+00:00,2022-01-24T00:00:00+00:00,254552102.36253512,250000.0,True,PASS
2022-01-24T00:00:00+00:00,XRP,3,3,30,2021-12-26T00:00:00+00:00,2022-01-24T00:00:00+00:00,40611397.79378104,250000.0,True,PASS
2022-01-24T00:00:00+00:00,CRO,4,4,30,2021-12-26T00:00:00+00:00,2022-01-24T00:00:00+00:00,11799780.353322681,250000.0,True,PASS
2022-01-24T00:00:00+00:00,ADA,5,5,30,2021-12-26T00:00:00+00:00,2022-01-24T00:00:00+00:00,32441452.53524418,250000.0,True,PASS
2022-01-24T00:00:00+00:00,SHIB,6,6,30,2021-12-26T00:00:00+00:00,2022-01-24T00:00:00+00:00,31473293.067063663,250000.0,True,PASS
2022-01-24T00:00:00+00:00,AVAX,7,7,30,2021-12-26T00:00:00+00:00,2022-01-24T00:00:00+00:00,40080010.56627692,250000.0,True,PASS
2022-01-24T00:00:00+00:00,DOT,8,8,30,2021-12-26T00:00:00+00:00,2022-01-24T00:00:00+00:00,47387618.329015315,250000.0,True,PASS
2022-01-24T00:00:00+00:00,XLM,9,9,30,2021-12-26T00:00:00+00:00,2022-01-24T00:00:00+00:00,8264674.375148008,250000.0,True,PASS
2022-01-24T00:00:00+00:00,DOGE,10,10,30,2021-12-26T00:00:00+00:00,2022-01-24T00:00:00+00:00,13507000.544087464,250000.0,True,PASS
2022-01-24T00:00:00+00:00,LINK,11,11,30,2021-12-26T00:00:00+00:00,2022-01-24T00:00:00+00:00,28084842.002362624,250000.0,True,PASS
2022-01-24T00:00:00+00:00,FTT,13,12,30,2021-12-26T00:00:00+00:00,2022-01-24T00:00:00+00:00,1397084.5762798563,250000.0,True,PASS
2022-01-24T00:00:00+00:00,UNI,14,13,30,2021-12-26T00:00:00+00:00,2022-01-24T00:00:00+00:00,2761413.032859587,250000.0,True,PASS
2022-01-24T00:00:00+00:00,ICP,15,14,30,2021-12-26T00:00:00+00:00,2022-01-24T00:00:00+00:00,9169883.737370381,250000.0,True,PASS
2022-01-24T00:00:00+00:00,ALGO,16,15,30,2021-12-26T00:00:00+00:00,2022-01-24T00:00:00+00:00,9406820.343774425,250000.0,True,PASS
2022-01-24T00:00:00+00:00,LTC,17,16,30,2021-12-26T00:00:00+00:00,2022-01-24T00:00:00+00:00,9962246.377535064,250000.0,True,PASS
2022-01-24T00:00:00+00:00,BCH,18,17,30,2021-12-26T00:00:00+00:00,2022-01-24T00:00:00+00:00,1622466.7310415846,250000.0,True,PASS
2022-01-24T00:00:00+00:00,CRV,19,18,30,2021-12-26T00:00:00+00:00,2022-01-24T00:00:00+00:00,14661668.654025083,250000.0,True,PASS
2022-01-24T00:00:00+00:00,MANA,20,19,30,2021-12-26T00:00:00+00:00,2022-01-24T00:00:00+00:00,16139023.249366092,250000.0,True,PASS
2022-01-24T00:00:00+00:00,ETC,22,20,30,2021-12-26T00:00:00+00:00,2022-01-24T00:00:00+00:00,886457.6968529942,250000.0,True,PASS
2022-01-24T00:00:00+00:00,XMR,23,21,30,2021-12-26T00:00:00+00:00,2022-01-24T00:00:00+00:00,2879109.130884325,250000.0,True,PASS
2022-01-24T00:00:00+00:00,XTZ,25,22,30,2021-12-26T00:00:00+00:00,2022-01-24T00:00:00+00:00,2665017.443386963,250000.0,True,PASS
2022-01-24T00:00:00+00:00,QNT,26,23,30,2021-12-26T00:00:00+00:00,2022-01-24T00:00:00+00:00,5566137.77279654,250000.0,True,PASS
2022-01-24T00:00:00+00:00,AAVE,27,24,30,2021-12-26T00:00:00+00:00,2022-01-24T00:00:00+00:00,5126566.511926722,250000.0,True,PASS
2022-01-24T00:00:00+00:00,1INCH,28,25,30,2021-12-26T00:00:00+00:00,2022-01-24T00:00:00+00:00,1765857.5087360782,250000.0,True,PASS
2022-01-24T00:00:00+00:00,NEO,30,26,30,2021-12-26T00:00:00+00:00,2022-01-24T00:00:00+00:00,961304.50194348,250000.0,True,PASS
2022-01-24T00:00:00+00:00,COMP,34,27,30,2021-12-26T00:00:00+00:00,2022-01-24T00:00:00+00:00,991507.8772375414,250000.0,True,PASS
2022-01-24T00:00:00+00:00,LRC,35,28,30,2021-12-26T00:00:00+00:00,2022-01-24T00:00:00+00:00,6124174.51939348,250000.0,True,PASS
2022-01-24T00:00:00+00:00,ZEC,37,29,30,2021-12-26T00:00:00+00:00,2022-01-24T00:00:00+00:00,1784173.9050001623,250000.0,True,PASS
2022-01-24T00:00:00+00:00,BAT,38,30,30,2021-12-26T00:00:00+00:00,2022-01-24T00:00:00+00:00,1046750.3261474135,250000.0,True,PASS
2022-01-31T00:00:00+00:00,BTC,1,1,30,2022-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,386475108.487508,250000.0,True,PASS
2022-01-31T00:00:00+00:00,ETH,2,2,30,2022-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,279526527.79061073,250000.0,True,PASS
2022-01-31T00:00:00+00:00,XRP,3,3,30,2022-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,35796523.390629984,250000.0,True,PASS
2022-01-31T00:00:00+00:00,CRO,4,4,30,2022-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,9936983.31777304,250000.0,True,PASS
2022-01-31T00:00:00+00:00,ADA,5,5,30,2022-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,32726963.49871418,250000.0,True,PASS
2022-01-31T00:00:00+00:00,AVAX,6,6,30,2022-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,39814378.96442105,250000.0,True,PASS
2022-01-31T00:00:00+00:00,SHIB,7,7,30,2022-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,27734541.220389854,250000.0,True,PASS
2022-01-31T00:00:00+00:00,DOT,8,8,30,2022-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,41374780.32352271,250000.0,True,PASS
2022-01-31T00:00:00+00:00,XLM,9,9,30,2022-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,8118079.187604262,250000.0,True,PASS
2022-01-31T00:00:00+00:00,DOGE,10,10,30,2022-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,11799643.99779239,250000.0,True,PASS
2022-01-31T00:00:00+00:00,LINK,11,11,30,2022-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,29343618.129651457,250000.0,True,PASS
2022-01-31T00:00:00+00:00,FTT,13,12,30,2022-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,1622502.1434286134,250000.0,True,PASS
2022-01-31T00:00:00+00:00,UNI,14,13,30,2022-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,2506165.086313065,250000.0,True,PASS
2022-01-31T00:00:00+00:00,ALGO,15,14,30,2022-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,8245069.389022135,250000.0,True,PASS
2022-01-31T00:00:00+00:00,ICP,16,15,30,2022-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,7634838.254340535,250000.0,True,PASS
2022-01-31T00:00:00+00:00,LTC,17,16,30,2022-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,9362700.950216131,250000.0,True,PASS
2022-01-31T00:00:00+00:00,MANA,18,17,30,2022-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,15182353.85055364,250000.0,True,PASS
2022-01-31T00:00:00+00:00,BCH,19,18,30,2022-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,1738852.1722983038,250000.0,True,PASS
2022-01-31T00:00:00+00:00,CRV,20,19,30,2022-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,11766436.241056206,250000.0,True,PASS
2022-01-31T00:00:00+00:00,ETC,22,20,30,2022-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,900201.7097499191,250000.0,True,PASS
2022-01-31T00:00:00+00:00,XTZ,23,21,30,2022-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,2141635.5196149964,250000.0,True,PASS
2022-01-31T00:00:00+00:00,XMR,25,22,30,2022-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,2564709.643817082,250000.0,True,PASS
2022-01-31T00:00:00+00:00,1INCH,26,23,30,2022-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,1535174.4664550882,250000.0,True,PASS
2022-01-31T00:00:00+00:00,AAVE,27,24,30,2022-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,3860167.5587357804,250000.0,True,PASS
2022-01-31T00:00:00+00:00,QNT,29,25,30,2022-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,6034321.039194184,250000.0,True,PASS
2022-01-31T00:00:00+00:00,NEO,30,26,30,2022-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,898822.2578598349,250000.0,True,PASS
2022-01-31T00:00:00+00:00,LRC,34,27,30,2022-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,6031135.400639856,250000.0,True,PASS
2022-01-31T00:00:00+00:00,SNX,35,28,30,2022-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,917137.8355990443,250000.0,True,PASS
2022-01-31T00:00:00+00:00,BAT,36,29,30,2022-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,687348.77973988,250000.0,True,PASS
2022-01-31T00:00:00+00:00,COMP,37,30,30,2022-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,592997.9359502592,250000.0,True,PASS
2022-02-07T00:00:00+00:00,BTC,1,1,30,2022-01-09T00:00:00+00:00,2022-02-07T00:00:00+00:00,370754044.85453796,250000.0,True,PASS
2022-02-07T00:00:00+00:00,ETH,2,2,30,2022-01-09T00:00:00+00:00,2022-02-07T00:00:00+00:00,256226700.30017895,250000.0,True,PASS
2022-02-07T00:00:00+00:00,XRP,3,3,30,2022-01-09T00:00:00+00:00,2022-02-07T00:00:00+00:00,32772212.67973678,250000.0,True,PASS
2022-02-07T00:00:00+00:00,CRO,4,4,30,2022-01-09T00:00:00+00:00,2022-02-07T00:00:00+00:00,8812628.046750523,250000.0,True,PASS
2022-02-07T00:00:00+00:00,ADA,5,5,30,2022-01-09T00:00:00+00:00,2022-02-07T00:00:00+00:00,31780848.05771149,250000.0,True,PASS
2022-02-07T00:00:00+00:00,SHIB,6,6,30,2022-01-09T00:00:00+00:00,2022-02-07T00:00:00+00:00,25949263.905259475,250000.0,True,PASS
2022-02-07T00:00:00+00:00,AVAX,7,7,30,2022-01-09T00:00:00+00:00,2022-02-07T00:00:00+00:00,38786489.86727941,250000.0,True,PASS
2022-02-07T00:00:00+00:00,DOT,8,8,30,2022-01-09T00:00:00+00:00,2022-02-07T00:00:00+00:00,35762071.6638631,250000.0,True,PASS
2022-02-07T00:00:00+00:00,XLM,9,9,30,2022-01-09T00:00:00+00:00,2022-02-07T00:00:00+00:00,7227594.377006046,250000.0,True,PASS
2022-02-07T00:00:00+00:00,DOGE,10,10,30,2022-01-09T00:00:00+00:00,2022-02-07T00:00:00+00:00,11697055.94447739,250000.0,True,PASS
2022-02-07T00:00:00+00:00,LINK,11,11,30,2022-01-09T00:00:00+00:00,2022-02-07T00:00:00+00:00,23136815.968741953,250000.0,True,PASS
2022-02-07T00:00:00+00:00,FTT,13,12,30,2022-01-09T00:00:00+00:00,2022-02-07T00:00:00+00:00,1622502.1434286134,250000.0,True,PASS
2022-02-07T00:00:00+00:00,UNI,14,13,30,2022-01-09T00:00:00+00:00,2022-02-07T00:00:00+00:00,2200604.894726441,250000.0,True,PASS
2022-02-07T00:00:00+00:00,ICP,15,14,30,2022-01-09T00:00:00+00:00,2022-02-07T00:00:00+00:00,6334489.898009635,250000.0,True,PASS
2022-02-07T00:00:00+00:00,ALGO,16,15,30,2022-01-09T00:00:00+00:00,2022-02-07T00:00:00+00:00,6892938.4406862855,250000.0,True,PASS
2022-02-07T00:00:00+00:00,LTC,17,16,30,2022-01-09T00:00:00+00:00,2022-02-07T00:00:00+00:00,9130459.82154236,250000.0,True,PASS
2022-02-07T00:00:00+00:00,MANA,18,17,30,2022-01-09T00:00:00+00:00,2022-02-07T00:00:00+00:00,16514576.988713399,250000.0,True,PASS
2022-02-07T00:00:00+00:00,BCH,19,18,30,2022-01-09T00:00:00+00:00,2022-02-07T00:00:00+00:00,1697994.370684618,250000.0,True,PASS
2022-02-07T00:00:00+00:00,CRV,20,19,30,2022-01-09T00:00:00+00:00,2022-02-07T00:00:00+00:00,7741877.063878805,250000.0,True,PASS
2022-02-07T00:00:00+00:00,ETC,22,20,30,2022-01-09T00:00:00+00:00,2022-02-07T00:00:00+00:00,1137120.1524888582,250000.0,True,PASS
2022-02-07T00:00:00+00:00,XTZ,23,21,30,2022-01-09T00:00:00+00:00,2022-02-07T00:00:00+00:00,1840663.92607038,250000.0,True,PASS
