rebalance_time,canonical_symbol,market_cap_rank,venue_rank,lookback_completed_day_count,lookback_first_close,lookback_last_close,median_quote_turnover_usdt,liquidity_floor_usdt,liquidity_eligible,liquidity_reason
2022-01-03T00:00:00+00:00,BTC,1,1,30,2021-12-05T00:00:00+00:00,2022-01-03T00:00:00+00:00,389841839.7253587,250000.0,True,PASS
2022-01-03T00:00:00+00:00,ETH,2,2,30,2021-12-05T00:00:00+00:00,2022-01-03T00:00:00+00:00,289841241.04515475,250000.0,True,PASS
2022-01-03T00:00:00+00:00,XRP,3,3,30,2021-12-05T00:00:00+00:00,2022-01-03T00:00:00+00:00,62669497.482543334,250000.0,True,PASS
2022-01-03T00:00:00+00:00,CRO,4,4,30,2021-12-05T00:00:00+00:00,2022-01-03T00:00:00+00:00,19002286.415579535,250000.0,True,PASS
2022-01-03T00:00:00+00:00,ADA,5,5,30,2021-12-05T00:00:00+00:00,2022-01-03T00:00:00+00:00,31048589.141636252,250000.0,True,PASS
2022-01-03T00:00:00+00:00,AVAX,6,6,30,2021-12-05T00:00:00+00:00,2022-01-03T00:00:00+00:00,47771312.09995811,250000.0,True,PASS
2022-01-03T00:00:00+00:00,SHIB,7,7,30,2021-12-05T00:00:00+00:00,2022-01-03T00:00:00+00:00,39965464.62388903,250000.0,True,PASS
2022-01-03T00:00:00+00:00,DOT,8,8,30,2021-12-05T00:00:00+00:00,2022-01-03T00:00:00+00:00,41549103.17660847,250000.0,True,PASS
2022-01-03T00:00:00+00:00,XLM,9,9,30,2021-12-05T00:00:00+00:00,2022-01-03T00:00:00+00:00,8685094.680079222,250000.0,True,PASS
2022-01-03T00:00:00+00:00,DOGE,11,10,30,2021-12-05T00:00:00+00:00,2022-01-03T00:00:00+00:00,14053960.27127721,250000.0,True,PASS
2022-01-03T00:00:00+00:00,LINK,12,11,30,2021-12-05T00:00:00+00:00,2022-01-03T00:00:00+00:00,13929662.859295966,250000.0,True,PASS
2022-01-03T00:00:00+00:00,UNI,13,12,30,2021-12-05T00:00:00+00:00,2022-01-03T00:00:00+00:00,2959115.0442250203,250000.0,True,PASS
2022-01-03T00:00:00+00:00,ALGO,14,13,30,2021-12-05T00:00:00+00:00,2022-01-03T00:00:00+00:00,7239860.599760231,250000.0,True,PASS
2022-01-03T00:00:00+00:00,FTT,15,14,30,2021-12-05T00:00:00+00:00,2022-01-03T00:00:00+00:00,1277020.19564908,250000.0,True,PASS
2022-01-03T00:00:00+00:00,ICP,16,15,30,2021-12-05T00:00:00+00:00,2022-01-03T00:00:00+00:00,5138992.418943595,250000.0,True,PASS
2022-01-03T00:00:00+00:00,LTC,17,16,30,2021-12-05T00:00:00+00:00,2022-01-03T00:00:00+00:00,13681329.911202755,250000.0,True,PASS
2022-01-03T00:00:00+00:00,CRV,18,17,30,2021-12-05T00:00:00+00:00,2022-01-03T00:00:00+00:00,13034868.93756267,250000.0,True,PASS
2022-01-03T00:00:00+00:00,BCH,19,18,30,2021-12-05T00:00:00+00:00,2022-01-03T00:00:00+00:00,2047466.0019249963,250000.0,True,PASS
2022-01-03T00:00:00+00:00,MANA,20,19,30,2021-12-05T00:00:00+00:00,2022-01-03T00:00:00+00:00,28304937.341402426,250000.0,True,PASS
2022-01-03T00:00:00+00:00,ETC,23,20,30,2021-12-05T00:00:00+00:00,2022-01-03T00:00:00+00:00,1300467.5832136238,250000.0,True,PASS
2022-01-03T00:00:00+00:00,QNT,24,21,30,2021-12-05T00:00:00+00:00,2022-01-03T00:00:00+00:00,6872076.896875223,250000.0,True,PASS
2022-01-03T00:00:00+00:00,AAVE,25,22,30,2021-12-05T00:00:00+00:00,2022-01-03T00:00:00+00:00,2679465.887728198,250000.0,True,PASS
2022-01-03T00:00:00+00:00,XMR,26,23,30,2021-12-05T00:00:00+00:00,2022-01-03T00:00:00+00:00,3083261.5573782977,250000.0,True,PASS
2022-01-03T00:00:00+00:00,XTZ,27,24,30,2021-12-05T00:00:00+00:00,2022-01-03T00:00:00+00:00,3840599.732113527,250000.0,True,PASS
2022-01-03T00:00:00+00:00,1INCH,28,25,30,2021-12-05T00:00:00+00:00,2022-01-03T00:00:00+00:00,2176228.763868153,250000.0,True,PASS
2022-01-03T00:00:00+00:00,LRC,30,26,30,2021-12-05T00:00:00+00:00,2022-01-03T00:00:00+00:00,11309808.533821616,250000.0,True,PASS
2022-01-03T00:00:00+00:00,NEO,31,27,30,2021-12-05T00:00:00+00:00,2022-01-03T00:00:00+00:00,1034908.9558599491,250000.0,True,PASS
2022-01-03T00:00:00+00:00,SUSHI,35,28,30,2021-12-05T00:00:00+00:00,2022-01-03T00:00:00+00:00,4888436.189453976,250000.0,True,PASS
2022-01-03T00:00:00+00:00,COMP,36,29,30,2021-12-05T00:00:00+00:00,2022-01-03T00:00:00+00:00,1435973.6234113611,250000.0,True,PASS
2022-01-03T00:00:00+00:00,BAT,37,30,30,2021-12-05T00:00:00+00:00,2022-01-03T00:00:00+00:00,1558034.257213888,250000.0,True,PASS
2022-01-10T00:00:00+00:00,BTC,1,1,30,2021-12-12T00:00:00+00:00,2022-01-10T00:00:00+00:00,380407582.30815315,250000.0,True,PASS
2022-01-10T00:00:00+00:00,ETH,2,2,30,2021-12-12T00:00:00+00:00,2022-01-10T00:00:00+00:00,272713546.1645384,250000.0,True,PASS
2022-01-10T00:00:00+00:00,XRP,3,3,30,2021-12-12T00:00:00+00:00,2022-01-10T00:00:00+00:00,52704499.86420282,250000.0,True,PASS
2022-01-10T00:00:00+00:00,CRO,4,4,30,2021-12-12T00:00:00+00:00,2022-01-10T00:00:00+00:00,14782529.135538371,250000.0,True,PASS
2022-01-10T00:00:00+00:00,ADA,5,5,30,2021-12-12T00:00:00+00:00,2022-01-10T00:00:00+00:00,29006409.139660433,250000.0,True,PASS
2022-01-10T00:00:00+00:00,AVAX,6,6,30,2021-12-12T00:00:00+00:00,2022-01-10T00:00:00+00:00,45088187.18749769,250000.0,True,PASS
