variant_id,cost_mode,symbol,compounded_return
MD01-M04,STRESS_0_4_PERCENT,SYN,-0.26011004347964894
MD01-M04,STRESS_0_4_PERCENT,TAO,-0.2365008862733775
MD01-M04,STRESS_0_4_PERCENT,TRX,-0.27701687049583146
MD01-M04,STRESS_0_4_PERCENT,UNI,-0.16321512164148377
MD01-M04,STRESS_0_4_PERCENT,XLM,-0.17268363770359885
MD01-M04,STRESS_0_4_PERCENT,XMR,-0.0705287571267289
MD01-M04,STRESS_0_4_PERCENT,XRP,-0.08239519483622615
MD01-M04,STRESS_0_4_PERCENT,ZEC,-0.09616378832783079
MD01-M05,ZERO_COST,AAVE,3.607849925607283
MD01-M05,ZERO_COST,ADA,2.7962863818640957
MD01-M05,ZERO_COST,AVAX,2.343134793305154
MD01-M05,ZERO_COST,BNB,3.4909885897363733
MD01-M05,ZERO_COST,BTC,3.294372627610862
MD01-M05,ZERO_COST,DEXE,2.501924322224191
MD01-M05,ZERO_COST,DOGE,2.622586938974207
MD01-M05,ZERO_COST,DOT,3.2559280308402743
MD01-M05,ZERO_COST,ENA,3.3048916562665642
MD01-M05,ZERO_COST,ETH,3.184043772163787
MD01-M05,ZERO_COST,GRAM,3.0904365732184127
MD01-M05,ZERO_COST,LINK,2.9079423402363638
MD01-M05,ZERO_COST,LTC,3.465674970636167
MD01-M05,ZERO_COST,NEAR,3.5551772354435167
MD01-M05,ZERO_COST,ONDO,3.3829796512197783
MD01-M05,ZERO_COST,PEPE,3.0137298463475615
MD01-M05,ZERO_COST,SEI,2.7438615446985195
MD01-M05,ZERO_COST,SHIB,3.2750799558452632
MD01-M05,ZERO_COST,SNX,4.458684048528903
MD01-M05,ZERO_COST,SOL,2.5958114491348674
MD01-M05,ZERO_COST,SUI,2.8433469318319116
MD01-M05,ZERO_COST,SYN,3.376289566052038
MD01-M05,ZERO_COST,TAO,3.195539472069248
MD01-M05,ZERO_COST,TRX,3.1995655327567327
MD01-M05,ZERO_COST,UNI,3.1120846016393218
MD01-M05,ZERO_COST,XLM,2.4333814028596197
MD01-M05,ZERO_COST,XMR,3.321928232049274
MD01-M05,ZERO_COST,XRP,3.5602599544265994
MD01-M05,ZERO_COST,ZEC,3.1121903252908467
MD01-M05,BASE_COST,AAVE,3.0570449602388514
MD01-M05,BASE_COST,ADA,2.327244045565682
MD01-M05,BASE_COST,AVAX,1.9319302203635225
MD01-M05,BASE_COST,BNB,2.933336707282798
MD01-M05,BASE_COST,BTC,2.7664030660259495
MD01-M05,BASE_COST,DEXE,2.0488923362124467
MD01-M05,BASE_COST,DOGE,2.173131476975595
MD01-M05,BASE_COST,DOT,2.722321656882031
MD01-M05,BASE_COST,ENA,2.7688687795075073
MD01-M05,BASE_COST,ETH,2.661108246326863
MD01-M05,BASE_COST,GRAM,2.584585742904786
MD01-M05,BASE_COST,LINK,2.4204761848939733
MD01-M05,BASE_COST,LTC,2.911410418466102
MD01-M05,BASE_COST,NEAR,3.007343764069792
MD01-M05,BASE_COST,ONDO,2.838173429929018
MD01-M05,BASE_COST,PEPE,2.5097376848613338
MD01-M05,BASE_COST,SEI,2.2778776928051596
MD01-M05,BASE_COST,SHIB,2.7437332441862385
MD01-M05,BASE_COST,SNX,3.8236529171687703
MD01-M05,BASE_COST,SOL,2.1492713043225495
MD01-M05,BASE_COST,SUI,2.360966551322246
MD01-M05,BASE_COST,SYN,2.8306319594551193
MD01-M05,BASE_COST,TAO,2.6678213212307704
MD01-M05,BASE_COST,TRX,2.68564812327382
MD01-M05,BASE_COST,UNI,2.6057103958703296
MD01-M05,BASE_COST,XLM,2.0025107474679675
MD01-M05,BASE_COST,XMR,2.794700325226176
MD01-M05,BASE_COST,XRP,3.0048089914964464
MD01-M05,BASE_COST,ZEC,2.600449398230543
MD01-M05,STRESS_0_4_PERCENT,AAVE,2.57166126412375
MD01-M05,STRESS_0_4_PERCENT,ADA,1.91554517006207
MD01-M05,STRESS_0_4_PERCENT,AVAX,1.5711613841265422
MD01-M05,STRESS_0_4_PERCENT,BNB,2.4442142962910554
MD01-M05,STRESS_0_4_PERCENT,BTC,2.3030846083458334
MD01-M05,STRESS_0_4_PERCENT,DEXE,1.6530456731999972
MD01-M05,STRESS_0_4_PERCENT,DOGE,1.7789602536560927
MD01-M05,STRESS_0_4_PERCENT,DOT,2.2548997676086735
MD01-M05,STRESS_0_4_PERCENT,ENA,2.2987349432359174
MD01-M05,STRESS_0_4_PERCENT,ETH,2.2027740342984385
MD01-M05,STRESS_0_4_PERCENT,GRAM,2.141068780441731
MD01-M05,STRESS_0_4_PERCENT,LINK,1.9933461085834665
MD01-M05,STRESS_0_4_PERCENT,LTC,2.42513347097387
MD01-M05,STRESS_0_4_PERCENT,NEAR,2.5253327939836576
MD01-M05,STRESS_0_4_PERCENT,ONDO,2.360427670380053
MD01-M05,STRESS_0_4_PERCENT,PEPE,2.0681280703754013
MD01-M05,STRESS_0_4_PERCENT,SEI,1.869394109922462
MD01-M05,STRESS_0_4_PERCENT,SHIB,2.277836151472497
MD01-M05,STRESS_0_4_PERCENT,SNX,3.262586579911285
MD01-M05,STRESS_0_4_PERCENT,SOL,1.757650347053921
MD01-M05,STRESS_0_4_PERCENT,SUI,1.9384599255210646
MD01-M05,STRESS_0_4_PERCENT,SYN,2.352264631207628
MD01-M05,STRESS_0_4_PERCENT,TAO,2.2056114385548065
MD01-M05,STRESS_0_4_PERCENT,TRX,2.2343043393092388
MD01-M05,STRESS_0_4_PERCENT,UNI,2.1612532769494033
MD01-M05,STRESS_0_4_PERCENT,XLM,1.6251529249420216
MD01-M05,STRESS_0_4_PERCENT,XMR,2.331539319551776
MD01-M05,STRESS_0_4_PERCENT,XRP,2.516610708992813
MD01-M05,STRESS_0_4_PERCENT,ZEC,2.151747167669199
MD01-M06,ZERO_COST,AAVE,-0.2087096377129649
MD01-M06,ZERO_COST,ADA,-0.23784479948466675
MD01-M06,ZERO_COST,AVAX,-0.34716327567844996
MD01-M06,ZERO_COST,BTC,-0.23060780988463359
MD01-M06,ZERO_COST,DEXE,-0.21430508184300257
MD01-M06,ZERO_COST,DOGE,-0.41125421043852517
MD01-M06,ZERO_COST,ENA,-0.22025499288934414
MD01-M06,ZERO_COST,ETH,-0.159278909986867
MD01-M06,ZERO_COST,GRAM,-0.26253187577951553
MD01-M06,ZERO_COST,LINK,-0.2666343215315339
MD01-M06,ZERO_COST,LTC,-0.2437776503196991
MD01-M06,ZERO_COST,NEAR,0.11259822645200579
MD01-M06,ZERO_COST,ONDO,-0.16997815837704022
MD01-M06,ZERO_COST,PEPE,-0.2520255058757537
MD01-M06,ZERO_COST,SEI,-0.2937211353919975
MD01-M06,ZERO_COST,SHIB,-0.14498596129329544
MD01-M06,ZERO_COST,SNX,-0.13924164287735763
MD01-M06,ZERO_COST,SOL,-0.4123057463566199
MD01-M06,ZERO_COST,SUI,-0.3973320432518235
MD01-M06,ZERO_COST,SYN,-0.246434962648993
MD01-M06,ZERO_COST,TAO,-0.2226781328910068
MD01-M06,ZERO_COST,TRX,-0.20779521533413292
MD01-M06,ZERO_COST,UNI,-0.15024596221786712
MD01-M06,ZERO_COST,XLM,-0.16381980740027058
MD01-M06,ZERO_COST,XMR,-0.08138728872104173
MD01-M06,ZERO_COST,XRP,-0.09278344272227335
MD01-M06,ZERO_COST,ZEC,-0.11639112662983919
MD01-M06,BASE_COST,AAVE,-0.2665184598631998
MD01-M06,BASE_COST,ADA,-0.29543564860101235
MD01-M06,BASE_COST,AVAX,-0.39608863605485123
MD01-M06,BASE_COST,BTC,-0.28826999426266053
MD01-M06,BASE_COST,DEXE,-0.27207605988087247
MD01-M06,BASE_COST,DOGE,-0.45606846586174665
