month,strategy_return,benchmark_return,observations,strategy_positive,target_met
2021-01,0.0,0.18723435210491846,31,False,False
2021-02,0.0,0.34549443880349684,28,False,False
2021-03,0.0,0.2741052686362615,31,False,False
2021-04,0.03828230962311907,-0.08843903285870358,30,True,False
2021-05,-0.15804795786855108,-0.33447601123259807,31,False,False
2021-06,0.14176923807320008,0.007420520474464176,30,True,False
2021-07,0.3436228536012813,0.17567511118413504,31,True,True
2021-08,-0.020550796627396117,0.11284026415773662,31,False,False
2021-09,-0.04648761470811391,-0.11587875949852078,30,False,False
2021-10,0.048897548542000235,0.48917950063678384,31,True,False
2021-11,0.0,-0.06593550493970657,30,False,False
2021-12,-0.10925024021517826,-0.18441466732667067,31,False,False
2022-01,0.02579189827660322,-0.1960320357197427,31,True,False
2022-02,0.21012666740947394,-0.004703721007578876,28,True,False
2022-03,0.01675070420525593,0.24824235480697054,31,True,False
2022-04,-0.11286101224808587,-0.18003233681276265,30,False,False
2022-05,-0.35498943820060025,-0.17753766826019923,31,False,False
2022-06,-0.1873992298677436,-0.36593188140521815,30,False,False
2022-07,0.03761038072231804,0.174482272040702,31,True,False
2022-08,-0.026733850205005072,-0.16196310194135743,31,False,False
2022-09,0.024073844191679017,-0.011156207091511328,30,True,False
2022-10,0.027156526448289586,0.053005319420480035,31,True,False
2022-11,0.0,-0.2030212974319936,30,False,False
2022-12,-0.1094410995399192,0.01001873570489975,31,False,False
2023-01,0.15127718793881773,0.37482157806298466,31,True,False
2023-02,-0.016161430584509695,0.029070327764002757,28,False,False
2023-03,0.235705966982364,0.19311651270699515,31,True,False
2023-04,0.0,0.04276157345464271,30,False,False
2023-05,-0.032157189661885965,-0.05242250051324171,31,False,False
2023-06,-0.03164702615883086,0.0994767800851446,30,False,False
2023-07,-0.0020000000000000018,-0.03844158062058245,31,False,False
2023-08,-0.02715236803479948,-0.06753465877458731,31,False,False
2023-09,0.0,-0.014329145452547709,30,False,False
2023-10,0.12491184555069257,0.2810760392124798,31,True,False
2023-11,-0.0154035396008535,0.09802892076522607,30,False,False
2023-12,0.0312358809539679,0.11339950175548008,31,True,False
2024-01,0.10346521902733885,0.01893207799664931,31,True,False
2024-02,-0.03145511387059452,0.4537704368318225,29,False,False
2024-03,0.0,0.11438786346882912,31,False,False
2024-04,0.03421161524026739,-0.08209035674398368,30,True,False
2024-05,-0.05184389553365343,0.07036038321447946,31,False,False
2024-06,-0.013544675851705601,-0.10780653372931703,30,False,False
2024-07,-0.004896170590444782,0.08536159425161705,31,False,False
2024-08,0.24145553877577486,-0.10688655956053628,31,True,True
2024-09,0.060752713422082216,0.10966759705658435,30,True,False
2024-10,0.04671985613450613,0.10286289216134659,31,True,False
2024-11,0.0,0.347117170912951,30,False,False
2024-12,5.0578734255735114e-05,-0.047833938722322,31,True,False
