signal_id,label_id,evaluable_count,spearman,pearson,positive_future_return_share_top,mean_future_return_top,unconditional_mean_return,top_temporal_quintile_excess,bottom_temporal_quintile_return,top_minus_bottom_spread
MKT_PIT_EW_RETURN_6BAR,BTC_SPOT_FORWARD_24H_RETURN,728,-0.05771154426205626,-0.014550762199133146,0.4689655172413793,0.001635345963090268,0.0026932858524778545,-0.0010579398893875865,0.001187571525909227,0.0004477744371810409
MKT_PIT_EW_RETURN_6BAR,BINANCE_MATCHED_EQUAL_WEIGHT_FORWARD_24H_RETURN,728,-0.02981223552826793,0.004166145227192827,0.5310344827586206,0.00283233127377992,0.001973543934104562,0.0008587873396753583,0.001991568084704289,0.000840763189075631
MKT_PIT_EW_RETURN_18BAR,BTC_SPOT_FORWARD_24H_RETURN,728,-0.010823392987537876,0.017171059817365355,0.5448275862068965,0.005505678688241995,0.0026932858524778545,0.00281239283576414,0.0017935809114170797,0.003712097776824915
MKT_PIT_EW_RETURN_18BAR,BINANCE_MATCHED_EQUAL_WEIGHT_FORWARD_24H_RETURN,728,0.020690369230794113,0.020941474936245145,0.6206896551724138,0.006018869928923365,0.001973543934104562,0.004045325994818803,0.0008053253895477208,0.0052135445393756445
MKT_PIT_EW_RETURN_42BAR,BTC_SPOT_FORWARD_24H_RETURN,728,-0.015625941806592884,0.016693694368913745,0.5241379310344828,0.005209290994768399,0.0026932858524778545,0.0025160051422905443,0.0028098067338132157,0.002399484260955183
MKT_PIT_EW_RETURN_42BAR,BINANCE_MATCHED_EQUAL_WEIGHT_FORWARD_24H_RETURN,728,0.042093626764267145,0.036052089025446855,0.5724137931034483,0.009201409332102294,0.001973543934104562,0.007227865397997732,0.0023383592473995214,0.006863050084702773
MKT_BREADTH_POSITIVE_6BAR,BTC_SPOT_FORWARD_24H_RETURN,728,-0.04177411985081569,0.011411178617776243,0.47586206896551725,0.0016402071461809379,0.0026932858524778545,-0.0010530787062969166,0.001070168624961552,0.0005700385212193859
MKT_BREADTH_POSITIVE_6BAR,BINANCE_MATCHED_EQUAL_WEIGHT_FORWARD_24H_RETURN,728,-0.02815713871898774,0.0018193036274728078,0.503448275862069,0.0009913160274749087,0.001973543934104562,-0.000982227906629653,0.0005281967280499933,0.0004631192994249154
MKT_BREADTH_THRUST_6_42,BTC_SPOT_FORWARD_24H_RETURN,728,-0.014468651749738107,-0.003951870420923254,0.5379310344827586,0.004894762613361966,0.0026932858524778545,0.0022014767608841113,0.002610007033958647,0.002284755579403319
MKT_BREADTH_THRUST_6_42,BINANCE_MATCHED_EQUAL_WEIGHT_FORWARD_24H_RETURN,728,-0.04444354923037058,-0.034692929161890575,0.5655172413793104,0.0029482718135084296,0.001973543934104562,0.0009747278794038678,0.00529116109163535,-0.0023428892781269207
MKT_BREADTH_ABOVE_EMA20,BTC_SPOT_FORWARD_24H_RETURN,728,-0.02752755128623286,0.01751382924099601,0.5103448275862069,0.00572683595494817,0.0026932858524778545,0.003033550102470315,0.0032481026955108096,0.00247873325943736
MKT_BREADTH_ABOVE_EMA20,BINANCE_MATCHED_EQUAL_WEIGHT_FORWARD_24H_RETURN,728,0.005598511896415175,0.02013141556779742,0.5379310344827586,0.005286625998582068,0.001973543934104562,0.0033130820644775064,0.0022357189558144144,0.003050907042767654
MKT_CROSS_SECTIONAL_DISPERSION_42,BTC_SPOT_FORWARD_24H_RETURN,728,-0.005260307644535063,-0.006549326963599209,0.5241379310344828,0.003576894261802232,0.0026932858524778545,0.0008836084093243775,0.0022036721137976014,0.0013732221480046306
MKT_CROSS_SECTIONAL_DISPERSION_42,BINANCE_MATCHED_EQUAL_WEIGHT_FORWARD_24H_RETURN,728,0.02365973671185348,0.03966482709927289,0.503448275862069,0.0056642392748342,0.001973543934104562,0.0036906953407296384,0.00042141003061800156,0.0052428292442161985
MKT_DISPERSION_ACCEL_18_42,BTC_SPOT_FORWARD_24H_RETURN,728,0.014640164800641646,0.009254321995150331,0.5241379310344828,0.0009464530217349369,0.0026932858524778545,-0.0017468328307429176,0.0014246648830391815,-0.0004782118613042446
MKT_DISPERSION_ACCEL_18_42,BINANCE_MATCHED_EQUAL_WEIGHT_FORWARD_24H_RETURN,728,0.06327587368394337,0.035410574727513834,0.6344827586206897,0.0018568074815328345,0.001973543934104562,-0.00011673645257172737,-0.0008854151137823695,0.002742222595315204
MKT_AVG_PAIRWISE_CORRELATION_42,BTC_SPOT_FORWARD_24H_RETURN,728,-0.029393260862006085,-0.01759503089194188,0.503448275862069,0.0028389470461155945,0.0026932858524778545,0.00014566119363774,0.003438118078318475,-0.0005991710322028805
MKT_AVG_PAIRWISE_CORRELATION_42,BINANCE_MATCHED_EQUAL_WEIGHT_FORWARD_24H_RETURN,728,-0.006025198444577934,0.004088815018210725,0.5310344827586206,0.0015384588171012204,0.001973543934104562,-0.00043508511700334146,0.002440608977447991,-0.0009021501603467706
MKT_CORRELATION_CHANGE_18_42,BTC_SPOT_FORWARD_24H_RETURN,728,-0.006711307949272186,-0.004480097536662264,0.4896551724137931,0.004434920345719147,0.0026932858524778545,0.0017416344932412926,0.0034018220100666715,0.0010330983356524755
MKT_CORRELATION_CHANGE_18_42,BINANCE_MATCHED_EQUAL_WEIGHT_FORWARD_24H_RETURN,728,0.036314538224976864,0.026708696162794785,0.5448275862068965,0.006091611697761534,0.001973543934104562,0.004118067763656972,0.0005231975201323657,0.005568414177629168
MKT_AGG_QUOTE_TURNOVER_ACCEL_6_42,BTC_SPOT_FORWARD_24H_RETURN,728,0.036233051058054876,0.047912624806268664,0.5103448275862069,0.002903885355330362,0.0026932858524778545,0.00021059950285250758,0.0026454435571092957,0.0002584417982210664
MKT_AGG_QUOTE_TURNOVER_ACCEL_6_42,BINANCE_MATCHED_EQUAL_WEIGHT_FORWARD_24H_RETURN,728,0.06847251559157412,0.07408676597899803,0.5655172413793104,0.002049359652090168,0.001973543934104562,7.581571798560621e-05,-0.0006273546769714126,0.0026767143290615807
MKT_BN_AGG_TAKER_IMBALANCE_6,BTC_SPOT_FORWARD_24H_RETURN,728,-0.00957570627446831,0.03310366662446646,0.47586206896551725,0.0018542691664210585,0.0026932858524778545,-0.000839016686056796,0.0012303692553521442,0.0006238999110689143
MKT_BN_AGG_TAKER_IMBALANCE_6,BINANCE_MATCHED_EQUAL_WEIGHT_FORWARD_24H_RETURN,728,-0.006340665747665595,0.017619620816915274,0.503448275862069,5.819507236266104e-05,0.001973543934104562,-0.0019153488617419008,-0.0002831291319759856,0.00034132420433864664
MKT_BN_KC_RETURN_DIVERGENCE_6,BTC_SPOT_FORWARD_24H_RETURN,728,0.06892812838097875,0.06259114160809309,0.5379310344827586,0.00387939062282109,0.0026932858524778545,0.0011861047703432357,0.0009634568328094183,0.002915933790011672
MKT_BN_KC_RETURN_DIVERGENCE_6,BINANCE_MATCHED_EQUAL_WEIGHT_FORWARD_24H_RETURN,728,0.021417968766279938,0.029934931137880805,0.5310344827586206,-0.0005268594707323428,0.001973543934104562,-0.0025004034048369045,-0.0015590780210868965,0.0010322185503545537
MKT_LOW_REALIZED_VOLATILITY_42,BTC_SPOT_FORWARD_24H_RETURN,728,0.013785886932761456,-0.020522055225786404,0.5724137931034483,0.00467310216146566,0.0026932858524778545,0.001979816308987805,0.003374607634894632,0.0012984945265710275
MKT_LOW_REALIZED_VOLATILITY_42,BINANCE_MATCHED_EQUAL_WEIGHT_FORWARD_24H_RETURN,728,-0.039843150266503466,-0.07827920598773352,0.5379310344827586,0.00014055385575583072,0.001973543934104562,-0.0018329900783487312,0.005709183924806797,-0.005568630069050966
