asset,day,source_timestamp,available_at,market_cap_usd,canonical_asset,canonical_symbol,normalization_rule,stablecoin_excluded,investable_identity,raw_form_count,canonical_source_asset,identity_overlay_rule,identity_excluded,identity_exclusion_reason,d0b_raw_form_count,rebalance_time,market_cap_rank
alpha,2023-11-12T00:00:00+00:00,2023-11-12T00:00:00+00:00,2023-11-13T00:00:00+00:00,90367329.6050299,alpha,ALPHA,IDENTITY,False,True,1,alpha,D0A_IDENTITY_RETAINED,False,,1,2023-11-13T00:00:00+00:00,63
maid,2023-11-12T00:00:00+00:00,2023-11-12T00:00:00+00:00,2023-11-13T00:00:00+00:00,85988230.7702636,maid,MAID,IDENTITY,False,True,1,maid,D0A_IDENTITY_RETAINED,False,,1,2023-11-13T00:00:00+00:00,64
ren,2023-11-12T00:00:00+00:00,2023-11-12T00:00:00+00:00,2023-11-13T00:00:00+00:00,63917376.538765304,ren,REN,IDENTITY,False,True,1,ren,D0A_IDENTITY_RETAINED,False,,1,2023-11-13T00:00:00+00:00,65
gnt,2023-11-12T00:00:00+00:00,2023-11-12T00:00:00+00:00,2023-11-13T00:00:00+00:00,58235481.078137234,gnt,GNT,IDENTITY,False,True,1,gnt,D0A_IDENTITY_RETAINED,False,,1,2023-11-13T00:00:00+00:00,66
fun,2023-11-12T00:00:00+00:00,2023-11-12T00:00:00+00:00,2023-11-13T00:00:00+00:00,58005185.69443321,fun,FUN,IDENTITY,False,True,1,fun,D0A_IDENTITY_RETAINED,False,,1,2023-11-13T00:00:00+00:00,67
vet_eth,2023-11-12T00:00:00+00:00,2023-11-12T00:00:00+00:00,2023-11-13T00:00:00+00:00,22259980.3934059,vet,VET,NETWORK_FORM_TO_PARENT,False,True,1,vet_eth,D0A_IDENTITY_RETAINED,False,,1,2023-11-13T00:00:00+00:00,68
btm_eth,2023-11-12T00:00:00+00:00,2023-11-12T00:00:00+00:00,2023-11-13T00:00:00+00:00,21623777.255176377,btm,BTM,NETWORK_FORM_TO_PARENT,False,True,1,btm_eth,D0A_IDENTITY_RETAINED,False,,1,2023-11-13T00:00:00+00:00,69
knc,2023-11-12T00:00:00+00:00,2023-11-12T00:00:00+00:00,2023-11-13T00:00:00+00:00,20689349.68356232,knc,KNC,IDENTITY,False,True,1,knc,D0A_IDENTITY_RETAINED,False,,1,2023-11-13T00:00:00+00:00,70
qash,2023-11-12T00:00:00+00:00,2023-11-12T00:00:00+00:00,2023-11-13T00:00:00+00:00,15911975.9102728,qash,QASH,IDENTITY,False,True,1,qash,D0A_IDENTITY_RETAINED,False,,1,2023-11-13T00:00:00+00:00,71
srm,2023-11-12T00:00:00+00:00,2023-11-12T00:00:00+00:00,2023-11-13T00:00:00+00:00,15731434.608598093,srm,SRM,IDENTITY,False,True,1,srm,D0A_IDENTITY_RETAINED,False,,1,2023-11-13T00:00:00+00:00,72
wtc,2023-11-12T00:00:00+00:00,2023-11-12T00:00:00+00:00,2023-11-13T00:00:00+00:00,12348017.89294941,wtc,WTC,IDENTITY,False,True,1,wtc,D0A_IDENTITY_RETAINED,False,,1,2023-11-13T00:00:00+00:00,73
renbtc,2023-11-12T00:00:00+00:00,2023-11-12T00:00:00+00:00,2023-11-13T00:00:00+00:00,11282710.36164115,renbtc,RENBTC,IDENTITY,False,True,1,renbtc,D0A_IDENTITY_RETAINED,False,,1,2023-11-13T00:00:00+00:00,74
rev_eth,2023-11-12T00:00:00+00:00,2023-11-12T00:00:00+00:00,2023-11-13T00:00:00+00:00,10443533.707803642,rev,REV,NETWORK_FORM_TO_PARENT,False,True,1,rev_eth,D0A_IDENTITY_RETAINED,False,,1,2023-11-13T00:00:00+00:00,75
rep,2023-11-12T00:00:00+00:00,2023-11-12T00:00:00+00:00,2023-11-13T00:00:00+00:00,8081421.198237706,rep,REP,IDENTITY,False,True,1,rep,D0A_IDENTITY_RETAINED,False,,1,2023-11-13T00:00:00+00:00,76
ae_eth,2023-11-12T00:00:00+00:00,2023-11-12T00:00:00+00:00,2023-11-13T00:00:00+00:00,5995019.033842041,ae,AE,NETWORK_FORM_TO_PARENT,False,True,1,ae_eth,D0A_IDENTITY_RETAINED,False,,1,2023-11-13T00:00:00+00:00,77
grin,2023-11-12T00:00:00+00:00,2023-11-12T00:00:00+00:00,2023-11-13T00:00:00+00:00,5856415.891221395,grin,GRIN,IDENTITY,False,True,1,grin,D0A_IDENTITY_RETAINED,False,,1,2023-11-13T00:00:00+00:00,78
vtc,2023-11-12T00:00:00+00:00,2023-11-12T00:00:00+00:00,2023-11-13T00:00:00+00:00,3901034.257754183,vtc,VTC,IDENTITY,False,True,1,vtc,D0A_IDENTITY_RETAINED,False,,1,2023-11-13T00:00:00+00:00,79
zil_eth,2023-11-12T00:00:00+00:00,2023-11-12T00:00:00+00:00,2023-11-13T00:00:00+00:00,3166534.87952323,zil,ZIL,NETWORK_FORM_TO_PARENT,False,True,1,zil_eth,D0A_IDENTITY_RETAINED,False,,1,2023-11-13T00:00:00+00:00,80
drgn,2023-11-12T00:00:00+00:00,2023-11-12T00:00:00+00:00,2023-11-13T00:00:00+00:00,3069816.9127670084,drgn,DRGN,IDENTITY,False,True,1,drgn,D0A_IDENTITY_RETAINED,False,,1,2023-11-13T00:00:00+00:00,81
pay,2023-11-12T00:00:00+00:00,2023-11-12T00:00:00+00:00,2023-11-13T00:00:00+00:00,2525603.270742024,pay,PAY,IDENTITY,False,True,1,pay,D0A_IDENTITY_RETAINED,False,,1,2023-11-13T00:00:00+00:00,82
nas_eth,2023-11-12T00:00:00+00:00,2023-11-12T00:00:00+00:00,2023-11-13T00:00:00+00:00,632059.679217402,nas,NAS,NETWORK_FORM_TO_PARENT,False,True,1,nas_eth,D0A_IDENTITY_RETAINED,False,,1,2023-11-13T00:00:00+00:00,83
swrv,2023-11-12T00:00:00+00:00,2023-11-12T00:00:00+00:00,2023-11-13T00:00:00+00:00,363258.7900700852,swrv,SWRV,IDENTITY,False,True,1,swrv,D0A_IDENTITY_RETAINED,False,,1,2023-11-13T00:00:00+00:00,84
btc,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,731899071791.294,btc,BTC,IDENTITY,False,True,2,btc,D0A_IDENTITY_RETAINED,False,,2,2023-11-20T00:00:00+00:00,1
eth,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,241687427766.12207,eth,ETH,IDENTITY,False,True,2,eth,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,2
xrp,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,62747773113.36255,xrp,XRP,IDENTITY,False,True,1,xrp,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,3
link,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,14933677998.1639,link,LINK,IDENTITY,False,True,1,link,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,4
ada,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,13300337895.863367,ada,ADA,IDENTITY,False,True,1,ada,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,5
xlm,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,12769222622.447706,xlm,XLM,IDENTITY,False,True,1,xlm,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,6
doge,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,11409641237.06388,doge,DOGE,IDENTITY,False,True,1,doge,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,7
cro,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,9812060689.16288,cro,CRO,IDENTITY,False,True,1,cro,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,8
shib_eth,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,8681411969.468132,shib,SHIB,NETWORK_FORM_TO_PARENT,False,True,1,shib_eth,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,9
matic_eth,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,8535432819.64992,matic,MATIC,NETWORK_FORM_TO_PARENT,False,True,2,matic_eth,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,10
avaxp,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,7852885065.65896,avax,AVAX,EXPLICIT_ALIAS,False,True,2,avaxp,D0A_IDENTITY_RETAINED,False,,2,2023-11-20T00:00:00+00:00,11
xvg,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,5916144729.51648,xvg,XVG,IDENTITY,False,True,1,xvg,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,12
uni,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,5233494788.05047,uni,UNI,IDENTITY,False,True,1,uni,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,13
ltc,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,5217309426.135376,ltc,LTC,IDENTITY,False,True,1,ltc,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,14
bch,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,4508390784.457376,bch,BCH,IDENTITY,False,True,1,bch,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,15
xmr,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,2931657911.355999,xmr,XMR,IDENTITY,False,True,1,xmr,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,16
etc,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,2826058651.9448323,etc,ETC,IDENTITY,False,True,1,etc,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,17
leo_eth,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,2671401623.263118,leo,LEO,NETWORK_FORM_TO_PARENT,False,True,1,leo_eth,D0A_IDENTITY_RETAINED,False,,2,2023-11-20T00:00:00+00:00,18
qnt,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,2475634319.066286,qnt,QNT,IDENTITY,False,True,1,qnt,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,19
ldo,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,2359716473.1354,ldo,LDO,IDENTITY,False,True,1,ldo,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,20
icp,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,2348474377.844978,icp,ICP,IDENTITY,False,True,1,icp,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,21
gno,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,1803933748.39517,gno,GNO,IDENTITY,False,True,1,gno,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,22
ht,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,1473550251.923715,ht,HT,IDENTITY,False,True,1,ht,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,23
aave,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,1463463790.3875072,aave,AAVE,IDENTITY,False,True,2,aave,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,24
algo,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,1416051687.14928,algo,ALGO,IDENTITY,False,True,1,algo,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,25
mkr,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,1355478163.306851,mkr,MKR,IDENTITY,False,True,1,mkr,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,26
crv,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,1173820038.6987538,crv,CRV,IDENTITY,False,True,1,crv,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,27
neo,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,1133037209.86378,neo,NEO,IDENTITY,False,True,1,neo,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,28
ftt,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,1131279310.722642,ftt,FTT,IDENTITY,False,True,1,ftt,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,29
snx,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,1129443439.0464709,snx,SNX,IDENTITY,False,True,1,snx,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,30
mana,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,944283880.177198,mana,MANA,IDENTITY,False,True,1,mana,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,31
1inch,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,550064724.0503925,1inch,1INCH,IDENTITY,False,True,1,1inch,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,32
comp,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,525038847.655898,comp,COMP,IDENTITY,False,True,1,comp,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,33
xaut,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,487692485.19030684,xaut,XAUT,IDENTITY,False,True,1,xaut,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,34
elf,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,477797139.38140583,elf,ELF,IDENTITY,False,True,1,elf,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,35
paxg,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,458301711.8605465,paxg,PAXG,IDENTITY,False,True,1,paxg,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,36
zec,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,422197733.1069309,zec,ZEC,IDENTITY,False,True,1,zec,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,37
zrx,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,399825405.939019,zrx,ZRX,IDENTITY,False,True,1,zrx,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,38
dash,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,353240550.2688649,dash,DASH,IDENTITY,False,True,1,dash,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,39
xem,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,344472345.9908186,xem,XEM,IDENTITY,False,True,1,xem,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,40
bat,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,337896406.553007,bat,BAT,IDENTITY,False,True,1,bat,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,41
yfi,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,326877423.7561063,yfi,YFI,IDENTITY,False,True,1,yfi,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,42
btg,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,313194260.0081032,btg,BTG,IDENTITY,False,True,1,btg,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,43
qtum_eth,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,311355546.746638,qtum,QTUM,NETWORK_FORM_TO_PARENT,False,True,1,qtum_eth,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,44
lrc_eth,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,311252409.15017027,lrc,LRC,NETWORK_FORM_TO_PARENT,False,True,1,lrc_eth,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,45
powr,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,309153281.439144,powr,POWR,IDENTITY,False,True,1,powr,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,46
snt,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,285154143.2116325,snt,SNT,IDENTITY,False,True,1,snt,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,47
sushi,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,271378939.83124363,sushi,SUSHI,IDENTITY,False,True,1,sushi,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,48
nxm,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,267239720.80697453,nxm,NXM,IDENTITY,False,True,1,nxm,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,49
dcr,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,242089617.1759695,dcr,DCR,IDENTITY,False,True,1,dcr,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,50
gas,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,239960901.80382764,gas,GAS,IDENTITY,False,True,1,gas,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,51
poly,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,228948901.227352,poly,POLY,IDENTITY,False,True,1,poly,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,52
bal,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,224239051.91878846,bal,BAL,IDENTITY,False,True,1,bal,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,53
uma,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,207402844.78312236,uma,UMA,IDENTITY,False,True,1,uma,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,54
ant,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,203331646.8646211,ant,ANT,IDENTITY,False,True,1,ant,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,55
lpt,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,178880077.12030652,lpt,LPT,IDENTITY,False,True,1,lpt,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,56
dgb,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,134943449.8496491,dgb,DGB,IDENTITY,False,True,1,dgb,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,57
cvc,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,127516430.097094,cvc,CVC,IDENTITY,False,True,1,cvc,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,58
icx_eth,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,104820634.13793395,icx,ICX,NETWORK_FORM_TO_PARENT,False,True,1,icx_eth,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,59
perp,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,94513205.30680515,perp,PERP,IDENTITY,False,True,1,perp,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,60
wnxm,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,93184850.85357492,wnxm,WNXM,IDENTITY,False,True,1,wnxm,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,61
omg,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,91335762.0511788,omg,OMG,IDENTITY,False,True,1,omg,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,62
alpha,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,90273767.848919,alpha,ALPHA,IDENTITY,False,True,1,alpha,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,63
maid,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,83038590.2375571,maid,MAID,IDENTITY,False,True,1,maid,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,64
gnt,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,60130762.83267174,gnt,GNT,IDENTITY,False,True,1,gnt,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,65
ren,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,58941210.144562416,ren,REN,IDENTITY,False,True,1,ren,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,66
fun,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,50798526.74465384,fun,FUN,IDENTITY,False,True,1,fun,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,67
vet_eth,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,21473589.4351286,vet,VET,NETWORK_FORM_TO_PARENT,False,True,1,vet_eth,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,68
btm_eth,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,20728428.52007472,btm,BTM,NETWORK_FORM_TO_PARENT,False,True,1,btm_eth,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,69
knc,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,18653759.11443119,knc,KNC,IDENTITY,False,True,1,knc,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,70
qash,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,17351335.7938685,qash,QASH,IDENTITY,False,True,1,qash,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,71
srm,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,13000781.97605129,srm,SRM,IDENTITY,False,True,1,srm,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,72
wtc,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,11596502.7994592,wtc,WTC,IDENTITY,False,True,1,wtc,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,73
renbtc,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,11401278.507216355,renbtc,RENBTC,IDENTITY,False,True,1,renbtc,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,74
rev_eth,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,11208878.81457997,rev,REV,NETWORK_FORM_TO_PARENT,False,True,1,rev_eth,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,75
rep,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,7497737.581331888,rep,REP,IDENTITY,False,True,1,rep,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,76
ae_eth,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,5673219.747331495,ae,AE,NETWORK_FORM_TO_PARENT,False,True,1,ae_eth,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,77
grin,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,5469535.456357308,grin,GRIN,IDENTITY,False,True,1,grin,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,78
drgn,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,4164374.012446866,drgn,DRGN,IDENTITY,False,True,1,drgn,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,79
vtc,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,3896437.2410691245,vtc,VTC,IDENTITY,False,True,1,vtc,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,80
zil_eth,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,3093750.732819185,zil,ZIL,NETWORK_FORM_TO_PARENT,False,True,1,zil_eth,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,81
pay,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,2851222.7812509276,pay,PAY,IDENTITY,False,True,1,pay,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,82
nas_eth,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,517697.8933613445,nas,NAS,NETWORK_FORM_TO_PARENT,False,True,1,nas_eth,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,83
swrv,2023-11-19T00:00:00+00:00,2023-11-19T00:00:00+00:00,2023-11-20T00:00:00+00:00,435470.12299150805,swrv,SWRV,IDENTITY,False,True,1,swrv,D0A_IDENTITY_RETAINED,False,,1,2023-11-20T00:00:00+00:00,84
