label_id,confirmation_eligible,future_only
PIT_EQUAL_WEIGHT_FORWARD_24H_RETURN,True,True
BTC_SPOT_FORWARD_24H_RETURN,False,True
BINANCE_MATCHED_EQUAL_WEIGHT_FORWARD_24H_RETURN,False,True
PIT_EQUAL_WEIGHT_FORWARD_72H_RETURN,False,True
PIT_EQUAL_WEIGHT_FORWARD_7D_RETURN,False,True
BTC_SPOT_FORWARD_72H_RETURN,False,True
BTC_SPOT_FORWARD_7D_RETURN,False,True
BINANCE_MATCHED_EQUAL_WEIGHT_FORWARD_72H_RETURN,False,True
BINANCE_MATCHED_EQUAL_WEIGHT_FORWARD_7D_RETURN,False,True
