rebalance_time,fixed_count,pit_count,union_count,intersection_count,entrant_count,removed_survivor_count,entrants,removed_survivors,jaccard_similarity
2023-08-07T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-08-14T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-08-21T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-08-28T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-09-04T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-09-11T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-09-18T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-09-25T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-10-02T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-10-09T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-10-16T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-10-23T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-10-30T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-11-06T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-11-13T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,MANA,MATIC,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-11-20T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,MANA,MATIC,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-11-27T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,MANA,MATIC,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-12-04T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,MANA,MATIC,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-12-11T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,MANA,MATIC,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-12-18T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,MANA,MATIC,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-12-25T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,MANA,MATIC,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2024-01-01T00:00:00+00:00,30,30,46,14,16,16,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,LRC,MANA,MATIC,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX,ZEC",0.30434782608695654
2024-01-08T00:00:00+00:00,30,30,46,14,16,16,"1INCH,ALGO,BAT,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,MANA,MATIC,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX,ZEC",0.30434782608695654
2024-01-15T00:00:00+00:00,30,30,46,14,16,16,"1INCH,ALGO,BAT,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,MANA,MATIC,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX,ZEC",0.30434782608695654
2024-01-22T00:00:00+00:00,30,30,46,14,16,16,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,MANA,MATIC,NEO,PAXG,QNT,UMA","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX,ZEC",0.30434782608695654
2024-01-29T00:00:00+00:00,30,30,46,14,16,16,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,MANA,MATIC,NEO,PAXG,QNT,UMA","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX,ZEC",0.30434782608695654
2024-02-05T00:00:00+00:00,30,30,46,14,16,16,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,MANA,MATIC,NEO,PAXG,QNT,UMA","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX,ZEC",0.30434782608695654
2024-02-12T00:00:00+00:00,30,30,46,14,16,16,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,MANA,MATIC,NEO,PAXG,QNT,UMA","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX,ZEC",0.30434782608695654
2024-02-19T00:00:00+00:00,30,30,46,14,16,16,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,LPT,MANA,MATIC,NEO,QNT,UMA","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX,ZEC",0.30434782608695654
2024-02-26T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,MANA,MATIC,NEO,QNT,UMA","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2024-03-04T00:00:00+00:00,30,30,46,14,16,16,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,LRC,MANA,MATIC,NEO,QNT,UMA","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX,ZEC",0.30434782608695654
2024-03-11T00:00:00+00:00,30,30,46,14,16,16,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,LRC,MANA,MATIC,NEO,QNT,ZRX","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX,ZEC",0.30434782608695654
2024-03-18T00:00:00+00:00,30,30,46,14,16,16,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,LRC,MANA,MATIC,NEO,QNT,ZRX","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX,ZEC",0.30434782608695654
2024-03-25T00:00:00+00:00,30,30,46,14,16,16,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,LRC,MANA,MATIC,NEO,QNT,ZRX","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX,ZEC",0.30434782608695654
2024-04-01T00:00:00+00:00,30,30,46,14,16,16,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,LRC,MANA,MATIC,NEO,QNT,ZRX","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX,ZEC",0.30434782608695654
2024-04-08T00:00:00+00:00,30,30,46,14,16,16,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,LRC,MANA,MATIC,NEO,QNT,ZRX","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX,ZEC",0.30434782608695654
2024-04-15T00:00:00+00:00,30,30,46,14,16,16,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,MANA,MATIC,NEO,PAXG,QNT,ZRX","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX,ZEC",0.30434782608695654
2024-04-22T00:00:00+00:00,30,30,46,14,16,16,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,MANA,MATIC,NEO,PAXG,QNT,ZRX","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX,ZEC",0.30434782608695654
2024-04-29T00:00:00+00:00,30,30,46,14,16,16,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,MANA,MATIC,NEO,PAXG,QNT,ZRX","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX,ZEC",0.30434782608695654
2024-05-06T00:00:00+00:00,30,30,46,14,16,16,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,MANA,MATIC,NEO,PAXG,QNT,ZRX","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX,ZEC",0.30434782608695654
2024-05-13T00:00:00+00:00,30,30,46,14,16,16,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,MANA,MATIC,NEO,QNT,UMA,ZRX","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX,ZEC",0.30434782608695654
2024-05-20T00:00:00+00:00,30,30,46,14,16,16,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,LPT,MANA,MATIC,NEO,QNT,ZRX","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX,ZEC",0.30434782608695654
2024-05-27T00:00:00+00:00,30,30,46,14,16,16,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,LPT,MANA,MATIC,NEO,QNT,ZRX","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX,ZEC",0.30434782608695654
2024-06-03T00:00:00+00:00,30,30,46,14,16,16,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,LPT,MANA,MATIC,NEO,QNT,ZRX","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX,ZEC",0.30434782608695654
2024-06-10T00:00:00+00:00,30,30,46,14,16,16,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,LPT,MANA,MATIC,NEO,QNT,ZRX","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX,ZEC",0.30434782608695654
2024-06-17T00:00:00+00:00,30,30,46,14,16,16,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FLOW,FTT,ICP,LDO,LPT,MANA,MATIC,NEO,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX,ZEC",0.30434782608695654
2024-06-24T00:00:00+00:00,30,30,46,14,16,16,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FLOW,FTT,ICP,LDO,MANA,MATIC,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX,ZEC",0.30434782608695654
2024-07-01T00:00:00+00:00,30,30,46,14,16,16,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FLOW,FTT,ICP,LDO,MANA,MATIC,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX,ZEC",0.30434782608695654
2024-07-08T00:00:00+00:00,30,30,46,14,16,16,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FLOW,FTT,ICP,LDO,MANA,MATIC,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX,ZEC",0.30434782608695654
2024-07-15T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FLOW,FTT,ICP,LDO,MANA,MATIC,NEO,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2024-07-22T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FLOW,FTT,ICP,LDO,MANA,MATIC,NEO,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2024-07-29T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FLOW,FTT,ICP,LDO,MANA,MATIC,NEO,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2024-08-05T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FLOW,ICP,LDO,MANA,MATIC,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2024-08-12T00:00:00+00:00,30,30,45,15,15,15,"ALGO,BCH,COMP,CRO,CRV,ETC,FLOW,FTT,ICP,LDO,MANA,MATIC,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2024-08-19T00:00:00+00:00,30,30,45,15,15,15,"ALGO,BCH,COMP,CRO,CRV,ETC,FLOW,FTT,ICP,LDO,MANA,MATIC,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2024-08-26T00:00:00+00:00,30,30,45,15,15,15,"ALGO,BCH,COMP,CRO,CRV,ETC,FLOW,FTT,ICP,LDO,MANA,MATIC,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2024-09-02T00:00:00+00:00,30,30,45,15,15,15,"ALGO,BCH,COMP,CRO,CRV,ETC,FLOW,FTT,ICP,LDO,MANA,MATIC,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2024-09-09T00:00:00+00:00,30,30,45,15,15,15,"ALGO,BCH,COMP,CRO,CRV,ETC,FLOW,FTT,ICP,LDO,MANA,MATIC,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2024-09-16T00:00:00+00:00,30,30,45,15,15,15,"ALGO,BCH,COMP,CRO,CRV,ETC,FLOW,FTT,ICP,LDO,MANA,MATIC,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2024-09-23T00:00:00+00:00,30,30,45,15,15,15,"ALGO,BCH,COMP,CRO,CRV,ETC,FLOW,FTT,ICP,LDO,MANA,MATIC,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2024-09-30T00:00:00+00:00,30,30,45,15,15,15,"ALGO,BCH,COMP,CRO,CRV,ETC,FLOW,FTT,ICP,LDO,MANA,MATIC,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2024-10-07T00:00:00+00:00,30,30,45,15,15,15,"ALGO,BCH,COMP,CRO,CRV,ETC,FLOW,FTT,ICP,LDO,MANA,MATIC,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2024-10-14T00:00:00+00:00,30,30,45,15,15,15,"ALGO,BCH,COMP,CRO,CRV,ETC,FLOW,FTT,ICP,LDO,MANA,MATIC,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2024-10-21T00:00:00+00:00,30,30,45,15,15,15,"ALGO,BCH,COMP,CRO,CRV,ETC,FLOW,FTT,ICP,LDO,MANA,MATIC,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2024-10-28T00:00:00+00:00,30,30,45,15,15,15,"ALGO,BCH,COMP,CRO,CRV,ETC,FLOW,FTT,ICP,LDO,MANA,MATIC,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2024-11-04T00:00:00+00:00,30,30,45,15,15,15,"ALGO,BCH,COMP,CRO,CRV,ETC,FLOW,FTT,ICP,LDO,MANA,MATIC,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2024-11-11T00:00:00+00:00,30,30,45,15,15,15,"ALGO,BCH,COMP,CRO,CRV,ETC,FLOW,FTT,ICP,LDO,MANA,MATIC,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2024-11-18T00:00:00+00:00,30,30,45,15,15,15,"ALGO,BCH,COMP,CRO,CRV,ETC,FLOW,FTT,ICP,LDO,MANA,MATIC,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2024-11-25T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FLOW,FTT,ICP,LDO,MANA,MATIC,NEO,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2024-12-02T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FLOW,FTT,ICP,LDO,MANA,MATIC,NEO,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2024-12-09T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FLOW,FTT,ICP,LDO,MANA,MATIC,NEO,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2024-12-16T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FLOW,FTT,ICP,LDO,MANA,MATIC,NEO,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2024-12-23T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FLOW,FTT,ICP,LDO,MANA,MATIC,NEO,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2024-12-30T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,ETC,FLOW,FTT,ICP,LDO,MANA,MATIC,NEO,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
