fold_id,rebalance_time,pit_universe_count,pit_universe_symbols,rankable_count,selected_count,selected_symbols,outside_pit_universe_count,outside_pit_universe_symbols,daily_market_regime
WF02,2023-07-10T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DASH,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LTC,MANA,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"BCH,COMP,FTT",0,,UPTREND
WF02,2023-07-17T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DASH,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LTC,MANA,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"BCH,COMP,FTT",0,,UPTREND
WF02,2023-07-24T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DASH,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LTC,MANA,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"COMP,XLM,XRP",0,,UPTREND
WF02,2023-07-31T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DASH,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LTC,MANA,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"SNX,XLM,XRP",0,,NEUTRAL
WF02,2023-08-07T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DASH,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LTC,MANA,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"SNX,XLM,XRP",0,,NEUTRAL
WF02,2023-08-14T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DASH,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LTC,MANA,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"DOGE,LINK,SHIB",0,,NEUTRAL
WF02,2023-08-21T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DASH,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LTC,MANA,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,1,SHIB,0,,DOWNTREND
WF02,2023-08-28T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DASH,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LTC,MANA,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,0,,0,,DOWNTREND
WF02,2023-09-04T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DASH,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LTC,MANA,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,0,,0,,DOWNTREND
WF02,2023-09-11T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DASH,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LTC,MANA,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,0,,0,,DOWNTREND
WF02,2023-09-18T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DASH,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LTC,MANA,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"AAVE,BCH,PAXG",0,,DOWNTREND
WF02,2023-09-25T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DASH,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LTC,MANA,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"CRV,FTT,LINK",0,,DOWNTREND
WF02,2023-10-02T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DASH,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LTC,MANA,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"AAVE,CRV,LINK",0,,RECOVERY
WF02,2023-10-09T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DASH,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LTC,MANA,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"AAVE,BCH,LINK",0,,UPTREND
WF02,2023-10-16T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DASH,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LTC,MANA,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"AAVE,ICP,LINK",0,,NEUTRAL
WF02,2023-10-23T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DASH,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LTC,MANA,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"AAVE,BCH,LINK",0,,UPTREND
WF02,2023-10-30T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DASH,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LTC,MANA,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"BTC,ICP,LINK",0,,UPTREND
WF02,2023-11-06T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DASH,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LTC,MANA,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"CRO,LINK,NEO",0,,UPTREND
WF02,2023-11-13T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",29,3,"AVAX,FTT,LINK",0,,UPTREND
WF02,2023-11-20T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",29,3,"AVAX,CRO,FTT",0,,UPTREND
WF02,2023-11-27T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",29,3,"AVAX,CRO,FTT",0,,UPTREND
WF02,2023-12-04T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",29,3,"AVAX,FTT,SNX",0,,UPTREND
WF02,2023-12-11T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"ADA,AVAX,FTT",0,,UPTREND
WF02,2023-12-18T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"ADA,AVAX,ICP",0,,UPTREND
WF02,2023-12-25T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"ALGO,AVAX,ICP",0,,UPTREND
WF03,2024-01-01T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LRC,LTC,MANA,MATIC,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP",30,3,"ADA,AVAX,ICP",0,,UPTREND
WF03,2024-01-08T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BAT,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP",30,3,"1INCH,ICP,LDO",0,,UPTREND
WF03,2024-01-15T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BAT,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP",30,3,"1INCH,ETC,LDO",0,,NEUTRAL
WF03,2024-01-22T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,PAXG,QNT,SHIB,SNX,UMA,UNI,XLM,XMR,XRP",30,3,"ETC,LDO,UMA",0,,NEUTRAL
WF03,2024-01-29T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,PAXG,QNT,SHIB,SNX,UMA,UNI,XLM,XMR,XRP",30,3,"ETC,LDO,UMA",0,,RECOVERY
WF03,2024-02-05T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,PAXG,QNT,SHIB,SNX,UMA,UNI,XLM,XMR,XRP",30,3,"ETC,LINK,UMA",0,,UPTREND
WF03,2024-02-12T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,PAXG,QNT,SHIB,SNX,UMA,UNI,XLM,XMR,XRP",30,3,"BTC,LINK,UMA",0,,UPTREND
WF03,2024-02-19T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LPT,LTC,MANA,MATIC,NEO,QNT,SHIB,SNX,UMA,UNI,XLM,XMR,XRP",30,3,"LINK,LPT,MATIC",0,,UPTREND
WF03,2024-02-26T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,QNT,SHIB,SNX,UMA,UNI,XLM,XMR,XRP,ZEC",30,3,"ETH,LINK,UNI",0,,UPTREND
WF03,2024-03-04T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LRC,LTC,MANA,MATIC,NEO,QNT,SHIB,SNX,UMA,UNI,XLM,XMR,XRP",30,3,"BCH,SHIB,UNI",0,,UPTREND
WF03,2024-03-11T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LRC,LTC,MANA,MATIC,NEO,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZRX",30,3,"SHIB,UNI,ZRX",0,,UPTREND
WF03,2024-03-18T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LRC,LTC,MANA,MATIC,NEO,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZRX",30,3,"DOGE,SHIB,ZRX",0,,UPTREND
WF03,2024-03-25T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LRC,LTC,MANA,MATIC,NEO,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZRX",30,3,"DOGE,SHIB,ZRX",0,,UPTREND
WF03,2024-04-01T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LRC,LTC,MANA,MATIC,NEO,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZRX",30,3,"BCH,DOGE,ZRX",0,,UPTREND
WF03,2024-04-08T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LRC,LTC,MANA,MATIC,NEO,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZRX",30,3,"AVAX,BCH,ICP",0,,UPTREND
WF03,2024-04-15T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZRX",30,3,"BCH,NEO,PAXG",0,,UPTREND
WF03,2024-04-22T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZRX",30,3,"BCH,NEO,PAXG",0,,NEUTRAL
WF03,2024-04-29T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZRX",30,2,"NEO,PAXG",0,,NEUTRAL
WF03,2024-05-06T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZRX",30,2,"NEO,XMR",0,,RECOVERY
WF03,2024-05-13T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,QNT,SHIB,SNX,UMA,UNI,XLM,XMR,XRP,ZRX",30,3,"FTT,UMA,XMR",0,,DOWNTREND
WF03,2024-05-20T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LPT,LTC,MANA,MATIC,NEO,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZRX",30,3,"LINK,LPT,XMR",0,,UPTREND
WF03,2024-05-27T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LPT,LTC,MANA,MATIC,NEO,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZRX",30,3,"LINK,LPT,UNI",0,,UPTREND
WF03,2024-06-03T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LPT,LTC,MANA,MATIC,NEO,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZRX",30,3,"LINK,LPT,UNI",0,,UPTREND
WF03,2024-06-10T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FTT,ICP,LDO,LINK,LPT,LTC,MANA,MATIC,NEO,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZRX",30,3,"ETH,UNI,XMR",0,,UPTREND
WF03,2024-06-17T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FLOW,FTT,ICP,LDO,LINK,LPT,LTC,MANA,MATIC,NEO,QNT,SHIB,SNX,UNI,XLM,XMR,XRP",30,3,"LDO,UNI,XMR",0,,NEUTRAL
WF03,2024-06-24T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FLOW,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP",30,1,XMR,0,,DOWNTREND
WF03,2024-07-01T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FLOW,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP",30,1,XMR,0,,DOWNTREND
WF03,2024-07-08T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FLOW,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP",30,0,,0,,CRISIS
WF03,2024-07-15T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FLOW,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"AAVE,XRP,ZEC",0,,DOWNTREND
WF03,2024-07-22T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FLOW,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"AVAX,ICP,ZEC",0,,RECOVERY
WF03,2024-07-29T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FLOW,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"ICP,XRP,ZEC",0,,UPTREND
WF03,2024-08-05T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FLOW,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"AAVE,XRP,ZEC",0,,NEUTRAL
WF03,2024-08-12T00:00:00+00:00,30,"AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FLOW,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"PAXG,XRP,ZEC",0,,DOWNTREND
WF03,2024-08-19T00:00:00+00:00,30,"AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FLOW,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"AAVE,CRV,ZEC",0,,DOWNTREND
WF03,2024-08-26T00:00:00+00:00,30,"AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FLOW,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"AAVE,CRV,ZEC",0,,RECOVERY
WF03,2024-09-02T00:00:00+00:00,30,"AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FLOW,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"AAVE,CRV,XMR",0,,DOWNTREND
WF03,2024-09-09T00:00:00+00:00,30,"AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FLOW,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"AAVE,AVAX,XMR",0,,DOWNTREND
WF03,2024-09-16T00:00:00+00:00,30,"AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FLOW,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"AAVE,ICP,QNT",0,,DOWNTREND
WF03,2024-09-23T00:00:00+00:00,30,"AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FLOW,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"AAVE,LTC,QNT",0,,UPTREND
WF03,2024-09-30T00:00:00+00:00,30,"AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FLOW,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"AVAX,FTT,SHIB",0,,UPTREND
WF03,2024-10-07T00:00:00+00:00,30,"AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FLOW,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"AAVE,FTT,SHIB",0,,UPTREND
WF03,2024-10-14T00:00:00+00:00,30,"AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FLOW,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"AVAX,FTT,SHIB",0,,UPTREND
WF03,2024-10-21T00:00:00+00:00,30,"AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FLOW,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"DOGE,FTT,SHIB",0,,UPTREND
WF03,2024-10-28T00:00:00+00:00,30,"AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FLOW,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"DOGE,XMR,ZEC",0,,UPTREND
WF03,2024-11-04T00:00:00+00:00,30,"AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FLOW,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"BTC,DOGE,ZEC",0,,UPTREND
WF03,2024-11-11T00:00:00+00:00,30,"AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FLOW,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"ADA,CRO,DOGE",0,,UPTREND
WF03,2024-11-18T00:00:00+00:00,30,"AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FLOW,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,PAXG,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"CRO,DOGE,XLM",0,,UPTREND
WF03,2024-11-25T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FLOW,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"ADA,DOGE,XLM",0,,UPTREND
WF03,2024-12-02T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FLOW,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"ALGO,XLM,XRP",0,,UPTREND
WF03,2024-12-09T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FLOW,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"CRV,XLM,XRP",0,,UPTREND
WF03,2024-12-16T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FLOW,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"ALGO,CRV,XRP",0,,UPTREND
WF03,2024-12-23T00:00:00+00:00,30,"1INCH,AAVE,ADA,ALGO,AVAX,BCH,BTC,COMP,CRO,CRV,DOGE,ETC,ETH,FLOW,FTT,ICP,LDO,LINK,LTC,MANA,MATIC,NEO,QNT,SHIB,SNX,UNI,XLM,XMR,XRP,ZEC",30,3,"AAVE,CRV,XRP",0,,UPTREND
