observation_state,fold_id,symbol,membership_exit_decision_time,last_pit_membership_week,first_removed_week,membership_tenure_weeks_before_exit,fixed_survivor,event_label,event_ids,price_at_membership_exit,measurement_status,data_available_1w,return_1w,data_available_2w,return_2w,data_available_4w,return_4w,data_available_8w,return_8w,mfe_8w,mae_8w,time_to_recovery_hours,time_to_new_high_hours,reentered_pit_later,reentry_time,fixed_or_union_position_active_at_exit,pit_position_active_at_exit,strategy_exit_time_if_any,strategy_exit_reason,fixed_post_exit_trade_count,fixed_post_exit_net_pnl,union_post_exit_trade_count,union_post_exit_net_pnl,population
REMOVED_FROM_PIT,WF02,FTT,2023-03-27T00:00:00+00:00,2023-03-20T00:00:00+00:00,2023-03-27T00:00:00+00:00,1,False,TERMINAL_IMPAIRMENT,FTX_FTT_COLLAPSE_2022,1.299,MEASURABLE,True,0.0015396458814471714,True,-0.03541185527328716,True,0.24711316397228655,True,-0.22401847575057732,1.1955350269438028,-0.2809853733641262,36.0,404.0,True,2023-04-03T00:00:00+00:00,False,False,,,0,0.0,0,0.0,REMOVED_PIT_ENTRANTS
REMOVED_FROM_PIT,WF02,COMP,2023-04-03T00:00:00+00:00,2023-03-27T00:00:00+00:00,2023-04-03T00:00:00+00:00,1,False,UNLABELLED,,42.31,MEASURABLE,True,0.01158118648073736,True,0.09430394705743317,True,-0.019380761049397344,True,-0.1387378870243442,0.13684708106830534,-0.21342472228787523,12.0,52.0,True,2023-04-10T00:00:00+00:00,False,False,,,0,0.0,0,0.0,REMOVED_PIT_ENTRANTS
REMOVED_FROM_PIT,WF02,FTT,2023-04-10T00:00:00+00:00,2023-04-03T00:00:00+00:00,2023-04-10T00:00:00+00:00,1,False,TERMINAL_IMPAIRMENT,FTX_FTT_COLLAPSE_2022,1.253,MEASURABLE,True,0.5538707102952916,True,0.2928970470869914,True,0.05347166799680769,True,-0.22984836392657615,1.2761372705506786,-0.2625698324022345,4.0,28.0,True,2023-04-17T00:00:00+00:00,False,False,,,0,0.0,0,0.0,REMOVED_PIT_ENTRANTS
REMOVED_FROM_PIT,WF02,COMP,2023-04-17T00:00:00+00:00,2023-04-10T00:00:00+00:00,2023-04-17T00:00:00+00:00,1,False,UNLABELLED,,46.4,MEASURABLE,True,-0.14698275862068966,True,-0.10581896551724135,True,-0.24913793103448267,True,-0.4355603448275862,0.010560344827586166,-0.49978448275862064,28.0,,True,2023-05-22T00:00:00+00:00,False,False,,,0,0.0,0,0.0,REMOVED_PIT_ENTRANTS
REMOVED_FROM_PIT,WF02,FTT,2023-05-22T00:00:00+00:00,2023-05-15T00:00:00+00:00,2023-05-22T00:00:00+00:00,5,False,TERMINAL_IMPAIRMENT,FTX_FTT_COLLAPSE_2022,1.006,MEASURABLE,True,0.016898608349900535,True,-0.040755467196819106,True,-0.11630218687872762,True,0.6212723658051691,1.4671968190854874,-0.2375745526838966,12.0,780.0,True,2023-06-12T00:00:00+00:00,False,False,,,0,0.0,0,0.0,REMOVED_PIT_ENTRANTS
REMOVED_FROM_PIT,WF02,COMP,2023-06-12T00:00:00+00:00,2023-06-05T00:00:00+00:00,2023-06-12T00:00:00+00:00,3,False,UNLABELLED,,26.21,MEASURABLE,True,0.0667684090041969,True,0.440289965661961,True,1.31056848531095,True,1.1659671880961464,2.272033574971385,-0.02479969477298749,8.0,316.0,True,2023-06-26T00:00:00+00:00,False,False,,,0,0.0,0,0.0,REMOVED_PIT_ENTRANTS
REMOVED_FROM_PIT,WF02,LRC,2023-06-26T00:00:00+00:00,2023-06-19T00:00:00+00:00,2023-06-26T00:00:00+00:00,20,False,UNLABELLED,,0.2401,MEASURABLE,True,-0.0008329862557268086,True,-0.07163681799250321,True,-0.056226572261557695,True,-0.22490628904623078,0.062473969179508426,-0.3090379008746357,172.0,,True,2024-01-01T00:00:00+00:00,False,False,,,0,0.0,0,0.0,REMOVED_PIT_ENTRANTS
REMOVED_FROM_PIT,WF02,DASH,2023-11-13T00:00:00+00:00,2023-11-06T00:00:00+00:00,2023-11-13T00:00:00+00:00,57,False,UNLABELLED,,33.63,MEASURABLE,True,-0.08980077311923884,True,-0.0847457627118644,True,0.03657448706512034,True,-0.19357716324710084,0.18316978887897695,-0.23877490336009521,8.0,620.0,False,,False,False,,,0,0.0,0,0.0,REMOVED_PIT_ENTRANTS
REMOVED_FROM_PIT,WF03,ZEC,2024-01-01T00:00:00+00:00,2023-12-25T00:00:00+00:00,2024-01-01T00:00:00+00:00,99,True,UNLABELLED,,26.911,MEASURABLE,True,-0.18464568392107317,True,-0.15476942514213532,True,-0.17628479060607183,True,0.030210694511537906,0.10415815094199377,-0.3226933224332058,16.0,,True,2024-02-26T00:00:00+00:00,False,False,,,0,0.0,0,0.0,REMOVED_SURVIVORS
REMOVED_FROM_PIT,WF03,LRC,2024-01-08T00:00:00+00:00,2024-01-01T00:00:00+00:00,2024-01-08T00:00:00+00:00,1,False,UNLABELLED,,0.2348,MEASURABLE,True,0.05451448040885842,True,0.022146507666098714,True,-0.04514480408858601,True,0.4493185689948891,0.5140545144804087,-0.08560477001703581,12.0,1312.0,True,2024-03-04T00:00:00+00:00,False,False,,,0,0.0,0,0.0,REMOVED_PIT_ENTRANTS
REMOVED_FROM_PIT,WF03,BAT,2024-01-22T00:00:00+00:00,2024-01-15T00:00:00+00:00,2024-01-22T00:00:00+00:00,2,False,UNLABELLED,,0.2288,MEASURABLE,True,-0.00874125874125875,True,-0.06075174825174823,True,0.14335664335664333,True,0.37849650349650354,0.7307692307692308,-0.12150349650349646,136.0,532.0,False,,False,False,,,0,0.0,0,0.0,REMOVED_PIT_ENTRANTS
REMOVED_FROM_PIT,WF03,PAXG,2024-02-19T00:00:00+00:00,2024-02-12T00:00:00+00:00,2024-02-19T00:00:00+00:00,50,False,UNLABELLED,,1987.13,MEASURABLE,True,0.00988360097225649,True,0.016541444193384436,True,0.06872222753418233,True,0.20474251810399924,0.6652055980232798,-0.0510434646953144,4.0,84.0,True,2024-04-15T00:00:00+00:00,False,False,,,0,0.0,0,0.0,REMOVED_PIT_ENTRANTS
REMOVED_FROM_PIT,WF03,LPT,2024-02-26T00:00:00+00:00,2024-02-19T00:00:00+00:00,2024-02-26T00:00:00+00:00,1,False,UNLABELLED,,14.5495,MEASURABLE,True,-0.01913467816763459,True,0.5101000034365442,True,0.40723048902024117,True,0.05222172583250284,0.8813979861850922,-0.37076875494003236,36.0,284.0,True,2024-05-20T00:00:00+00:00,True,True,2024-02-26T04:00:00+00:00,REBALANCE_EXIT,0,0.0,0,0.0,REMOVED_PIT_ENTRANTS
REMOVED_FROM_PIT,WF03,ZEC,2024-03-04T00:00:00+00:00,2024-02-26T00:00:00+00:00,2024-03-04T00:00:00+00:00,1,True,UNLABELLED,,31.631,MEASURABLE,True,0.06604280610793212,True,-0.07578008915304602,True,-0.03692580063861395,True,-0.2888305775979261,0.12702728336125957,-0.5131358477443015,8.0,28.0,True,2024-07-15T00:00:00+00:00,False,False,,,0,0.0,0,0.0,REMOVED_SURVIVORS
REMOVED_FROM_PIT,WF03,UMA,2024-03-11T00:00:00+00:00,2024-03-04T00:00:00+00:00,2024-03-11T00:00:00+00:00,7,False,UNLABELLED,,4.74,MEASURABLE,True,-0.13417721518987347,True,-0.17215189873417724,True,-0.18270042194092828,True,-0.4158227848101266,0.09683544303797453,-0.5624472573839663,28.0,,True,2024-05-13T00:00:00+00:00,False,False,,,0,0.0,0,0.0,REMOVED_PIT_ENTRANTS
REMOVED_FROM_PIT,WF03,LRC,2024-04-15T00:00:00+00:00,2024-04-08T00:00:00+00:00,2024-04-15T00:00:00+00:00,6,False,UNLABELLED,,0.2681,MEASURABLE,True,-0.0041029466616933075,True,-0.0473703841850055,True,-0.09697873927638934,True,-0.15404699738903394,0.1391271913465124,-0.1794106676613204,8.0,,False,,False,False,,,0,0.0,0,0.0,REMOVED_PIT_ENTRANTS
REMOVED_FROM_PIT,WF03,PAXG,2024-05-13T00:00:00+00:00,2024-05-06T00:00:00+00:00,2024-05-13T00:00:00+00:00,4,False,UNLABELLED,,2343.27,MEASURABLE,True,0.024832819094684044,True,0.0022575290086075395,True,-0.01293491573740968,True,0.005509394990760752,0.03460975474443839,-0.027000729749452668,4.0,60.0,True,2024-06-24T00:00:00+00:00,False,False,,,0,0.0,0,0.0,REMOVED_PIT_ENTRANTS
REMOVED_FROM_PIT,WF03,UMA,2024-05-20T00:00:00+00:00,2024-05-13T00:00:00+00:00,2024-05-20T00:00:00+00:00,1,False,UNLABELLED,,3.453,MEASURABLE,True,-0.005792064871126601,True,-0.057051838980596625,True,-0.13003185635679115,True,-0.3950188242108311,0.12626701419055886,-0.5111497248769186,4.0,,False,,True,True,2024-05-20T04:00:00+00:00,REBALANCE_EXIT,0,0.0,0,0.0,REMOVED_PIT_ENTRANTS
REMOVED_FROM_PIT,WF03,ZRX,2024-06-17T00:00:00+00:00,2024-06-10T00:00:00+00:00,2024-06-17T00:00:00+00:00,14,False,UNLABELLED,,0.412,MEASURABLE,True,-0.15436893203883495,True,-0.10461165048543686,True,-0.20194174757281558,True,-0.287621359223301,0.0,-0.44563106796116503,,,False,,False,False,,,0,0.0,0,0.0,REMOVED_PIT_ENTRANTS
REMOVED_FROM_PIT,WF03,LPT,2024-06-24T00:00:00+00:00,2024-06-17T00:00:00+00:00,2024-06-24T00:00:00+00:00,5,False,UNLABELLED,,16.6517,MEASURABLE,True,0.002215989958983089,True,-0.22818691184683848,True,0.025979329437834986,True,-0.3536695952965765,0.077049190172775,-0.49416576085324626,28.0,,False,,False,False,,,0,0.0,0,0.0,REMOVED_PIT_ENTRANTS
REMOVED_FROM_PIT,WF03,PAXG,2024-07-15T00:00:00+00:00,2024-07-08T00:00:00+00:00,2024-07-15T00:00:00+00:00,3,False,UNLABELLED,,2387.63,MEASURABLE,True,0.010303103914760525,True,0.0009465453189982931,True,0.0188848355901039,True,0.04735658372528384,0.15657367347537088,-0.024982932866482677,4.0,4.0,True,2024-08-05T00:00:00+00:00,False,False,,,0,0.0,0,0.0,REMOVED_PIT_ENTRANTS
REMOVED_FROM_PIT,WF03,FTT,2024-08-05T00:00:00+00:00,2024-07-29T00:00:00+00:00,2024-08-05T00:00:00+00:00,60,False,TERMINAL_IMPAIRMENT,FTX_FTT_COLLAPSE_2022,1.228,MEASURABLE,True,0.021986970684038987,True,0.04723127035830621,True,-0.004885993485342022,True,0.7956026058631922,1.4104234527687298,-0.1140065146579804,12.0,424.0,True,2024-08-12T00:00:00+00:00,False,False,,,0,0.0,0,0.0,REMOVED_PIT_ENTRANTS
REMOVED_FROM_PIT,WF03,1INCH,2024-08-12T00:00:00+00:00,2024-08-05T00:00:00+00:00,2024-08-12T00:00:00+00:00,135,False,UNLABELLED,,0.25465,MEASURABLE,True,-0.05144315727469073,True,0.06801492244256835,True,-0.018064009424700544,True,0.03267229530728444,0.25705870803063036,-0.17321814254859602,4.0,308.0,True,2024-11-25T00:00:00+00:00,False,False,,,0,0.0,0,0.0,REMOVED_PIT_ENTRANTS
REMOVED_FROM_PIT,WF03,PAXG,2024-11-25T00:00:00+00:00,2024-11-18T00:00:00+00:00,2024-11-25T00:00:00+00:00,16,False,UNLABELLED,,2729.47,TERMINAL_DATA_END,True,-0.024447969752369514,True,-0.03640267158092947,True,-0.039095502057175824,False,,,,,,False,,False,False,,,0,0.0,0,0.0,REMOVED_PIT_ENTRANTS
