schema_version,fold_id,candidate_id,trade_id,position_id,symbol,alignment_tier,natural_exit_reason,entry_time,natural_exit_time,counterfactual_exit_time,natural_exit_price,counterfactual_exit_price,natural_holding_hours,counterfactual_holding_hours,activated,activated_at,signal_time,natural_exit_priority,changed_exit,trigger_floor_return,running_peak_at_signal,baseline_net_pnl,counterfactual_gross_pnl,counterfactual_net_pnl,baseline_net_return,counterfactual_net_return,delta_net_pnl,delta_net_return,eligible_mfe_10pct,rescued_winner_to_loser,new_loser,improved_trade,worsened_trade,baseline_gross_pnl_error,baseline_net_pnl_error,baseline_return_error,trade_logic_changed,exit_rule_authorized
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_BREAKEVEN,TRADE-de410b9257903bdcfff2,POS-d521be09b24528c9a2aa,XMR,FULL,REBALANCE_EXIT,2023-01-09 04:00:00+00:00,2023-01-16 04:00:00+00:00,2023-01-16 04:00:00+00:00,175.4,175.4,168.0,168.0,True,2023-01-14 04:00:00+00:00,,False,False,,,2286.0609657067903,2390.842651008808,2286.0609657067903,0.09125991879069022,0.09125991879069022,0.0,0.0,True,False,False,False,False,0.0,0.0,1.3877787807814457e-17,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_FIXED_05,TRADE-de410b9257903bdcfff2,POS-d521be09b24528c9a2aa,XMR,FULL,REBALANCE_EXIT,2023-01-09 04:00:00+00:00,2023-01-16 04:00:00+00:00,2023-01-16 04:00:00+00:00,175.4,175.4,168.0,168.0,True,2023-01-14 04:00:00+00:00,,False,False,,,2286.0609657067903,2390.842651008808,2286.0609657067903,0.09125991879069022,0.09125991879069022,0.0,0.0,True,False,False,False,False,0.0,0.0,1.3877787807814457e-17,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_RETAIN_25,TRADE-de410b9257903bdcfff2,POS-d521be09b24528c9a2aa,XMR,FULL,REBALANCE_EXIT,2023-01-09 04:00:00+00:00,2023-01-16 04:00:00+00:00,2023-01-16 04:00:00+00:00,175.4,175.4,168.0,168.0,True,2023-01-14 04:00:00+00:00,,False,False,,,2286.0609657067903,2390.842651008808,2286.0609657067903,0.09125991879069022,0.09125991879069022,0.0,0.0,True,False,False,False,False,0.0,0.0,1.3877787807814457e-17,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_RETAIN_50,TRADE-de410b9257903bdcfff2,POS-d521be09b24528c9a2aa,XMR,FULL,REBALANCE_EXIT,2023-01-09 04:00:00+00:00,2023-01-16 04:00:00+00:00,2023-01-16 04:00:00+00:00,175.4,175.4,168.0,168.0,True,2023-01-14 04:00:00+00:00,,False,False,,,2286.0609657067903,2390.842651008808,2286.0609657067903,0.09125991879069022,0.09125991879069022,0.0,0.0,True,False,False,False,False,0.0,0.0,1.3877787807814457e-17,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_BREAKEVEN,TRADE-87e92dfa4bbe541176bc,POS-306cbb46071ec65354c9,NEAR,MEDIUM,REBALANCE_EXIT,2023-01-16 04:00:00+00:00,2023-02-06 04:00:00+00:00,2023-01-30 20:00:00+00:00,2.383,2.3002,504.0,352.0,True,2023-01-22 12:00:00+00:00,2023-01-30 20:00:00+00:00,False,True,0.0,0.16402637437917456,306.2807476929208,-285.6042881012305,-360.4067942469752,0.016221538768669254,-0.019088215075244316,-666.6875419398959,-0.03530975384391357,True,False,True,False,True,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_FIXED_05,TRADE-87e92dfa4bbe541176bc,POS-306cbb46071ec65354c9,NEAR,MEDIUM,REBALANCE_EXIT,2023-01-16 04:00:00+00:00,2023-02-06 04:00:00+00:00,2023-01-22 20:00:00+00:00,2.383,2.4229,504.0,160.0,True,2023-01-22 12:00:00+00:00,2023-01-22 20:00:00+00:00,False,True,0.05,0.11132043158075033,306.2807476929208,704.3292189615067,627.5468458016366,0.016221538768669254,0.03323674623693183,321.26609810871577,0.01701520746826258,True,False,False,True,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_RETAIN_25,TRADE-87e92dfa4bbe541176bc,POS-306cbb46071ec65354c9,NEAR,MEDIUM,REBALANCE_EXIT,2023-01-16 04:00:00+00:00,2023-02-06 04:00:00+00:00,2023-01-23 00:00:00+00:00,2.383,2.3951,504.0,164.0,True,2023-01-22 12:00:00+00:00,2023-01-23 00:00:00+00:00,False,True,0.027830107895187584,0.11132043158075033,306.2807476929208,480.0411057068683,403.7073087735074,0.016221538768669254,0.021381539028468108,97.42656108058662,0.005160000259798854,True,False,False,True,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_RETAIN_50,TRADE-87e92dfa4bbe541176bc,POS-306cbb46071ec65354c9,NEAR,MEDIUM,REBALANCE_EXIT,2023-01-16 04:00:00+00:00,2023-02-06 04:00:00+00:00,2023-01-22 20:00:00+00:00,2.383,2.4229,504.0,160.0,True,2023-01-22 12:00:00+00:00,2023-01-22 20:00:00+00:00,False,True,0.05566021579037517,0.11132043158075033,306.2807476929208,704.3292189615067,627.5468458016366,0.016221538768669254,0.03323674623693183,321.26609810871577,0.01701520746826258,True,False,False,True,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_BREAKEVEN,TRADE-5633d5197fbabe31e161,POS-7209221ae37bd3926f8a,SOL,MEDIUM,REBALANCE_EXIT,2023-01-11 20:00:00+00:00,2023-02-06 04:00:00+00:00,2023-02-06 04:00:00+00:00,23.381,23.381,608.0,608.0,True,2023-01-14 00:00:00+00:00,,False,False,,,7726.60611433102,7810.1218417561395,7726.60611433102,0.45429730060892376,0.45429730060892376,0.0,0.0,True,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_FIXED_05,TRADE-5633d5197fbabe31e161,POS-7209221ae37bd3926f8a,SOL,MEDIUM,REBALANCE_EXIT,2023-01-11 20:00:00+00:00,2023-02-06 04:00:00+00:00,2023-02-06 04:00:00+00:00,23.381,23.381,608.0,608.0,True,2023-01-14 00:00:00+00:00,,False,False,,,7726.60611433102,7810.1218417561395,7726.60611433102,0.45429730060892376,0.45429730060892376,0.0,0.0,True,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_RETAIN_25,TRADE-5633d5197fbabe31e161,POS-7209221ae37bd3926f8a,SOL,MEDIUM,REBALANCE_EXIT,2023-01-11 20:00:00+00:00,2023-02-06 04:00:00+00:00,2023-02-06 04:00:00+00:00,23.381,23.381,608.0,608.0,True,2023-01-14 00:00:00+00:00,,False,False,,,7726.60611433102,7810.1218417561395,7726.60611433102,0.45429730060892376,0.45429730060892376,0.0,0.0,True,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_RETAIN_50,TRADE-5633d5197fbabe31e161,POS-7209221ae37bd3926f8a,SOL,MEDIUM,REBALANCE_EXIT,2023-01-11 20:00:00+00:00,2023-02-06 04:00:00+00:00,2023-02-06 04:00:00+00:00,23.381,23.381,608.0,608.0,True,2023-01-14 00:00:00+00:00,,False,False,,,7726.60611433102,7810.1218417561395,7726.60611433102,0.45429730060892376,0.45429730060892376,0.0,0.0,True,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_BREAKEVEN,TRADE-934ef2ac52abc52c4869,POS-e4c65a93cd958e5ed26c,AVAX,FULL,REBALANCE_EXIT,2023-02-08 00:00:00+00:00,2023-02-13 04:00:00+00:00,2023-02-13 04:00:00+00:00,17.516,17.516,124.0,124.0,False,,,False,False,,,-4770.165215976242,-4662.7922496699175,-4770.165215976242,-0.1631774823338741,-0.1631774823338741,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_FIXED_05,TRADE-934ef2ac52abc52c4869,POS-e4c65a93cd958e5ed26c,AVAX,FULL,REBALANCE_EXIT,2023-02-08 00:00:00+00:00,2023-02-13 04:00:00+00:00,2023-02-13 04:00:00+00:00,17.516,17.516,124.0,124.0,False,,,False,False,,,-4770.165215976242,-4662.7922496699175,-4770.165215976242,-0.1631774823338741,-0.1631774823338741,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_RETAIN_25,TRADE-934ef2ac52abc52c4869,POS-e4c65a93cd958e5ed26c,AVAX,FULL,REBALANCE_EXIT,2023-02-08 00:00:00+00:00,2023-02-13 04:00:00+00:00,2023-02-13 04:00:00+00:00,17.516,17.516,124.0,124.0,False,,,False,False,,,-4770.165215976242,-4662.7922496699175,-4770.165215976242,-0.1631774823338741,-0.1631774823338741,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_RETAIN_50,TRADE-934ef2ac52abc52c4869,POS-e4c65a93cd958e5ed26c,AVAX,FULL,REBALANCE_EXIT,2023-02-08 00:00:00+00:00,2023-02-13 04:00:00+00:00,2023-02-13 04:00:00+00:00,17.516,17.516,124.0,124.0,False,,,False,False,,,-4770.165215976242,-4662.7922496699175,-4770.165215976242,-0.1631774823338741,-0.1631774823338741,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_BREAKEVEN,TRADE-7dc1f9da532d2df503d4,POS-3f4e4d16cd0d6417c2d3,DEXE,FULL,REBALANCE_EXIT,2023-01-09 16:00:00+00:00,2023-02-20 04:00:00+00:00,2023-02-20 04:00:00+00:00,2.994,2.994,996.0,996.0,True,2023-01-19 20:00:00+00:00,,False,False,,,5174.602147068498,5284.934621721399,5174.602147068498,0.20706249916681524,0.20706249916681524,0.0,0.0,True,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_FIXED_05,TRADE-7dc1f9da532d2df503d4,POS-3f4e4d16cd0d6417c2d3,DEXE,FULL,REBALANCE_EXIT,2023-01-09 16:00:00+00:00,2023-02-20 04:00:00+00:00,2023-01-19 20:00:00+00:00,2.994,2.5632,996.0,244.0,True,2023-01-19 20:00:00+00:00,2023-01-19 20:00:00+00:00,False,True,0.05,0.17587532888079327,5174.602147068498,935.8422911816133,834.2080011897929,0.20706249916681524,0.03338096121054803,-4340.394145878705,-0.1736815379562672,True,False,False,False,True,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_RETAIN_25,TRADE-7dc1f9da532d2df503d4,POS-3f4e4d16cd0d6417c2d3,DEXE,FULL,REBALANCE_EXIT,2023-01-09 16:00:00+00:00,2023-02-20 04:00:00+00:00,2023-01-19 20:00:00+00:00,2.994,2.5632,996.0,244.0,True,2023-01-19 20:00:00+00:00,2023-01-19 20:00:00+00:00,False,True,0.04396883222019832,0.17587532888079327,5174.602147068498,935.8422911816133,834.2080011897929,0.20706249916681524,0.03338096121054803,-4340.394145878705,-0.1736815379562672,True,False,False,False,True,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_RETAIN_50,TRADE-7dc1f9da532d2df503d4,POS-3f4e4d16cd0d6417c2d3,DEXE,FULL,REBALANCE_EXIT,2023-01-09 16:00:00+00:00,2023-02-20 04:00:00+00:00,2023-01-19 20:00:00+00:00,2.994,2.5632,996.0,244.0,True,2023-01-19 20:00:00+00:00,2023-01-19 20:00:00+00:00,False,True,0.08793766444039663,0.17587532888079327,5174.602147068498,935.8422911816133,834.2080011897929,0.20706249916681524,0.03338096121054803,-4340.394145878705,-0.1736815379562672,True,False,False,False,True,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_BREAKEVEN,TRADE-5a6dadcacb84b6593dbb,POS-fb41d097d9ff739e45fd,SHIB,FULL,REBALANCE_EXIT,2023-02-07 04:00:00+00:00,2023-02-20 04:00:00+00:00,2023-02-20 04:00:00+00:00,1.3428e-05,1.3428e-05,312.0,312.0,False,,,False,False,,,-1521.8098846068635,-1409.2874710488584,-1521.8098846068635,-0.052670689220793446,-0.052670689220793446,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_FIXED_05,TRADE-5a6dadcacb84b6593dbb,POS-fb41d097d9ff739e45fd,SHIB,FULL,REBALANCE_EXIT,2023-02-07 04:00:00+00:00,2023-02-20 04:00:00+00:00,2023-02-20 04:00:00+00:00,1.3428e-05,1.3428e-05,312.0,312.0,False,,,False,False,,,-1521.8098846068635,-1409.2874710488584,-1521.8098846068635,-0.052670689220793446,-0.052670689220793446,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_RETAIN_25,TRADE-5a6dadcacb84b6593dbb,POS-fb41d097d9ff739e45fd,SHIB,FULL,REBALANCE_EXIT,2023-02-07 04:00:00+00:00,2023-02-20 04:00:00+00:00,2023-02-20 04:00:00+00:00,1.3428e-05,1.3428e-05,312.0,312.0,False,,,False,False,,,-1521.8098846068635,-1409.2874710488584,-1521.8098846068635,-0.052670689220793446,-0.052670689220793446,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_RETAIN_50,TRADE-5a6dadcacb84b6593dbb,POS-fb41d097d9ff739e45fd,SHIB,FULL,REBALANCE_EXIT,2023-02-07 04:00:00+00:00,2023-02-20 04:00:00+00:00,2023-02-20 04:00:00+00:00,1.3428e-05,1.3428e-05,312.0,312.0,False,,,False,False,,,-1521.8098846068635,-1409.2874710488584,-1521.8098846068635,-0.052670689220793446,-0.052670689220793446,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_BREAKEVEN,TRADE-aa6a939ab4662e7e4339,POS-b8e7bdf4235f1689a4ef,SNX,FULL,REBALANCE_EXIT,2023-02-15 16:00:00+00:00,2023-02-20 04:00:00+00:00,2023-02-20 04:00:00+00:00,2.67448,2.67448,108.0,108.0,False,,,False,False,,,1320.4925459515696,1431.3815292645718,1320.4925459515696,0.04879766520322835,0.04879766520322835,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_FIXED_05,TRADE-aa6a939ab4662e7e4339,POS-b8e7bdf4235f1689a4ef,SNX,FULL,REBALANCE_EXIT,2023-02-15 16:00:00+00:00,2023-02-20 04:00:00+00:00,2023-02-20 04:00:00+00:00,2.67448,2.67448,108.0,108.0,False,,,False,False,,,1320.4925459515696,1431.3815292645718,1320.4925459515696,0.04879766520322835,0.04879766520322835,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_RETAIN_25,TRADE-aa6a939ab4662e7e4339,POS-b8e7bdf4235f1689a4ef,SNX,FULL,REBALANCE_EXIT,2023-02-15 16:00:00+00:00,2023-02-20 04:00:00+00:00,2023-02-20 04:00:00+00:00,2.67448,2.67448,108.0,108.0,False,,,False,False,,,1320.4925459515696,1431.3815292645718,1320.4925459515696,0.04879766520322835,0.04879766520322835,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_RETAIN_50,TRADE-aa6a939ab4662e7e4339,POS-b8e7bdf4235f1689a4ef,SNX,FULL,REBALANCE_EXIT,2023-02-15 16:00:00+00:00,2023-02-20 04:00:00+00:00,2023-02-20 04:00:00+00:00,2.67448,2.67448,108.0,108.0,False,,,False,False,,,1320.4925459515696,1431.3815292645718,1320.4925459515696,0.04879766520322835,0.04879766520322835,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_BREAKEVEN,TRADE-2e33d7d824219beef1d8,POS-3ecb61fd9f8d8446563d,DOT,FULL,REBALANCE_EXIT,2023-02-23 00:00:00+00:00,2023-02-27 04:00:00+00:00,2023-02-27 04:00:00+00:00,6.669,6.669,100.0,100.0,False,,,False,False,,,-2050.471317573178,-1946.4923097192182,-2050.471317573178,-0.07588173773491452,-0.07588173773491452,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_FIXED_05,TRADE-2e33d7d824219beef1d8,POS-3ecb61fd9f8d8446563d,DOT,FULL,REBALANCE_EXIT,2023-02-23 00:00:00+00:00,2023-02-27 04:00:00+00:00,2023-02-27 04:00:00+00:00,6.669,6.669,100.0,100.0,False,,,False,False,,,-2050.471317573178,-1946.4923097192182,-2050.471317573178,-0.07588173773491452,-0.07588173773491452,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_RETAIN_25,TRADE-2e33d7d824219beef1d8,POS-3ecb61fd9f8d8446563d,DOT,FULL,REBALANCE_EXIT,2023-02-23 00:00:00+00:00,2023-02-27 04:00:00+00:00,2023-02-27 04:00:00+00:00,6.669,6.669,100.0,100.0,False,,,False,False,,,-2050.471317573178,-1946.4923097192182,-2050.471317573178,-0.07588173773491452,-0.07588173773491452,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_RETAIN_50,TRADE-2e33d7d824219beef1d8,POS-3ecb61fd9f8d8446563d,DOT,FULL,REBALANCE_EXIT,2023-02-23 00:00:00+00:00,2023-02-27 04:00:00+00:00,2023-02-27 04:00:00+00:00,6.669,6.669,100.0,100.0,False,,,False,False,,,-2050.471317573178,-1946.4923097192182,-2050.471317573178,-0.07588173773491452,-0.07588173773491452,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_BREAKEVEN,TRADE-9119fd62024e0c90af79,POS-d17f1836a22776fba01e,LINK,FULL,REBALANCE_EXIT,2023-02-20 08:00:00+00:00,2023-02-27 04:00:00+00:00,2023-02-27 04:00:00+00:00,7.4329,7.4329,164.0,164.0,False,,,False,False,,,-3192.355306477915,-3088.0266209054307,-3192.355306477915,-0.11532476793243808,-0.11532476793243808,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_FIXED_05,TRADE-9119fd62024e0c90af79,POS-d17f1836a22776fba01e,LINK,FULL,REBALANCE_EXIT,2023-02-20 08:00:00+00:00,2023-02-27 04:00:00+00:00,2023-02-27 04:00:00+00:00,7.4329,7.4329,164.0,164.0,False,,,False,False,,,-3192.355306477915,-3088.0266209054307,-3192.355306477915,-0.11532476793243808,-0.11532476793243808,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_RETAIN_25,TRADE-9119fd62024e0c90af79,POS-d17f1836a22776fba01e,LINK,FULL,REBALANCE_EXIT,2023-02-20 08:00:00+00:00,2023-02-27 04:00:00+00:00,2023-02-27 04:00:00+00:00,7.4329,7.4329,164.0,164.0,False,,,False,False,,,-3192.355306477915,-3088.0266209054307,-3192.355306477915,-0.11532476793243808,-0.11532476793243808,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_RETAIN_50,TRADE-9119fd62024e0c90af79,POS-d17f1836a22776fba01e,LINK,FULL,REBALANCE_EXIT,2023-02-20 08:00:00+00:00,2023-02-27 04:00:00+00:00,2023-02-27 04:00:00+00:00,7.4329,7.4329,164.0,164.0,False,,,False,False,,,-3192.355306477915,-3088.0266209054307,-3192.355306477915,-0.11532476793243808,-0.11532476793243808,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_BREAKEVEN,TRADE-84b3bfec065689496d42,POS-20bd5479133b4541fc5c,DEXE,MEDIUM,REBALANCE_EXIT,2023-03-02 00:00:00+00:00,2023-03-06 04:00:00+00:00,2023-03-06 04:00:00+00:00,2.8249,2.8249,100.0,100.0,False,,,False,False,,,-1265.7316098588035,-1197.3700136342572,-1265.7316098588035,-0.07141156630633119,-0.07141156630633119,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_FIXED_05,TRADE-84b3bfec065689496d42,POS-20bd5479133b4541fc5c,DEXE,MEDIUM,REBALANCE_EXIT,2023-03-02 00:00:00+00:00,2023-03-06 04:00:00+00:00,2023-03-06 04:00:00+00:00,2.8249,2.8249,100.0,100.0,False,,,False,False,,,-1265.7316098588035,-1197.3700136342572,-1265.7316098588035,-0.07141156630633119,-0.07141156630633119,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_RETAIN_25,TRADE-84b3bfec065689496d42,POS-20bd5479133b4541fc5c,DEXE,MEDIUM,REBALANCE_EXIT,2023-03-02 00:00:00+00:00,2023-03-06 04:00:00+00:00,2023-03-06 04:00:00+00:00,2.8249,2.8249,100.0,100.0,False,,,False,False,,,-1265.7316098588035,-1197.3700136342572,-1265.7316098588035,-0.07141156630633119,-0.07141156630633119,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_RETAIN_50,TRADE-84b3bfec065689496d42,POS-20bd5479133b4541fc5c,DEXE,MEDIUM,REBALANCE_EXIT,2023-03-02 00:00:00+00:00,2023-03-06 04:00:00+00:00,2023-03-06 04:00:00+00:00,2.8249,2.8249,100.0,100.0,False,,,False,False,,,-1265.7316098588035,-1197.3700136342572,-1265.7316098588035,-0.07141156630633119,-0.07141156630633119,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_BREAKEVEN,TRADE-f58ddd3139efd187499a,POS-a51674e6d2e9bb88f142,GRAM,MEDIUM,REBALANCE_EXIT,2023-03-06 08:00:00+00:00,2023-03-13 04:00:00+00:00,2023-03-13 04:00:00+00:00,2.3934,2.3934,164.0,164.0,False,,,False,False,,,-234.12165794508428,-163.35095877744845,-234.12165794508428,-0.013145591578888827,-0.013145591578888827,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_FIXED_05,TRADE-f58ddd3139efd187499a,POS-a51674e6d2e9bb88f142,GRAM,MEDIUM,REBALANCE_EXIT,2023-03-06 08:00:00+00:00,2023-03-13 04:00:00+00:00,2023-03-13 04:00:00+00:00,2.3934,2.3934,164.0,164.0,False,,,False,False,,,-234.12165794508428,-163.35095877744845,-234.12165794508428,-0.013145591578888827,-0.013145591578888827,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_RETAIN_25,TRADE-f58ddd3139efd187499a,POS-a51674e6d2e9bb88f142,GRAM,MEDIUM,REBALANCE_EXIT,2023-03-06 08:00:00+00:00,2023-03-13 04:00:00+00:00,2023-03-13 04:00:00+00:00,2.3934,2.3934,164.0,164.0,False,,,False,False,,,-234.12165794508428,-163.35095877744845,-234.12165794508428,-0.013145591578888827,-0.013145591578888827,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_RETAIN_50,TRADE-f58ddd3139efd187499a,POS-a51674e6d2e9bb88f142,GRAM,MEDIUM,REBALANCE_EXIT,2023-03-06 08:00:00+00:00,2023-03-13 04:00:00+00:00,2023-03-13 04:00:00+00:00,2.3934,2.3934,164.0,164.0,False,,,False,False,,,-234.12165794508428,-163.35095877744845,-234.12165794508428,-0.013145591578888827,-0.013145591578888827,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_BREAKEVEN,TRADE-1d395b44c18e465ffb97,POS-47296280b9ee54fdc9ec,TRX,FULL,REBALANCE_EXIT,2023-02-20 04:00:00+00:00,2023-03-13 04:00:00+00:00,2023-03-13 04:00:00+00:00,0.065647,0.065647,504.0,504.0,False,,,False,False,,,-2583.0527365191047,-2477.4856403796966,-2583.0527365191047,-0.09329890411237209,-0.09329890411237209,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_FIXED_05,TRADE-1d395b44c18e465ffb97,POS-47296280b9ee54fdc9ec,TRX,FULL,REBALANCE_EXIT,2023-02-20 04:00:00+00:00,2023-03-13 04:00:00+00:00,2023-03-13 04:00:00+00:00,0.065647,0.065647,504.0,504.0,False,,,False,False,,,-2583.0527365191047,-2477.4856403796966,-2583.0527365191047,-0.09329890411237209,-0.09329890411237209,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_RETAIN_25,TRADE-1d395b44c18e465ffb97,POS-47296280b9ee54fdc9ec,TRX,FULL,REBALANCE_EXIT,2023-02-20 04:00:00+00:00,2023-03-13 04:00:00+00:00,2023-03-13 04:00:00+00:00,0.065647,0.065647,504.0,504.0,False,,,False,False,,,-2583.0527365191047,-2477.4856403796966,-2583.0527365191047,-0.09329890411237209,-0.09329890411237209,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_RETAIN_50,TRADE-1d395b44c18e465ffb97,POS-47296280b9ee54fdc9ec,TRX,FULL,REBALANCE_EXIT,2023-02-20 04:00:00+00:00,2023-03-13 04:00:00+00:00,2023-03-13 04:00:00+00:00,0.065647,0.065647,504.0,504.0,False,,,False,False,,,-2583.0527365191047,-2477.4856403796966,-2583.0527365191047,-0.09329890411237209,-0.09329890411237209,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_BREAKEVEN,TRADE-eda6ef9324cad7b65c71,POS-c3efa0abf0490701fac7,DEXE,MEDIUM,REBALANCE_EXIT,2023-03-13 16:00:00+00:00,2023-03-20 04:00:00+00:00,2023-03-20 04:00:00+00:00,2.861,2.861,156.0,156.0,False,,,False,False,,,-440.33781437825866,-371.0048580468475,-440.33781437825866,-0.025085072251746676,-0.025085072251746676,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF02,PP10_FIXED_05,TRADE-eda6ef9324cad7b65c71,POS-c3efa0abf0490701fac7,DEXE,MEDIUM,REBALANCE_EXIT,2023-03-13 16:00:00+00:00,2023-03-20 04:00:00+00:00,2023-03-20 04:00:00+00:00,2.861,2.861,156.0,156.0,False,,,False,False,,,-440.33781437825866,-371.0048580468475,-440.33781437825866,-0.025085072251746676,-0.025085072251746676,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
