signal_id,fold_id,grid_id,decision_time,evaluable,matched,rank_ic,top_excess,top_symbols,universe_mean,top_count
BN_TAKER_BUY_IMBALANCE_1,WF01,PRIMARY_GRID,2023-01-02 00:00:00+00:00,True,29,-0.033497536945812804,0.004366788069484772,PAXG|XMR|1INCH|MANA|LDO|ICP,0.022907572966431707,6
BN_TAKER_BUY_IMBALANCE_1,WF01,PRIMARY_GRID,2023-01-03 00:00:00+00:00,True,29,-0.1980295566502463,-0.006205315244802797,PAXG|ICP|SHIB|BCH|NEO|1INCH,-0.002766722998909194,6
BN_TAKER_BUY_IMBALANCE_1,WF01,PRIMARY_GRID,2023-01-04 00:00:00+00:00,True,29,0.3783251231527094,0.023760771350816556,DASH|ETC|SHIB|SNX|BCH|ZEC,0.040953569185989205,6
BN_TAKER_BUY_IMBALANCE_1,WF01,PRIMARY_GRID,2023-01-05 00:00:00+00:00,True,29,0.1438423645320197,0.001863757153378538,ZEC|NEO|BCH|SHIB|CRV|ALGO,-0.015612608901864559,6
BN_TAKER_BUY_IMBALANCE_1,WF01,PRIMARY_GRID,2023-01-06 00:00:00+00:00,True,29,-0.040886699507389164,0.010725830799515564,XMR|LDO|BCH|SNX|NEO|1INCH,0.024925532014293254,6
BN_TAKER_BUY_IMBALANCE_1,WF01,PRIMARY_GRID,2023-01-07 00:00:00+00:00,True,29,-0.3443349753694581,-0.006466603127033396,BCH|PAXG|DASH|XMR|UNI|ETH,0.005592618245285598,6
BN_TAKER_BUY_IMBALANCE_1,WF01,PRIMARY_GRID,2023-01-08 00:00:00+00:00,True,29,-0.5004926108374385,-0.023916267738817186,PAXG|LINK|XLM|1INCH|XMR|QNT,0.03917070566294677,6
BN_TAKER_BUY_IMBALANCE_1,WF01,PRIMARY_GRID,2023-01-09 00:00:00+00:00,True,29,0.19852216748768473,-0.0027163158532663885,BCH|XMR|ETH|ZEC|ALGO|UNI,0.022018521671248382,6
BN_TAKER_BUY_IMBALANCE_1,WF01,PRIMARY_GRID,2023-01-10 00:00:00+00:00,True,29,-0.26403940886699506,-0.0030246344290231243,PAXG|BAL|XLM|ADA|QNT|BCH,0.013419208499965033,6
BN_TAKER_BUY_IMBALANCE_1,WF01,PRIMARY_GRID,2023-01-11 00:00:00+00:00,True,29,0.09064039408866995,-0.004290040874684788,BCH|UNI|QNT|XMR|ETC|CRV,0.02667703072478741,6
BN_TAKER_BUY_IMBALANCE_1,WF01,PRIMARY_GRID,2023-01-12 00:00:00+00:00,True,29,-0.0187192118226601,-0.00014599347964384946,BAL|XMR|AAVE|ZEC|PAXG|COMP,0.025135649001336077,6
BN_TAKER_BUY_IMBALANCE_1,WF01,PRIMARY_GRID,2023-01-13 00:00:00+00:00,True,29,0.09113300492610837,-0.020809108351494663,UNI|XLM|ICP|ETH|PAXG|ADA,0.047374139151315234,6
BN_TAKER_BUY_IMBALANCE_1,WF01,PRIMARY_GRID,2023-01-14 00:00:00+00:00,True,29,0.10935960591133005,0.03125371973343596,COMP|SHIB|LINK|QNT|ALGO|1INCH,0.050801379506729936,6
