schema_version,fold_id,trade_id,position_id,candidate_id,symbol,entry_time,exit_time,exit_reason,alignment_tier,holding_hours,holding_bucket,path_bar_count,entry_price,exit_price,gross_exit_return,net_return_fraction,reported_mfe,reported_mae,path_mfe,path_mae,mfe_reconstruction_error,mae_reconstruction_error,gross_return_reconstruction_error,time_to_mfe_bar_close_hours,time_to_mae_bar_close_hours,time_to_mfe_fraction,peak_to_exit_hours,peak_to_exit_giveback,giveback_fraction_of_mfe,captured_mfe_fraction,maximum_close_return,minimum_close_return,positive_close_ratio,post_mae_max_close_return,recovered_to_intrabar_breakeven_after_mae,recovered_to_close_breakeven_after_mae,hours_mae_to_close_breakeven,excursion_order,hours_to_high_5pct,hours_to_high_10pct,hours_to_high_20pct,eligible_mfe_10pct,winner_to_loser_10pct,severe_giveback_after_10pct,early_peak_severe_giveback,deep_mae_10pct,deep_mae_close_recovery,deep_mae_profitable_exit,stale_loser_14d,trade_logic_changed
ams-rd02-d0-trade-lifecycle-diagnostics-v1,WF01,TRADE-607e948389968de962ac,POS-960070c3980eaa91d84e,CAND-57087f5b9b0fc633ede2,DOGE,2022-04-19T16:00:00+00:00,2022-04-25T04:00:00+00:00,REBALANCE_EXIT,MEDIUM,132.0,LE_7D,33,0.14286,0.1287,-0.09911801763964712,-0.10271435289857062,0.026669466610667936,-0.12739745205095887,0.026669466610667936,-0.12739745205095887,0.0,0.0,6.938893903907228e-17,16.0,132.0,0.12121212121212122,116.0,0.12578748425031505,4.716535433070842,-3.7165354330708418,0.02057958840823204,-0.09904801903961924,0.09090909090909091,-0.09904801903961924,False,False,,MFE_BEFORE_MAE,,,,False,False,False,False,True,False,False,False,False
ams-rd02-d0-trade-lifecycle-diagnostics-v1,WF01,TRADE-ea5c098202cb7ec4183c,POS-7c8cb62d30136a10aa0f,CAND-4b197dad97c30812189e,NEAR,2022-04-12T12:00:00+00:00,2022-05-02T04:00:00+00:00,REBALANCE_EXIT,FULL,472.0,GT_14D_LE_28D,118,16.6633,11.7865,-0.2926671187579891,-0.2954908029146438,0.06961406204053211,-0.39459770873716493,0.06961406204053211,-0.39459770873716493,0.0,0.0,5.551115123125783e-17,184.0,444.0,0.3898305084745763,288.0,0.36228118079852123,5.204137931034488,-4.204137931034488,0.045261142750835814,-0.3792466078147786,0.13559322033898305,-0.28975052960698056,False,False,,MFE_BEFORE_MAE,48.0,,,False,False,False,False,True,False,False,True,False
ams-rd02-d0-trade-lifecycle-diagnostics-v1,WF01,TRADE-c297468b80572a75b4c7,POS-05f0f2e33255f368510a,CAND-325ca2665ed41bbb401b,SNX,2022-04-26T00:00:00+00:00,2022-05-02T04:00:00+00:00,REBALANCE_EXIT,FULL,148.0,LE_7D,37,6.17196,4.713065,-0.2363746686627911,-0.23942307317910727,0.15441448097524924,-0.31343041756589485,0.15441448097524924,-0.31343041756589485,0.0,0.0,5.551115123125783e-17,20.0,120.0,0.13513513513513514,128.0,0.39078914963804035,2.530780449928651,-1.5307804499286508,0.011186073791793705,-0.2915767438544645,0.02702702702702703,-0.21795312996195693,False,False,,MFE_BEFORE_MAE,16.0,20.0,,True,True,True,True,True,False,False,False,False
ams-rd02-d0-trade-lifecycle-diagnostics-v1,WF01,TRADE-fe6607614cf0d6659676,POS-525b6f42f34cc50c6611,CAND-84e1a97f068d46ee31bd,XMR,2022-04-18T16:00:00+00:00,2022-05-02T04:00:00+00:00,REBALANCE_EXIT,FULL,324.0,GT_7D_LE_14D,81,252.69,213.64,-0.15453717994380467,-0.15791228102187338,0.14563298903795174,-0.17622383157228227,0.14563298903795174,-0.17622383157228227,0.0,0.0,5.551115123125783e-17,80.0,320.0,0.24691358024691357,244.0,0.3001701689817564,2.0611413043478253,-1.0611413043478255,0.12212592504649966,-0.172662155209941,0.5308641975308642,-0.1548933475800387,False,False,,MFE_BEFORE_MAE,8.0,68.0,,True,True,True,True,True,False,False,False,False
ams-rd02-d0-trade-lifecycle-diagnostics-v1,WF01,TRADE-c7517166202c9a7f7736,POS-ddecbaf3b0912c0feb17,CAND-ec75194eeb2e70b58291,AAVE,2022-08-01T16:00:00+00:00,2022-08-08T04:00:00+00:00,REBALANCE_EXIT,FULL,156.0,LE_7D,39,98.134,103.0,0.04958526096969451,0.045395299848058984,0.06561436403285303,-0.10096398801638573,0.06561436403285303,-0.10096398801638573,0.0,0.0,2.0816681711721685e-17,148.0,16.0,0.9487179487179487,8.0,0.016029103063158523,0.24429259201739378,0.7557074079826062,0.05429310942181109,-0.09063117777732499,0.5641025641025641,0.05429310942181109,True,True,28.0,MAE_BEFORE_MFE,92.0,,,False,False,False,False,True,True,True,False,False
ams-rd02-d0-trade-lifecycle-diagnostics-v1,WF01,TRADE-3630e1c9180547595b8a,POS-e9817ea6020c5bd95535,CAND-deb021795386f4437cdf,UNI,2022-08-03T08:00:00+00:00,2022-08-08T04:00:00+00:00,REBALANCE_EXIT,FULL,116.0,LE_7D,29,8.4889,8.8668,0.04451695743853734,0.040347229065529296,0.10644488685224252,-0.003969890091766848,0.10644488685224252,-0.003969890091766848,0.0,0.0,9.020562075079397e-17,8.0,4.0,0.06896551724137931,108.0,0.061927929413705174,0.5817839752102711,0.41821602478972886,0.08330879148063941,0.028189753678332874,1.0,0.08330879148063941,True,True,0.0,MAE_BEFORE_MFE,4.0,8.0,,True,False,False,False,False,False,False,False,False
ams-rd02-d0-trade-lifecycle-diagnostics-v1,WF01,TRADE-f267cb58d1f562a1fbf8,POS-7298d3435526823ffc59,CAND-1be0e750462af95608e1,AVAX,2022-08-09T20:00:00+00:00,2022-08-15T04:00:00+00:00,REBALANCE_EXIT,FULL,128.0,LE_7D,32,27.348,28.892,0.05645751060406612,0.052240115352153685,0.10991663010092156,-0.026802691238847487,0.10991663010092156,-0.026802691238847487,0.0,0.0,1.3877787807814457e-17,80.0,8.0,0.625,48.0,0.053459119496855445,0.4863606121091155,0.5136393878908845,0.10128711423138803,0.0018282872604944433,1.0,0.10128711423138803,True,True,0.0,MAE_BEFORE_MFE,20.0,20.0,,True,False,False,False,False,False,False,False,False
ams-rd02-d0-trade-lifecycle-diagnostics-v1,WF01,TRADE-3f4415c0ac302dfaffba,POS-9c0b152db491d8691bcb,CAND-dbbbe6a0dee139f98cca,DEXE,2022-08-02T12:00:00+00:00,2022-08-15T04:00:00+00:00,REBALANCE_EXIT,FULL,304.0,GT_7D_LE_14D,76,3.974,3.8384,-0.034121791645697064,-0.03797759287665237,0.21462003019627574,-0.043910417715148475,0.21462003019627574,-0.043910417715148475,0.0,0.0,6.938893903907228e-18,180.0,296.0,0.5921052631578947,124.0,0.2487418218419728,1.1589869855786143,-0.15898698557861435,0.10918470055359819,-0.03814796175138402,0.7631578947368421,-0.02868646200301972,False,False,,MFE_BEFORE_MAE,88.0,176.0,180.0,True,True,True,False,False,False,False,False,False
ams-rd02-d0-trade-lifecycle-diagnostics-v1,WF01,TRADE-72ca090b6ef0529f1513,POS-51bbff2fd9e2704ea077,CAND-36bba3c0b6299f53dda9,SNX,2022-08-08T12:00:00+00:00,2022-08-22T04:00:00+00:00,REBALANCE_EXIT,FULL,328.0,GT_7D_LE_14D,82,4.238889,2.977454,-0.2975862307316848,-0.3003902777147918,0.09508482057444767,-0.37719553401846573,0.09508482057444767,-0.37719553401846573,0.0,0.0,0.0,68.0,296.0,0.2073170731707317,260.0,0.39267105130613245,4.129692299294885,-3.1296922992948857,0.0030963301940671872,-0.37371938732059284,0.012195121951219513,-0.26582177546994046,False,False,,MFE_BEFORE_MAE,68.0,,,False,False,False,False,True,False,False,False,False
ams-rd02-d0-trade-lifecycle-diagnostics-v1,WF01,TRADE-2346c45dc8c0d4207126,POS-d19d925803ad66d2892a,CAND-5504511b25fdf8314c08,SHIB,2022-09-06T00:00:00+00:00,2022-09-12T04:00:00+00:00,REBALANCE_EXIT,MEDIUM,148.0,LE_7D,37,1.263e-05,1.284e-05,0.016627078384798155,0.012568686854319973,0.102929532858274,-0.07205067300079171,0.102929532858274,-0.07205067300079171,0.0,0.0,5.551115123125783e-17,84.0,24.0,0.5675675675675675,64.0,0.08630245447347584,0.838461538461538,0.161538461538462,0.049881235154394465,-0.05779889152810769,0.5135135135135135,0.049881235154394465,True,True,60.0,MAE_BEFORE_MFE,84.0,84.0,,True,False,True,False,False,False,False,False,False
ams-rd02-d0-trade-lifecycle-diagnostics-v1,WF01,TRADE-a0ac791f98786a91e9fd,POS-f7c16678812d3931fd45,CAND-a8a9fd53337d9db2fe32,TRX,2022-10-26T12:00:00+00:00,2022-10-31T04:00:00+00:00,REBALANCE_EXIT,MEDIUM,112.0,LE_7D,28,0.062935,0.062852,-0.0013188210057996086,-0.0053055722193493336,0.029935647890680706,-0.0076745848891713875,0.029935647890680706,-0.0076745848891713875,0.0,0.0,2.168404344971009e-17,96.0,112.0,0.8571428571428571,16.0,0.031254468896480314,1.0440552016985132,-0.04405520169851316,0.02613807897036624,-0.0036227854135220117,0.8928571428571429,-0.0013029315960911836,False,False,,MFE_BEFORE_MAE,,,,False,False,False,False,False,False,False,False,False
ams-rd02-d0-trade-lifecycle-diagnostics-v1,WF01,TRADE-e90ae7099f2cb957ca9e,POS-94e44381df1c55122a04,CAND-bc2633918e9afae53cda,UNI,2022-10-24T12:00:00+00:00,2022-10-31T04:00:00+00:00,REBALANCE_EXIT,FOUR_HOUR_ONLY,160.0,LE_7D,40,6.2041,6.8682,0.10704211730952107,0.10262278749990218,0.1875533921116681,-0.022227236827259467,0.1875533921116681,-0.022227236827259467,0.0,0.0,4.163336342344337e-17,136.0,4.0,0.85,24.0,0.08051127480214704,0.42927122722585115,0.5707287727741489,0.17415902387131088,-0.01486114021372964,0.85,0.17415902387131088,True,True,24.0,MAE_BEFORE_MFE,32.0,52.0,,True,False,False,False,False,False,False,False,False
ams-rd02-d0-trade-lifecycle-diagnostics-v1,WF01,TRADE-c87da72d5abdb189934c,POS-8a1fb3f671a96f533131,CAND-a4bc759b3863aa2b0e72,AAVE,2022-10-27T04:00:00+00:00,2022-11-07T04:00:00+00:00,REBALANCE_EXIT,MEDIUM,264.0,GT_7D_LE_14D,66,85.013,87.238,0.026172467740227967,0.0220759708630214,0.15595261901120994,-0.0684954065848753,0.15595261901120994,-0.0684954065848753,0.0,0.0,6.938893903907228e-17,228.0,164.0,0.8636363636363636,36.0,0.12978015127098197,0.8321767989138632,0.1678232010861368,0.1487890087398398,-0.05390940209144479,0.48484848484848486,0.1487890087398398,True,True,28.0,MAE_BEFORE_MFE,196.0,196.0,,True,False,True,False,False,False,False,False,False
ams-rd02-d0-trade-lifecycle-diagnostics-v1,WF01,TRADE-51b766a6fda789aa749e,POS-01a31e07df44de3851d5,CAND-77cfceb5421b427c22dd,ETH,2022-10-31T12:00:00+00:00,2022-11-07T04:00:00+00:00,REBALANCE_EXIT,FULL,160.0,LE_7D,40,1621.43,1587.45,-0.020956809729683057,-0.02486516577866637,0.03507397790838951,-0.07362636684901602,0.03507397790838951,-0.07362636684901602,0.0,0.0,1.3877787807814457e-17,100.0,60.0,0.625,60.0,0.056030787638072566,1.5975030771935994,-0.5975030771935994,0.0185453581098165,-0.06345633175653598,0.275,0.0185453581098165,True,True,40.0,MAE_BEFORE_MFE,,,,False,False,False,False,False,False,False,False,False
ams-rd02-d0-trade-lifecycle-diagnostics-v1,WF01,TRADE-7901ac5fa955f126b74f,POS-18406271f5edf21c77ef,CAND-8de8a268b9feaaff3594,BNB,2022-11-07T20:00:00+00:00,2022-11-14T04:00:00+00:00,REBALANCE_EXIT,FULL,152.0,LE_7D,38,342.364,271.038,-0.2083338201446413,-0.211494164176,0.1664544169363602,-0.2393768036358962,0.1664544169363602,-0.2393768036358962,0.0,0.0,2.7755575615628914e-17,24.0,52.0,0.15789473684210525,128.0,0.3747882370810015,2.2515968274022593,-1.251596827402259,-0.016251708707691104,-0.22047002605414123,0.0,-0.10158486289446322,False,False,,MFE_BEFORE_MAE,24.0,24.0,,True,True,True,True,True,False,False,False,False
ams-rd02-d0-trade-lifecycle-diagnostics-v1,WF01,TRADE-29f635d5627ed7e4e1ef,POS-e8c50e35ad87c556488f,CAND-1075b00a97b1c5032d7b,DOGE,2022-10-31T16:00:00+00:00,2022-11-28T04:00:00+00:00,REBALANCE_EXIT,FULL,660.0,GT_14D_LE_28D,165,0.12687,0.09516,-0.24994088436982753,-0.252935132336415,0.2516749428548908,-0.444234255537164,0.2516749428548908,-0.444234255537164,0.0,0.0,5.551115123125783e-17,20.0,224.0,0.030303030303030304,640.0,0.5016158272247183,1.9931099279674296,-0.9931099279674296,0.14707968786947245,-0.4292582958934342,0.12121212121212122,-0.17435169858910704,False,False,,MFE_BEFORE_MAE,16.0,16.0,20.0,True,True,True,True,True,False,False,True,False
ams-rd02-d0-trade-lifecycle-diagnostics-v1,WF01,TRADE-5f94eb87f3f8af1151a6,POS-4ecd2890e7f47f720eab,CAND-37d7d87bc937ef9d298e,DEXE,2022-12-15T00:00:00+00:00,2022-12-19T04:00:00+00:00,REBALANCE_EXIT,FOUR_HOUR_ONLY,100.0,LE_7D,25,2.4189,2.2329,-0.0768944561577577,-0.08057950822898416,0.0569267022200175,-0.09310016949853228,0.0569267022200175,-0.09310016949853228,0.0,0.0,5.551115123125783e-17,44.0,52.0,0.44,56.0,0.1338211583777752,2.3507625272331127,-1.350762527233113,0.009095043201455377,-0.08677498036297482,0.04,-0.053247343833974115,False,False,,MFE_BEFORE_MAE,44.0,,,False,False,False,False,False,False,False,False,False
ams-rd02-d0-trade-lifecycle-diagnostics-v1,WF01,TRADE-ec92bc6918c7216bf015,POS-12e64ea6ce14d9dbd2f1,CAND-9baf80fa41c6e43ec544,LTC,2022-11-07T04:00:00+00:00,2022-12-19T04:00:00+00:00,REBALANCE_EXIT,FULL,1008.0,GT_28D,252,71.52,62.587,-0.12490212527964195,-0.1283955299691444,0.1883249440715884,-0.33505313199105136,0.1883249440715884,-0.33505313199105136,0.0,0.0,1.3877787807814457e-17,676.0,68.0,0.6706349206349206,332.0,0.31322706935123035,1.663226668646521,-0.663226668646521,0.16476510067114103,-0.2914429530201341,0.5515873015873016,0.16476510067114103,True,True,316.0,MAE_BEFORE_MFE,384.0,384.0,,True,True,True,False,True,True,False,True,False
ams-rd02-d0-trade-lifecycle-diagnostics-v1,WF01,TRADE-727e29ff41abc50127a8,POS-6e69a78e01d4cb011ea6,CAND-bf296e8f5cc40b0e3d26,SNX,2022-12-14T08:00:00+00:00,2022-12-19T04:00:00+00:00,REBALANCE_EXIT,MEDIUM,116.0,LE_7D,29,1.923054,1.594023,-0.17109815949006113,-0.17440714887333436,0.004098168850172668,-0.21974109931390384,0.004098168850172668,-0.21974109931390384,0.0,0.0,2.7755575615628914e-17,4.0,68.0,0.034482758620689655,112.0,0.1751963283402338,42.74990483441215,-41.74990483441215,-0.011792700568990733,-0.19526492755793645,0.0,-0.1625513376119443,False,False,,MFE_BEFORE_MAE,,,,False,False,False,False,True,False,False,False,False
ams-rd02-d0-trade-lifecycle-diagnostics-v1,WF02,TRADE-de410b9257903bdcfff2,POS-d521be09b24528c9a2aa,CAND-a2ee4842f29b4a8cec0d,XMR,2023-01-09T04:00:00+00:00,2023-01-16T04:00:00+00:00,REBALANCE_EXIT,FULL,168.0,LE_7D,42,160.09,175.4,0.09563370604035226,0.09125991879069023,0.17433943406833663,-0.020176150915110158,0.17433943406833663,-0.020176150915110158,0.0,0.0,4.163336342344337e-17,132.0,12.0,0.7857142857142857,36.0,0.07870572802798437,0.4514510927982806,0.5485489072017193,0.14173277531388595,-0.012243113248797566,0.7857142857142857,0.14173277531388595,True,True,28.0,MAE_BEFORE_MFE,68.0,120.0,,True,False,False,False,False,False,False,False,False
ams-rd02-d0-trade-lifecycle-diagnostics-v1,WF02,TRADE-87e92dfa4bbe541176bc,POS-306cbb46071ec65354c9,CAND-d1bb81d9370ff2e31d7f,NEAR,2023-01-16T04:00:00+00:00,2023-02-06T04:00:00+00:00,REBALANCE_EXIT,MEDIUM,504.0,GT_14D_LE_28D,126,2.3356,2.383,0.02029457098818299,0.016221538768669254,0.16402637437917456,-0.16496831649255006,0.16402637437917456,-0.16496831649255006,0.0,0.0,3.469446951953614e-17,252.0,64.0,0.5,252.0,0.14373180339099156,0.8762725137039933,0.12372748629600674,0.14450248330193527,-0.15572015756122626,0.6825396825396826,0.14450248330193527,True,True,52.0,MAE_BEFORE_MFE,128.0,152.0,,True,False,True,False,True,True,True,False,False
ams-rd02-d0-trade-lifecycle-diagnostics-v1,WF02,TRADE-5633d5197fbabe31e161,POS-7209221ae37bd3926f8a,CAND-4233467697ad539728d8,SOL,2023-01-11T20:00:00+00:00,2023-02-06T04:00:00+00:00,REBALANCE_EXIT,MEDIUM,608.0,GT_14D_LE_28D,152,16.013,23.381,0.4601261475051519,0.45429730060892376,0.6725160806844437,-0.034971585586710985,0.6725160806844437,-0.034971585586710985,0.0,0.0,0.0,436.0,20.0,0.7171052631578947,172.0,0.21238993317929178,0.3158139102980778,0.6841860897019222,0.6432898270155496,-0.002872665958908449,0.993421052631579,0.6432898270155496,True,True,4.0,MAE_BEFORE_MFE,8.0,52.0,56.0,True,False,False,False,False,False,False,False,False
ams-rd02-d0-trade-lifecycle-diagnostics-v1,WF02,TRADE-934ef2ac52abc52c4869,POS-e4c65a93cd958e5ed26c,CAND-8d4c52b08c62eae6380e,AVAX,2023-02-08T00:00:00+00:00,2023-02-13T04:00:00+00:00,REBALANCE_EXIT,FULL,124.0,LE_7D,31,20.848,17.516,-0.15982348426707604,-0.1631774823338741,0.008202225633154203,-0.17728319263238668,0.008202225633154203,-0.17728319263238668,0.0,0.0,2.7755575615628914e-17,4.0,124.0,0.03225806451612903,120.0,0.16802570990023025,20.485380116959206,-19.485380116959206,-0.004125095932463463,-0.15996738296239432,0.0,-0.15996738296239432,False,False,,MFE_BEFORE_MAE,,,,False,False,False,False,True,False,False,False,False
ams-rd02-d0-trade-lifecycle-diagnostics-v1,WF02,TRADE-7dc1f9da532d2df503d4,POS-3f4e4d16cd0d6417c2d3,CAND-38921539b7f81ce91c02,DEXE,2023-01-09T16:00:00+00:00,2023-02-20T04:00:00+00:00,REBALANCE_EXIT,FULL,996.0,GT_28D,249,2.4705,2.994,0.21190042501517925,0.20706249916681524,0.5381501720299535,-0.07848613640963353,0.5381501720299535,-0.07848613640963353,0.0,0.0,0.0,748.0,376.0,0.751004016064257,248.0,0.32624974701477427,0.6062429484768708,0.3937570515231292,0.24290629427241472,-0.024286581663630846,0.9437751004016064,0.24290629427241472,True,True,0.0,MAE_BEFORE_MFE,16.0,244.0,584.0,True,False,False,False,False,False,False,False,False
ams-rd02-d0-trade-lifecycle-diagnostics-v1,WF02,TRADE-5a6dadcacb84b6593dbb,POS-fb41d097d9ff739e45fd,CAND-eb4011ce3bea2bfbbe3d,SHIB,2023-02-07T04:00:00+00:00,2023-02-20T04:00:00+00:00,REBALANCE_EXIT,FULL,312.0,GT_7D_LE_14D,78,1.4118e-05,1.3428e-05,-0.048873778155546166,-0.052670689220793446,0.03038674033149169,-0.17112905510695553,0.03038674033149169,-0.17112905510695553,0.0,0.0,4.163336342344337e-17,24.0,68.0,0.07692307692307693,288.0,0.07926051848703786,2.6083916083916114,-1.6083916083916114,0.019053690324408512,-0.13918402039948996,0.05128205128205128,-0.021320300325825103,False,False,,MFE_BEFORE_MAE,,,,False,False,False,False,True,False,False,False,False
