universe_mode,portfolio_mode,fold_id,trade_id,position_id,candidate_id,symbol,entry_time,exit_time,entry_price,exit_price,quantity,gross_pnl,net_pnl,return_fraction,exit_reason,alignment_tier,holding_hours,mfe,mae,natural_reselection_sequence,previous_position_id,entry_weekday,week_start,weekly_path_complete,weekly_low_weekday,friday_close,tuesday_to_friday_return
PIT_UNIVERSE,CONTROL,WF02,TRADE-ebe13cf16eaeccfe8fed,POS-1850eaab8886efc31076,CAND-7f010e0d0848e529e885,MANA,2023-01-17T04:00:00+00:00,2023-01-23T04:00:00+00:00,0.73404,0.72716,35986.38398220725,-247.58632179758575,-352.7529303471882,-0.013327385879975645,REBALANCE_EXIT,FULL,144.0,0.06314369789112306,-0.1638739033295188,0,,TUESDAY,2023-01-16T00:00:00Z,True,FRIDAY,0.7312,-0.0038689989646342182
PIT_UNIVERSE,CONTROL,WF02,TRADE-28bf2ee314cd78b8c9da,POS-77ad5caf8c40ada4070a,CAND-c32c7fb2e1484bf17466,MANA,2023-01-31T00:00:00+00:00,2023-02-13T04:00:00+00:00,0.75224,0.64725,34793.842172147335,-3653.0054896537495,-3750.3927580167465,-0.1430046691685225,REBALANCE_EXIT,FULL,316.0,0.12854939912793784,-0.15367435924704886,1,POS-1850eaab8886efc31076,TUESDAY,2023-01-30T00:00:00Z,True,WEDNESDAY,0.78937,0.049359247048814225
PIT_UNIVERSE,CONTROL,WF02,TRADE-4a5cc5b07f193c14a679,POS-2b6cc01874bde41af40f,CAND-50fa7122ababd6687ade,LRC,2023-02-14T20:00:00+00:00,2023-02-27T04:00:00+00:00,0.4077,0.3712,61322.392463949625,-2238.2673249341633,-2333.795347914504,-0.09316123700599789,REBALANCE_EXIT,FULL,296.0,0.21265636497424567,-0.14937454010301698,0,,TUESDAY,2023-02-13T00:00:00Z,True,MONDAY,0.4495,0.10252636742702959
PIT_UNIVERSE,CONTROL,WF02,TRADE-9bcec570b08e26714013,POS-195795a25dee33b66782,CAND-93f48a4b01e3752ca415,PAXG,2023-03-28T12:00:00+00:00,2023-04-03T04:00:00+00:00,1984.23,1975.69,10.915490727335976,-93.21829081144884,-179.6672308934334,-0.008278771124287041,REBALANCE_EXIT,FULL,136.0,0.00592673228405971,-0.009691416821638654,2,POS-e7f9c7008e58d5d64f75,TUESDAY,2023-03-27T00:00:00Z,True,FRIDAY,1971.99,-0.006168639724225544
PIT_UNIVERSE,CONTROL,WF02,TRADE-fc0f140f90ab396e1aa4,POS-8d6ace8b9d79787c68ae,CAND-e3e3841d4c0f8a8a1e2a,LRC,2023-04-04T20:00:00+00:00,2023-04-10T04:00:00+00:00,0.3595,0.3533,60306.657583546206,-373.9012770179855,-459.87444806908894,-0.021169344204497776,REBALANCE_EXIT,FULL,128.0,0.033936022253129305,-0.04784422809457578,1,POS-2b6cc01874bde41af40f,TUESDAY,2023-04-03T00:00:00Z,True,MONDAY,0.3534,-0.016968011126564653
PIT_UNIVERSE,CONTROL,WF02,TRADE-99808dce9b032e156954,POS-09574055f81342bd2e51,CAND-c9ebe7ad1b5062d3228f,FTT,2023-04-18T08:00:00+00:00,2023-05-15T04:00:00+00:00,1.863,1.102,11938.498804212539,-9085.19759000574,-9155.992887914721,-0.4108422982269491,REBALANCE_EXIT,FULL,644.0,0.25067096081588836,-0.4514224369296833,1,POS-be5fee6c863845d6faae,TUESDAY,2023-04-17T00:00:00Z,True,SUNDAY,1.677,-0.0998389694041868
PIT_UNIVERSE,CONTROL,WF02,TRADE-b62da9010a2b07db77a4,POS-859893ad84c8f92c10db,CAND-4f2a6a8b55b7bdc310f6,SNX,2023-05-30T04:00:00+00:00,2023-06-05T04:00:00+00:00,2.452446,2.322597,4847.327535171302,-629.4206331144588,-675.7130279455129,-0.05672738331909341,REBALANCE_EXIT,MEDIUM,144.0,0.0075712166547192705,-0.06489969605854728,1,POS-4117e8c701cdf688c6c2,TUESDAY,2023-05-29T00:00:00Z,True,THURSDAY,2.379368,-0.029798005746100142
PIT_UNIVERSE,CONTROL,WF02,TRADE-622db6d92f204d6b8241,POS-7c7f3ebd28fb40b0dff4,CAND-9cc934edd1a1ed9f4619,LDO,2023-05-30T00:00:00+00:00,2023-06-12T04:00:00+00:00,2.1824,1.8137,8120.794212725888,-2994.1368262320334,-3059.0398377389815,-0.1722600436955999,REBALANCE_EXIT,FULL,316.0,0.12202162756598245,-0.25045821114369504,2,POS-726227a8a5aee09389af,TUESDAY,2023-05-29T00:00:00Z,True,THURSDAY,2.3,0.05388563049853379
PIT_UNIVERSE,CONTROL,WF02,TRADE-1d5caaf5ecb0ecd715b2,POS-737c69f57d89d7a5cbd5,CAND-78cc8579ef9bc8f1e5c8,LTC,2023-05-23T04:00:00+00:00,2023-06-12T04:00:00+00:00,92.746,76.153,128.41135977638407,-2130.7296927695397,-2174.1067932792826,-0.1821857976841692,REBALANCE_EXIT,MEDIUM,480.0,0.05191598559506616,-0.2114053436266793,0,,TUESDAY,2023-05-22T00:00:00Z,True,THURSDAY,87.071,-0.06118862268992731
PIT_UNIVERSE,CONTROL,WF02,TRADE-78e1108d3cbff135c91f,POS-75d1d3fdcbc3d6dd7361,CAND-777c5ce5991ab34fe9b6,XRP,2023-06-06T20:00:00+00:00,2023-06-26T04:00:00+00:00,0.52829,0.48437,34048.678213337866,-1495.4179471297996,-1564.377416088837,-0.08679629138248142,REBALANCE_EXIT,FULL,464.0,0.07092695299929952,-0.13744344962047372,1,POS-c70b46fd1f35e0f80bc6,TUESDAY,2023-06-05T00:00:00Z,True,SATURDAY,0.538,0.018380056408412004
PIT_UNIVERSE,CONTROL,WF02,TRADE-cb87a33bcacb5eea8bff,POS-e7e4eec586cf4c86d85c,CAND-5e18b0c7f4f7e5a8f8e9,PAXG,2023-09-19T04:00:00+00:00,2023-09-25T04:00:00+00:00,1920.15,1911.99,7.854548341382819,-64.09311446568445,-124.29257222757798,-0.008224719220258065,REBALANCE_EXIT,FULL,144.0,0.008488920136447753,-0.007369215946670837,3,POS-195795a25dee33b66782,TUESDAY,2023-09-18T00:00:00Z,True,THURSDAY,1913.74,-0.003338280863474208
PIT_UNIVERSE,CONTROL,WF02,TRADE-056a3a0ea7bbd8847be9,POS-6966e43e86c1d8e6a46e,CAND-7087c96e8025e94a13be,ICP,2023-10-17T20:00:00+00:00,2023-10-23T04:00:00+00:00,3.141,3.334,4499.2584020402965,868.3568715937774,810.0914752873556,0.05720809257003346,REBALANCE_EXIT,FULL,128.0,0.06367398917542189,-0.05889843998726518,1,POS-c8df18e511f91381045a,TUESDAY,2023-10-16T00:00:00Z,True,THURSDAY,3.123,-0.005730659025787954
PIT_UNIVERSE,CONTROL,WF02,TRADE-9f760e706a3754996e79,POS-d58a7d121b3ab1fa8c5e,CAND-3667bb43901ad1b0abff,BTC,2023-10-31T12:00:00+00:00,2023-11-06T04:00:00+00:00,34488.8,34977.4,0.5026702040062082,245.6046616774326,175.76748382636046,0.010118347425211697,REBALANCE_EXIT,FULL,136.0,0.04312124515784821,-0.011273224930992143,3,POS-b471d04dfac106d27ecc,TUESDAY,2023-10-30T00:00:00Z,True,TUESDAY,34716.1,0.006590545336456977
PIT_UNIVERSE,CONTROL,WF02,TRADE-a89cba99524ca9ade3b6,POS-470583d48d799cbc5729,CAND-f2e46e3f31425ad8905c,ICP,2023-10-31T20:00:00+00:00,2023-11-06T04:00:00+00:00,3.904,4.086,4474.881480430753,814.4284294383988,742.9198233811153,0.0424407332875234,REBALANCE_EXIT,FULL,128.0,0.078125,-0.034067622950819665,2,POS-6966e43e86c1d8e6a46e,TUESDAY,2023-10-30T00:00:00Z,True,WEDNESDAY,3.946,0.010758196721311508
PIT_UNIVERSE,CONTROL,WF02,TRADE-3db22d0ba9d4e5bb9d38,POS-7464d754ac7f13571766,CAND-78b419c61758453258b8,SNX,2023-12-05T20:00:00+00:00,2023-12-11T04:00:00+00:00,3.67571,4.476,6412.795130475092,5132.095814967911,5027.545322581821,0.21286274938092126,REBALANCE_EXIT,FULL,128.0,0.27212021623033356,-0.013153921283235115,3,POS-84ce857a90d103781c0f,TUESDAY,2023-12-04T00:00:00Z,True,TUESDAY,3.849,0.04714463328173335
PIT_UNIVERSE,CONTROL,WF02,TRADE-059ea2e299486eae4b7d,POS-f041b55e55084b15ee2c,CAND-5b4dcfcf6db2373a40da,ADA,2023-12-12T04:00:00+00:00,2023-12-25T04:00:00+00:00,0.562176,0.604153,54214.030385488644,2275.7423534916593,2149.2795618007062,0.07037869204100913,REBALANCE_EXIT,FULL,312.0,0.210297131147541,-0.03517759562841538,1,POS-4fddecfa42a959710da0,TUESDAY,2023-12-11T00:00:00Z,True,MONDAY,0.600355,0.0679128956056465
PIT_UNIVERSE,CONTROL,WF02,TRADE-025094843ac4c9668362,POS-70aa69d1abe658220ed0,CAND-3e2efebffe5d566a61b8,AVAX,2023-11-14T04:00:00+00:00,2024-01-01T00:00:00+00:00,16.717,38.55,1198.5136569502943,26167.148672195774,26034.67216363843,1.2968300403440294,END_OF_FOLD_EXIT,FULL,1148.0,1.9893521564874082,-0.030687324280672224,0,,TUESDAY,2023-11-13T00:00:00Z,True,TUESDAY,21.938,0.3123168032541723
PIT_UNIVERSE,CONTROL,WF02,TRADE-b2bf7fd9e530920cd8bb,POS-e455b4c81d7e792f65db,CAND-90f0b6aecec9614b6e46,ICP,2023-12-19T04:00:00+00:00,2024-01-01T00:00:00+00:00,10.514,13.289,2810.2739882148057,7798.510317296087,7664.724413813133,0.2588881586266311,END_OF_FOLD_EXIT,FULL,308.0,0.4552025870268215,-0.1880350009511127,3,POS-470583d48d799cbc5729,TUESDAY,2023-12-18T00:00:00Z,True,THURSDAY,9.336,-0.11204108807304536
PIT_UNIVERSE,CONTROL,WF03,TRADE-cff9416386029ded3d3b,POS-6cdf8f651cfa4c117490,CAND-16b492d084dcfd79cc11,ICP,2024-01-02T20:00:00+00:00,2024-01-15T04:00:00+00:00,14.55,12.851,1704.2683806991452,-2895.5519788078473,-2988.949294606922,-0.12029562867392361,REBALANCE_EXIT,FULL,296.0,0.12013745704467338,-0.2907903780068728,0,,TUESDAY,2024-01-01T00:00:00Z,True,SUNDAY,13.302,-0.08577319587628873
PIT_UNIVERSE,CONTROL,WF03,TRADE-e222cd510f26b52e6002,POS-9612347ad2d9f3ec5317,CAND-cab66898a08f0e739db7,1INCH,2024-01-09T08:00:00+00:00,2024-01-22T04:00:00+00:00,0.44445,0.4056,32986.86334730245,-1281.5396410427002,-1337.620607419449,-0.09105447559151017,REBALANCE_EXIT,MEDIUM,308.0,0.18321520980987738,-0.11247609404882442,0,,TUESDAY,2024-01-08T00:00:00Z,True,MONDAY,0.47886,0.07742153223084713
PIT_UNIVERSE,CONTROL,WF03,TRADE-a75b4c59df2d304ed81d,POS-97a91b1b8d4541ddb4b9,CAND-a05d40464a5bc98f9461,LDO,2024-01-09T08:00:00+00:00,2024-02-05T04:00:00+00:00,3.2278,2.6741,6784.337102809886,-3756.4874538258314,-3836.568412119979,-0.17484820927572936,REBALANCE_EXIT,FULL,644.0,0.25159551397236535,-0.20896585909907672,0,,TUESDAY,2024-01-08T00:00:00Z,True,MONDAY,3.4757,0.07680153665035006
PIT_UNIVERSE,CONTROL,WF03,TRADE-a9dcc567e7d0b43f95ca,POS-777f4022a058f66c8894,CAND-b5a19551fe0a4f027307,UMA,2024-01-23T00:00:00+00:00,2024-02-19T04:00:00+00:00,5.626,4.198,3536.8137989028323,-5050.570104833244,-5120.061422354086,-0.2568002991528496,REBALANCE_EXIT,FULL,652.0,0.24422324920014216,-0.3007465339495201,0,,TUESDAY,2024-01-22T00:00:00Z,True,THURSDAY,5.196,-0.07643085673658023
PIT_UNIVERSE,CONTROL,WF03,TRADE-c4d6530f4a59ad917964,POS-8b73c8a412c0c6441a9c,CAND-7f5b462b0455ce4ae940,MATIC,2024-02-20T20:00:00+00:00,2024-02-26T04:00:00+00:00,1.0018,0.9873,19139.082024345793,-277.5166893530153,-353.6557854622677,-0.018408182636523787,REBALANCE_EXIT,FULL,128.0,0.05140746656019157,-0.08774206428428821,0,,TUESDAY,2024-02-19T00:00:00Z,True,WEDNESDAY,0.9884,-0.013375923337991646
PIT_UNIVERSE,CONTROL,WF03,TRADE-238cbd3a8f8e8fa6127a,POS-a370db88dec3aa8b0611,CAND-aa4ab14ca16f0cd92a26,UNI,2024-02-27T12:00:00+00:00,2024-03-18T04:00:00+00:00,10.9503,12.3344,1708.0539381316917,2364.1174557680747,2284.5744087016446,0.12190176326160133,REBALANCE_EXIT,FULL,472.0,0.5543135804498505,-0.11569546039834522,0,,TUESDAY,2024-02-26T00:00:00Z,True,WEDNESDAY,11.5563,0.05534094956302571
PIT_UNIVERSE,CONTROL,WF03,TRADE-9c15f4584d4aa868f71e,POS-6d8a289c00016aa1eb97,CAND-1ec43ca42d4673eacc8f,ZRX,2024-03-12T08:00:00+00:00,2024-04-08T04:00:00+00:00,0.984,0.6841,22010.193748003032,-6600.857105026108,-6674.287513408196,-0.3075517663859273,REBALANCE_EXIT,FULL,644.0,0.524390243902439,-0.3719512195121951,0,,TUESDAY,2024-03-11T00:00:00Z,True,MONDAY,1.326,0.3475609756097562
PIT_UNIVERSE,CONTROL,WF03,TRADE-cc9feb4248ad1678f05b,POS-27c926c9ddc63cad1fd5,CAND-a806b6f217c61f60b161,BCH,2024-04-02T16:00:00+00:00,2024-04-29T04:00:00+00:00,627.3,459.12,30.98364213249934,-5210.828933843738,-5278.151430814918,-0.271023137846736,REBALANCE_EXIT,FULL,636.0,0.14616610871991087,-0.29537701259365534,1,POS-8b6df7076a6b6be2f90b,TUESDAY,2024-04-01T00:00:00Z,True,WEDNESDAY,657.45,0.04806312769010068
PIT_UNIVERSE,CONTROL,WF03,TRADE-ec6f23f732d3bdf1be97,POS-5d183b1bb0c92c1964d3,CAND-09850b0019a9e95b2245,UMA,2024-05-14T00:00:00+00:00,2024-05-20T04:00:00+00:00,4.045,3.489,2403.7426844109586,-1336.4809325324932,-1372.7005273011976,-0.14089694529359087,REBALANCE_EXIT,MEDIUM,148.0,0.04499381953028436,-0.1646477132262052,1,POS-777f4022a058f66c8894,TUESDAY,2024-05-13T00:00:00Z,True,SUNDAY,3.617,-0.10580964153275652
PIT_UNIVERSE,CONTROL,WF03,TRADE-c2b9d98f63e21659f930,POS-a74524be9d2c704b7ed9,CAND-aacf9e0f97d953538cf5,LINK,2024-05-21T00:00:00+00:00,2024-06-10T04:00:00+00:00,17.2652,16.1309,818.6215920120019,-928.5624718192134,-983.2400089171974,-0.06942837675666896,REBALANCE_EXIT,FULL,484.0,0.1132683085049695,-0.117710770799064,1,POS-c6ccf7179d2d33451e40,TUESDAY,2024-05-20T00:00:00Z,True,THURSDAY,17.2519,-0.0007703357041911607
PIT_UNIVERSE,CONTROL,WF03,TRADE-f809990ea8e43458e713,POS-252606fe215b67661012,CAND-a7d34c24df63237b1e62,LDO,2024-06-18T08:00:00+00:00,2024-06-24T04:00:00+00:00,2.0509,2.0734,4573.469159104532,102.90305607985181,65.17833837406218,0.006934981760113285,REBALANCE_EXIT,MEDIUM,140.0,0.1755814520454435,-0.06431322833877806,1,POS-97a91b1b8d4541ddb4b9,TUESDAY,2024-06-17T00:00:00Z,True,TUESDAY,2.2674,0.10556341118533319
PIT_UNIVERSE,CONTROL,WF03,TRADE-c39d19295402e221c912,POS-c740c4572bdced78fbf1,CAND-88e13e316a472d414422,UNI,2024-05-28T08:00:00+00:00,2024-06-24T04:00:00+00:00,10.9171,9.5423,1336.7446613177767,-1837.75656037968,-1892.4545478272098,-0.12942017696751484,REBALANCE_EXIT,FULL,644.0,0.10580648707074225,-0.19933865220617197,1,POS-a370db88dec3aa8b0611,TUESDAY,2024-05-27T00:00:00Z,True,SUNDAY,9.9669,-0.08703776643980532
PIT_UNIVERSE,CONTROL,WF03,TRADE-3cb2d982cc9e3097c5d2,POS-b2f62aae87d97ae1f17b,CAND-61f084039de6fbbf52cd,ZEC,2024-07-16T08:00:00+00:00,2024-09-02T04:00:00+00:00,29.184,29.159,465.3804040900245,-11.634510102251605,-65.93788793390021,-0.004845230044297444,REBALANCE_EXIT,FULL,1148.0,0.5537280701754386,-0.13020833333333337,0,,TUESDAY,2024-07-15T00:00:00Z,True,TUESDAY,29.539,0.012164199561403466
PIT_UNIVERSE,CONTROL,WF03,TRADE-286c6cd8def86f40805a,POS-c04662f88f67c514d211,CAND-9b2ed655da1c23aca733,CRV,2024-08-20T12:00:00+00:00,2024-09-09T04:00:00+00:00,0.3077,0.2765,31838.615368751947,-993.3647995050592,-1030.565037701909,-0.10498470073178295,REBALANCE_EXIT,MEDIUM,472.0,0.19467013324666893,-0.1888202794930126,0,,TUESDAY,2024-08-19T00:00:00Z,True,MONDAY,0.3394,0.10302242443938914
PIT_UNIVERSE,CONTROL,WF03,TRADE-1b0332e5623894197550,POS-61e6ac8a0b8c66f9f3a1,CAND-74b32e44c48738a52128,AVAX,2024-09-10T20:00:00+00:00,2024-09-16T04:00:00+00:00,24.398,23.66,374.0580626237756,-276.0548502163462,-312.00781496349305,-0.03411964496288182,REBALANCE_EXIT,MEDIUM,128.0,0.05168456430854995,-0.06209525370932045,2,POS-ccc1342965766fb5053f,TUESDAY,2024-09-09T00:00:00Z,True,WEDNESDAY,24.905,0.020780391835396372
PIT_UNIVERSE,CONTROL,WF03,TRADE-b9a0ddd8bcd95afd528d,POS-d61b27416ccf3df060de,CAND-60905b24323fc49b2899,XMR,2024-09-03T00:00:00+00:00,2024-09-16T04:00:00+00:00,170.57,170.96,77.0491631409168,30.04917362495869,-22.580027750075946,-0.0017146922078922725,REBALANCE_EXIT,FULL,316.0,0.04232866271911817,-0.04836723925661024,2,POS-4fd9fc08527b553856b1,TUESDAY,2024-09-02T00:00:00Z,True,SATURDAY,165.38,-0.030427390514158437
PIT_UNIVERSE,CONTROL,WF03,TRADE-ee84230aaf43eb17460a,POS-e75e447a77cb42cf30be,CAND-ccd430ae99520101a39c,LTC,2024-09-24T20:00:00+00:00,2024-09-30T04:00:00+00:00,66.779,67.867,143.35048701355387,155.96532987074778,117.36219052189382,0.012235490982126377,REBALANCE_EXIT,MEDIUM,128.0,0.07056110453885212,-0.017146108806660676,0,,TUESDAY,2024-09-23T00:00:00Z,True,THURSDAY,71.15,0.06545470881564586
PIT_UNIVERSE,CONTROL,WF03,TRADE-f9bea5422d5dc8a69ffa,POS-354e7e5c5653fa156046,CAND-7f64af3dd3e7efe8d690,FTT,2024-10-01T00:00:00+00:00,2024-10-28T04:00:00+00:00,1.841,1.834,7557.962591100875,-52.905738137705335,-108.45676318229678,-0.007779118568945703,REBALANCE_EXIT,FULL,652.0,0.855513307984791,-0.1026615969581749,1,POS-388032a6e5de2e88b432,TUESDAY,2024-09-30T00:00:00Z,True,MONDAY,2.449,0.33025529603476356
PIT_UNIVERSE,CONTROL,WF03,TRADE-215566ef26424b1c7538,POS-7c1939932b3dd91ba155,CAND-6609841d9df87193e0eb,XMR,2024-10-29T04:00:00+00:00,2024-11-04T04:00:00+00:00,163.85,157.0,85.45451821662691,-585.3634497838939,-640.1996141235034,-0.045631653994421865,REBALANCE_EXIT,FULL,144.0,0.013732072017088814,-0.07586206896551728,3,POS-d61b27416ccf3df060de,TUESDAY,2024-10-28T00:00:00Z,True,FRIDAY,156.46,-0.04510222764723826
PIT_UNIVERSE,CONTROL,WF03,TRADE-217db28eeac744fc2b1c,POS-ed691e4b3a418be7edf9,CAND-37ff8d08a7911a5603d5,BTC,2024-11-05T16:00:00+00:00,2024-11-11T04:00:00+00:00,69634.8,81609.9,0.2014906439604137,2412.870610490348,2351.9218264931487,0.16729152630650038,REBALANCE_EXIT,FULL,132.0,0.17521698920654605,-0.013440119020949437,1,POS-8ebc8dbdae4e7da8fea6,TUESDAY,2024-11-04T00:00:00Z,True,MONDAY,76506.9,0.09868772510296564
PIT_UNIVERSE,CONTROL,WF03,TRADE-fe8a74d11037af31465d,POS-07499e3ecb74d2b470c4,CAND-c4aa47aa558ce9743ae5,ZEC,2024-10-29T04:00:00+00:00,2024-11-11T04:00:00+00:00,39.919,46.76,357.9969525626959,2449.057152481403,2386.995516779039,0.16669589251567762,REBALANCE_EXIT,FULL,312.0,0.2085222575715826,-0.10819409303840266,1,POS-b2f62aae87d97ae1f17b,TUESDAY,2024-10-28T00:00:00Z,True,SUNDAY,37.95,-0.049324882887847754
PIT_UNIVERSE,CONTROL,WF03,TRADE-33cbf22d1bf188e54735,POS-35d60190acd641d27873,CAND-548e91e74724de074970,ALGO,2024-12-17T20:00:00+00:00,2024-12-23T04:00:00+00:00,0.4316,0.3615,47565.68644839489,-3334.3546200324813,-3409.8033118769254,-0.16576254349503033,REBALANCE_EXIT,MEDIUM,128.0,0.01042632066728455,-0.3449953660797034,1,POS-ad85b6911f992083ae6c,TUESDAY,2024-12-16T00:00:00Z,True,FRIDAY,0.3478,-0.19416126042632065
PIT_UNIVERSE,CONTROL,WF03,TRADE-d248a5fe665ceb1806e2,POS-5335068ba640207f5e04,CAND-3f2b3172e191d55ff40d,CRV,2024-12-10T08:00:00+00:00,2025-01-01T00:00:00+00:00,1.1423,0.8937,25896.910152535682,-6437.971863920372,-6543.424082061497,-0.22075432431993236,END_OF_FOLD_EXIT,FULL,520.0,0.1377046310076162,-0.39770638186115737,1,POS-c04662f88f67c514d211,TUESDAY,2024-12-09T00:00:00Z,True,MONDAY,1.1388,-0.0030639936969273363
PIT_UNIVERSE,CONTROL,WF03,TRADE-60fdc0026859ecb6b315,POS-b3492cadb296e7be919e,CAND-bdc954599d6488e9dd24,FTT,2024-12-31T00:00:00+00:00,2025-01-01T00:00:00+00:00,3.565,3.706,7490.641507106245,1056.1804525019807,947.2515437056417,0.03540128718719644,END_OF_FOLD_EXIT,FULL,24.0,0.08723702664796629,-0.006732117812061733,2,POS-354e7e5c5653fa156046,TUESDAY,2024-12-30T00:00:00Z,False,,,
