label_id,available_rows,total_rows,coverage
FORWARD_24H_RETURN,98400,98460,0.9993906154783668
BN_FORWARD_24H_RETURN,93110,98460,0.9456632134877108
BN_FORWARD_72H_RETURN,92936,98460,0.9438959983749746
BN_FORWARD_7D_RETURN,92588,98460,0.9403615681495023
