rd01_fold_id,trade_id,position_id,candidate_id,symbol,entry_time,exit_time,entry_price,exit_price,quantity,gross_pnl,net_pnl,return_fraction,exit_reason,alignment_tier,holding_hours,mfe,mae,natural_reselection_sequence,previous_position_id,entry_day,entry_available_at,entry_btc_dominance_pct,entry_eth_dominance_pct,entry_stablecoin_dominance_pct,entry_altcoin_share_pct,entry_btc_dominance_change_7d_pp,entry_btc_dominance_change_28d_pp,entry_btc_dominance_change_84d_pp,entry_stablecoin_dominance_change_7d_pp,entry_stablecoin_dominance_change_28d_pp,entry_stablecoin_dominance_change_84d_pp,entry_dominance_age_hours,entry_dominance_quadrant,entry_dominance_tag_status,exit_day,exit_available_at,exit_btc_dominance_pct,exit_eth_dominance_pct,exit_stablecoin_dominance_pct,exit_altcoin_share_pct,exit_btc_dominance_change_7d_pp,exit_btc_dominance_change_28d_pp,exit_btc_dominance_change_84d_pp,exit_stablecoin_dominance_change_7d_pp,exit_stablecoin_dominance_change_28d_pp,exit_stablecoin_dominance_change_84d_pp,exit_dominance_age_hours,exit_dominance_quadrant,exit_dominance_tag_status
WF01,TRADE-28a111a97c496f50aa77,POS-6ed884f20752ae2e77b8,CAND-57c4f3427ef83e7e9474,SNX,2022-02-07 04:00:00+00:00,2022-02-14 04:00:00+00:00,5.841641,4.415454,4279.619374076565,-6103.537516256132,-6191.33044122362,-0.24715889984924633,REBALANCE_EXIT,FULL,168.0,0.03985164442662592,-0.2548292508902893,0,,2022-02-06 00:00:00+00:00,2022-02-07 00:00:00+00:00,41.192325706557966,18.485790319402945,9.040417999091323,58.807674293442034,0.0835402622423586,1.4033383290620876,-2.425226649679786,-0.8800013053293316,0.6905951417581289,4.030989967514925,4.0,BTC_UP_STABLE_UP,TAGGED,2022-02-13 00:00:00+00:00,2022-02-14 00:00:00+00:00,41.467895327966254,17.64934519703909,9.3190947281631,58.53210467203375,0.2755696214082874,2.1079420172238628,-0.6557498352986926,0.2786767290717762,1.1664260697591669,3.7785217371126496,4.0,BTC_UP_STABLE_UP,TAGGED
WF01,TRADE-b8b9580faf2c0da9bfe1,POS-51e76e7ffbe789fbc539,CAND-f0525cf311b5e6bbd708,DOGE,2022-02-09 00:00:00+00:00,2022-02-14 04:00:00+00:00,0.1582,0.14492,154804.8951030221,-2055.8090069681357,-2149.6579265753917,-0.08760128289564999,REBALANCE_EXIT,FULL,124.0,0.027054361567635965,-0.11188369152970923,0,,2022-02-08 00:00:00+00:00,2022-02-09 00:00:00+00:00,41.09317040743129,18.133986540335197,8.683920169095916,58.90682959256871,0.4370966192996874,1.1359813135937316,-2.391949905675787,-0.9244743580189532,0.4155129453408452,3.2602824970190305,0.0,BTC_UP_STABLE_UP,TAGGED,2022-02-13 00:00:00+00:00,2022-02-14 00:00:00+00:00,41.467895327966254,17.64934519703909,9.3190947281631,58.53210467203375,0.2755696214082874,2.1079420172238628,-0.6557498352986926,0.2786767290717762,1.1664260697591669,3.7785217371126496,4.0,BTC_UP_STABLE_UP,TAGGED
WF01,TRADE-6329e1f4e2a7308a7d20,POS-5e2bf66b722cdaffe139,CAND-42f0987a435eab09a98f,BTC,2022-02-09 20:00:00+00:00,2022-02-14 04:00:00+00:00,44457.5,41914.6,0.5625672223024363,-1430.552189592866,-1527.7324143557225,-0.06096212680638838,REBALANCE_EXIT,FULL,104.0,0.030914918742619424,-0.06594612832480462,0,,2022-02-08 00:00:00+00:00,2022-02-09 00:00:00+00:00,41.09317040743129,18.133986540335197,8.683920169095916,58.90682959256871,0.4370966192996874,1.1359813135937316,-2.391949905675787,-0.9244743580189532,0.4155129453408452,3.2602824970190305,20.0,BTC_UP_STABLE_UP,TAGGED,2022-02-13 00:00:00+00:00,2022-02-14 00:00:00+00:00,41.467895327966254,17.64934519703909,9.3190947281631,58.53210467203375,0.2755696214082874,2.1079420172238628,-0.6557498352986926,0.2786767290717762,1.1664260697591669,3.7785217371126496,4.0,BTC_UP_STABLE_UP,TAGGED
WF01,TRADE-ddea250cd84b3e1d2bbb,POS-f417abd7b2a08fa9a559,CAND-16a75983b3be06ff9343,XRP,2022-02-15 04:00:00+00:00,2022-03-14 04:00:00+00:00,0.82368,0.76154,18328.70686308892,-1138.945844472345,-1197.0559098593567,-0.07913276981390752,REBALANCE_EXIT,MEDIUM,648.0,0.04385198135198132,-0.24573863636363635,0,,2022-02-14 00:00:00+00:00,2022-02-15 00:00:00+00:00,41.61839251829325,17.865063897399132,9.26410855399163,58.38160748170675,0.6842379396832357,2.1177049277148114,-0.1845942659613229,0.5696375390279425,0.8783002118111138,3.512204748396078,4.0,BTC_UP_STABLE_UP,TAGGED,2022-03-13 00:00:00+00:00,2022-03-14 00:00:00+00:00,41.519838827059935,17.245556088423903,10.675889642504275,58.48016117294007,-0.1406525346822604,0.0519434990936815,1.2264806310598289,0.1701931905243263,1.356794914341176,3.442196681510426,4.0,BTC_UP_STABLE_UP,TAGGED
WF01,TRADE-50823589550799eb5de1,POS-42b43bfd1fb410bee7b4,CAND-7a91ad6877025aa7b872,ZEC,2022-03-21 20:00:00+00:00,2022-04-11 04:00:00+00:00,178.519,159.6,124.54447889018242,-2356.2569961233626,-2440.4787054391018,-0.10954646703433811,REBALANCE_EXIT,FULL,488.0,0.21142287375573465,-0.12323618214307719,0,,2022-03-20 00:00:00+00:00,2022-03-21 00:00:00+00:00,41.66959666025205,18.026809368322027,9.896562157782274,58.33040333974795,0.1497578331921119,0.8097898451379564,1.222733840629175,-0.7793274847220033,-0.2778876519336872,3.152698454893982,20.0,BTC_UP_STABLE_DOWN,TAGGED,2022-04-10 00:00:00+00:00,2022-04-11 00:00:00+00:00,40.95446170098385,19.481576869930496,9.523789208623745,59.04553829901615,-0.2187823749814299,-0.5653771260760863,1.594508390241458,0.7961951319697711,-1.1521004338805323,1.3711205502198105,4.0,BTC_DOWN_STABLE_DOWN,TAGGED
WF01,TRADE-c089d41892728bb364ce,POS-f92ff79838baa96409b2,CAND-bbd828e6e8257032af5b,XMR,2022-03-22 04:00:00+00:00,2022-03-28 04:00:00+00:00,194.77,217.33,114.1593702027686,2575.4353917744597,2481.345238853338,0.11137451953412064,REBALANCE_EXIT,FULL,144.0,0.11577758381680958,-0.020023617600246513,0,,2022-03-21 00:00:00+00:00,2022-03-22 00:00:00+00:00,41.26861754395211,18.183341715014627,9.86949299826938,58.73138245604789,-0.9902100727834692,0.5334951547315328,0.8907054928675464,-0.504454421913314,-0.6460772255157465,3.085531586426602,4.0,BTC_UP_STABLE_DOWN,TAGGED,2022-03-27 00:00:00+00:00,2022-03-28 00:00:00+00:00,42.19023460535306,18.522514766699366,8.816906831634714,57.80976539464694,0.520637945101015,1.3476519527151112,2.5118701452781025,-1.0796553261475594,-1.6644099950749656,1.420615656814011,4.0,BTC_UP_STABLE_DOWN,TAGGED
WF01,TRADE-c044fe4cb80a5c105f52,POS-4774862460ae98b8c7bd,CAND-6f5824d5923934863997,SNX,2022-03-22 04:00:00+00:00,2022-04-11 04:00:00+00:00,5.076076,4.951109,2930.703898120655,-366.24127403644343,-425.0146943697973,-0.028512556980554382,REBALANCE_EXIT,MEDIUM,480.0,0.6102625335002865,-0.028707608002716878,1,POS-6ed884f20752ae2e77b8,2022-03-21 00:00:00+00:00,2022-03-22 00:00:00+00:00,41.26861754395211,18.183341715014627,9.86949299826938,58.73138245604789,-0.9902100727834692,0.5334951547315328,0.8907054928675464,-0.504454421913314,-0.6460772255157465,3.085531586426602,4.0,BTC_UP_STABLE_DOWN,TAGGED,2022-04-10 00:00:00+00:00,2022-04-11 00:00:00+00:00,40.95446170098385,19.481576869930496,9.523789208623745,59.04553829901615,-0.2187823749814299,-0.5653771260760863,1.594508390241458,0.7961951319697711,-1.1521004338805323,1.3711205502198105,4.0,BTC_DOWN_STABLE_DOWN,TAGGED
WF01,TRADE-955520fad76cae015c92,POS-aaf9b93f36fd6d00d806,CAND-f2b0b8cd03abd65f843a,NEAR,2022-03-28 04:00:00+00:00,2022-04-04 04:00:00+00:00,13.2633,16.3603,1809.6573602010362,5604.508844542608,5497.291712991306,0.22857730890183323,REBALANCE_EXIT,FULL,168.0,0.3328960364313558,-0.05679582004478523,0,,2022-03-27 00:00:00+00:00,2022-03-28 00:00:00+00:00,42.19023460535306,18.522514766699366,8.816906831634714,57.80976539464694,0.520637945101015,1.3476519527151112,2.5118701452781025,-1.0796553261475594,-1.6644099950749656,1.420615656814011,4.0,BTC_UP_STABLE_DOWN,TAGGED,2022-04-03 00:00:00+00:00,2022-04-04 00:00:00+00:00,41.17324407596528,19.500664059247704,8.727594076653974,58.82675592403472,-1.0169905293877832,-0.4872472857769168,1.3842566984694002,-0.0893127549807406,-1.778102375325977,0.3777712193207776,4.0,BTC_DOWN_STABLE_DOWN,TAGGED
WF01,TRADE-c941579497432892cb94,POS-c322d7af0b67bb6364df,CAND-07d12dbb2e1191742df6,AAVE,2022-04-04 20:00:00+00:00,2022-04-18 04:00:00+00:00,236.467,169.297,107.59173891268293,-7226.937102764914,-7314.250811461246,-0.2869146068049467,REBALANCE_EXIT,FULL,320.0,0.02110653917882832,-0.3416586669598719,0,,2022-04-03 00:00:00+00:00,2022-04-04 00:00:00+00:00,41.17324407596528,19.500664059247704,8.727594076653974,58.82675592403472,-1.0169905293877832,-0.4872472857769168,1.3842566984694002,-0.0893127549807406,-1.778102375325977,0.3777712193207776,20.0,BTC_DOWN_STABLE_DOWN,TAGGED,2022-04-17 00:00:00+00:00,2022-04-18 00:00:00+00:00,40.62001790062771,19.15815020934933,10.000782393777984,59.37998209937229,-0.3344438003561407,-1.0495787596243389,0.2781147919496973,0.4769931851542388,0.1042202359957098,-0.12677999360643,4.0,BTC_DOWN_STABLE_UP,TAGGED
WF01,TRADE-ea5c098202cb7ec4183c,POS-7c8cb62d30136a10aa0f,CAND-4b197dad97c30812189e,NEAR,2022-04-12 12:00:00+00:00,2022-05-02 04:00:00+00:00,16.6633,11.7865,1297.4219812840038,-6327.267518325829,-6401.090310092096,-0.2954908029146438,REBALANCE_EXIT,FULL,472.0,0.06961406204053211,-0.39459770873716493,1,POS-aaf9b93f36fd6d00d806,2022-04-11 00:00:00+00:00,2022-04-12 00:00:00+00:00,40.866495866212,19.274750152979188,10.156789883055854,59.133504133788,-0.529990305409278,-1.3923317505235815,1.3658082756335617,1.4262463835274488,-0.217157537126841,1.7709815408753382,12.0,BTC_DOWN_STABLE_DOWN,TAGGED,2022-05-01 00:00:00+00:00,2022-05-02 00:00:00+00:00,41.97832105312755,19.297346477171125,10.73030683052693,58.02167894687245,0.9691697166848172,0.8050769771622726,0.7859953465695853,0.5200661506961097,2.002712753872956,1.6898888314356046,4.0,BTC_UP_STABLE_UP,TAGGED
