signal_id,fold_id,mean_rank_ic,mean_top_excess,evaluable_decisions
DISTANCE_FROM_EMA20_ATR_4H,WF01,0.027420360738205356,-0.0001632000924197105,180
DISTANCE_FROM_EMA20_ATR_4H,WF02,0.05576403574178879,4.0063852438470525e-05,182
DISTANCE_FROM_EMA20_ATR_4H,WF03,0.04404164919126899,3.066415657863681e-05,366
DONCHIAN_42_POSITION,WF01,-0.02065729396040093,-0.0006142619021553216,180
DONCHIAN_42_POSITION,WF02,-0.043459504106254467,-0.00013321907194569854,182
DONCHIAN_42_POSITION,WF03,-0.017848611389704405,0.0006835019806740635,366
DRAWDOWN_RESILIENCE_42,WF01,0.018059523275964873,-0.00012091767576656741,180
DRAWDOWN_RESILIENCE_42,WF02,0.03443002254379976,0.0003480269447218433,182
DRAWDOWN_RESILIENCE_42,WF03,0.04273479336481943,-0.00025481331812695344,366
LOW_REALIZED_VOLATILITY_42,WF01,0.05993702502642352,-0.000129703104110481,180
LOW_REALIZED_VOLATILITY_42,WF02,0.06443763609662226,-0.0008636305046940868,182
LOW_REALIZED_VOLATILITY_42,WF03,0.07287149656266526,-8.860235863360825e-05,366
PATH_EFFICIENCY_42BAR,WF01,-0.04732547473578344,0.0015465974903450751,180
PATH_EFFICIENCY_42BAR,WF02,-0.061400247615089505,-9.901603814867992e-05,182
PATH_EFFICIENCY_42BAR,WF03,-0.04332926080587417,-0.00025102126683445626,366
PRICE_TURNOVER_CONFIRMATION_18,WF01,0.0019776451607476197,0.0009517342820128431,180
PRICE_TURNOVER_CONFIRMATION_18,WF02,-0.0020205487929269546,0.0005180135904009021,182
PRICE_TURNOVER_CONFIRMATION_18,WF03,-0.015617536052957397,5.48531358506437e-05,366
QUOTE_TURNOVER_ACCELERATION_6_42,WF01,-0.0025163678328397328,0.0012090623298037194,180
QUOTE_TURNOVER_ACCELERATION_6_42,WF02,-0.04659721336981786,-0.00042618085668064484,182
QUOTE_TURNOVER_ACCELERATION_6_42,WF03,-0.010173894317478262,0.001096050297064751,366
RETURN_18BAR,WF01,-0.033601451715582965,6.922582514182293e-05,180
RETURN_18BAR,WF02,-0.07131975954751163,-0.0005817776106186441,182
RETURN_18BAR,WF03,-0.04447745485983105,-0.00024539333913213497,366
RETURN_42BAR,WF01,-0.050461084295031176,0.002130045134483551,180
RETURN_42BAR,WF02,-0.064071801391045,-4.425073498359073e-05,182
RETURN_42BAR,WF03,-0.05418649744403315,0.0003388117406303525,366
RETURN_6BAR,WF01,-0.0347397348320772,-0.0006969820891829811,180
RETURN_6BAR,WF02,-0.032962143529440525,1.7272402224389812e-05,182
RETURN_6BAR,WF03,-0.04048456998364911,-0.0009205221070607315,366
REVERSAL_1BAR_VOL_NORMALIZED,WF01,0.009365869778523826,-0.000855296927590065,180
REVERSAL_1BAR_VOL_NORMALIZED,WF02,0.004249780500843051,-0.00031067759685395746,182
REVERSAL_1BAR_VOL_NORMALIZED,WF03,-0.0072032752131145055,-0.0014844431271293591,366
REVERSAL_3BAR_VOL_NORMALIZED,WF01,-0.003045899013206086,-0.0010752513742138291,180
REVERSAL_3BAR_VOL_NORMALIZED,WF02,-0.0007170884097628116,-0.0015785248745812028,182
REVERSAL_3BAR_VOL_NORMALIZED,WF03,0.025313379694501193,-2.8349699135851286e-05,366
REVERSAL_6BAR_VOL_NORMALIZED,WF01,0.01352721659400401,-0.00047668224657934757,180
REVERSAL_6BAR_VOL_NORMALIZED,WF02,0.03337102274810839,-5.716106115626353e-05,182
REVERSAL_6BAR_VOL_NORMALIZED,WF03,0.031207717135615168,0.0001491190906513006,366
VOLATILITY_CONTRACTION_BREAKOUT_4H,WF01,0.004314401176241177,0.0013255686054353696,24
VOLATILITY_CONTRACTION_BREAKOUT_4H,WF02,-0.017982113779388995,-0.001807647374243448,30
VOLATILITY_CONTRACTION_BREAKOUT_4H,WF03,0.012729495905940698,0.004158780962028047,79
XSM_18BAR_SKIP_1BAR,WF01,-0.027193183517353278,0.0005086761240894686,180
XSM_18BAR_SKIP_1BAR,WF02,-0.07389162561576354,6.802815396942257e-05,182
XSM_18BAR_SKIP_1BAR,WF03,-0.041240722843232006,0.00016845625796095372,366
