universe_mode,cost_mode,transaction_cost,fold_id,status,initial_capital,final_equity,gross_return,net_return,cagr,maximum_drawdown,calmar,sharpe,sortino,profit_factor,expectancy,win_rate,payoff_ratio,trade_count,entries_per_year,rebalance_count,average_holding_hours,median_holding_hours,turnover,fees,break_even_fee,cluster_rejections,crisis_rejections,selection_expirations,natural_reselections,entries_by_alignment_tier,return_by_alignment_tier,per_symbol_pnl,per_symbol_trades,top_1_symbol_contribution,top_3_symbol_contribution,reconciliation_status,open_positions_after_fold
FIXED_SURVIVOR_30,ZERO_COST,0.0,WF01,PASS,100000.0,56565.230459581035,-0.43434769540418944,-0.4343476954041896,-0.4343476954041896,0.49594910321103036,-0.8757908676354056,-1.7289155587132476,-1.4483303816712287,0.216637985704448,-1497.7506738075497,0.27586206896551724,0.568674712474176,29,29,52,263.58620689655174,160.0,951329.4013830138,0.0,-0.0456569191252523,124,54,0,12,"{""FOUR_HOUR_ONLY"":3,""FULL"":19,""MEDIUM"":7}","{""FOUR_HOUR_ONLY"":-59.93761209660994,""FULL"":-39092.14662561628,""MEDIUM"":-4282.6853027060515}","{""AAVE"":-6091.551299884136,""AVAX"":1027.279665177087,""BNB"":-3407.006397074943,""BTC"":-1431.9687440943544,""DEXE"":-989.4674344476339,""DOGE"":-7743.21200129562,""ETH"":-357.96234151557235,""LTC"":-2081.3438266625826,""NEAR"":-743.7430908115994,""SHIB"":188.65359565254835,""SNX"":-18665.03513227054,""SOL"":-270.7472612512486,""TRX"":-15.120866688076104,""UNI"":1390.350123666578,""XMR"":-736.4305541292069,""XRP"":-1142.4380256539014,""ZEC"":-2365.0259491357474}","{""AAVE"":3,""AVAX"":1,""BNB"":1,""BTC"":1,""DEXE"":2,""DOGE"":3,""ETH"":1,""LTC"":1,""NEAR"":2,""SHIB"":1,""SNX"":5,""SOL"":1,""TRX"":1,""UNI"":2,""XMR"":2,""XRP"":1,""ZEC"":1}",0.5334608400365214,1.0,PASS,0
FIXED_SURVIVOR_30,ZERO_COST,0.0,WF02,PASS,100000.0,220633.37625800841,1.2063337625800845,1.2063337625800843,1.2063337625800843,0.36507978053862666,3.3043017633030765,1.7412637204776806,2.3735373791320793,2.548854278275887,2044.6334958984482,0.4576271186440678,3.0208643298084588,59,59,52,368.54237288135596,228.0,3061950.2211345118,0.0,0.039397562842583195,177,2,0,35,"{""FOUR_HOUR_ONLY"":1,""FULL"":48,""MEDIUM"":10}","{""FOUR_HOUR_ONLY"":-358.36594335043014,""FULL"":117319.87462630359,""MEDIUM"":3671.867575055309}","{""AAVE"":6011.709614650891,""ADA"":1048.7109926514381,""AVAX"":42742.45373781168,""BNB"":-593.187693034786,""BTC"":811.9645032355572,""DEXE"":544.1677104657151,""DOGE"":-1544.23909302826,""DOT"":-1960.874063844385,""ETH"":1566.0767850548561,""GRAM"":2240.057460496507,""LINK"":16274.121453913807,""LTC"":-4641.982086480322,""NEAR"":-14559.367547148482,""PEPE"":529.3112075465315,""SEI"":26170.014214315728,""SHIB"":-6369.543985963139,""SNX"":5966.720499603938,""SOL"":43836.83742219919,""SYN"":1585.1920632303231,""TRX"":1131.2773548087112,""UNI"":4032.7809157050824,""XLM"":-1676.719519928756,""XMR"":1561.2718780987739,""XRP"":-4073.3775663521465}","{""AAVE"":3,""ADA"":2,""AVAX"":2,""BNB"":1,""BTC"":3,""DEXE"":4,""DOGE"":1,""DOT"":1,""ETH"":1,""GRAM"":4,""LINK"":3,""LTC"":2,""NEAR"":3,""PEPE"":1,""SEI"":1,""SHIB"":2,""SNX"":5,""SOL"":5,""SYN"":1,""TRX"":3,""UNI"":2,""XLM"":3,""XMR"":3,""XRP"":3}",0.2809105287101397,0.7225080285642136,PASS,0
FIXED_SURVIVOR_30,ZERO_COST,0.0,WF03,PASS,100000.0,338010.9520029098,2.380109520029098,2.380109520029098,2.380109520029098,0.38845575691203593,6.127105796936518,1.8581678172871154,2.6508225350990835,2.612397310292126,4034.083932252709,0.4745762711864407,2.892297022109139,59,59,53,388.8813559322034,312.0,5244264.512511965,0.0,0.045385001354347074,121,2,0,33,"{""FOUR_HOUR_ONLY"":1,""FULL"":50,""MEDIUM"":8}","{""FOUR_HOUR_ONLY"":7978.662734950858,""FULL"":250609.23608376266,""MEDIUM"":-20576.94681580369}","{""AAVE"":-4643.736408200119,""ADA"":32372.917371251606,""AVAX"":-373.38217407365255,""BNB"":-485.7409722992217,""BTC"":1171.6861671495271,""DEXE"":61554.18220685116,""DOGE"":84468.59423671429,""ENA"":-6927.376107462283,""ETH"":2482.453593307308,""GRAM"":6894.504547054303,""LINK"":-57.21279942902055,""NEAR"":56.0651578721704,""ONDO"":-13184.337855952119,""PEPE"":15629.153707748581,""SEI"":-2344.2780072612513,""SHIB"":3958.9374721234713,""SOL"":-19838.05547926533,""SUI"":30054.84744348348,""SYN"":-15185.906361538066,""TAO"":1834.693325186824,""TRX"":-131.7708855583154,""UNI"":-6070.288505974759,""XLM"":64979.10703704089,""XMR"":-6278.137167912606,""XRP"":-13662.792725361323,""ZEC"":21736.825187414262}","{""AAVE"":3,""ADA"":2,""AVAX"":2,""BNB"":2,""BTC"":1,""DEXE"":2,""DOGE"":1,""ENA"":3,""ETH"":1,""GRAM"":3,""LINK"":1,""NEAR"":3,""ONDO"":2,""PEPE"":4,""SEI"":3,""SHIB"":1,""SOL"":3,""SUI"":5,""SYN"":3,""TAO"":1,""TRX"":4,""UNI"":3,""XLM"":1,""XMR"":1,""XRP"":2,""ZEC"":2}",0.25816061003263074,0.644883171664185,PASS,0
PIT_UNIVERSE,ZERO_COST,0.0,WF01,PASS,100000.0,41126.52520414399,-0.5887347479585598,-0.5887347479585601,-0.5887347479585601,0.6157344511742282,-0.9561504100279289,-2.3438872336631293,-1.958678002075496,0.07584616989726134,-1784.0446907835146,0.18181818181818182,0.34130776453767603,33,33,52,275.1515151515151,164.0,911373.1626930104,0.0,-0.06459864872681916,213,54,0,10,"{""FOUR_HOUR_ONLY"":3,""FULL"":22,""MEDIUM"":8}","{""FOUR_HOUR_ONLY"":-292.1434793276533,""FULL"":-50703.64907522558,""MEDIUM"":-7877.682241302754}","{""AAVE"":-5859.516845312266,""ALGO"":-5341.016434060527,""COMP"":-2005.4018603545735,""CRO"":-2324.7146364163073,""CRV"":-3073.9351461934702,""DASH"":-909.7292265324234,""DOGE"":-4458.4408068314615,""ETC"":-10322.595150210673,""ETH"":-278.3257448588629,""FTT"":-1802.7037908164339,""ICP"":-101.58252734021373,""LDO"":-3698.5435015348075,""LRC"":-130.48009806473598,""LTC"":-1599.354972823242,""MANA"":-5028.001041286995,""PAXG"":94.60290322902995,""QNT"":1840.9401559393261,""SHIB"":147.69797032013645,""SNX"":-10342.667921145454,""UNI"":469.63478365552976,""XMR"":-2688.6597949044067,""XRP"":-1100.247947156615,""ZEC"":-360.4331631565379}","{""AAVE"":2,""ALGO"":1,""COMP"":1,""CRO"":1,""CRV"":1,""DASH"":1,""DOGE"":2,""ETC"":3,""ETH"":1,""FTT"":1,""ICP"":1,""LDO"":1,""LRC"":2,""LTC"":1,""MANA"":1,""PAXG"":1,""QNT"":3,""SHIB"":1,""SNX"":4,""UNI"":1,""XMR"":1,""XRP"":1,""ZEC"":1}",0.7211240540808352,0.9629426144656364,PASS,0
PIT_UNIVERSE,ZERO_COST,0.0,WF02,PASS,100000.0,127828.0839167634,0.27828083916763346,0.2782808391676339,0.2782808391676339,0.4864511401600584,0.5720632889791776,0.7240349810496876,0.9589964652049746,1.433770367012669,488.2119985397078,0.43859649122807015,1.8352260697762162,57,57,52,350.8070175438597,296.0,2277651.40026784,0.0,0.01221788545582125,218,2,0,33,"{""FOUR_HOUR_ONLY"":1,""FULL"":47,""MEDIUM"":9}","{""FOUR_HOUR_ONLY"":4.267561609165698,""FULL"":33228.49489341956,""MEDIUM"":-5404.678538265382}","{""AAVE"":3136.2908894533152,""ADA"":-253.7964273179623,""ALGO"":-1463.2523625166814,""AVAX"":27397.634329881566,""BCH"":1045.5241295970989,""BTC"":1004.2284458068259,""COMP"":4724.49405748794,""CRO"":-272.8290173760481,""CRV"":-1775.54744612274,""DASH"":-112.02956268723418,""ETC"":1936.9504376649936,""FTT"":-10190.94252683457,""ICP"":8965.15247318199,""LDO"":-1460.5749741122713,""LINK"":13587.996713762392,""LRC"":-2631.040688178805,""LTC"":-2180.1529648837095,""MANA"":-3914.0097438437433,""NEO"":185.35751529346715,""PAXG"":415.1806786709821,""SHIB"":-3356.5741654543344,""SNX"":-768.5824512421723,""XLM"":-3014.769277227276,""XRP"":-3176.6241462396747}","{""AAVE"":2,""ADA"":2,""ALGO"":1,""AVAX"":1,""BCH"":4,""BTC"":4,""COMP"":1,""CRO"":3,""CRV"":1,""DASH"":1,""ETC"":1,""FTT"":4,""ICP"":4,""LDO"":3,""LINK"":2,""LRC"":2,""LTC"":1,""MANA"":2,""NEO"":3,""PAXG"":4,""SHIB"":2,""SNX"":4,""XLM"":2,""XRP"":3}",0.4390730283866657,0.8005085959227896,PASS,0
PIT_UNIVERSE,ZERO_COST,0.0,WF03,PASS,100000.0,113347.32668629232,0.133473266862923,0.13347326686292327,0.13347326686292327,0.5146756819154955,0.2593347064041744,0.5187546319172588,0.7223569909650508,1.1562651541993842,211.862328353846,0.4444444444444444,1.4453314427492303,63,63,53,353.14285714285717,252.0,2162099.0457085106,0.0,0.006173318799980524,147,3,0,33,"{""FOUR_HOUR_ONLY"":2,""FULL"":45,""MEDIUM"":16}","{""FOUR_HOUR_ONLY"":219.424093641689,""FULL"":28407.392614498094,""MEDIUM"":-15279.490021847489}","{""1INCH"":-1285.014637987873,""AAVE"":4577.036375229634,""ADA"":4777.683112038075,""ALGO"":-3393.51422983684,""AVAX"":-8328.939437728344,""BCH"":-5948.8829637487215,""BTC"":3396.99529387614,""CRO"":1209.214164161664,""CRV"":-7807.084109793791,""DOGE"":35296.542228222395,""ETC"":-1525.5234969910855,""ETH"":1978.8439682460323,""FTT"":25.4069828631948,""ICP"":-11595.443090966935,""LDO"":-3659.080866130393,""LINK"":588.5476164675667,""LPT"":1456.5368386121095,""LTC"":162.02627580467188,""MATIC"":-279.733532258345,""NEO"":-5969.4592313417825,""PAXG"":-503.08254968592837,""QNT"":84.461221324735,""SHIB"":2447.8302270393915,""UMA"":-6439.158628101986,""UNI"":505.6159995593416,""XLM"":22342.15979660846,""XMR"":-1414.9678467677222,""XRP"":-3211.24885403655,""ZEC"":2548.419862594993,""ZRX"":-6688.859800979812}","{""1INCH"":1,""AAVE"":4,""ADA"":3,""ALGO"":2,""AVAX"":5,""BCH"":2,""BTC"":2,""CRO"":1,""CRV"":2,""DOGE"":2,""ETC"":1,""ETH"":2,""FTT"":3,""ICP"":4,""LDO"":2,""LINK"":2,""LPT"":2,""LTC"":1,""MATIC"":1,""NEO"":1,""PAXG"":2,""QNT"":1,""SHIB"":2,""UMA"":2,""UNI"":2,""XLM"":1,""XMR"":4,""XRP"":3,""ZEC"":2,""ZRX"":1}",0.43363273194276264,0.7668113049116427,PASS,0
UNION_FIXED_AND_PIT,ZERO_COST,0.0,WF01,PASS,100000.0,46105.444445544075,-0.5389455555445589,-0.5389455555445593,-0.5389455555445593,0.5756340071992945,-0.9362642734864811,-2.153145908062731,-1.9492231801743733,0.1535591278797533,-1684.2048610767467,0.1875,0.6654228874789309,32,32,52,283.75,166.0,927472.5844002952,0.0,-0.058109055147224836,261,60,0,9,"{""FOUR_HOUR_ONLY"":3,""FULL"":22,""MEDIUM"":7}","{""FOUR_HOUR_ONLY"":-339.70431490223723,""FULL"":-46613.9698069393,""MEDIUM"":-6940.881432614371}","{""AAVE"":-5829.845506779806,""BNB"":-2757.264065449094,""COMP"":-2087.8257096815432,""CRO"":-2324.7146364163073,""DASH"":-1014.7911890147484,""DOGE"":-3467.9872547697732,""ETC"":-10440.364493723784,""ETH"":-293.146046215409,""FTT"":-1802.7037908164339,""ICP"":-106.99159817016864,""LDO"":-3895.4837066201703,""LRC"":-334.3442581404563,""LTC"":-1684.517495914128,""MANA"":-5028.001041286995,""NEAR"":-625.546363544604,""PAXG"":105.675337683973,""QNT"":1910.4134599503122,""SHIB"":155.56259826177586,""SNX"":-10574.934105410537,""UNI"":494.64191702301866,""XMR"":-2831.7064951078614,""XRP"":-1100.247947156615,""ZEC"":-360.4331631565379}","{""AAVE"":2,""BNB"":1,""COMP"":1,""CRO"":1,""DASH"":1,""DOGE"":1,""ETC"":3,""ETH"":1,""FTT"":1,""ICP"":1,""LDO"":1,""LRC"":1,""LTC"":1,""MANA"":1,""NEAR"":2,""PAXG"":1,""QNT"":3,""SHIB"":1,""SNX"":4,""UNI"":1,""XMR"":1,""XRP"":1,""ZEC"":1}",0.7165053637173834,0.9603661993330064,PASS,0
UNION_FIXED_AND_PIT,ZERO_COST,0.0,WF02,PASS,100000.0,172273.99832081623,0.7227399832081624,0.7227399832081622,0.7227399832081622,0.4462492781823164,1.6195880162586722,1.2377929862668646,1.6993686552754041,2.0769576335444513,1314.0726967421133,0.45454545454545453,2.4923491602533416,55,55,52,388.8727272727273,308.0,2389403.883825292,0.0,0.030247711075580035,254,3,0,27,"{""FOUR_HOUR_ONLY"":1,""FULL"":45,""MEDIUM"":9}","{""FOUR_HOUR_ONLY"":-307.4453991478376,""FULL"":73894.36433903509,""MEDIUM"":-1312.9206190710242}","{""AAVE"":3572.5938906545875,""ADA"":-2533.248216713303,""AVAX"":23588.18729924372,""BCH"":1311.9266441731393,""BTC"":742.5753366130593,""COMP"":4769.9136631610145,""DASH"":-110.55626726443973,""DEXE"":59.952785297951436,""ETC"":1936.9504376649936,""FTT"":-9652.49412192623,""GRAM"":4741.966566963314,""ICP"":9124.527369347286,""LDO"":-1372.2268611182017,""LINK"":15925.514222098776,""LRC"":-2596.439997877963,""LTC"":17.335260357365243,""MANA"":-3968.208707899368,""NEAR"":-6496.550714906819,""NEO"":65.56065132786767,""PAXG"":899.0437761007561,""PEPE"":-254.96612187235542,""SEI"":21132.800925440635,""SHIB"":-3405.3159235997236,""SNX"":-5433.860035043299,""SOL"":24921.21214141095,""TRX"":1530.8831357784404,""XLM"":-3022.9847305487615,""XRP"":-3220.094086047163}","{""AAVE"":1,""ADA"":1,""AVAX"":1,""BCH"":2,""BTC"":3,""COMP"":1,""DASH"":1,""DEXE"":2,""ETC"":1,""FTT"":5,""GRAM"":2,""ICP"":2,""LDO"":3,""LINK"":2,""LRC"":2,""LTC"":1,""MANA"":2,""NEAR"":1,""NEO"":3,""PAXG"":3,""PEPE"":1,""SEI"":1,""SHIB"":2,""SNX"":2,""SOL"":3,""TRX"":2,""XLM"":2,""XRP"":3}",0.21795527696874265,0.6090749110988306,PASS,0
UNION_FIXED_AND_PIT,ZERO_COST,0.0,WF03,PASS,100000.0,225052.2327213467,1.2505223272134662,1.2505223272134671,1.2505223272134671,0.444023263670126,2.8163441637654953,1.3808539202701915,1.9331022548431314,1.8324623063334489,1923.8805034053328,0.49230769230769234,1.8897267534063693,65,65,53,353.3538461538462,232.0,4108717.1850133864,0.0,0.030435833641087956,167,4,0,30,"{""FOUR_HOUR_ONLY"":3,""FULL"":52,""MEDIUM"":10}","{""FOUR_HOUR_ONLY"":6017.807159993464,""FULL"":136784.41716577276,""MEDIUM"":-17749.991604419632}","{""AAVE"":7537.890828560631,""ADA"":21158.299102236524,""ALGO"":-6737.874650572117,""BCH"":-8918.941549106323,""CRO"":2408.463574988238,""CRV"":-13460.58406923151,""DEXE"":43524.5958513675,""DOGE"":57737.07924958666,""ENA"":362.6913995082896,""ETH"":2211.390527557975,""FTT"":-12880.672494014068,""GRAM"":5248.765961385654,""ICP"":-3807.433717650805,""LINK"":213.60096788711814,""LPT"":4237.166012716228,""NEAR"":-3792.383080841046,""NEO"":-12389.992925262406,""ONDO"":-10444.237081864907,""PAXG"":-369.83889743389443,""PEPE"":18866.63116847202,""QNT"":470.1904418069524,""SEI"":-5254.675860493756,""SHIB"":3020.1497106105116,""SOL"":-9001.179431631777,""SUI"":8582.681945323,""SYN"":4144.443054063117,""TAO"":1413.4091681477341,""TRX"":1707.6622948249121,""UMA"":-8225.113667746975,""UNI"":457.82147154401264,""XLM"":44494.497812033194,""XMR"":-4730.37876096649,""XRP"":-9429.130740927345,""ZEC"":15855.362850363981,""ZRX"":-9158.123743894213}","{""AAVE"":3,""ADA"":2,""ALGO"":2,""BCH"":1,""CRO"":1,""CRV"":1,""DEXE"":1,""DOGE"":1,""ENA"":2,""ETH"":1,""FTT"":4,""GRAM"":3,""ICP"":2,""LINK"":1,""LPT"":2,""NEAR"":2,""NEO"":1,""ONDO"":2,""PAXG"":1,""PEPE"":2,""QNT"":1,""SEI"":3,""SHIB"":2,""SOL"":1,""SUI"":5,""SYN"":3,""TAO"":1,""TRX"":2,""UMA"":2,""UNI"":2,""XLM"":1,""XMR"":1,""XRP"":2,""ZEC"":2,""ZRX"":2}",0.23696456931837148,0.5982126077163384,PASS,0
INTERSECTION_FIXED_AND_PIT,ZERO_COST,0.0,WF01,PASS,100000.0,59833.724864566844,-0.40166275135433155,-0.4016627513543316,-0.4016627513543316,0.45364087647980555,-0.885420102507478,-1.5932779201176737,-1.3369121128075365,0.16196807018835216,-1673.5947973097147,0.375,0.26994678364725355,24,24,52,305.8333333333333,212.0,843244.7386347856,0.0,-0.0476329982212073,93,46,0,11,"{""FOUR_HOUR_ONLY"":1,""FULL"":17,""MEDIUM"":6}","{""FOUR_HOUR_ONLY"":638.0260925299464,""FULL"":-37853.02437423276,""MEDIUM"":-2951.2768537303455}","{""AAVE"":-5975.208887379029,""ADA"":290.0104845380138,""AVAX"":1077.2977607569599,""BTC"":-1431.9687440943544,""DOGE"":-8126.239693822853,""ETH"":-6362.803521009596,""LTC"":-2201.1564897719477,""SHIB"":200.65625919880915,""SNX"":-15664.285310831623,""UNI"":1479.2376050184175,""XMR"":55.64937675369538,""XRP"":-1142.4380256539014,""ZEC"":-2365.0259491357474}","{""AAVE"":3,""ADA"":1,""AVAX"":1,""BTC"":1,""DOGE"":3,""ETH"":2,""LTC"":1,""SHIB"":1,""SNX"":5,""UNI"":2,""XMR"":2,""XRP"":1,""ZEC"":1}",0.4767349038669573,0.9173967439025084,PASS,0
