label_id,mean_rank_ic,decision_count,trial
FORWARD_24H_RETURN,0.024395104020287772,728,False
BN_FORWARD_24H_RETURN,0.024678837824561328,728,False
FORWARD_72H_RETURN,0.030691377436335314,726,False
FORWARD_7D_RETURN,0.03930656743836709,722,False
