signal_id,shape_classification,q1_mean_return,q2_mean_return,q3_mean_return,q4_mean_return,q5_mean_return,post_hoc_only
AGE_OR_TENURE,TOP_TAIL_SELECTION,0.0014026826901360559,0.001852490868245887,0.0021375560479492896,0.0018011739584798106,0.002451246173817178,True
DISTANCE_FROM_EMA20_ATR_4H,MIDDLE_QUINTILE_EFFECT,0.0019259510959573885,0.0018095550952840728,0.002348032434221038,0.00167326181641531,0.001888349296750412,True
DONCHIAN_42_POSITION,MIDDLE_QUINTILE_EFFECT,0.001706687478769563,0.0015799302007291642,0.0018358661740441938,0.0024805347203316792,0.0020514322454202676,True
DRAWDOWN_RESILIENCE_42,NON_MONOTONIC,0.002300735099150258,0.001471330650343054,0.0021611286103080433,0.0018776657649400344,0.0018372463465675245,True
LOW_REALIZED_VOLATILITY_42,NON_MONOTONIC,0.0022857778700382694,0.0020630360190144305,0.002142300624053701,0.0015154640608550935,0.0016483588015741286,True
PATH_EFFICIENCY_42BAR,TOP_TAIL_SELECTION,0.0017901012256414947,0.0017473327358045936,0.0019435190470690907,0.001714542096359584,0.002459025799297557,True
PRICE_TURNOVER_CONFIRMATION_18,TOP_TAIL_SELECTION,0.0019303685478683525,0.0015223727343859103,0.0015953345146149187,0.0023058331799047454,0.002527750739450702,True
QUOTE_TURNOVER_ACCELERATION_6_42,MIDDLE_QUINTILE_EFFECT,0.0019986629027399345,0.0019925287023739575,0.0012129895948887453,0.00234420281234529,0.0023397598073830704,True
RETURN_18BAR,BOTTOM_TAIL_AVOIDANCE,0.0016248094518362117,0.002186581549513576,0.0021032259898519433,0.0019988523389389006,0.0017316804084875897,True
RETURN_42BAR,TOP_TAIL_SELECTION,0.001700499474414309,0.0018896659135205528,0.0019111762191553372,0.0015798302959693577,0.00257327371702603,True
RETURN_6BAR,MIDDLE_QUINTILE_EFFECT,0.0024258495603143994,0.0016700120643581603,0.002532731294427452,0.001645365674789092,0.0013711911447391175,True
REVERSAL_1BAR_VOL_NORMALIZED,BOTTOM_TAIL_AVOIDANCE,0.0014824789562968598,0.0018275713361963935,0.0025542178582389856,0.0019295008265565955,0.0018604934602654897,True
REVERSAL_3BAR_VOL_NORMALIZED,BOTTOM_TAIL_AVOIDANCE,0.0016305100409804356,0.0022784565884939514,0.0018855203883841847,0.0020194801577760077,0.0018404196387858862,True
REVERSAL_6BAR_VOL_NORMALIZED,BOTTOM_TAIL_AVOIDANCE,0.0013339686981272043,0.0022750056430447265,0.0024662372848957862,0.0019357484778461237,0.001643177554169061,True
VOLATILITY_CONTRACTION_BREAKOUT_4H,TOP_TAIL_SELECTION,0.001740932464131516,0.0011635039629447129,0.002072757748981983,0.0020935687461011735,0.0026014163232767804,True
XSM_18BAR_SKIP_1BAR,BOTTOM_TAIL_AVOIDANCE,0.0014138946513586432,0.002337018903704296,0.0020649924884549387,0.001669211983219997,0.0021600317118903463,True
