fold_id,alignment_tier,trade_count,win_rate,mean_net_return,median_net_return,total_net_pnl,profit_factor,mean_holding_hours,median_holding_hours,mean_mfe,median_mfe,mean_mae,median_mae,mfe_10pct_count,mfe_10pct_rate,deep_mae_10pct_count,deep_mae_10pct_rate,best_case_mean_without_worst_trade,worst_case_mean_without_best_trade,maximum_absolute_pnl_share
WF01,FOUR_HOUR_ONLY,3,0.3333333333333333,-0.006365884948541724,-0.041140934116543196,-129.82043066309922,0.8133382688016908,90.66666666666667,100.0,0.08260976185937256,0.0569267022200175,-0.05581322678351001,-0.05211227402473828,1,0.3333333333333333,0,0.0,0.030740926691679493,-0.06086022117276368,0.44853091273431817
WF01,FULL,19,0.2631578947368421,-0.10332278582400885,-0.10954646703433811,-40142.87091586926,0.2061155256231008,288.0,168.0,0.12536286860533224,0.10991663010092156,-0.18440833655062464,-0.12323618214307719,11,0.5789473684210527,12,0.631578947368421,-0.09237459183007646,-0.1217616799754445,0.11993054865387935
WF01,MEDIUM,7,0.2857142857142857,-0.05077539186691069,-0.028512556980554382,-4575.703883816271,0.07865849153716425,271.42857142857144,148.0,0.13909999286761043,0.04385198135198132,-0.1099722086008649,-0.07205067300079171,3,0.42857142857142855,3,0.42857142857142855,-0.030170099032506743,-0.0629172856552327,0.332786420678984
WF02,FOUR_HOUR_ONLY,1,0.0,-0.052417749194208704,-0.052417749194208704,-378.35784626344025,0.0,228.0,228.0,0.04400430184620907,0.04400430184620907,-0.11597060405090509,-0.11597060405090509,0,0.0,1,1.0,,,1.0
WF02,FULL,48,0.5,0.08935806662379238,-0.016203878866386922,106233.31128372825,2.476635398700596,390.1666666666667,294.0,0.26094223732930993,0.1062764729736021,-0.0990735695086594,-0.0887638248096595,24,0.5,22,0.4583333333333333,0.09632057424777882,0.0536850411419081,0.18001565735542988
WF02,MEDIUM,10,0.3,0.0166191228830744,-0.021300726448105115,3085.562654262846,1.4861807210615812,278.8,196.0,0.11266103299433328,0.04450508574902057,-0.09783352225387756,-0.08390142094295333,3,0.3,2,0.2,0.038708558501657025,-0.03201178575313109,0.4896879789676061
WF03,FOUR_HOUR_ONLY,1,1.0,0.5812251681800928,0.5812251681800928,7571.491978654885,,132.0,132.0,0.6391522587841607,0.6391522587841607,-0.04907975460122682,-0.04907975460122682,1,1.0,0,0.0,,,1.0
WF03,FULL,50,0.5,0.13014337112619065,0.013835464867691575,233362.21628326835,2.897864666759802,412.48,312.0,0.3701625837344284,0.12293214612505488,-0.1244771630985229,-0.10935407342435688,29,0.58,28,0.56,0.1391903923123839,0.09109973790675271,0.16832064530976887
WF03,MEDIUM,8,0.25,-0.10168307265116228,-0.15071149309130055,-21050.20715082187,0.15575605230747006,273.5,160.0,0.07757486538456451,0.07138405737421283,-0.19332344435062387,-0.20925208311763183,2,0.25,5,0.625,-0.08392798889548736,-0.135846062657679,0.21744107360401238
