universe_mode,cost_mode,transaction_cost,compounded_return,mean_fold_return,positive_folds,worst_fold_return,mean_maximum_drawdown,profit_factor,expectancy,trade_count,trades_per_year,win_rate,payoff_ratio,turnover,fees,break_even_fee,cluster_rejections,crisis_rejections,selection_expirations,natural_reselections,top_1_symbol_contribution,top_3_symbol_contribution,reconciliation_status,open_positions_after_fold
FIXED_SURVIVOR_30,ZERO_COST,0.0,3.2184367709303876,1.0506985290683308,2,-0.4343476954041896,0.4164948802205643,2.121960767414217,2144.282712384349,147,49.0,0.42857142857142855,2.829281023218956,9257544.135029491,0.0,0.03404893934318739,422,58,0,80,0.17817037984438203,0.47301031318825626,PASS,0
PIT_UNIVERSE,ZERO_COST,0.0,-0.40411894482882516,-0.058993547309334295,2,-0.5887347479585601,0.5389537577499274,0.9170171807414186,-115.67362217516548,153,51.0,0.38562091503267976,1.4610104235541244,5351123.608669361,0.0,-0.0033073547701510182,578,59,0,76,0.29324617124013264,0.658362845696991,PASS,0
FIXED_SURVIVOR_30,BASE_COST,0.002,2.6861470605832247,0.9465854065749347,2,-0.44848395230348626,0.4312530196716661,2.004196566411565,1931.806952193744,147,49.0,0.42857142857142855,2.6722620885487536,8994638.117716236,17989.276235432473,0.03357165616403727,422,58,0,80,0.18040560400257027,0.4817056363975225,PASS,0
PIT_UNIVERSE,BASE_COST,0.002,-0.4810345157020558,-0.10555219266528004,2,-0.6004860326022057,0.5534433874568565,0.8533000104768909,-206.9650836574116,153,51.0,0.3660130718954248,1.4780375181474716,5223277.757630483,10446.555515260969,-0.004062411242313284,578,59,0,76,0.3034823360035585,0.6729335903281144,PASS,0
FIXED_SURVIVOR_30,STRESS_0_4_PERCENT,0.004,2.22009138426767,0.8476955291516058,2,-0.46229625067711766,0.4455981573322763,1.893965267436359,1729.9908758196034,147,49.0,0.4217687074829932,2.59656528600146,8741204.505504228,34964.81802201691,0.033093091070612375,422,58,0,80,0.18210433650059224,0.4892765194660434,PASS,0
PIT_UNIVERSE,STRESS_0_4_PERCENT,0.004,-0.5481740878572945,-0.14984169069945708,2,-0.6119255068690967,0.5674969464635001,0.7943213832026699,-293.8072366656021,153,51.0,0.33986928104575165,1.5428165327590317,5099663.546565982,20398.654186263928,-0.00481479862335375,578,59,0,76,0.3150068567240161,0.6894464636778593,PASS,0
