holding_bucket,trade_count,win_rate,mean_net_return,median_net_return,median_holding_hours,median_mfe,median_mae,median_time_to_mfe_hours,median_captured_mfe_fraction,eligible_mfe_10pct_count,winner_to_loser_10pct_count,winner_to_loser_10pct_rate,severe_giveback_after_10pct_count,severe_giveback_after_10pct_rate,early_peak_severe_giveback_count,deep_mae_10pct_count,deep_mae_close_recovery_count,deep_mae_close_recovery_rate,deep_mae_profitable_exit_count,stale_loser_14d_count,stale_loser_14d_rate
GT_14D_LE_28D,33,0.45454545454545453,0.034403528561638565,-0.028512556980554382,596.0,0.1899159663865546,-0.1284970397317925,160.0,-0.04034135864900174,23,8,0.34782608695652173,15,0.6521739130434783,9,22,10,0.45454545454545453,6,18,0.5454545454545454
GT_28D,15,0.8666666666666667,0.691283587822791,0.39626364134718783,1004.0,0.7065003282994093,-0.047046320077938186,692.0,0.5720260223048326,15,2,0.13333333333333333,3,0.2,1,4,4,1.0,2,2,0.13333333333333333
GT_7D_LE_14D,27,0.25925925925925924,-0.0736078855857048,-0.052670689220793446,312.0,0.09508482057444767,-0.14911777650338087,80.0,-1.0611413043478255,13,7,0.5384615384615384,9,0.6923076923076923,4,19,6,0.3157894736842105,3,0,0.0
LE_7D,72,0.3888888888888889,-0.016346192455183064,-0.03402593532650899,136.0,0.05643959905825624,-0.07837975336487985,24.0,-1.301179677317686,23,2,0.08695652173913043,3,0.13043478260869565,2,28,6,0.21428571428571427,3,0,0.0
