asset,day,source_timestamp,available_at,market_cap_usd,rebalance_time,market_cap_rank,canonical_symbol,local_data_available
btc,2022-01-02T00:00:00+00:00,2022-01-02T00:00:00+00:00,2022-01-03T00:00:00+00:00,895826639879.7356,2022-01-03T00:00:00+00:00,1,BTC,True
eth,2022-01-02T00:00:00+00:00,2022-01-02T00:00:00+00:00,2022-01-03T00:00:00+00:00,452429174354.97003,2022-01-03T00:00:00+00:00,2,ETH,True
xrp,2022-01-02T00:00:00+00:00,2022-01-02T00:00:00+00:00,2022-01-03T00:00:00+00:00,85949716924.47646,2022-01-03T00:00:00+00:00,3,XRP,True
usdt,2022-01-02T00:00:00+00:00,2022-01-02T00:00:00+00:00,2022-01-03T00:00:00+00:00,82571263859.4617,2022-01-03T00:00:00+00:00,4,USDT,False
cro,2022-01-02T00:00:00+00:00,2022-01-02T00:00:00+00:00,2022-01-03T00:00:00+00:00,58777276986.3213,2022-01-03T00:00:00+00:00,5,CRO,False
ada,2022-01-02T00:00:00+00:00,2022-01-02T00:00:00+00:00,2022-01-03T00:00:00+00:00,45345872744.50135,2022-01-03T00:00:00+00:00,6,ADA,True
usdc,2022-01-02T00:00:00+00:00,2022-01-02T00:00:00+00:00,2022-01-03T00:00:00+00:00,43485449905.84413,2022-01-03T00:00:00+00:00,7,USDC,False
usdt_eth,2022-01-02T00:00:00+00:00,2022-01-02T00:00:00+00:00,2022-01-03T00:00:00+00:00,39836501864.989845,2022-01-03T00:00:00+00:00,8,USDT_ETH,False
usdt_trx,2022-01-02T00:00:00+00:00,2022-01-02T00:00:00+00:00,2022-01-03T00:00:00+00:00,39508131140.27097,2022-01-03T00:00:00+00:00,9,USDT_TRX,False
usdc_eth,2022-01-02T00:00:00+00:00,2022-01-02T00:00:00+00:00,2022-01-03T00:00:00+00:00,38132263879.07521,2022-01-03T00:00:00+00:00,10,USDC_ETH,False
avaxp,2022-01-02T00:00:00+00:00,2022-01-02T00:00:00+00:00,2022-01-03T00:00:00+00:00,38009442424.67607,2022-01-03T00:00:00+00:00,11,AVAXP,False
shib_eth,2022-01-02T00:00:00+00:00,2022-01-02T00:00:00+00:00,2022-01-03T00:00:00+00:00,34048163937.024635,2022-01-03T00:00:00+00:00,12,SHIB_ETH,False
dot,2022-01-02T00:00:00+00:00,2022-01-02T00:00:00+00:00,2022-01-03T00:00:00+00:00,33573002049.69655,2022-01-03T00:00:00+00:00,13,DOT,True
xlm,2022-01-02T00:00:00+00:00,2022-01-02T00:00:00+00:00,2022-01-03T00:00:00+00:00,30744497509.82964,2022-01-03T00:00:00+00:00,14,XLM,True
weth,2022-01-02T00:00:00+00:00,2022-01-02T00:00:00+00:00,2022-01-03T00:00:00+00:00,28775103463.077785,2022-01-03T00:00:00+00:00,15,WETH,False
matic_eth,2022-01-02T00:00:00+00:00,2022-01-02T00:00:00+00:00,2022-01-03T00:00:00+00:00,25447051554.2857,2022-01-03T00:00:00+00:00,16,MATIC_ETH,False
doge,2022-01-02T00:00:00+00:00,2022-01-02T00:00:00+00:00,2022-01-03T00:00:00+00:00,23141588948.45676,2022-01-03T00:00:00+00:00,17,DOGE,True
link,2022-01-02T00:00:00+00:00,2022-01-02T00:00:00+00:00,2022-01-03T00:00:00+00:00,21811073084.4362,2022-01-03T00:00:00+00:00,18,LINK,True
uni,2022-01-02T00:00:00+00:00,2022-01-02T00:00:00+00:00,2022-01-03T00:00:00+00:00,18395486140.3873,2022-01-03T00:00:00+00:00,19,UNI,True
algo,2022-01-02T00:00:00+00:00,2022-01-02T00:00:00+00:00,2022-01-03T00:00:00+00:00,16739817081.1578,2022-01-03T00:00:00+00:00,20,ALGO,False
busd,2022-01-02T00:00:00+00:00,2022-01-02T00:00:00+00:00,2022-01-03T00:00:00+00:00,14434311617.562908,2022-01-03T00:00:00+00:00,21,BUSD,False
ftt,2022-01-02T00:00:00+00:00,2022-01-02T00:00:00+00:00,2022-01-03T00:00:00+00:00,13461829749.62069,2022-01-03T00:00:00+00:00,22,FTT,False
icp,2022-01-02T00:00:00+00:00,2022-01-02T00:00:00+00:00,2022-01-03T00:00:00+00:00,13034539002.752676,2022-01-03T00:00:00+00:00,23,ICP,False
wbtc,2022-01-02T00:00:00+00:00,2022-01-02T00:00:00+00:00,2022-01-03T00:00:00+00:00,12218903712.710278,2022-01-03T00:00:00+00:00,24,WBTC,False
ltc,2022-01-02T00:00:00+00:00,2022-01-02T00:00:00+00:00,2022-01-03T00:00:00+00:00,10497001735.865566,2022-01-03T00:00:00+00:00,25,LTC,True
crv,2022-01-02T00:00:00+00:00,2022-01-02T00:00:00+00:00,2022-01-03T00:00:00+00:00,10039984903.018045,2022-01-03T00:00:00+00:00,26,CRV,False
dai,2022-01-02T00:00:00+00:00,2022-01-02T00:00:00+00:00,2022-01-03T00:00:00+00:00,8998873713.119501,2022-01-03T00:00:00+00:00,27,DAI,False
bch,2022-01-02T00:00:00+00:00,2022-01-02T00:00:00+00:00,2022-01-03T00:00:00+00:00,8488466693.876067,2022-01-03T00:00:00+00:00,28,BCH,False
mana,2022-01-02T00:00:00+00:00,2022-01-02T00:00:00+00:00,2022-01-03T00:00:00+00:00,7329469009.696603,2022-01-03T00:00:00+00:00,29,MANA,False
avaxc,2022-01-02T00:00:00+00:00,2022-01-02T00:00:00+00:00,2022-01-03T00:00:00+00:00,5635452914.643264,2022-01-03T00:00:00+00:00,30,AVAXC,False
btc,2022-01-09T00:00:00+00:00,2022-01-09T00:00:00+00:00,2022-01-10T00:00:00+00:00,792682352625.3268,2022-01-10T00:00:00+00:00,1,BTC,True
eth,2022-01-09T00:00:00+00:00,2022-01-09T00:00:00+00:00,2022-01-10T00:00:00+00:00,372503346874.9416,2022-01-10T00:00:00+00:00,2,ETH,True
usdt,2022-01-09T00:00:00+00:00,2022-01-09T00:00:00+00:00,2022-01-10T00:00:00+00:00,81807368041.85771,2022-01-10T00:00:00+00:00,3,USDT,False
xrp,2022-01-09T00:00:00+00:00,2022-01-09T00:00:00+00:00,2022-01-10T00:00:00+00:00,75378378435.07605,2022-01-10T00:00:00+00:00,4,XRP,True
cro,2022-01-09T00:00:00+00:00,2022-01-09T00:00:00+00:00,2022-01-10T00:00:00+00:00,46196145894.3485,2022-01-10T00:00:00+00:00,5,CRO,False
usdc,2022-01-09T00:00:00+00:00,2022-01-09T00:00:00+00:00,2022-01-10T00:00:00+00:00,44313196197.79404,2022-01-10T00:00:00+00:00,6,USDC,False
usdt_eth,2022-01-09T00:00:00+00:00,2022-01-09T00:00:00+00:00,2022-01-10T00:00:00+00:00,39829807801.78853,2022-01-10T00:00:00+00:00,7,USDT_ETH,False
usdt_trx,2022-01-09T00:00:00+00:00,2022-01-09T00:00:00+00:00,2022-01-10T00:00:00+00:00,38751471583.84889,2022-01-10T00:00:00+00:00,8,USDT_TRX,False
usdc_eth,2022-01-09T00:00:00+00:00,2022-01-09T00:00:00+00:00,2022-01-10T00:00:00+00:00,38708675927.205894,2022-01-10T00:00:00+00:00,9,USDC_ETH,False
ada,2022-01-09T00:00:00+00:00,2022-01-09T00:00:00+00:00,2022-01-10T00:00:00+00:00,38596365673.10361,2022-01-10T00:00:00+00:00,10,ADA,True
avaxp,2022-01-09T00:00:00+00:00,2022-01-09T00:00:00+00:00,2022-01-10T00:00:00+00:00,29809420753.808205,2022-01-10T00:00:00+00:00,11,AVAXP,False
shib_eth,2022-01-09T00:00:00+00:00,2022-01-09T00:00:00+00:00,2022-01-10T00:00:00+00:00,28290884322.614132,2022-01-10T00:00:00+00:00,12,SHIB_ETH,False
dot,2022-01-09T00:00:00+00:00,2022-01-09T00:00:00+00:00,2022-01-10T00:00:00+00:00,27798747807.828514,2022-01-10T00:00:00+00:00,13,DOT,True
link,2022-01-09T00:00:00+00:00,2022-01-09T00:00:00+00:00,2022-01-10T00:00:00+00:00,27582873595.8018,2022-01-10T00:00:00+00:00,14,LINK,True
xlm,2022-01-09T00:00:00+00:00,2022-01-09T00:00:00+00:00,2022-01-10T00:00:00+00:00,27501490922.707985,2022-01-10T00:00:00+00:00,15,XLM,True
weth,2022-01-09T00:00:00+00:00,2022-01-09T00:00:00+00:00,2022-01-10T00:00:00+00:00,24068555252.33193,2022-01-10T00:00:00+00:00,16,WETH,False
matic_eth,2022-01-09T00:00:00+00:00,2022-01-09T00:00:00+00:00,2022-01-10T00:00:00+00:00,21115325035.7435,2022-01-10T00:00:00+00:00,17,MATIC_ETH,False
doge,2022-01-09T00:00:00+00:00,2022-01-09T00:00:00+00:00,2022-01-10T00:00:00+00:00,19984898172.177235,2022-01-10T00:00:00+00:00,18,DOGE,True
icp,2022-01-09T00:00:00+00:00,2022-01-09T00:00:00+00:00,2022-01-10T00:00:00+00:00,17168568352.353884,2022-01-10T00:00:00+00:00,19,ICP,False
uni,2022-01-09T00:00:00+00:00,2022-01-09T00:00:00+00:00,2022-01-10T00:00:00+00:00,15782169491.7721,2022-01-10T00:00:00+00:00,20,UNI,True
busd,2022-01-09T00:00:00+00:00,2022-01-09T00:00:00+00:00,2022-01-10T00:00:00+00:00,14024457792.058514,2022-01-10T00:00:00+00:00,21,BUSD,False
algo,2022-01-09T00:00:00+00:00,2022-01-09T00:00:00+00:00,2022-01-10T00:00:00+00:00,14007439177.8814,2022-01-10T00:00:00+00:00,22,ALGO,False
ftt,2022-01-09T00:00:00+00:00,2022-01-09T00:00:00+00:00,2022-01-10T00:00:00+00:00,12442183569.760633,2022-01-10T00:00:00+00:00,23,FTT,False
wbtc,2022-01-09T00:00:00+00:00,2022-01-09T00:00:00+00:00,2022-01-10T00:00:00+00:00,11164049053.356058,2022-01-10T00:00:00+00:00,24,WBTC,False
ltc,2022-01-09T00:00:00+00:00,2022-01-09T00:00:00+00:00,2022-01-10T00:00:00+00:00,9090792283.746635,2022-01-10T00:00:00+00:00,25,LTC,True
dai,2022-01-09T00:00:00+00:00,2022-01-09T00:00:00+00:00,2022-01-10T00:00:00+00:00,8932340821.865713,2022-01-10T00:00:00+00:00,26,DAI,False
crv,2022-01-09T00:00:00+00:00,2022-01-09T00:00:00+00:00,2022-01-10T00:00:00+00:00,7576612891.94402,2022-01-10T00:00:00+00:00,27,CRV,False
bch,2022-01-09T00:00:00+00:00,2022-01-09T00:00:00+00:00,2022-01-10T00:00:00+00:00,7141208627.194995,2022-01-10T00:00:00+00:00,28,BCH,False
mana,2022-01-09T00:00:00+00:00,2022-01-09T00:00:00+00:00,2022-01-10T00:00:00+00:00,6451263099.785187,2022-01-10T00:00:00+00:00,29,MANA,False
gno,2022-01-09T00:00:00+00:00,2022-01-09T00:00:00+00:00,2022-01-10T00:00:00+00:00,4748021001.58573,2022-01-10T00:00:00+00:00,30,GNO,False
btc,2022-01-16T00:00:00+00:00,2022-01-16T00:00:00+00:00,2022-01-17T00:00:00+00:00,817252077983.4712,2022-01-17T00:00:00+00:00,1,BTC,True
eth,2022-01-16T00:00:00+00:00,2022-01-16T00:00:00+00:00,2022-01-17T00:00:00+00:00,396274948183.3029,2022-01-17T00:00:00+00:00,2,ETH,True
usdt,2022-01-16T00:00:00+00:00,2022-01-16T00:00:00+00:00,2022-01-17T00:00:00+00:00,81886421287.53513,2022-01-17T00:00:00+00:00,3,USDT,False
xrp,2022-01-16T00:00:00+00:00,2022-01-16T00:00:00+00:00,2022-01-17T00:00:00+00:00,77962462335.05908,2022-01-17T00:00:00+00:00,4,XRP,True
ada,2022-01-16T00:00:00+00:00,2022-01-16T00:00:00+00:00,2022-01-17T00:00:00+00:00,46583066324.297455,2022-01-17T00:00:00+00:00,5,ADA,True
cro,2022-01-16T00:00:00+00:00,2022-01-16T00:00:00+00:00,2022-01-17T00:00:00+00:00,46410605084.5964,2022-01-17T00:00:00+00:00,6,CRO,False
usdc,2022-01-16T00:00:00+00:00,2022-01-16T00:00:00+00:00,2022-01-17T00:00:00+00:00,45739524236.32032,2022-01-17T00:00:00+00:00,7,USDC,False
usdc_eth,2022-01-16T00:00:00+00:00,2022-01-16T00:00:00+00:00,2022-01-17T00:00:00+00:00,40223102268.981064,2022-01-17T00:00:00+00:00,8,USDC_ETH,False
usdt_eth,2022-01-16T00:00:00+00:00,2022-01-16T00:00:00+00:00,2022-01-17T00:00:00+00:00,39843943734.91758,2022-01-17T00:00:00+00:00,9,USDT_ETH,False
usdt_trx,2022-01-16T00:00:00+00:00,2022-01-16T00:00:00+00:00,2022-01-17T00:00:00+00:00,38765224806.402405,2022-01-17T00:00:00+00:00,10,USDT_TRX,False
dot,2022-01-16T00:00:00+00:00,2022-01-16T00:00:00+00:00,2022-01-17T00:00:00+00:00,31356377139.3374,2022-01-17T00:00:00+00:00,11,DOT,True
avaxp,2022-01-16T00:00:00+00:00,2022-01-16T00:00:00+00:00,2022-01-17T00:00:00+00:00,30986162599.90091,2022-01-17T00:00:00+00:00,12,AVAXP,False
shib_eth,2022-01-16T00:00:00+00:00,2022-01-16T00:00:00+00:00,2022-01-17T00:00:00+00:00,30535679125.279823,2022-01-17T00:00:00+00:00,13,SHIB_ETH,False
xlm,2022-01-16T00:00:00+00:00,2022-01-16T00:00:00+00:00,2022-01-17T00:00:00+00:00,27312818044.663555,2022-01-17T00:00:00+00:00,14,XLM,True
weth,2022-01-16T00:00:00+00:00,2022-01-16T00:00:00+00:00,2022-01-17T00:00:00+00:00,25787362619.04352,2022-01-17T00:00:00+00:00,15,WETH,False
link,2022-01-16T00:00:00+00:00,2022-01-16T00:00:00+00:00,2022-01-17T00:00:00+00:00,25624725926.0135,2022-01-17T00:00:00+00:00,16,LINK,True
doge,2022-01-16T00:00:00+00:00,2022-01-16T00:00:00+00:00,2022-01-17T00:00:00+00:00,23561667850.894333,2022-01-17T00:00:00+00:00,17,DOGE,True
matic_eth,2022-01-16T00:00:00+00:00,2022-01-16T00:00:00+00:00,2022-01-17T00:00:00+00:00,23275253503.0871,2022-01-17T00:00:00+00:00,18,MATIC_ETH,False
uni,2022-01-16T00:00:00+00:00,2022-01-16T00:00:00+00:00,2022-01-17T00:00:00+00:00,17823219916.3317,2022-01-17T00:00:00+00:00,19,UNI,True
ftt,2022-01-16T00:00:00+00:00,2022-01-16T00:00:00+00:00,2022-01-17T00:00:00+00:00,15549925464.417297,2022-01-17T00:00:00+00:00,20,FTT,False
icp,2022-01-16T00:00:00+00:00,2022-01-16T00:00:00+00:00,2022-01-17T00:00:00+00:00,14893603020.51325,2022-01-17T00:00:00+00:00,21,ICP,False
busd,2022-01-16T00:00:00+00:00,2022-01-16T00:00:00+00:00,2022-01-17T00:00:00+00:00,14449027852.221272,2022-01-17T00:00:00+00:00,22,BUSD,False
algo,2022-01-16T00:00:00+00:00,2022-01-16T00:00:00+00:00,2022-01-17T00:00:00+00:00,14314767149.2198,2022-01-17T00:00:00+00:00,23,ALGO,False
wbtc,2022-01-16T00:00:00+00:00,2022-01-16T00:00:00+00:00,2022-01-17T00:00:00+00:00,11516624817.301315,2022-01-17T00:00:00+00:00,24,WBTC,False
ltc,2022-01-16T00:00:00+00:00,2022-01-16T00:00:00+00:00,2022-01-17T00:00:00+00:00,10181625314.18731,2022-01-17T00:00:00+00:00,25,LTC,True
dai,2022-01-16T00:00:00+00:00,2022-01-16T00:00:00+00:00,2022-01-17T00:00:00+00:00,9256310217.614017,2022-01-17T00:00:00+00:00,26,DAI,False
crv,2022-01-16T00:00:00+00:00,2022-01-16T00:00:00+00:00,2022-01-17T00:00:00+00:00,8596664750.935707,2022-01-17T00:00:00+00:00,27,CRV,False
bch,2022-01-16T00:00:00+00:00,2022-01-16T00:00:00+00:00,2022-01-17T00:00:00+00:00,7372285415.801489,2022-01-17T00:00:00+00:00,28,BCH,False
mana,2022-01-16T00:00:00+00:00,2022-01-16T00:00:00+00:00,2022-01-17T00:00:00+00:00,6846369862.48326,2022-01-17T00:00:00+00:00,29,MANA,False
ht,2022-01-16T00:00:00+00:00,2022-01-16T00:00:00+00:00,2022-01-17T00:00:00+00:00,5009202113.11345,2022-01-17T00:00:00+00:00,30,HT,False
btc,2022-01-23T00:00:00+00:00,2022-01-23T00:00:00+00:00,2022-01-24T00:00:00+00:00,686903645043.7297,2022-01-24T00:00:00+00:00,1,BTC,True
eth,2022-01-23T00:00:00+00:00,2022-01-23T00:00:00+00:00,2022-01-24T00:00:00+00:00,299160671633.6106,2022-01-24T00:00:00+00:00,2,ETH,True
usdt,2022-01-23T00:00:00+00:00,2022-01-23T00:00:00+00:00,2022-01-24T00:00:00+00:00,79871507895.03096,2022-01-24T00:00:00+00:00,3,USDT,False
xrp,2022-01-23T00:00:00+00:00,2022-01-23T00:00:00+00:00,2022-01-24T00:00:00+00:00,62849188182.75203,2022-01-24T00:00:00+00:00,4,XRP,True
usdc,2022-01-23T00:00:00+00:00,2022-01-23T00:00:00+00:00,2022-01-24T00:00:00+00:00,47956838970.62035,2022-01-24T00:00:00+00:00,5,USDC,False
usdc_eth,2022-01-23T00:00:00+00:00,2022-01-23T00:00:00+00:00,2022-01-24T00:00:00+00:00,42456624842.67897,2022-01-24T00:00:00+00:00,6,USDC_ETH,False
usdt_eth,2022-01-23T00:00:00+00:00,2022-01-23T00:00:00+00:00,2022-01-24T00:00:00+00:00,39836860027.758484,2022-01-24T00:00:00+00:00,7,USDT_ETH,False
cro,2022-01-23T00:00:00+00:00,2022-01-23T00:00:00+00:00,2022-01-24T00:00:00+00:00,37840331658.3671,2022-01-24T00:00:00+00:00,8,CRO,False
ada,2022-01-23T00:00:00+00:00,2022-01-23T00:00:00+00:00,2022-01-24T00:00:00+00:00,36981147739.35025,2022-01-24T00:00:00+00:00,9,ADA,True
usdt_trx,2022-01-23T00:00:00+00:00,2022-01-23T00:00:00+00:00,2022-01-24T00:00:00+00:00,36757671360.01834,2022-01-24T00:00:00+00:00,10,USDT_TRX,False
shib_eth,2022-01-23T00:00:00+00:00,2022-01-23T00:00:00+00:00,2022-01-24T00:00:00+00:00,22371905855.36368,2022-01-24T00:00:00+00:00,11,SHIB_ETH,False
avaxp,2022-01-23T00:00:00+00:00,2022-01-23T00:00:00+00:00,2022-01-24T00:00:00+00:00,21711755430.12401,2022-01-24T00:00:00+00:00,12,AVAXP,False
dot,2022-01-23T00:00:00+00:00,2022-01-23T00:00:00+00:00,2022-01-24T00:00:00+00:00,21314790336.12279,2022-01-24T00:00:00+00:00,13,DOT,True
xlm,2022-01-23T00:00:00+00:00,2022-01-23T00:00:00+00:00,2022-01-24T00:00:00+00:00,21078329493.42937,2022-01-24T00:00:00+00:00,14,XLM,True
weth,2022-01-23T00:00:00+00:00,2022-01-23T00:00:00+00:00,2022-01-24T00:00:00+00:00,20607290304.891895,2022-01-24T00:00:00+00:00,15,WETH,False
doge,2022-01-23T00:00:00+00:00,2022-01-23T00:00:00+00:00,2022-01-24T00:00:00+00:00,18817887654.87779,2022-01-24T00:00:00+00:00,16,DOGE,True
link,2022-01-23T00:00:00+00:00,2022-01-23T00:00:00+00:00,2022-01-24T00:00:00+00:00,16512174455.8241,2022-01-24T00:00:00+00:00,17,LINK,True
matic_eth,2022-01-23T00:00:00+00:00,2022-01-23T00:00:00+00:00,2022-01-24T00:00:00+00:00,16063798540.0071,2022-01-24T00:00:00+00:00,18,MATIC_ETH,False
busd,2022-01-23T00:00:00+00:00,2022-01-23T00:00:00+00:00,2022-01-24T00:00:00+00:00,14020639168.746124,2022-01-24T00:00:00+00:00,19,BUSD,False
ftt,2022-01-23T00:00:00+00:00,2022-01-23T00:00:00+00:00,2022-01-24T00:00:00+00:00,12005980545.663326,2022-01-24T00:00:00+00:00,20,FTT,False
uni,2022-01-23T00:00:00+00:00,2022-01-23T00:00:00+00:00,2022-01-24T00:00:00+00:00,11510704287.3647,2022-01-24T00:00:00+00:00,21,UNI,True
icp,2022-01-23T00:00:00+00:00,2022-01-23T00:00:00+00:00,2022-01-24T00:00:00+00:00,10135223882.87504,2022-01-24T00:00:00+00:00,22,ICP,False
algo,2022-01-23T00:00:00+00:00,2022-01-23T00:00:00+00:00,2022-01-24T00:00:00+00:00,9885207720.38853,2022-01-24T00:00:00+00:00,23,ALGO,False
wbtc,2022-01-23T00:00:00+00:00,2022-01-23T00:00:00+00:00,2022-01-24T00:00:00+00:00,9809779226.234694,2022-01-24T00:00:00+00:00,24,WBTC,False
dai,2022-01-23T00:00:00+00:00,2022-01-23T00:00:00+00:00,2022-01-24T00:00:00+00:00,9121139790.426958,2022-01-24T00:00:00+00:00,25,DAI,False
ltc,2022-01-23T00:00:00+00:00,2022-01-23T00:00:00+00:00,2022-01-24T00:00:00+00:00,7776114873.720747,2022-01-24T00:00:00+00:00,26,LTC,True
bch,2022-01-23T00:00:00+00:00,2022-01-23T00:00:00+00:00,2022-01-24T00:00:00+00:00,5720103380.739382,2022-01-24T00:00:00+00:00,27,BCH,False
crv,2022-01-23T00:00:00+00:00,2022-01-23T00:00:00+00:00,2022-01-24T00:00:00+00:00,5041466987.009984,2022-01-24T00:00:00+00:00,28,CRV,False
mana,2022-01-23T00:00:00+00:00,2022-01-23T00:00:00+00:00,2022-01-24T00:00:00+00:00,4630543516.464075,2022-01-24T00:00:00+00:00,29,MANA,False
ht,2022-01-23T00:00:00+00:00,2022-01-23T00:00:00+00:00,2022-01-24T00:00:00+00:00,4600960552.23577,2022-01-24T00:00:00+00:00,30,HT,False
btc,2022-01-30T00:00:00+00:00,2022-01-30T00:00:00+00:00,2022-01-31T00:00:00+00:00,719574502508.9705,2022-01-31T00:00:00+00:00,1,BTC,True
eth,2022-01-30T00:00:00+00:00,2022-01-30T00:00:00+00:00,2022-01-31T00:00:00+00:00,308311140628.4357,2022-01-31T00:00:00+00:00,2,ETH,True
usdt,2022-01-30T00:00:00+00:00,2022-01-30T00:00:00+00:00,2022-01-31T00:00:00+00:00,79875234586.44267,2022-01-31T00:00:00+00:00,3,USDT,False
xrp,2022-01-30T00:00:00+00:00,2022-01-30T00:00:00+00:00,2022-01-31T00:00:00+00:00,60397254032.7869,2022-01-31T00:00:00+00:00,4,XRP,True
usdc,2022-01-30T00:00:00+00:00,2022-01-30T00:00:00+00:00,2022-01-31T00:00:00+00:00,50155542135.33968,2022-01-31T00:00:00+00:00,5,USDC,False
usdc_eth,2022-01-30T00:00:00+00:00,2022-01-30T00:00:00+00:00,2022-01-31T00:00:00+00:00,44642451476.13691,2022-01-31T00:00:00+00:00,6,USDC_ETH,False
cro,2022-01-30T00:00:00+00:00,2022-01-30T00:00:00+00:00,2022-01-31T00:00:00+00:00,42506201738.317,2022-01-31T00:00:00+00:00,7,CRO,False
usdt_eth,2022-01-30T00:00:00+00:00,2022-01-30T00:00:00+00:00,2022-01-31T00:00:00+00:00,39837881384.82023,2022-01-31T00:00:00+00:00,8,USDT_ETH,False
usdt_trx,2022-01-30T00:00:00+00:00,2022-01-30T00:00:00+00:00,2022-01-31T00:00:00+00:00,36760155253.252144,2022-01-31T00:00:00+00:00,9,USDT_TRX,False
ada,2022-01-30T00:00:00+00:00,2022-01-30T00:00:00+00:00,2022-01-31T00:00:00+00:00,34302056990.87252,2022-01-31T00:00:00+00:00,10,ADA,True
avaxp,2022-01-30T00:00:00+00:00,2022-01-30T00:00:00+00:00,2022-01-31T00:00:00+00:00,22968951079.981155,2022-01-31T00:00:00+00:00,11,AVAXP,False
shib_eth,2022-01-30T00:00:00+00:00,2022-01-30T00:00:00+00:00,2022-01-31T00:00:00+00:00,21109952210.492256,2022-01-31T00:00:00+00:00,12,SHIB_ETH,False
weth,2022-01-30T00:00:00+00:00,2022-01-30T00:00:00+00:00,2022-01-31T00:00:00+00:00,20710282819.140446,2022-01-31T00:00:00+00:00,13,WETH,False
dot,2022-01-30T00:00:00+00:00,2022-01-30T00:00:00+00:00,2022-01-31T00:00:00+00:00,20660967230.171436,2022-01-31T00:00:00+00:00,14,DOT,True
xlm,2022-01-30T00:00:00+00:00,2022-01-30T00:00:00+00:00,2022-01-31T00:00:00+00:00,20624986173.430496,2022-01-31T00:00:00+00:00,15,XLM,True
doge,2022-01-30T00:00:00+00:00,2022-01-30T00:00:00+00:00,2022-01-31T00:00:00+00:00,18569955013.039635,2022-01-31T00:00:00+00:00,16,DOGE,True
link,2022-01-30T00:00:00+00:00,2022-01-30T00:00:00+00:00,2022-01-31T00:00:00+00:00,17789485359.1029,2022-01-31T00:00:00+00:00,17,LINK,True
matic_eth,2022-01-30T00:00:00+00:00,2022-01-30T00:00:00+00:00,2022-01-31T00:00:00+00:00,16066291105.6155,2022-01-31T00:00:00+00:00,18,MATIC_ETH,False
busd,2022-01-30T00:00:00+00:00,2022-01-30T00:00:00+00:00,2022-01-31T00:00:00+00:00,14984756549.20661,2022-01-31T00:00:00+00:00,19,BUSD,False
ftt,2022-01-30T00:00:00+00:00,2022-01-30T00:00:00+00:00,2022-01-31T00:00:00+00:00,13751814206.32945,2022-01-31T00:00:00+00:00,20,FTT,False
uni,2022-01-30T00:00:00+00:00,2022-01-30T00:00:00+00:00,2022-01-31T00:00:00+00:00,10823323784.9859,2022-01-31T00:00:00+00:00,21,UNI,True
wbtc,2022-01-30T00:00:00+00:00,2022-01-30T00:00:00+00:00,2022-01-31T00:00:00+00:00,10299501065.284021,2022-01-31T00:00:00+00:00,22,WBTC,False
algo,2022-01-30T00:00:00+00:00,2022-01-30T00:00:00+00:00,2022-01-31T00:00:00+00:00,9468978079.35286,2022-01-31T00:00:00+00:00,23,ALGO,False
icp,2022-01-30T00:00:00+00:00,2022-01-30T00:00:00+00:00,2022-01-31T00:00:00+00:00,9194896048.738895,2022-01-31T00:00:00+00:00,24,ICP,False
dai,2022-01-30T00:00:00+00:00,2022-01-30T00:00:00+00:00,2022-01-31T00:00:00+00:00,9131496011.613522,2022-01-31T00:00:00+00:00,25,DAI,False
ltc,2022-01-30T00:00:00+00:00,2022-01-30T00:00:00+00:00,2022-01-31T00:00:00+00:00,7565466366.977498,2022-01-31T00:00:00+00:00,26,LTC,True
mana,2022-01-30T00:00:00+00:00,2022-01-30T00:00:00+00:00,2022-01-31T00:00:00+00:00,5535684198.794086,2022-01-31T00:00:00+00:00,27,MANA,False
bch,2022-01-30T00:00:00+00:00,2022-01-30T00:00:00+00:00,2022-01-31T00:00:00+00:00,5521021712.16607,2022-01-31T00:00:00+00:00,28,BCH,False
crv,2022-01-30T00:00:00+00:00,2022-01-30T00:00:00+00:00,2022-01-31T00:00:00+00:00,5386130294.56847,2022-01-31T00:00:00+00:00,29,CRV,False
ht,2022-01-30T00:00:00+00:00,2022-01-30T00:00:00+00:00,2022-01-31T00:00:00+00:00,4507145571.57694,2022-01-31T00:00:00+00:00,30,HT,False
btc,2022-02-06T00:00:00+00:00,2022-02-06T00:00:00+00:00,2022-02-07T00:00:00+00:00,802716166347.2821,2022-02-07T00:00:00+00:00,1,BTC,True
eth,2022-02-06T00:00:00+00:00,2022-02-06T00:00:00+00:00,2022-02-07T00:00:00+00:00,360233186220.1321,2022-02-07T00:00:00+00:00,2,ETH,True
usdt,2022-02-06T00:00:00+00:00,2022-02-06T00:00:00+00:00,2022-02-07T00:00:00+00:00,79890548830.11,2022-02-07T00:00:00+00:00,3,USDT,False
xrp,2022-02-06T00:00:00+00:00,2022-02-06T00:00:00+00:00,2022-02-07T00:00:00+00:00,68272290967.84061,2022-02-07T00:00:00+00:00,4,XRP,True
usdc,2022-02-06T00:00:00+00:00,2022-02-06T00:00:00+00:00,2022-02-07T00:00:00+00:00,51394436542.398384,2022-02-07T00:00:00+00:00,5,USDC,False
cro,2022-02-06T00:00:00+00:00,2022-02-06T00:00:00+00:00,2022-02-07T00:00:00+00:00,46063202956.9659,2022-02-07T00:00:00+00:00,6,CRO,False
usdc_eth,2022-02-06T00:00:00+00:00,2022-02-06T00:00:00+00:00,2022-02-07T00:00:00+00:00,45775840101.45497,2022-02-07T00:00:00+00:00,7,USDC_ETH,False
