asset,day,source_timestamp,available_at,market_cap_usd,rebalance_time,market_cap_rank,canonical_symbol,local_data_available
eth,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,390100025024.9491,2022-03-28T00:00:00+00:00,2,ETH,True
xrp,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,85628738159.05142,2022-03-28T00:00:00+00:00,3,XRP,True
usdt,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,84267430690.63046,2022-03-28T00:00:00+00:00,4,USDT,False
usdc,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,52866968372.0794,2022-03-28T00:00:00+00:00,5,USDC,False
cro,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,48508911140.2579,2022-03-28T00:00:00+00:00,6,CRO,False
usdc_eth,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,46619018479.82532,2022-03-28T00:00:00+00:00,7,USDC_ETH,False
usdt_trx,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,40758497033.51073,2022-03-28T00:00:00+00:00,8,USDT_TRX,False
usdt_eth,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,39831593855.46597,2022-03-28T00:00:00+00:00,9,USDT_ETH,False
ada,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,39052511586.92557,2022-03-28T00:00:00+00:00,10,ADA,True
avaxp,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,30590792240.7765,2022-03-28T00:00:00+00:00,11,AVAXP,False
dot,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,25746897470.305485,2022-03-28T00:00:00+00:00,12,DOT,True
shib_eth,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,25445679059.3401,2022-03-28T00:00:00+00:00,13,SHIB_ETH,False
xlm,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,24192933474.440365,2022-03-28T00:00:00+00:00,14,XLM,True
weth,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,21480560325.20717,2022-03-28T00:00:00+00:00,15,WETH,False
doge,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,19297888090.671265,2022-03-28T00:00:00+00:00,16,DOGE,True
busd,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,17562131167.84645,2022-03-28T00:00:00+00:00,17,BUSD,False
ftt,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,17326812301.28253,2022-03-28T00:00:00+00:00,18,FTT,False
matic_eth,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,16911421598.667,2022-03-28T00:00:00+00:00,19,MATIC_ETH,False
link,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,16819137208.273,2022-03-28T00:00:00+00:00,20,LINK,True
wbtc,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,12827734901.255882,2022-03-28T00:00:00+00:00,21,WBTC,False
uni,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,11361596406.5578,2022-03-28T00:00:00+00:00,22,UNI,True
icp,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,10414923549.327707,2022-03-28T00:00:00+00:00,23,ICP,False
algo,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,9469303729.9851,2022-03-28T00:00:00+00:00,24,ALGO,False
dai,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,9254521551.342438,2022-03-28T00:00:00+00:00,25,DAI,False
ltc,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,9036806276.24923,2022-03-28T00:00:00+00:00,26,LTC,True
bch,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,7158260328.037556,2022-03-28T00:00:00+00:00,27,BCH,False
etc,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,6453545052.481782,2022-03-28T00:00:00+00:00,28,ETC,False
mana,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,5973695994.346157,2022-03-28T00:00:00+00:00,29,MANA,False
ht,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,4542543659.244285,2022-03-28T00:00:00+00:00,30,HT,False
btc,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,882457046122.9756,2022-04-04T00:00:00+00:00,1,BTC,True
eth,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,417953425564.6764,2022-04-04T00:00:00+00:00,2,ETH,True
usdt,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,85363163107.09625,2022-04-04T00:00:00+00:00,3,USDT,False
xrp,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,84290508127.31102,2022-04-04T00:00:00+00:00,4,XRP,True
usdc,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,52307382700.0235,2022-04-04T00:00:00+00:00,5,USDC,False
cro,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,47978170982.6528,2022-04-04T00:00:00+00:00,6,CRO,False
usdc_eth,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,45959964520.86495,2022-04-04T00:00:00+00:00,7,USDC_ETH,False
usdt_trx,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,41756577875.81752,2022-04-04T00:00:00+00:00,8,USDT_TRX,False
usdt_eth,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,39829415551.74976,2022-04-04T00:00:00+00:00,9,USDT_ETH,False
ada,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,39259770675.07947,2022-04-04T00:00:00+00:00,10,ADA,True
avaxp,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,33519493653.63813,2022-04-04T00:00:00+00:00,11,AVAXP,False
shib_eth,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,26764625706.114937,2022-04-04T00:00:00+00:00,12,SHIB_ETH,False
dot,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,26730096106.883183,2022-04-04T00:00:00+00:00,13,DOT,True
xlm,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,24975893390.567776,2022-04-04T00:00:00+00:00,14,XLM,True
weth,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,21950436259.261826,2022-04-04T00:00:00+00:00,15,WETH,False
doge,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,19581090723.282387,2022-04-04T00:00:00+00:00,16,DOGE,True
link,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,18098133361.8446,2022-04-04T00:00:00+00:00,17,LINK,True
busd,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,17789482565.810802,2022-04-04T00:00:00+00:00,18,BUSD,False
matic_eth,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,16897878186.8234,2022-04-04T00:00:00+00:00,19,MATIC_ETH,False
ftt,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,16805149591.944904,2022-04-04T00:00:00+00:00,20,FTT,False
wbtc,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,12781829310.0107,2022-04-04T00:00:00+00:00,21,WBTC,False
uni,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,11860770766.0577,2022-04-04T00:00:00+00:00,22,UNI,True
icp,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,10788634969.170607,2022-04-04T00:00:00+00:00,23,ICP,False
algo,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,9320197672.41622,2022-04-04T00:00:00+00:00,24,ALGO,False
dai,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,9087393812.354828,2022-04-04T00:00:00+00:00,25,DAI,False
ltc,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,9021289932.718239,2022-04-04T00:00:00+00:00,26,LTC,True
bch,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,7208722717.816497,2022-04-04T00:00:00+00:00,27,BCH,False
etc,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,6266951567.772977,2022-04-04T00:00:00+00:00,28,ETC,False
mana,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,5978423207.871501,2022-04-04T00:00:00+00:00,29,MANA,False
crv,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,5083004643.106432,2022-04-04T00:00:00+00:00,30,CRV,False
btc,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,803372627468.9935,2022-04-11T00:00:00+00:00,1,BTC,True
eth,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,382155324406.553,2022-04-11T00:00:00+00:00,2,ETH,True
usdt,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,85360649139.26514,2022-04-11T00:00:00+00:00,3,USDT,False
xrp,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,75686344313.44324,2022-04-11T00:00:00+00:00,4,XRP,True
usdc,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,51584573257.806885,2022-04-11T00:00:00+00:00,5,USDC,False
usdc_eth,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,45185956033.532104,2022-04-11T00:00:00+00:00,6,USDC_ETH,False
cro,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,44208989962.7102,2022-04-11T00:00:00+00:00,7,CRO,False
usdt_trx,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,41755348133.921074,2022-04-11T00:00:00+00:00,8,USDT_TRX,False
usdt_eth,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,39828242565.27658,2022-04-11T00:00:00+00:00,9,USDT_ETH,False
ada,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,34272932895.97065,2022-04-11T00:00:00+00:00,10,ADA,True
avaxp,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,28332112278.17786,2022-04-11T00:00:00+00:00,11,AVAXP,False
shib_eth,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,24613155932.887184,2022-04-11T00:00:00+00:00,12,SHIB_ETH,False
dot,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,22484755597.62691,2022-04-11T00:00:00+00:00,13,DOT,True
xlm,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,21290058650.78549,2022-04-11T00:00:00+00:00,14,XLM,True
weth,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,20312933930.523426,2022-04-11T00:00:00+00:00,15,WETH,False
doge,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,20067936697.63218,2022-04-11T00:00:00+00:00,16,DOGE,True
busd,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,17932065991.957848,2022-04-11T00:00:00+00:00,17,BUSD,False
link,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,15364635211.1815,2022-04-11T00:00:00+00:00,18,LINK,True
ftt,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,15042541563.686596,2022-04-11T00:00:00+00:00,19,FTT,False
matic_eth,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,14351360962.9432,2022-04-11T00:00:00+00:00,20,MATIC_ETH,False
wbtc,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,11657792824.52533,2022-04-11T00:00:00+00:00,21,WBTC,False
uni,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,9941364380.64404,2022-04-11T00:00:00+00:00,22,UNI,True
dai,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,9019275015.185232,2022-04-11T00:00:00+00:00,23,DAI,False
icp,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,8393447757.831204,2022-04-11T00:00:00+00:00,24,ICP,False
ltc,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,7778734709.304564,2022-04-11T00:00:00+00:00,25,LTC,True
algo,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,7560057358.06032,2022-04-11T00:00:00+00:00,26,ALGO,False
bch,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,6103139731.720145,2022-04-11T00:00:00+00:00,27,BCH,False
etc,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,5468562273.218702,2022-04-11T00:00:00+00:00,28,ETC,False
mana,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,4989052269.729555,2022-04-11T00:00:00+00:00,29,MANA,False
ht,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,4760456489.267205,2022-04-11T00:00:00+00:00,30,HT,False
btc,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,754972012082.3365,2022-04-18T00:00:00+00:00,1,BTC,True
eth,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,356077322435.2663,2022-04-18T00:00:00+00:00,2,ETH,True
usdt,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,85352095455.29408,2022-04-18T00:00:00+00:00,3,USDT,False
xrp,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,75317394021.90332,2022-04-18T00:00:00+00:00,4,XRP,True
usdc,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,50729442855.6292,2022-04-18T00:00:00+00:00,5,USDC,False
usdc_eth,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,44152018576.088326,2022-04-18T00:00:00+00:00,6,USDC_ETH,False
usdt_trx,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,41751854860.67124,2022-04-18T00:00:00+00:00,7,USDT_TRX,False
cro,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,40547707219.3444,2022-04-18T00:00:00+00:00,8,CRO,False
usdt_eth,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,39823488042.10807,2022-04-18T00:00:00+00:00,9,USDT_ETH,False
ada,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,30469799667.321407,2022-04-18T00:00:00+00:00,10,ADA,True
avaxp,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,26047365134.169594,2022-04-18T00:00:00+00:00,11,AVAXP,False
shib_eth,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,24832169566.93782,2022-04-18T00:00:00+00:00,12,SHIB_ETH,False
xlm,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,20811985750.909065,2022-04-18T00:00:00+00:00,13,XLM,True
dot,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,20553403086.27882,2022-04-18T00:00:00+00:00,14,DOT,True
weth,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,18834985360.986897,2022-04-18T00:00:00+00:00,15,WETH,False
doge,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,18691479723.866615,2022-04-18T00:00:00+00:00,16,DOGE,True
busd,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,17453314640.22548,2022-04-18T00:00:00+00:00,17,BUSD,False
ftt,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,14926617377.39876,2022-04-18T00:00:00+00:00,18,FTT,False
link,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,13757424024.8399,2022-04-18T00:00:00+00:00,19,LINK,True
matic_eth,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,13413889767.1448,2022-04-18T00:00:00+00:00,20,MATIC_ETH,False
wbtc,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,11040179448.216818,2022-04-18T00:00:00+00:00,21,WBTC,False
uni,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,9255210164.25801,2022-04-18T00:00:00+00:00,22,UNI,True
dai,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,8740406123.012554,2022-04-18T00:00:00+00:00,23,DAI,False
icp,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,7921096566.367223,2022-04-18T00:00:00+00:00,24,ICP,False
ltc,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,7626326143.663139,2022-04-18T00:00:00+00:00,25,LTC,True
algo,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,7116919092.19327,2022-04-18T00:00:00+00:00,26,ALGO,False
bch,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,6261717456.385753,2022-04-18T00:00:00+00:00,27,BCH,False
etc,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,4925406693.432778,2022-04-18T00:00:00+00:00,28,ETC,False
ht,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,4660375985.139215,2022-04-18T00:00:00+00:00,29,HT,False
mana,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,4513002101.375984,2022-04-18T00:00:00+00:00,30,MANA,False
btc,2022-04-24T00:00:00+00:00,2022-04-24T00:00:00+00:00,2022-04-25T00:00:00+00:00,751560334690.4332,2022-04-25T00:00:00+00:00,1,BTC,True
eth,2022-04-24T00:00:00+00:00,2022-04-24T00:00:00+00:00,2022-04-25T00:00:00+00:00,347696717281.1342,2022-04-25T00:00:00+00:00,2,ETH,True
usdt,2022-04-24T00:00:00+00:00,2022-04-24T00:00:00+00:00,2022-04-25T00:00:00+00:00,85452659160.40381,2022-04-25T00:00:00+00:00,3,USDT,False
xrp,2022-04-24T00:00:00+00:00,2022-04-24T00:00:00+00:00,2022-04-25T00:00:00+00:00,69896527087.02322,2022-04-25T00:00:00+00:00,4,XRP,True
usdc,2022-04-24T00:00:00+00:00,2022-04-24T00:00:00+00:00,2022-04-25T00:00:00+00:00,50393150295.906204,2022-04-25T00:00:00+00:00,5,USDC,False
usdc_eth,2022-04-24T00:00:00+00:00,2022-04-24T00:00:00+00:00,2022-04-25T00:00:00+00:00,43745323176.43602,2022-04-25T00:00:00+00:00,6,USDC_ETH,False
usdt_trx,2022-04-24T00:00:00+00:00,2022-04-24T00:00:00+00:00,2022-04-25T00:00:00+00:00,41752120545.69124,2022-04-25T00:00:00+00:00,7,USDT_TRX,False
usdt_eth,2022-04-24T00:00:00+00:00,2022-04-24T00:00:00+00:00,2022-04-25T00:00:00+00:00,39823741456.10014,2022-04-25T00:00:00+00:00,8,USDT_ETH,False
cro,2022-04-24T00:00:00+00:00,2022-04-24T00:00:00+00:00,2022-04-25T00:00:00+00:00,39776837820.0317,2022-04-25T00:00:00+00:00,9,CRO,False
ada,2022-04-24T00:00:00+00:00,2022-04-24T00:00:00+00:00,2022-04-25T00:00:00+00:00,29381782613.355125,2022-04-25T00:00:00+00:00,10,ADA,True
avaxp,2022-04-24T00:00:00+00:00,2022-04-24T00:00:00+00:00,2022-04-25T00:00:00+00:00,24911823315.786846,2022-04-25T00:00:00+00:00,11,AVAXP,False
shib_eth,2022-04-24T00:00:00+00:00,2022-04-24T00:00:00+00:00,2022-04-25T00:00:00+00:00,23960324491.239307,2022-04-25T00:00:00+00:00,12,SHIB_ETH,False
dot,2022-04-24T00:00:00+00:00,2022-04-24T00:00:00+00:00,2022-04-25T00:00:00+00:00,21079482872.458157,2022-04-25T00:00:00+00:00,13,DOT,True
xlm,2022-04-24T00:00:00+00:00,2022-04-24T00:00:00+00:00,2022-04-25T00:00:00+00:00,20037612189.28313,2022-04-25T00:00:00+00:00,14,XLM,True
weth,2022-04-24T00:00:00+00:00,2022-04-24T00:00:00+00:00,2022-04-25T00:00:00+00:00,18104768741.022957,2022-04-25T00:00:00+00:00,15,WETH,False
doge,2022-04-24T00:00:00+00:00,2022-04-24T00:00:00+00:00,2022-04-25T00:00:00+00:00,17704569846.993027,2022-04-25T00:00:00+00:00,16,DOGE,True
busd,2022-04-24T00:00:00+00:00,2022-04-24T00:00:00+00:00,2022-04-25T00:00:00+00:00,17560000753.827744,2022-04-25T00:00:00+00:00,17,BUSD,False
ftt,2022-04-24T00:00:00+00:00,2022-04-24T00:00:00+00:00,2022-04-25T00:00:00+00:00,13593273427.767418,2022-04-25T00:00:00+00:00,18,FTT,False
matic_eth,2022-04-24T00:00:00+00:00,2022-04-24T00:00:00+00:00,2022-04-25T00:00:00+00:00,13461685392.4015,2022-04-25T00:00:00+00:00,19,MATIC_ETH,False
link,2022-04-24T00:00:00+00:00,2022-04-24T00:00:00+00:00,2022-04-25T00:00:00+00:00,13280981937.3207,2022-04-25T00:00:00+00:00,20,LINK,True
wbtc,2022-04-24T00:00:00+00:00,2022-04-24T00:00:00+00:00,2022-04-25T00:00:00+00:00,11083231586.881573,2022-04-25T00:00:00+00:00,21,WBTC,False
uni,2022-04-24T00:00:00+00:00,2022-04-24T00:00:00+00:00,2022-04-25T00:00:00+00:00,8729948820.52393,2022-04-25T00:00:00+00:00,22,UNI,True
dai,2022-04-24T00:00:00+00:00,2022-04-24T00:00:00+00:00,2022-04-25T00:00:00+00:00,8706833886.573,2022-04-25T00:00:00+00:00,23,DAI,False
icp,2022-04-24T00:00:00+00:00,2022-04-24T00:00:00+00:00,2022-04-25T00:00:00+00:00,7782580041.133179,2022-04-25T00:00:00+00:00,24,ICP,False
ltc,2022-04-24T00:00:00+00:00,2022-04-24T00:00:00+00:00,2022-04-25T00:00:00+00:00,7346606073.396572,2022-04-25T00:00:00+00:00,25,LTC,True
algo,2022-04-24T00:00:00+00:00,2022-04-24T00:00:00+00:00,2022-04-25T00:00:00+00:00,7025961013.50874,2022-04-25T00:00:00+00:00,26,ALGO,False
bch,2022-04-24T00:00:00+00:00,2022-04-24T00:00:00+00:00,2022-04-25T00:00:00+00:00,5866801274.721832,2022-04-25T00:00:00+00:00,27,BCH,False
ht,2022-04-24T00:00:00+00:00,2022-04-24T00:00:00+00:00,2022-04-25T00:00:00+00:00,4721206464.083475,2022-04-25T00:00:00+00:00,28,HT,False
crv,2022-04-24T00:00:00+00:00,2022-04-24T00:00:00+00:00,2022-04-25T00:00:00+00:00,4679368010.627803,2022-04-25T00:00:00+00:00,29,CRV,False
etc,2022-04-24T00:00:00+00:00,2022-04-24T00:00:00+00:00,2022-04-25T00:00:00+00:00,4555447257.146879,2022-04-25T00:00:00+00:00,30,ETC,False
btc,2022-05-01T00:00:00+00:00,2022-05-01T00:00:00+00:00,2022-05-02T00:00:00+00:00,731799466487.4058,2022-05-02T00:00:00+00:00,1,BTC,True
eth,2022-05-01T00:00:00+00:00,2022-05-01T00:00:00+00:00,2022-05-02T00:00:00+00:00,336406685697.2194,2022-05-02T00:00:00+00:00,2,ETH,True
usdt,2022-05-01T00:00:00+00:00,2022-05-01T00:00:00+00:00,2022-05-02T00:00:00+00:00,85437374219.97932,2022-05-02T00:00:00+00:00,3,USDT,False
xrp,2022-05-01T00:00:00+00:00,2022-05-01T00:00:00+00:00,2022-05-02T00:00:00+00:00,60729644793.53729,2022-05-02T00:00:00+00:00,4,XRP,True
usdc,2022-05-01T00:00:00+00:00,2022-05-01T00:00:00+00:00,2022-05-02T00:00:00+00:00,49950790676.94822,2022-05-02T00:00:00+00:00,5,USDC,False
usdc_eth,2022-05-01T00:00:00+00:00,2022-05-01T00:00:00+00:00,2022-05-02T00:00:00+00:00,43269506532.4979,2022-05-02T00:00:00+00:00,6,USDC_ETH,False
usdt_trx,2022-05-01T00:00:00+00:00,2022-05-01T00:00:00+00:00,2022-05-02T00:00:00+00:00,41744652332.52077,2022-05-02T00:00:00+00:00,7,USDT_TRX,False
