symbol,entry_signal_time,exit_signal_time,entry_price,exit_price,net_trade_return_after_round_trip_cost,holding_days,exit_reason
BNB/USDT,2021-11-21 00:00:00+00:00,2021-12-05 00:00:00+00:00,604.541,569.447,-0.061810930138677334,14,DAILY_TRAILING_STOP
SOL/USDT,2021-11-22 00:00:00+00:00,2021-12-05 00:00:00+00:00,230.417,200.72,-0.1323612296189508,13,DAILY_TRAILING_STOP
BNB/USDT,2021-12-09 00:00:00+00:00,2021-12-21 00:00:00+00:00,607.499,523.5,-0.1417102256288183,12,DAILY_TRAILING_STOP
ETH/USDT,2021-12-07 00:00:00+00:00,2021-12-29 00:00:00+00:00,4347.77,3793.37,-0.1309966243873928,22,DAILY_TRAILING_STOP
BNB/USDT,2021-12-24 00:00:00+00:00,2022-01-05 00:00:00+00:00,549.2,507.151,-0.08025046411183456,12,DAILY_TRAILING_STOP
XMR/USDT,2022-01-14 00:00:00+00:00,2022-01-21 00:00:00+00:00,223.62,188.67,-0.15966001991188006,7,DAILY_TRAILING_STOP
LINK/USDT,2022-01-17 00:00:00+00:00,2022-01-22 00:00:00+00:00,25.4949,17.4191,-0.3194888909291388,5,DAILY_TRAILING_STOP
BTC/USDT,2022-02-05 00:00:00+00:00,2022-02-19 00:00:00+00:00,41579.7,39976.5,-0.04239537145162908,14,DAILY_TRAILING_STOP
BTC/USDT,2022-03-01 00:00:00+00:00,2022-03-08 00:00:00+00:00,43179.8,37994.5,-0.12359887379512202,7,DAILY_TRAILING_STOP
XRP/USDT,2022-02-26 00:00:00+00:00,2022-04-01 00:00:00+00:00,0.76999,0.81488,0.05407471009746123,34,DAILY_TRAILING_STOP
XRP/USDT,2022-04-16 00:00:00+00:00,2022-04-26 00:00:00+00:00,0.78557,0.69316,-0.12115674706063528,10,DAILY_TRAILING_STOP
XMR/USDT,2022-03-09 00:00:00+00:00,2022-04-27 00:00:00+00:00,203.17,230.17,0.12837110638692106,49,DAILY_TRAILING_STOP
XMR/USDT,2022-05-05 00:00:00+00:00,2022-05-11 00:00:00+00:00,225.5,162.93,-0.28035662599413147,6,DAILY_TRAILING_STOP
TRX/USDT,2022-05-02 00:00:00+00:00,2022-05-12 00:00:00+00:00,0.070769,0.075,0.05555538162748119,10,DAILY_TRAILING_STOP
TRX/USDT,2022-05-20 00:00:00+00:00,2022-06-12 00:00:00+00:00,0.073574,0.076173,0.031191945084740214,23,DAILY_TRAILING_STOP
SNX/USDT,2022-07-28 00:00:00+00:00,2022-08-18 00:00:00+00:00,3.745347,3.49999,-0.0692403176442834,21,DAILY_TRAILING_STOP
UNI/USDT,2022-07-28 00:00:00+00:00,2022-08-19 00:00:00+00:00,8.0381,7.572,-0.06174687362811859,22,DAILY_TRAILING_STOP
SHIB/USDT,2022-08-26 00:00:00+00:00,2022-09-04 00:00:00+00:00,1.393e-05,1.232e-05,-0.1191085166350716,9,DAILY_TRAILING_STOP
AAVE/USDT,2022-08-26 00:00:00+00:00,2022-09-16 00:00:00+00:00,93.25,78.515,-0.1613772990212604,21,DAILY_TRAILING_STOP
ADA/USDT,2022-09-04 00:00:00+00:00,2022-09-20 00:00:00+00:00,0.48037,0.453925,-0.058823564852724775,16,DAILY_TRAILING_STOP
LINK/USDT,2022-09-24 00:00:00+00:00,2022-10-12 00:00:00+00:00,7.4505,7.1333,-0.04639638245822286,18,DAILY_TRAILING_STOP
XMR/USDT,2022-09-27 00:00:00+00:00,2022-10-14 00:00:00+00:00,145.66,142.77,-0.02375353645311329,17,DAILY_TRAILING_STOP
TRX/USDT,2022-10-15 00:00:00+00:00,2022-11-03 00:00:00+00:00,0.063932,0.061551,-0.04108603789730192,19,DAILY_TRAILING_STOP
BNB/USDT,2022-10-18 00:00:00+00:00,2022-11-09 00:00:00+00:00,275.617,327.298,0.18276964467969892,22,DAILY_TRAILING_STOP
UNI/USDT,2022-11-16 00:00:00+00:00,2022-11-29 00:00:00+00:00,6.2775,5.2915,-0.16043389127758023,13,DAILY_TRAILING_STOP
LTC/USDT,2022-11-18 00:00:00+00:00,2022-12-16 00:00:00+00:00,62.557,72.418,0.15301095301284828,28,DAILY_TRAILING_STOP
XMR/USDT,2022-12-21 00:00:00+00:00,2023-01-17 00:00:00+00:00,148.5,168.11,0.12753469491992453,27,DAILY_TRAILING_STOP
LTC/USDT,2022-12-26 00:00:00+00:00,2023-02-25 00:00:00+00:00,69.159,91.603,0.3192400029103577,61,DAILY_TRAILING_STOP
SNX/USDT,2023-02-02 00:00:00+00:00,2023-03-10 00:00:00+00:00,2.669435,2.365664,-0.11733373109406064,36,DAILY_TRAILING_STOP
SNX/USDT,2023-03-13 00:00:00+00:00,2023-03-28 00:00:00+00:00,2.780482,2.346106,-0.15959164368435785,15,DAILY_TRAILING_STOP
BTC/USDT,2023-03-13 00:00:00+00:00,2023-04-20 00:00:00+00:00,22001.4,28803.8,0.3039540561263865,38,DAILY_TRAILING_STOP
XRP/USDT,2023-04-19 00:00:00+00:00,2023-04-20 00:00:00+00:00,0.53236,0.49121,-0.08098076144652633,1,DAILY_TRAILING_STOP
BTC/USDT,2023-04-27 00:00:00+00:00,2023-05-12 00:00:00+00:00,28415.1,26969.8,-0.05465276814987419,15,DAILY_TRAILING_STOP
XRP/USDT,2023-05-17 00:00:00+00:00,2023-06-06 00:00:00+00:00,0.44254,0.50882,0.14518186476957973,20,DAILY_TRAILING_STOP
BTC/USDT,2023-05-28 00:00:00+00:00,2023-06-06 00:00:00+00:00,26855.4,25725.7,-0.045890115402847265,9,DAILY_TRAILING_STOP
LTC/USDT,2023-07-01 00:00:00+00:00,2023-07-11 00:00:00+00:00,108.715,96.747,-0.1136385555706414,10,DAILY_TRAILING_STOP
XLM/USDT,2023-07-14 00:00:00+00:00,2023-07-16 00:00:00+00:00,0.1551,0.127876,-0.17881678293960113,2,DAILY_TRAILING_STOP
TRX/USDT,2023-06-22 00:00:00+00:00,2023-07-24 00:00:00+00:00,0.072312,0.083349,0.1480289503965848,32,DAILY_TRAILING_STOP
LINK/USDT,2023-08-09 00:00:00+00:00,2023-08-16 00:00:00+00:00,7.4583,7.0495,-0.05858462606316006,7,DAILY_TRAILING_STOP
XMR/USDT,2023-08-28 00:00:00+00:00,2023-09-02 00:00:00+00:00,145.39,140.76,-0.035710270085044904,5,DAILY_TRAILING_STOP
GRAM/USDT,2023-09-13 00:00:00+00:00,2023-10-02 00:00:00+00:00,1.8169,2.1286,0.16687907689491954,19,DAILY_TRAILING_STOP
TRX/USDT,2023-08-21 00:00:00+00:00,2023-10-07 00:00:00+00:00,0.075911,0.087231,0.14453468476360243,47,DAILY_TRAILING_STOP
GRAM/USDT,2023-10-07 00:00:00+00:00,2023-11-10 00:00:00+00:00,2.1404,2.4694,0.14910395989930048,34,DAILY_TRAILING_STOP
LINK/USDT,2023-10-07 00:00:00+00:00,2023-11-18 00:00:00+00:00,7.6404,13.7001,0.7859547905915827,42,DAILY_TRAILING_STOP
LINK/USDT,2023-11-20 00:00:00+00:00,2023-12-12 00:00:00+00:00,14.908,14.7677,-0.013365501355753762,22,DAILY_TRAILING_STOP
SOL/USDT,2023-12-19 00:00:00+00:00,2023-12-29 00:00:00+00:00,74.42,101.807,0.36254481094247937,10,DAILY_TRAILING_STOP
NEAR/USDT,2023-12-17 00:00:00+00:00,2024-01-04 00:00:00+00:00,2.3904,3.7727,0.5719709343027466,18,DAILY_TRAILING_STOP
SOL/USDT,2024-01-02 00:00:00+00:00,2024-01-04 00:00:00+00:00,109.936,98.53,-0.10732911269587153,2,DAILY_TRAILING_STOP
NEAR/USDT,2024-01-11 00:00:00+00:00,2024-01-23 00:00:00+00:00,3.6034,2.6479,-0.2680997000282612,12,DAILY_TRAILING_STOP
SOL/USDT,2024-01-10 00:00:00+00:00,2024-01-24 00:00:00+00:00,99.364,84.362,-0.15436953475200088,14,DAILY_TRAILING_STOP
SEI/USDT,2024-01-27 00:00:00+00:00,2024-02-06 00:00:00+00:00,0.6696,0.6108,-0.09145508266620883,10,DAILY_TRAILING_STOP
SYN/USDT,2024-02-10 00:00:00+00:00,2024-02-11 00:00:00+00:00,0.7682,0.7682,-0.003992015968063867,1,UNIVERSE_OR_DATA_EXIT
SUI/USDT,2024-01-24 00:00:00+00:00,2024-02-24 00:00:00+00:00,1.18538,1.60265,0.3466164399675902,31,DAILY_TRAILING_STOP
SEI/USDT,2024-02-27 00:00:00+00:00,2024-03-06 00:00:00+00:00,0.8918,0.7217,-0.1939684210856153,8,DAILY_TRAILING_STOP
PEPE/USDT,2024-03-21 00:00:00+00:00,2024-04-06 00:00:00+00:00,8.3841e-06,6.58e-06,-0.21831412615186607,16,DAILY_TRAILING_STOP
NEAR/USDT,2024-04-06 00:00:00+00:00,2024-04-13 00:00:00+00:00,7.2182,5.7874,-0.2014218770903512,7,DAILY_TRAILING_STOP
DOGE/USDT,2024-04-08 00:00:00+00:00,2024-04-14 00:00:00+00:00,0.19891,0.15244,-0.23668263493123354,6,DAILY_TRAILING_STOP
BNB/USDT,2024-04-21 00:00:00+00:00,2024-05-02 00:00:00+00:00,570.524,561.794,-0.019232653873916816,11,DAILY_TRAILING_STOP
ONDO/USDT,2024-04-21 00:00:00+00:00,2024-05-15 00:00:00+00:00,0.82225,0.73368,-0.11127864065119997,24,DAILY_TRAILING_STOP
NEAR/USDT,2024-05-04 00:00:00+00:00,2024-06-04 00:00:00+00:00,6.8738,7.1201,0.03169665208556949,31,DAILY_TRAILING_STOP
PEPE/USDT,2024-05-21 00:00:00+00:00,2024-06-08 00:00:00+00:00,1.141e-05,1.278e-05,0.11559877615496439,18,DAILY_TRAILING_STOP
ONDO/USDT,2024-06-13 00:00:00+00:00,2024-06-18 00:00:00+00:00,1.34246,1.10719,-0.17854529755797632,5,DAILY_TRAILING_STOP
GRAM/USDT,2024-06-13 00:00:00+00:00,2024-07-05 00:00:00+00:00,7.4613,7.1236,-0.04907154583652984,22,DAILY_TRAILING_STOP
ONDO/USDT,2024-06-21 00:00:00+00:00,2024-07-05 00:00:00+00:00,1.24167,1.03853,-0.16694115855526293,14,DAILY_TRAILING_STOP
XMR/USDT,2024-07-12 00:00:00+00:00,2024-07-26 00:00:00+00:00,158.34,162.92,0.024817612469894,14,DAILY_TRAILING_STOP
XRP/USDT,2024-08-08 00:00:00+00:00,2024-08-28 00:00:00+00:00,0.60041,0.56663,-0.060028973548048925,20,DAILY_TRAILING_STOP
XMR/USDT,2024-08-09 00:00:00+00:00,2024-08-28 00:00:00+00:00,158.13,155.82,-0.018541933397481336,19,DAILY_TRAILING_STOP
AAVE/USDT,2024-08-31 00:00:00+00:00,2024-10-02 00:00:00+00:00,131.209,144.85,0.09955686337847203,32,DAILY_TRAILING_STOP
TAO/USDT,2024-10-05 00:00:00+00:00,2024-10-24 00:00:00+00:00,585.94,527.23,-0.1037899965505722,19,DAILY_TRAILING_STOP
SUI/USDT,2024-09-07 00:00:00+00:00,2024-10-26 00:00:00+00:00,0.838,1.75,1.0799689404008213,49,DAILY_TRAILING_STOP
SHIB/USDT,2024-11-06 00:00:00+00:00,2024-11-14 00:00:00+00:00,1.7863e-05,2.583e-05,0.44023323224233923,8,DAILY_TRAILING_STOP
SUI/USDT,2024-10-30 00:00:00+00:00,2024-12-10 00:00:00+00:00,2.071,3.848,0.8506222706687059,41,DAILY_TRAILING_STOP
ENA/USDT,2024-11-28 00:00:00+00:00,2024-12-21 00:00:00+00:00,0.7084,1.1808,0.6602007729318327,23,DAILY_TRAILING_STOP
ONDO/USDT,2024-12-11 00:00:00+00:00,2024-12-21 00:00:00+00:00,1.73518,1.79796,0.03204423458664807,10,DAILY_TRAILING_STOP
ENA/USDT,2024-12-21 00:00:00+00:00,2024-12-31 00:00:00+00:00,1.1808,0.953,-0.19614193023167759,10,END_OF_RESEARCH
AAVE/USDT,2024-12-24 00:00:00+00:00,2024-12-31 00:00:00+00:00,383.487,322.245,-0.16305222128945385,7,END_OF_RESEARCH
