checked_at_utc,credits_included,credits_used_before,credits_used_after,pilot_budget,credits_consumed,paid_credits_consumed,usage_checked_before,usage_checked_after,status
2026-07-29T01:27:21.737294+00:00,,,,0,0,0,False,False,NOT_CALCULABLE_CREDENTIAL_MISSING
