rebalance_time,symbol,completed_return_count,required_return_count,first_available_close,last_available_close,eligible,reason
2022-01-10T00:00:00+00:00,BCH,373,84,2021-01-02T00:00:00+00:00,2022-01-10T00:00:00+00:00,True,READY
2022-01-10T00:00:00+00:00,BTC,373,84,2021-01-02T00:00:00+00:00,2022-01-10T00:00:00+00:00,True,READY
2022-01-10T00:00:00+00:00,COMP,373,84,2021-01-02T00:00:00+00:00,2022-01-10T00:00:00+00:00,True,READY
2022-01-10T00:00:00+00:00,CRO,373,84,2021-01-02T00:00:00+00:00,2022-01-10T00:00:00+00:00,True,READY
2022-01-10T00:00:00+00:00,CRV,352,84,2021-01-23T00:00:00+00:00,2022-01-10T00:00:00+00:00,True,READY
2022-01-10T00:00:00+00:00,DOGE,334,84,2021-02-10T00:00:00+00:00,2022-01-10T00:00:00+00:00,True,READY
2022-01-10T00:00:00+00:00,DOT,373,84,2021-01-02T00:00:00+00:00,2022-01-10T00:00:00+00:00,True,READY
2022-01-10T00:00:00+00:00,ETC,373,84,2021-01-02T00:00:00+00:00,2022-01-10T00:00:00+00:00,True,READY
2022-01-10T00:00:00+00:00,ETH,373,84,2021-01-02T00:00:00+00:00,2022-01-10T00:00:00+00:00,True,READY
2022-01-10T00:00:00+00:00,FTT,106,84,2021-09-26T00:00:00+00:00,2022-01-10T00:00:00+00:00,True,READY
2022-01-10T00:00:00+00:00,ICP,242,84,2021-05-13T00:00:00+00:00,2022-01-10T00:00:00+00:00,True,READY
2022-01-10T00:00:00+00:00,LINK,373,84,2021-01-02T00:00:00+00:00,2022-01-10T00:00:00+00:00,True,READY
2022-01-10T00:00:00+00:00,LRC,339,84,2021-02-05T00:00:00+00:00,2022-01-10T00:00:00+00:00,True,READY
2022-01-10T00:00:00+00:00,LTC,373,84,2021-01-02T00:00:00+00:00,2022-01-10T00:00:00+00:00,True,READY
2022-01-10T00:00:00+00:00,MANA,297,84,2021-03-19T00:00:00+00:00,2022-01-10T00:00:00+00:00,True,READY
2022-01-10T00:00:00+00:00,NEO,373,84,2021-01-02T00:00:00+00:00,2022-01-10T00:00:00+00:00,True,READY
2022-01-10T00:00:00+00:00,QNT,335,84,2021-02-09T00:00:00+00:00,2022-01-10T00:00:00+00:00,True,READY
2022-01-10T00:00:00+00:00,SHIB,243,84,2021-05-12T00:00:00+00:00,2022-01-10T00:00:00+00:00,True,READY
2022-01-10T00:00:00+00:00,SUSHI,351,84,2021-01-24T00:00:00+00:00,2022-01-10T00:00:00+00:00,True,READY
2022-01-10T00:00:00+00:00,UNI,373,84,2021-01-02T00:00:00+00:00,2022-01-10T00:00:00+00:00,True,READY
2022-01-10T00:00:00+00:00,XLM,373,84,2021-01-02T00:00:00+00:00,2022-01-10T00:00:00+00:00,True,READY
2022-01-10T00:00:00+00:00,XMR,290,84,2021-03-26T00:00:00+00:00,2022-01-10T00:00:00+00:00,True,READY
2022-01-10T00:00:00+00:00,XRP,373,84,2021-01-02T00:00:00+00:00,2022-01-10T00:00:00+00:00,True,READY
2022-01-10T00:00:00+00:00,XTZ,373,84,2021-01-02T00:00:00+00:00,2022-01-10T00:00:00+00:00,True,READY
2022-01-10T00:00:00+00:00,ZEC,373,84,2021-01-02T00:00:00+00:00,2022-01-10T00:00:00+00:00,True,READY
2022-01-17T00:00:00+00:00,1INCH,380,84,2021-01-02T00:00:00+00:00,2022-01-17T00:00:00+00:00,True,READY
2022-01-17T00:00:00+00:00,AAVE,380,84,2021-01-02T00:00:00+00:00,2022-01-17T00:00:00+00:00,True,READY
2022-01-17T00:00:00+00:00,ADA,380,84,2021-01-02T00:00:00+00:00,2022-01-17T00:00:00+00:00,True,READY
2022-01-17T00:00:00+00:00,ALGO,380,84,2021-01-02T00:00:00+00:00,2022-01-17T00:00:00+00:00,True,READY
2022-01-17T00:00:00+00:00,AVAX,316,84,2021-03-07T00:00:00+00:00,2022-01-17T00:00:00+00:00,True,READY
2022-01-17T00:00:00+00:00,BCH,380,84,2021-01-02T00:00:00+00:00,2022-01-17T00:00:00+00:00,True,READY
2022-01-17T00:00:00+00:00,BTC,380,84,2021-01-02T00:00:00+00:00,2022-01-17T00:00:00+00:00,True,READY
2022-01-17T00:00:00+00:00,COMP,380,84,2021-01-02T00:00:00+00:00,2022-01-17T00:00:00+00:00,True,READY
2022-01-17T00:00:00+00:00,CRO,380,84,2021-01-02T00:00:00+00:00,2022-01-17T00:00:00+00:00,True,READY
2022-01-17T00:00:00+00:00,CRV,359,84,2021-01-23T00:00:00+00:00,2022-01-17T00:00:00+00:00,True,READY
2022-01-17T00:00:00+00:00,DOGE,341,84,2021-02-10T00:00:00+00:00,2022-01-17T00:00:00+00:00,True,READY
2022-01-17T00:00:00+00:00,DOT,380,84,2021-01-02T00:00:00+00:00,2022-01-17T00:00:00+00:00,True,READY
2022-01-17T00:00:00+00:00,ETC,380,84,2021-01-02T00:00:00+00:00,2022-01-17T00:00:00+00:00,True,READY
2022-01-17T00:00:00+00:00,ETH,380,84,2021-01-02T00:00:00+00:00,2022-01-17T00:00:00+00:00,True,READY
2022-01-17T00:00:00+00:00,FTT,113,84,2021-09-26T00:00:00+00:00,2022-01-17T00:00:00+00:00,True,READY
2022-01-17T00:00:00+00:00,ICP,249,84,2021-05-13T00:00:00+00:00,2022-01-17T00:00:00+00:00,True,READY
2022-01-17T00:00:00+00:00,LINK,380,84,2021-01-02T00:00:00+00:00,2022-01-17T00:00:00+00:00,True,READY
2022-01-17T00:00:00+00:00,LRC,346,84,2021-02-05T00:00:00+00:00,2022-01-17T00:00:00+00:00,True,READY
2022-01-17T00:00:00+00:00,LTC,380,84,2021-01-02T00:00:00+00:00,2022-01-17T00:00:00+00:00,True,READY
2022-01-17T00:00:00+00:00,MANA,304,84,2021-03-19T00:00:00+00:00,2022-01-17T00:00:00+00:00,True,READY
2022-01-17T00:00:00+00:00,NEO,380,84,2021-01-02T00:00:00+00:00,2022-01-17T00:00:00+00:00,True,READY
2022-01-17T00:00:00+00:00,QNT,342,84,2021-02-09T00:00:00+00:00,2022-01-17T00:00:00+00:00,True,READY
2022-01-17T00:00:00+00:00,SHIB,250,84,2021-05-12T00:00:00+00:00,2022-01-17T00:00:00+00:00,True,READY
2022-01-17T00:00:00+00:00,SUSHI,358,84,2021-01-24T00:00:00+00:00,2022-01-17T00:00:00+00:00,True,READY
2022-01-17T00:00:00+00:00,UNI,380,84,2021-01-02T00:00:00+00:00,2022-01-17T00:00:00+00:00,True,READY
2022-01-17T00:00:00+00:00,XLM,380,84,2021-01-02T00:00:00+00:00,2022-01-17T00:00:00+00:00,True,READY
2022-01-17T00:00:00+00:00,XMR,297,84,2021-03-26T00:00:00+00:00,2022-01-17T00:00:00+00:00,True,READY
2022-01-17T00:00:00+00:00,XRP,380,84,2021-01-02T00:00:00+00:00,2022-01-17T00:00:00+00:00,True,READY
2022-01-17T00:00:00+00:00,XTZ,380,84,2021-01-02T00:00:00+00:00,2022-01-17T00:00:00+00:00,True,READY
2022-01-17T00:00:00+00:00,ZEC,380,84,2021-01-02T00:00:00+00:00,2022-01-17T00:00:00+00:00,True,READY
2022-01-24T00:00:00+00:00,1INCH,387,84,2021-01-02T00:00:00+00:00,2022-01-24T00:00:00+00:00,True,READY
2022-01-24T00:00:00+00:00,AAVE,387,84,2021-01-02T00:00:00+00:00,2022-01-24T00:00:00+00:00,True,READY
2022-01-24T00:00:00+00:00,ADA,387,84,2021-01-02T00:00:00+00:00,2022-01-24T00:00:00+00:00,True,READY
2022-01-24T00:00:00+00:00,ALGO,387,84,2021-01-02T00:00:00+00:00,2022-01-24T00:00:00+00:00,True,READY
2022-01-24T00:00:00+00:00,AVAX,323,84,2021-03-07T00:00:00+00:00,2022-01-24T00:00:00+00:00,True,READY
2022-01-24T00:00:00+00:00,BAT,349,84,2021-02-09T00:00:00+00:00,2022-01-24T00:00:00+00:00,True,READY
2022-01-24T00:00:00+00:00,BCH,387,84,2021-01-02T00:00:00+00:00,2022-01-24T00:00:00+00:00,True,READY
2022-01-24T00:00:00+00:00,BTC,387,84,2021-01-02T00:00:00+00:00,2022-01-24T00:00:00+00:00,True,READY
2022-01-24T00:00:00+00:00,COMP,387,84,2021-01-02T00:00:00+00:00,2022-01-24T00:00:00+00:00,True,READY
2022-01-24T00:00:00+00:00,CRO,387,84,2021-01-02T00:00:00+00:00,2022-01-24T00:00:00+00:00,True,READY
2022-01-24T00:00:00+00:00,CRV,366,84,2021-01-23T00:00:00+00:00,2022-01-24T00:00:00+00:00,True,READY
2022-01-24T00:00:00+00:00,DOGE,348,84,2021-02-10T00:00:00+00:00,2022-01-24T00:00:00+00:00,True,READY
2022-01-24T00:00:00+00:00,DOT,387,84,2021-01-02T00:00:00+00:00,2022-01-24T00:00:00+00:00,True,READY
2022-01-24T00:00:00+00:00,ETC,387,84,2021-01-02T00:00:00+00:00,2022-01-24T00:00:00+00:00,True,READY
2022-01-24T00:00:00+00:00,ETH,387,84,2021-01-02T00:00:00+00:00,2022-01-24T00:00:00+00:00,True,READY
2022-01-24T00:00:00+00:00,FTT,120,84,2021-09-26T00:00:00+00:00,2022-01-24T00:00:00+00:00,True,READY
2022-01-24T00:00:00+00:00,ICP,256,84,2021-05-13T00:00:00+00:00,2022-01-24T00:00:00+00:00,True,READY
2022-01-24T00:00:00+00:00,LINK,387,84,2021-01-02T00:00:00+00:00,2022-01-24T00:00:00+00:00,True,READY
2022-01-24T00:00:00+00:00,LRC,353,84,2021-02-05T00:00:00+00:00,2022-01-24T00:00:00+00:00,True,READY
2022-01-24T00:00:00+00:00,LTC,387,84,2021-01-02T00:00:00+00:00,2022-01-24T00:00:00+00:00,True,READY
2022-01-24T00:00:00+00:00,MANA,311,84,2021-03-19T00:00:00+00:00,2022-01-24T00:00:00+00:00,True,READY
2022-01-24T00:00:00+00:00,NEO,387,84,2021-01-02T00:00:00+00:00,2022-01-24T00:00:00+00:00,True,READY
2022-01-24T00:00:00+00:00,QNT,349,84,2021-02-09T00:00:00+00:00,2022-01-24T00:00:00+00:00,True,READY
2022-01-24T00:00:00+00:00,SHIB,257,84,2021-05-12T00:00:00+00:00,2022-01-24T00:00:00+00:00,True,READY
2022-01-24T00:00:00+00:00,UNI,387,84,2021-01-02T00:00:00+00:00,2022-01-24T00:00:00+00:00,True,READY
2022-01-24T00:00:00+00:00,XLM,387,84,2021-01-02T00:00:00+00:00,2022-01-24T00:00:00+00:00,True,READY
2022-01-24T00:00:00+00:00,XMR,304,84,2021-03-26T00:00:00+00:00,2022-01-24T00:00:00+00:00,True,READY
2022-01-24T00:00:00+00:00,XRP,387,84,2021-01-02T00:00:00+00:00,2022-01-24T00:00:00+00:00,True,READY
2022-01-24T00:00:00+00:00,XTZ,387,84,2021-01-02T00:00:00+00:00,2022-01-24T00:00:00+00:00,True,READY
2022-01-24T00:00:00+00:00,ZEC,387,84,2021-01-02T00:00:00+00:00,2022-01-24T00:00:00+00:00,True,READY
2022-01-31T00:00:00+00:00,1INCH,394,84,2021-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,True,READY
2022-01-31T00:00:00+00:00,AAVE,394,84,2021-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,True,READY
2022-01-31T00:00:00+00:00,ADA,394,84,2021-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,True,READY
2022-01-31T00:00:00+00:00,ALGO,394,84,2021-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,True,READY
2022-01-31T00:00:00+00:00,AVAX,330,84,2021-03-07T00:00:00+00:00,2022-01-31T00:00:00+00:00,True,READY
2022-01-31T00:00:00+00:00,BAT,356,84,2021-02-09T00:00:00+00:00,2022-01-31T00:00:00+00:00,True,READY
2022-01-31T00:00:00+00:00,BCH,394,84,2021-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,True,READY
2022-01-31T00:00:00+00:00,BTC,394,84,2021-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,True,READY
2022-01-31T00:00:00+00:00,COMP,394,84,2021-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,True,READY
2022-01-31T00:00:00+00:00,CRO,394,84,2021-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,True,READY
2022-01-31T00:00:00+00:00,CRV,373,84,2021-01-23T00:00:00+00:00,2022-01-31T00:00:00+00:00,True,READY
2022-01-31T00:00:00+00:00,DOGE,355,84,2021-02-10T00:00:00+00:00,2022-01-31T00:00:00+00:00,True,READY
2022-01-31T00:00:00+00:00,DOT,394,84,2021-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,True,READY
2022-01-31T00:00:00+00:00,ETC,394,84,2021-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,True,READY
2022-01-31T00:00:00+00:00,ETH,394,84,2021-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,True,READY
2022-01-31T00:00:00+00:00,FTT,127,84,2021-09-26T00:00:00+00:00,2022-01-31T00:00:00+00:00,True,READY
2022-01-31T00:00:00+00:00,ICP,263,84,2021-05-13T00:00:00+00:00,2022-01-31T00:00:00+00:00,True,READY
2022-01-31T00:00:00+00:00,LINK,394,84,2021-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,True,READY
2022-01-31T00:00:00+00:00,LRC,360,84,2021-02-05T00:00:00+00:00,2022-01-31T00:00:00+00:00,True,READY
2022-01-31T00:00:00+00:00,LTC,394,84,2021-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,True,READY
2022-01-31T00:00:00+00:00,MANA,318,84,2021-03-19T00:00:00+00:00,2022-01-31T00:00:00+00:00,True,READY
2022-01-31T00:00:00+00:00,NEO,394,84,2021-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,True,READY
2022-01-31T00:00:00+00:00,QNT,356,84,2021-02-09T00:00:00+00:00,2022-01-31T00:00:00+00:00,True,READY
2022-01-31T00:00:00+00:00,SHIB,264,84,2021-05-12T00:00:00+00:00,2022-01-31T00:00:00+00:00,True,READY
2022-01-31T00:00:00+00:00,SNX,394,84,2021-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,True,READY
2022-01-31T00:00:00+00:00,UNI,394,84,2021-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,True,READY
2022-01-31T00:00:00+00:00,XLM,394,84,2021-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,True,READY
2022-01-31T00:00:00+00:00,XMR,311,84,2021-03-26T00:00:00+00:00,2022-01-31T00:00:00+00:00,True,READY
2022-01-31T00:00:00+00:00,XRP,394,84,2021-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,True,READY
2022-01-31T00:00:00+00:00,XTZ,394,84,2021-01-02T00:00:00+00:00,2022-01-31T00:00:00+00:00,True,READY
2022-02-07T00:00:00+00:00,1INCH,401,84,2021-01-02T00:00:00+00:00,2022-02-07T00:00:00+00:00,True,READY
2022-02-07T00:00:00+00:00,AAVE,401,84,2021-01-02T00:00:00+00:00,2022-02-07T00:00:00+00:00,True,READY
2022-02-07T00:00:00+00:00,ADA,401,84,2021-01-02T00:00:00+00:00,2022-02-07T00:00:00+00:00,True,READY
2022-02-07T00:00:00+00:00,ALGO,401,84,2021-01-02T00:00:00+00:00,2022-02-07T00:00:00+00:00,True,READY
2022-02-07T00:00:00+00:00,AVAX,337,84,2021-03-07T00:00:00+00:00,2022-02-07T00:00:00+00:00,True,READY
2022-02-07T00:00:00+00:00,BAT,363,84,2021-02-09T00:00:00+00:00,2022-02-07T00:00:00+00:00,True,READY
2022-02-07T00:00:00+00:00,BCH,401,84,2021-01-02T00:00:00+00:00,2022-02-07T00:00:00+00:00,True,READY
2022-02-07T00:00:00+00:00,BTC,401,84,2021-01-02T00:00:00+00:00,2022-02-07T00:00:00+00:00,True,READY
2022-02-07T00:00:00+00:00,CRO,401,84,2021-01-02T00:00:00+00:00,2022-02-07T00:00:00+00:00,True,READY
2022-02-07T00:00:00+00:00,CRV,380,84,2021-01-23T00:00:00+00:00,2022-02-07T00:00:00+00:00,True,READY
2022-02-07T00:00:00+00:00,DOGE,362,84,2021-02-10T00:00:00+00:00,2022-02-07T00:00:00+00:00,True,READY
2022-02-07T00:00:00+00:00,DOT,401,84,2021-01-02T00:00:00+00:00,2022-02-07T00:00:00+00:00,True,READY
2022-02-07T00:00:00+00:00,ETC,401,84,2021-01-02T00:00:00+00:00,2022-02-07T00:00:00+00:00,True,READY
2022-02-07T00:00:00+00:00,ETH,401,84,2021-01-02T00:00:00+00:00,2022-02-07T00:00:00+00:00,True,READY
2022-02-07T00:00:00+00:00,FTT,134,84,2021-09-26T00:00:00+00:00,2022-02-07T00:00:00+00:00,True,READY
2022-02-07T00:00:00+00:00,ICP,270,84,2021-05-13T00:00:00+00:00,2022-02-07T00:00:00+00:00,True,READY
2022-02-07T00:00:00+00:00,LINK,401,84,2021-01-02T00:00:00+00:00,2022-02-07T00:00:00+00:00,True,READY
2022-02-07T00:00:00+00:00,LRC,367,84,2021-02-05T00:00:00+00:00,2022-02-07T00:00:00+00:00,True,READY
2022-02-07T00:00:00+00:00,LTC,401,84,2021-01-02T00:00:00+00:00,2022-02-07T00:00:00+00:00,True,READY
2022-02-07T00:00:00+00:00,MANA,325,84,2021-03-19T00:00:00+00:00,2022-02-07T00:00:00+00:00,True,READY
2022-02-07T00:00:00+00:00,NEO,401,84,2021-01-02T00:00:00+00:00,2022-02-07T00:00:00+00:00,True,READY
2022-02-07T00:00:00+00:00,QNT,363,84,2021-02-09T00:00:00+00:00,2022-02-07T00:00:00+00:00,True,READY
2022-02-07T00:00:00+00:00,SHIB,271,84,2021-05-12T00:00:00+00:00,2022-02-07T00:00:00+00:00,True,READY
2022-02-07T00:00:00+00:00,SNX,401,84,2021-01-02T00:00:00+00:00,2022-02-07T00:00:00+00:00,True,READY
2022-02-07T00:00:00+00:00,UNI,401,84,2021-01-02T00:00:00+00:00,2022-02-07T00:00:00+00:00,True,READY
2022-02-07T00:00:00+00:00,XLM,401,84,2021-01-02T00:00:00+00:00,2022-02-07T00:00:00+00:00,True,READY
2022-02-07T00:00:00+00:00,XMR,318,84,2021-03-26T00:00:00+00:00,2022-02-07T00:00:00+00:00,True,READY
2022-02-07T00:00:00+00:00,XRP,401,84,2021-01-02T00:00:00+00:00,2022-02-07T00:00:00+00:00,True,READY
2022-02-07T00:00:00+00:00,XTZ,401,84,2021-01-02T00:00:00+00:00,2022-02-07T00:00:00+00:00,True,READY
2022-02-07T00:00:00+00:00,ZEC,401,84,2021-01-02T00:00:00+00:00,2022-02-07T00:00:00+00:00,True,READY
2022-02-14T00:00:00+00:00,1INCH,408,84,2021-01-02T00:00:00+00:00,2022-02-14T00:00:00+00:00,True,READY
2022-02-14T00:00:00+00:00,AAVE,408,84,2021-01-02T00:00:00+00:00,2022-02-14T00:00:00+00:00,True,READY
2022-02-14T00:00:00+00:00,ADA,408,84,2021-01-02T00:00:00+00:00,2022-02-14T00:00:00+00:00,True,READY
2022-02-14T00:00:00+00:00,ALGO,408,84,2021-01-02T00:00:00+00:00,2022-02-14T00:00:00+00:00,True,READY
2022-02-14T00:00:00+00:00,AVAX,344,84,2021-03-07T00:00:00+00:00,2022-02-14T00:00:00+00:00,True,READY
2022-02-14T00:00:00+00:00,BAT,370,84,2021-02-09T00:00:00+00:00,2022-02-14T00:00:00+00:00,True,READY
2022-02-14T00:00:00+00:00,BCH,408,84,2021-01-02T00:00:00+00:00,2022-02-14T00:00:00+00:00,True,READY
2022-02-14T00:00:00+00:00,BTC,408,84,2021-01-02T00:00:00+00:00,2022-02-14T00:00:00+00:00,True,READY
2022-02-14T00:00:00+00:00,COMP,408,84,2021-01-02T00:00:00+00:00,2022-02-14T00:00:00+00:00,True,READY
2022-02-14T00:00:00+00:00,CRO,408,84,2021-01-02T00:00:00+00:00,2022-02-14T00:00:00+00:00,True,READY
2022-02-14T00:00:00+00:00,CRV,387,84,2021-01-23T00:00:00+00:00,2022-02-14T00:00:00+00:00,True,READY
2022-02-14T00:00:00+00:00,DOGE,369,84,2021-02-10T00:00:00+00:00,2022-02-14T00:00:00+00:00,True,READY
2022-02-14T00:00:00+00:00,DOT,408,84,2021-01-02T00:00:00+00:00,2022-02-14T00:00:00+00:00,True,READY
2022-02-14T00:00:00+00:00,ETC,408,84,2021-01-02T00:00:00+00:00,2022-02-14T00:00:00+00:00,True,READY
2022-02-14T00:00:00+00:00,ETH,408,84,2021-01-02T00:00:00+00:00,2022-02-14T00:00:00+00:00,True,READY
2022-02-14T00:00:00+00:00,FTT,141,84,2021-09-26T00:00:00+00:00,2022-02-14T00:00:00+00:00,True,READY
2022-02-14T00:00:00+00:00,ICP,277,84,2021-05-13T00:00:00+00:00,2022-02-14T00:00:00+00:00,True,READY
2022-02-14T00:00:00+00:00,LINK,408,84,2021-01-02T00:00:00+00:00,2022-02-14T00:00:00+00:00,True,READY
2022-02-14T00:00:00+00:00,LRC,374,84,2021-02-05T00:00:00+00:00,2022-02-14T00:00:00+00:00,True,READY
2022-02-14T00:00:00+00:00,LTC,408,84,2021-01-02T00:00:00+00:00,2022-02-14T00:00:00+00:00,True,READY
2022-02-14T00:00:00+00:00,MANA,332,84,2021-03-19T00:00:00+00:00,2022-02-14T00:00:00+00:00,True,READY
2022-02-14T00:00:00+00:00,NEO,408,84,2021-01-02T00:00:00+00:00,2022-02-14T00:00:00+00:00,True,READY
2022-02-14T00:00:00+00:00,QNT,370,84,2021-02-09T00:00:00+00:00,2022-02-14T00:00:00+00:00,True,READY
2022-02-14T00:00:00+00:00,SHIB,278,84,2021-05-12T00:00:00+00:00,2022-02-14T00:00:00+00:00,True,READY
2022-02-14T00:00:00+00:00,UNI,408,84,2021-01-02T00:00:00+00:00,2022-02-14T00:00:00+00:00,True,READY
2022-02-14T00:00:00+00:00,XLM,408,84,2021-01-02T00:00:00+00:00,2022-02-14T00:00:00+00:00,True,READY
2022-02-14T00:00:00+00:00,XMR,325,84,2021-03-26T00:00:00+00:00,2022-02-14T00:00:00+00:00,True,READY
2022-02-14T00:00:00+00:00,XRP,408,84,2021-01-02T00:00:00+00:00,2022-02-14T00:00:00+00:00,True,READY
2022-02-14T00:00:00+00:00,XTZ,408,84,2021-01-02T00:00:00+00:00,2022-02-14T00:00:00+00:00,True,READY
2022-02-14T00:00:00+00:00,ZEC,408,84,2021-01-02T00:00:00+00:00,2022-02-14T00:00:00+00:00,True,READY
2022-02-21T00:00:00+00:00,1INCH,415,84,2021-01-02T00:00:00+00:00,2022-02-21T00:00:00+00:00,True,READY
2022-02-21T00:00:00+00:00,AAVE,415,84,2021-01-02T00:00:00+00:00,2022-02-21T00:00:00+00:00,True,READY
2022-02-21T00:00:00+00:00,ADA,415,84,2021-01-02T00:00:00+00:00,2022-02-21T00:00:00+00:00,True,READY
2022-02-21T00:00:00+00:00,ALGO,415,84,2021-01-02T00:00:00+00:00,2022-02-21T00:00:00+00:00,True,READY
2022-02-21T00:00:00+00:00,AVAX,351,84,2021-03-07T00:00:00+00:00,2022-02-21T00:00:00+00:00,True,READY
2022-02-21T00:00:00+00:00,BAT,377,84,2021-02-09T00:00:00+00:00,2022-02-21T00:00:00+00:00,True,READY
