universe_mode,cost_mode,transaction_cost,compounded_return,mean_fold_return,positive_folds,worst_fold_return,mean_maximum_drawdown,profit_factor,expectancy,trade_count,trades_per_year,win_rate,payoff_ratio,turnover,fees,break_even_fee,cluster_rejections,crisis_rejections,selection_expirations,natural_reselections,top_1_symbol_contribution,top_3_symbol_contribution,reconciliation_status,open_positions_after_fold
FIXED_SURVIVOR_30,ZERO_COST,0.0,3.2184367709303876,1.0506985290683308,2,-0.4343476954041896,0.4164948802205643,2.121960767414217,2144.282712384349,147,49.0,0.42857142857142855,2.829281023218956,9257544.135029491,0.0,0.03404893934318739,422,58,0,80,0.17817037984438203,0.47301031318825626,PASS,0
PIT_UNIVERSE,ZERO_COST,0.0,-0.40411894482882516,-0.058993547309334295,2,-0.5887347479585601,0.5389537577499274,0.9170171807414186,-115.67362217516548,153,51.0,0.38562091503267976,1.4610104235541244,5351123.608669361,0.0,-0.0033073547701510182,578,59,0,76,0.29324617124013264,0.658362845696991,PASS,0
UNION_FIXED_AND_PIT,ZERO_COST,0.0,0.7875379557266591,0.4781055849590234,2,-0.5389455555445593,0.48863551635057895,1.5104310515458963,943.6294439980724,152,50.666666666666664,0.4144736842105263,2.1337835490092822,7425593.653238974,0.0,0.019315853005926795,682,67,0,66,0.17204400482030938,0.44168893445413315,PASS,0
INTERSECTION_FIXED_AND_PIT,ZERO_COST,0.0,0.2853987554905293,0.1766771666332856,2,-0.4016627513543316,0.3873359325116826,1.3278507431451971,424.0251999198857,125,41.666666666666664,0.464,1.5338965481160036,5198812.812576619,0.0,0.010195241086919701,267,49,0,82,0.26336809067776074,0.6727104666569584,PASS,0
FIXED_SURVIVOR_30,BASE_COST,0.002,2.6861470605832247,0.9465854065749347,2,-0.44848395230348626,0.4312530196716661,2.004196566411565,1931.806952193744,147,49.0,0.42857142857142855,2.6722620885487536,8994638.117716236,17989.276235432473,0.03357165616403727,422,58,0,80,0.18040560400257027,0.4817056363975225,PASS,0
PIT_UNIVERSE,BASE_COST,0.002,-0.4810345157020558,-0.10555219266528004,2,-0.6004860326022057,0.5534433874568565,0.8533000104768909,-206.9650836574116,153,51.0,0.3660130718954248,1.4780375181474716,5223277.757630483,10446.555515260969,-0.004062411242313284,578,59,0,76,0.3034823360035585,0.6729335903281144,PASS,0
UNION_FIXED_AND_PIT,BASE_COST,0.002,0.5555422754029571,0.401899994977103,2,-0.551843652350861,0.5021172736028611,1.4274018426452342,793.2236742969137,152,50.666666666666664,0.40131578947368424,2.1294027488642016,7223272.055943316,14446.544111886633,0.018691881125247913,682,67,0,66,0.17424881399195752,0.4514866940542936,PASS,0
INTERSECTION_FIXED_AND_PIT,BASE_COST,0.002,0.14988002451666427,0.12960551293942665,2,-0.414574978091221,0.4023137460758581,1.236470077569697,311.0532310546238,125,41.666666666666664,0.456,1.4750871100831473,5092595.712367738,10185.191424735476,0.009634938266825514,267,49,0,82,0.27383302225656475,0.6862903098235286,PASS,0
