trade_id,fold_id,symbol,canonical_symbol,event_id,entity,primary_category,all_categories,event_start_utc,association_end_utc,persistence_mode,timing_label
TRADE-9c84bddc5b0b1a955ba0,WF02,FTT,FTT,FTX_FTT_COLLAPSE_2022,FTX_TRADING_ALAMEDA,FRAUD_OR_INSOLVENCY,FRAUD_OR_INSOLVENCY|ISSUER_OR_PROTOCOL_COLLAPSE,2022-11-11T00:00:00Z,2025-01-01T00:00:00Z,TERMINAL_IMPAIRMENT,EVENT_WINDOW_ENTRY
TRADE-99808dce9b032e156954,WF02,FTT,FTT,FTX_FTT_COLLAPSE_2022,FTX_TRADING_ALAMEDA,FRAUD_OR_INSOLVENCY,FRAUD_OR_INSOLVENCY|ISSUER_OR_PROTOCOL_COLLAPSE,2022-11-11T00:00:00Z,2025-01-01T00:00:00Z,TERMINAL_IMPAIRMENT,EVENT_WINDOW_ENTRY
TRADE-3ee936a428bf916621cf,WF02,FTT,FTT,FTX_FTT_COLLAPSE_2022,FTX_TRADING_ALAMEDA,FRAUD_OR_INSOLVENCY,FRAUD_OR_INSOLVENCY|ISSUER_OR_PROTOCOL_COLLAPSE,2022-11-11T00:00:00Z,2025-01-01T00:00:00Z,TERMINAL_IMPAIRMENT,EVENT_WINDOW_ENTRY
TRADE-b7bdacd048a05035ae27,WF02,FTT,FTT,FTX_FTT_COLLAPSE_2022,FTX_TRADING_ALAMEDA,FRAUD_OR_INSOLVENCY,FRAUD_OR_INSOLVENCY|ISSUER_OR_PROTOCOL_COLLAPSE,2022-11-11T00:00:00Z,2025-01-01T00:00:00Z,TERMINAL_IMPAIRMENT,EVENT_WINDOW_ENTRY
TRADE-cd4e8c3fa64a31e68c61,WF03,FTT,FTT,FTX_FTT_COLLAPSE_2022,FTX_TRADING_ALAMEDA,FRAUD_OR_INSOLVENCY,FRAUD_OR_INSOLVENCY|ISSUER_OR_PROTOCOL_COLLAPSE,2022-11-11T00:00:00Z,2025-01-01T00:00:00Z,TERMINAL_IMPAIRMENT,EVENT_WINDOW_ENTRY
TRADE-f9bea5422d5dc8a69ffa,WF03,FTT,FTT,FTX_FTT_COLLAPSE_2022,FTX_TRADING_ALAMEDA,FRAUD_OR_INSOLVENCY,FRAUD_OR_INSOLVENCY|ISSUER_OR_PROTOCOL_COLLAPSE,2022-11-11T00:00:00Z,2025-01-01T00:00:00Z,TERMINAL_IMPAIRMENT,EVENT_WINDOW_ENTRY
TRADE-60fdc0026859ecb6b315,WF03,FTT,FTT,FTX_FTT_COLLAPSE_2022,FTX_TRADING_ALAMEDA,FRAUD_OR_INSOLVENCY,FRAUD_OR_INSOLVENCY|ISSUER_OR_PROTOCOL_COLLAPSE,2022-11-11T00:00:00Z,2025-01-01T00:00:00Z,TERMINAL_IMPAIRMENT,EVENT_WINDOW_ENTRY
