group_name,trade_count,winning_trade_count,losing_trade_count,net_pnl,gross_pnl,loss_amount,mean_return_fraction,maximum_adverse_excursion,fold_id,event_association
WF01_ALL,33,6,27,-60048.60326022054,-58246.56272805041,64514.660440307845,-0.11169651375452254,-0.444234255537164,WF01,ALL
WF01_LABELLED,0,0,0,0,0,0,,,WF01,LABELLED
WF01_UNLABELLED,33,6,27,-60048.60326022054,-58246.56272805041,64514.660440307845,-0.11169651375452254,-0.444234255537164,WF01,UNLABELLED
WF02_ALL,57,24,33,21246.366365398295,25687.772247453075,65388.139244367965,0.02104658716461952,-0.4514224369296833,WF02,ALL
WF02_LABELLED,4,2,2,-10447.361087422747,-10160.831037990585,14293.442082003183,-0.11843030388881946,-0.4514224369296833,WF02,LABELLED
WF02_UNLABELLED,53,22,31,31693.72745282104,35848.603285443656,51094.697162364784,0.031573144979973405,-0.3816815777551622,WF02,UNLABELLED
WF03_ALL,63,26,37,7136.579095238282,11339.688196274343,85950.37046565862,0.011988253967484416,-0.4295766782084217,WF03,ALL
WF03_LABELLED,3,1,2,-209.92659191754993,-9.111988074795313,1157.1781356231916,-0.027172287301796234,-0.1328306264501159,WF03,LABELLED
WF03_UNLABELLED,60,25,35,7346.505687155832,11348.800184349138,84793.19233003542,0.01394628103094845,-0.4295766782084217,WF03,UNLABELLED
