year,strategy_return,benchmark_return,strategy_sharpe,strategy_maximum_drawdown,average_effective_exposure,average_risk_scale,turnover,transaction_cost
2021,0.23115030731752428,0.6323346531292335,0.7872487281321822,-0.18042876187381351,0.22900529651611232,0.4228817619397812,18.066126155051634,0.036132252310103266
2022,0.02261788427365552,-0.6476431590920666,0.9825191166467842,-0.0014999999999999458,0.0061643835616438354,0.5219178082191781,0.75,0.0015
2023,0.13975527148919165,1.538283174434922,0.5568816720558212,-0.20919130539541408,0.2620597303260716,0.5508531381938634,21.47989940899011,0.04295979881798022
2024,0.5878720919230755,1.2018108737845647,1.5030648010968877,-0.22326398923021962,0.35366838438320447,0.5483610079899447,30.989577777669773,0.06197915555533955
