population,fold_id,horizon_weeks,observation_count,positive_return_share,mean_return,median_return
PIT_ENTRANTS,ALL,1,54,0.5,0.04381592636048301,-0.00049966642635485
PIT_ENTRANTS,ALL,2,54,0.5185185185185185,0.04989351580006332,0.010053535944929304
PIT_ENTRANTS,ALL,4,54,0.42592592592592593,0.03883440898728184,-0.04186856551214807
PIT_ENTRANTS,ALL,8,53,0.33962264150943394,-0.02838592961001351,-0.07175815433571997
PIT_ENTRANTS,WF01,1,24,0.5,0.04729443373442307,-0.00049966642635485
PIT_ENTRANTS,WF01,2,24,0.5,0.046335779747119304,-0.0007754702194356922
PIT_ENTRANTS,WF01,4,24,0.3333333333333333,0.053338592336883935,-0.05936359655524748
PIT_ENTRANTS,WF01,8,24,0.375,-0.009676932206579994,-0.06295784818629646
PIT_ENTRANTS,WF02,1,14,0.42857142857142855,0.04926152864467847,-0.006443803390829006
PIT_ENTRANTS,WF02,2,14,0.5,0.06581622224370638,-0.006286245155743719
PIT_ENTRANTS,WF02,4,14,0.5,0.0691835571590322,-0.02818311170009541
PIT_ENTRANTS,WF02,8,14,0.35714285714285715,-0.009922817885462358,-0.1432696402783994
PIT_ENTRANTS,WF03,1,16,0.5625,0.03383326330090192,0.01302719580034395
PIT_ENTRANTS,WF03,2,16,0.5625,0.04129775174129167,0.02067417142464467
PIT_ENTRANTS,WF03,4,16,0.5,-0.009477370687402918,-0.004543303342029625
PIT_ENTRANTS,WF03,8,15,0.26666666666666666,-0.07555256306508819,-0.18287053732419767
PIT_RETAINED_MEMBERS,ALL,1,4596,0.47715404699738906,0.00318119046264461,-0.005019074248718169
PIT_RETAINED_MEMBERS,ALL,2,4566,0.45466491458607095,0.007776710855764403,-0.015308655194405607
PIT_RETAINED_MEMBERS,ALL,4,4506,0.4371948513093653,0.0251684520753742,-0.024933757251200617
PIT_RETAINED_MEMBERS,ALL,8,4387,0.4335536813312058,0.04451761594374635,-0.03996777319295797
PIT_RETAINED_MEMBERS,WF01,1,1506,0.4309428950863214,-0.020032846853747503,-0.016507320850438156
PIT_RETAINED_MEMBERS,WF01,2,1506,0.3851261620185923,-0.03758536955442816,-0.04907529793656784
PIT_RETAINED_MEMBERS,WF01,4,1506,0.3386454183266932,-0.05234073175453421,-0.08637045881354033
PIT_RETAINED_MEMBERS,WF01,8,1506,0.36719787516600266,-0.07821846435318167,-0.10296241161159014
PIT_RETAINED_MEMBERS,WF02,1,1546,0.5064683053040103,0.01486392950274223,0.0005285653601404539
PIT_RETAINED_MEMBERS,WF02,2,1546,0.5038809831824063,0.026262990627202762,0.0006788180382215625
PIT_RETAINED_MEMBERS,WF02,4,1546,0.4851228978007762,0.04165458920812691,-0.0032347724593120852
PIT_RETAINED_MEMBERS,WF02,8,1546,0.463130659767141,0.06967172231113819,-0.016637915450388674
PIT_RETAINED_MEMBERS,WF03,1,1544,0.49287564766839376,0.014126025723328297,-0.0017581558251265061
PIT_RETAINED_MEMBERS,WF03,2,1514,0.47357992073976224,0.03402209036111863,-0.009997222571679898
PIT_RETAINED_MEMBERS,WF03,4,1454,0.48830811554332876,0.08792035224085314,-0.004407606717038937
PIT_RETAINED_MEMBERS,WF03,8,1335,0.47415730337078654,0.15384517285999041,-0.014963759644610719
REMOVED_PIT_ENTRANTS,ALL,1,48,0.4791666666666667,-0.01066256434128548,-0.002467966458710058
REMOVED_PIT_ENTRANTS,ALL,2,48,0.5,0.01554601757268477,-0.006454100376423522
REMOVED_PIT_ENTRANTS,ALL,4,48,0.4166666666666667,0.04274606566539712,-0.018722385237048944
REMOVED_PIT_ENTRANTS,ALL,8,47,0.3829787234042553,-0.02739455234845181,-0.09181002243829461
REMOVED_PIT_ENTRANTS,WF01,1,20,0.5,-0.031165445960759847,0.004240444056469617
REMOVED_PIT_ENTRANTS,WF01,2,20,0.5,0.005094019469958383,0.004804470539496342
REMOVED_PIT_ENTRANTS,WF01,4,20,0.4,0.049066299657476956,-0.05475112957506867
REMOVED_PIT_ENTRANTS,WF01,8,20,0.25,-0.09746698225285486,-0.09345007026203112
REMOVED_PIT_ENTRANTS,WF02,1,14,0.5,0.027855506321242444,0.0003533298128601814
REMOVED_PIT_ENTRANTS,WF02,2,14,0.5,0.048829809694994716,-0.0027928833669692565
REMOVED_PIT_ENTRANTS,WF02,4,14,0.5,0.08129211598504678,-0.0010075128247417076
REMOVED_PIT_ENTRANTS,WF02,8,14,0.35714285714285715,0.02157536066395103,-0.12885844536478636
REMOVED_PIT_ENTRANTS,WF03,1,14,0.42857142857142855,-0.019890804118850025,-0.004947505766409954
REMOVED_PIT_ENTRANTS,WF03,2,14,0.5,-0.002806348688587479,-0.017728063130965588
REMOVED_PIT_ENTRANTS,WF03,4,14,0.35714285714285715,-0.004828890357223765,-0.015499462581055112
REMOVED_PIT_ENTRANTS,WF03,8,13,0.6153846153846154,0.027672356568042063,0.03267229530728444
REMOVED_SURVIVORS,ALL,1,6,0.5,0.04492982265608647,-0.011890635008047878
REMOVED_SURVIVORS,ALL,2,6,0.16666666666666666,-0.06580316239672174,-0.11527475714759067
REMOVED_SURVIVORS,ALL,4,6,0.3333333333333333,-0.07029398330951035,-0.08150860090900647
REMOVED_SURVIVORS,ALL,8,6,0.5,0.09365796416780987,-0.023275540934150907
REMOVED_SURVIVORS,WF01,1,4,0.5,0.09704545343741497,0.12383299853303653
REMOVED_SURVIVORS,WF01,2,4,0.25,-0.04106736502128727,-0.1124647813618912
REMOVED_SURVIVORS,WF01,4,4,0.5,-0.05213832715309408,-0.021712391350790727
REMOVED_SURVIVORS,WF01,8,4,0.5,0.20514191702331186,0.0305545245235313
REMOVED_SURVIVORS,WF03,1,2,0.5,-0.059301438906570525,-0.059301438906570525
REMOVED_SURVIVORS,WF03,2,2,0.0,-0.11527475714759067,-0.11527475714759067
REMOVED_SURVIVORS,WF03,4,2,0.0,-0.10660529562234289,-0.10660529562234289
