cost_mode,transaction_cost,fold_id,metric,fixed_value,union_value,intersection_value,pit_value,total_pit_minus_fixed,addition_on_fixed,addition_after_removal,removal_without_entrants,removal_with_entrants,addition_shapley,removal_shapley,interaction,decomposition_error,decomposition_exact
ZERO_COST,0.0,WF01,net_return,-0.4343476954041896,-0.5389455555445593,-0.4016627513543316,-0.5887347479585601,-0.15438705255437046,-0.10459786014036965,-0.18707199660422846,0.032684944049858,-0.049789192414000816,-0.14583492837229906,-0.008552124182071408,-0.08247413646385882,0.0,True
ZERO_COST,0.0,WF01,expectancy,-1497.7506738075497,-1684.2048610767467,-1673.5947973097147,-1784.0446907835146,-286.29401697596495,-186.45418726919706,-110.44989347379988,-175.84412350216508,-99.83982970676789,-148.45204037149847,-137.84197660446648,76.00429379539719,0.0,True
ZERO_COST,0.0,WF01,maximum_drawdown,0.49594910321103036,0.5756340071992945,0.45364087647980555,0.6157344511742282,0.11978534796319784,0.07968490398826411,0.16209357469442265,-0.04230822673122481,0.04010044397493373,0.12088923934134338,-0.0011038913781455384,0.08240867070615854,0.0,True
ZERO_COST,0.0,WF02,net_return,1.2063337625800843,0.7227399832081622,0.44527778582401334,0.2782808391676339,-0.9280529234124504,-0.48359377937192205,-0.16699694665637943,-0.761055976756071,-0.44445914404052833,-0.32529536301415074,-0.6027575603982996,0.3165968327155426,0.0,True
ZERO_COST,0.0,WF02,expectancy,2044.6334958984482,1314.0726967421133,856.3034342769489,488.2119985397078,-1556.4214973587405,-730.560799156335,-368.0914357372411,-1188.3300616214992,-825.8606982024055,-549.326117446788,-1007.0953799119524,362.4693634190937,-1.1368683772161603e-13,True
ZERO_COST,0.0,WF02,maximum_drawdown,0.36507978053862666,0.4462492781823164,0.31579859629484475,0.4864511401600584,0.12137135962143175,0.08116949764368975,0.17065254386521367,-0.04928118424378192,0.040201861977742004,0.1259110207544517,-0.0045396611330199566,0.08948304622152392,0.0,True
ZERO_COST,0.0,WF03,net_return,2.380109520029098,1.2505223272134671,0.486416465430175,0.13347326686292327,-2.2466362531661748,-1.129587192815631,-0.35294319856725176,-1.893693054598923,-1.1170490603505439,-0.7412651956914413,-1.5053710574747334,0.7766439942483792,0.0,True
ZERO_COST,0.0,WF03,expectancy,4034.083932252709,1923.8805034053328,992.6866641432149,211.862328353846,-3822.221603898863,-2110.203428847376,-780.8243357893689,-3041.3972681094942,-1712.0181750514867,-1445.5138823183725,-2376.70772158049,1329.3790930580071,-4.547473508864641e-13,True
ZERO_COST,0.0,WF03,maximum_drawdown,0.38845575691203593,0.444023263670126,0.3925683247603975,0.5146756819154955,0.12621992500345958,0.05556750675809008,0.12210735715509802,0.004112567848361559,0.0706524182453695,0.08883743195659405,0.03738249304686553,0.06653985039700794,0.0,True
BASE_COST,0.002,WF01,net_return,-0.44848395230348626,-0.551843652350861,-0.414574978091221,-0.6004860326022057,-0.15200208029871942,-0.10335970004737471,-0.18591105451098466,0.03390897421226524,-0.04864238025134471,-0.1446353772791797,-0.007366703019539733,-0.08255135446360995,0.0,True
BASE_COST,0.002,WF01,expectancy,-1546.4963872534008,-1724.5114135964395,-1727.3957420467534,-1819.6546442491072,-273.1582569957063,-178.0150263430387,-92.25890220235374,-180.8993547933526,-95.14323065266763,-135.13696427269622,-138.0212927230101,85.75612414068496,0.0,True
BASE_COST,0.002,WF01,maximum_drawdown,0.5045125811538635,0.5855691309687056,0.46414497288879686,0.6249700607251686,0.12045747957130504,0.081056549814842,0.16082508783637173,-0.04036760826506669,0.03940092975646303,0.12094081882560687,-0.0004833392543018289,0.07976853802152972,0.0,True
BASE_COST,0.002,WF02,net_return,1.0894051609172766,0.6362799502432945,0.377796771596729,0.21246366365398273,-0.8769414972632938,-0.45312521067398204,-0.16533310794274625,-0.7116083893205476,-0.4238162865893118,-0.30922915930836414,-0.5677123379549297,0.2877921027312358,0.0,True
BASE_COST,0.002,WF02,expectancy,1846.44942528352,1156.8726368059904,726.532253070632,372.7432695683911,-1473.706155715129,-689.5767884775296,-353.7889835022409,-1119.917172212888,-784.1293672375994,-521.6828859898852,-952.0232697252437,335.78780497528874,0.0,True
BASE_COST,0.002,WF02,maximum_drawdown,0.3900510887369585,0.46625583520578406,0.33628791996391905,0.5056381810165079,0.11558709227954944,0.07620474646882558,0.16935026105258888,-0.05376316877303944,0.03938234581072386,0.12277750376070723,-0.007190411481157788,0.0931455145837633,0.0,True
BASE_COST,0.002,WF03,net_return,2.1988350111110138,1.1212636870388755,0.42559474531277197,0.07136579095238282,-2.127469220158631,-1.0775713240721383,-0.35422895436038915,-1.7732402657982418,-1.0498978960864926,-0.7159001392162637,-1.411569080942367,0.7233423697117491,0.0,True
BASE_COST,0.002,WF03,expectancy,3726.8390018830737,1725.0210569828846,868.5607047199427,113.27903325775061,-3613.559968625323,-2001.817944900189,-755.2816714621921,-2858.278297163131,-1611.742023725134,-1378.5498081811907,-2235.0101604441325,1246.536273437997,0.0,True
BASE_COST,0.002,WF03,maximum_drawdown,0.3991953891241763,0.4545268546340938,0.40650834537485847,0.529721920628893,0.13052653150471671,0.05533146550991752,0.12321357525403454,0.007312956250682179,0.07519506599479919,0.08927252038197603,0.041254011122740686,0.06788210974411701,0.0,True
