fold_id,timestamp,m05_equity,m05_cash,m05_average_gross_exposure,m05_maximum_open_positions,m05_daily_return,btc_close,btc_daily_return,equal_weight_daily_return,exposure_matched_equal_weight_return,volatility_matched_equal_weight_exposure,volatility_matched_equal_weight_return,volatility_matched_btc_exposure,volatility_matched_btc_return
WF01,2022-01-19T00:00:00+00:00,100000.0,100000.0,0.0,0.0,0.0,42349.2,0.003483230732047149,-0.02346725465031912,-0.0,0.0,-0.0,0.0,0.0
WF01,2022-01-20T00:00:00+00:00,100000.0,100000.0,0.0,0.0,0.0,41666.0,-0.016132536151804433,-0.03999624985788136,-0.0,0.0,-0.0,0.0,-0.0
WF01,2022-01-21T00:00:00+00:00,100000.0,100000.0,0.0,0.0,0.0,40686.0,-0.02352037632602122,-0.044076320365274806,-0.0,0.0,-0.0,0.0,-0.0
WF01,2022-01-22T00:00:00+00:00,100000.0,100000.0,0.0,0.0,0.0,36454.9,-0.1039940028511035,-0.12650303534028393,-0.0,0.0,-0.0,0.0,-0.0
WF01,2022-01-23T00:00:00+00:00,100000.0,100000.0,0.0,0.0,0.0,35064.3,-0.03814576366963007,-0.08488704736207615,-0.0,0.0,-0.0,0.0,-0.0
WF01,2022-01-24T00:00:00+00:00,100000.0,100000.0,0.0,0.0,0.0,36253.6,0.03391768836109654,0.04925037542355558,0.0,0.0,0.0,0.0,0.0
WF01,2022-01-25T00:00:00+00:00,100000.0,100000.0,0.0,0.0,0.0,36675.4,0.011634706622238866,-0.037196356693426344,-0.0,0.0,-0.0,0.0,0.0
WF01,2022-01-26T00:00:00+00:00,100000.0,100000.0,0.0,0.0,0.0,36956.9,0.00767544457592817,0.012169850294778002,0.0,0.0,0.0,0.0,0.0
WF01,2022-01-27T00:00:00+00:00,100000.0,100000.0,0.0,0.0,0.0,36811.8,-0.003926195108355901,-0.004275521251056912,-0.0,0.0,-0.0,0.0,-0.0
WF01,2022-01-28T00:00:00+00:00,100000.0,100000.0,0.0,0.0,0.0,37166.8,0.009643646874100131,-0.008116901854897721,-0.0,0.0,-0.0,0.0,0.0
WF01,2022-01-29T00:00:00+00:00,100000.0,100000.0,0.0,0.0,0.0,37715.6,0.014765866310793463,0.019413636157051627,0.0,0.0,0.0,0.0,0.0
WF01,2022-01-30T00:00:00+00:00,100000.0,100000.0,0.0,0.0,0.0,38179.6,0.012302601576005712,0.03426308632363395,0.0,0.0,0.0,0.0,0.0
WF01,2022-01-31T00:00:00+00:00,100000.0,100000.0,0.0,0.0,0.0,37884.9,-0.007718781757797277,-0.024007066886881662,-0.0,0.0,-0.0,0.0,-0.0
WF01,2022-02-01T00:00:00+00:00,100000.0,100000.0,0.0,0.0,0.0,38467.3,0.015372879432174802,0.030223731514699585,0.0,0.0,0.0,0.0,0.0
WF01,2022-02-02T00:00:00+00:00,100000.0,100000.0,0.0,0.0,0.0,38693.4,0.005877719517616287,0.016799918250325178,0.0,0.0,0.0,0.0,0.0
WF01,2022-02-03T00:00:00+00:00,100000.0,100000.0,0.0,0.0,0.0,36883.9,-0.04676508138338842,-0.043897077458672606,-0.0,0.0,-0.0,0.0,-0.0
WF01,2022-02-04T00:00:00+00:00,100000.0,100000.0,0.0,0.0,0.0,37320.9,0.011847987875468702,0.013248858485868098,0.0,0.0,0.0,0.0,0.0
WF01,2022-02-05T00:00:00+00:00,100000.0,100000.0,0.0,0.0,0.0,41579.7,0.11411300370569832,0.09125032922150443,0.0,0.0,0.0,0.0,0.0
WF01,2022-02-06T00:00:00+00:00,100000.0,100000.0,0.0,0.0,0.0,41386.8,-0.004639283111710579,0.011735016116434968,0.0,0.0,0.0,0.0,-0.0
WF01,2022-02-07T00:00:00+00:00,100000.0,100000.0,0.0,0.0,0.0,42394.8,0.024355591637913454,0.04112262508073131,0.0,0.0,0.0,0.0,0.0
WF01,2022-02-08T00:00:00+00:00,100233.71308678504,74950.0,0.20836001452723338,1.0,0.0023371308678503677,43845.7,0.03422353684885859,0.055012489342460696,0.011462403078574383,0.0,0.0,0.0,0.0
WF01,2022-02-09T00:00:00+00:00,98599.22373696021,74950.0,0.2429665608103113,1.0,-0.01630678241371386,44042.7,0.004493028962931467,-0.017240434968774053,-0.0041888491912368585,0.009567342227306246,-0.00016494514149387925,0.01227319788473856,5.5143833563919566e-05
WF01,2022-02-10T00:00:00+00:00,99944.78416818682,25350.53237580972,0.531618570380795,3.0,0.013646764956448898,44374.8,0.007540409647909918,0.021132500266903782,0.011234429580463157,0.06903445646698876,0.0014588706697141976,0.08744870996464571,0.0006593990963146907
WF01,2022-02-11T00:00:00+00:00,95604.88617962503,25350.53237580972,0.74116051321168,3.0,-0.04342295623209935,43495.4,-0.01981755410728614,-0.0443002275484919,-0.032833579385234464,0.09270306500588386,-0.004106766874203292,0.11614924239914845,-0.002301793895765418
WF01,2022-02-12T00:00:00+00:00,92519.38541174283,25350.53237580972,0.7329881306716758,3.0,-0.03227346311657209,42370.1,-0.025871701375317913,-0.06208782549006183,-0.04550963914342964,0.20427537996305892,-0.012683014143062474,0.26118580972405575,-0.006757321272651376
WF01,2022-02-13T00:00:00+00:00,92375.51486631231,25350.53237580972,0.7255003081748623,3.0,-0.0015550313568366558,42222.4,-0.0034859488176802733,0.005527831072507327,0.004010443146642646,0.23685206418704755,0.0013092782000006613,0.30605709556842214,-0.0010668993704393995
WF01,2022-02-14T00:00:00+00:00,91030.11170154209,25350.53237580972,0.7256205841444006,3.0,-0.014564499767252381,42056.4,-0.003931562393421517,-0.01873281931057948,-0.013592919290814189,0.2365520414734471,-0.004431286650470788,0.305709443836209,-0.0012019157527002468
WF01,2022-02-15T00:00:00+00:00,90131.27921784525,90131.27921784525,0.11989015545365968,3.0,-0.009874012751339034,42534.3,0.011363312123719549,0.010267113922959733,0.001230925884284076,0.24155473067731062,0.0024800699384938045,0.31155528892517126,0.0035402999918523453
WF01,2022-02-16T00:00:00+00:00,90616.12190216007,75004.09597031819,0.14079474651568993,1.0,0.005379294386169464,44563.5,0.04770737969121375,0.06828740851752621,0.009614508372438468,0.24367771010599554,0.016640119336623443,0.3143122766325276,0.014995015122917803
WF01,2022-02-17T00:00:00+00:00,90345.95676299813,75004.09597031819,0.16891408273176137,1.0,-0.002981424645976838,43868.5,-0.015595722957128633,-0.016955110538349843,-0.0028639569442009843,0.23599783817636213,-0.004001369433091819,0.3079351872206021,-0.004802471868644047
WF01,2022-02-18T00:00:00+00:00,89079.44311875869,75004.09597031819,0.16403312348271254,1.0,-0.014018487264038315,40507.2,-0.07662217764455137,-0.07215123488871084,-0.011835192421930102,0.23794880216033965,-0.01716829991615805,0.3074743013997666,-0.02355935054298725
WF01,2022-02-19T00:00:00+00:00,89374.90187339169,75004.09597031819,0.16027616601198308,1.0,0.0033168006476993472,39976.5,-0.013101374570446689,-0.018122222134493077,-0.002904560283334047,0.23500629421172442,-0.004258836266708904,0.290089578089204,-0.003800572221529506
WF01,2022-02-20T00:00:00+00:00,90064.79439971835,75004.09597031819,0.16429528977349125,1.0,0.007719085692580174,40086.7,0.0027566195139643312,0.003621746044926927,0.0005950358159372654,0.27214010433641045,0.0009856223465463958,0.3408508231645912,0.0009395960304863176
WF01,2022-02-21T00:00:00+00:00,89231.57138572233,75004.09597031819,0.16134604455680057,1.0,-0.00925137307589996,38380.0,-0.04257521821451993,-0.050205004668121625,-0.008100378920157133,0.3021610898220553,-0.015169998925041004,0.35749649017177904,-0.015220491079988472
WF01,2022-02-22T00:00:00+00:00,87862.78355718685,75004.09597031819,0.15757983742040968,1.0,-0.015339725696621564,37025.7,-0.035286607608129295,-0.06632148830670935,-0.01045092934485086,0.30063403822627977,-0.019938496850823027,0.3505076690327,-0.012368226580796936
WF01,2022-02-23T00:00:00+00:00,88219.64347981119,75004.09597031819,0.14584989762262598,1.0,0.004061559492843481,38229.6,0.03251525291891855,0.038929800220384954,0.005677907376612428,0.2940881504391159,0.011448792943777297,0.3481073314758131,0.011318797925865877
WF01,2022-02-24T00:00:00+00:00,87764.72497546932,75004.09597031819,0.14877160945639392,1.0,-0.005156657705672751,37248.1,-0.02567382342478075,-0.02860172854382212,-0.004255125188699299,0.29159238840860807,-0.008340046338707751,0.3453811246041805,-0.008867254007339929
WF01,2022-02-25T00:00:00+00:00,87761.42580823397,75004.09597031819,0.13881273799862068,1.0,-3.7591039409923255e-05,38320.9,0.02880146906822101,0.00026553167694540853,3.685917910215738e-05,0.2882528206765165,7.654025485847954e-05,0.34073792490818294,0.009813752804612844
WF01,2022-02-26T00:00:00+00:00,89117.01696782802,75004.09597031819,0.14935643969450743,1.0,0.015446321058595114,39219.6,0.02345195441651926,0.04960855011733328,0.007409356423931438,0.28843770328461765,0.014308976259123462,0.3371898575633645,0.007907761169288647
WF01,2022-02-27T00:00:00+00:00,88766.2055184685,75004.09597031819,0.1568700879904468,1.0,-0.003936525944154612,39119.1,-0.0025624942630725345,-0.0015103885960725274,-0.00023693479196566477,0.29567698203036363,-0.0004465871417798028,0.351801996011977,-0.0009014905965181577
WF01,2022-02-28T00:00:00+00:00,88230.45741686042,75004.09597031819,0.15243250736074826,1.0,-0.006035496262106421,37706.7,-0.0361051251179092,-0.04020808434013819,-0.006129019112139701,0.29870022328073703,-0.012010163770089982,0.3515804105147526,-0.012693854710641021
WF01,2022-03-01T00:00:00+00:00,89323.39820710641,75004.09597031819,0.15416934046640382,1.0,0.012387341313240707,43179.8,0.1451492705540396,0.11040581829940235,0.01702119219087248,0.2949108939130044,0.032559878567873485,0.3443120193824863,0.04997663845635623
WF01,2022-03-02T00:00:00+00:00,89378.93418890156,75004.09597031819,0.15949482923563596,1.0,0.000621740584324737,44428.2,0.02891166702949044,0.020486133844697878,0.00326743241925847,0.2733911691585851,0.0056007280833412125,0.2823995679708407,0.008164642278444899
WF01,2022-03-03T00:00:00+00:00,89099.0548351022,75004.09597031819,0.1585200460974306,1.0,-0.003131379405440615,43896.9,-0.011958620875930026,-0.016848878812087884,-0.002670885045982193,0.2732714136178017,-0.004604316930854284,0.28116747675542764,-0.003362375257160027
WF01,2022-03-04T00:00:00+00:00,88776.65288138046,75004.09597031819,0.15614585294705105,1.0,-0.0036184665967379237,42456.3,-0.03281780718000582,-0.0288446646645682,-0.004503974767020666,0.2770516276179016,-0.007991461293411193,0.28723289376284183,-0.009426353723264039
WF01,2022-03-05T00:00:00+00:00,88071.54752835743,75004.09597031819,0.1512699202657474,1.0,-0.007942463813826794,39143.6,-0.07802611155470462,-0.06384693599491116,-0.00965812091716249,0.274465114634055,-0.017523756606876464,0.2826975352675997,-0.02205778942302978
WF01,2022-03-06T00:00:00+00:00,88825.95710284216,75004.09597031819,0.15327557213666518,1.0,0.008565871676568637,39397.0,0.006473599771099181,0.02647268909030399,0.004057616566312399,0.28594261278589816,0.007569669885950265,0.29989830241020393,0.0019414215818357292
WF01,2022-03-07T00:00:00+00:00,88292.95830726354,75004.09597031819,0.15252696026392865,1.0,-0.006000484688968966,38419.2,-0.02481914866614221,-0.04409004196126245,-0.006724920078260424,0.2889221053492941,-0.012738587748386666,0.30478805059328556,-0.0075645799393384274
WF01,2022-03-08T00:00:00+00:00,88192.70028072245,75004.09597031819,0.1513353756683417,1.0,-0.0011355155435180952,37994.5,-0.011054368649008772,-0.016276420587274985,-0.0024631982241111908,0.2900177703520733,-0.004720451208034075,0.3047643496425928,-0.0033689774720246255
WF01,2022-03-09T00:00:00+00:00,88212.86185827185,75004.09597031819,0.15039328254531953,1.0,0.00022860823498116467,38736.6,0.019531774335759033,0.047054486608975446,0.007076678699608599,0.2999739790558454,0.014115121580524357,0.30796766787654284,0.006015154991674621
WF01,2022-03-10T00:00:00+00:00,89038.38681538537,75004.09597031819,0.15605464433707947,1.0,0.009358328703130248,41948.2,0.08290867035310279,0.05820892684873474,0.009083773376622375,0.28724721834638006,0.016720352320226974,0.3019622636745806,0.025035289778072508
WF01,2022-03-11T00:00:00+00:00,88496.40695344383,75004.09597031819,0.15295441398463505,1.0,-0.0060870359552368525,39421.0,-0.06024573164045177,-0.040614901183131394,-0.006212228409509723,0.27404939501869696,-0.011130489097981318,0.2769946941171289,-0.01668774800760957
WF01,2022-03-12T00:00:00+00:00,89724.98017447669,75004.09597031819,0.15489202168241034,1.0,0.013882746919648303,38725.9,-0.01763273382207453,-0.012378299062912176,-0.0019172997668439524,0.2159708902055327,-0.002673352267847454,0.2118235983861196,-0.0037350291275764632
WF01,2022-03-13T00:00:00+00:00,89402.94479489222,75004.09597031819,0.16247893455269946,1.0,-0.003589138486943644,38803.9,0.002014155900831316,0.006999911169499416,0.0011373381087838056,0.19135997591830645,0.0013395028328256925,0.18256557042467136,0.000367715520959487
WF01,2022-03-14T00:00:00+00:00,88935.74605695208,75004.09597031819,0.16110552172937173,1.0,-0.005225764531716304,37775.6,-0.026499913668471597,-0.031208068137233543,-0.005027792099414792,0.19160825970070983,-0.005979723624396492,0.18282827156085416,-0.004844933412518516
WF01,2022-03-15T00:00:00+00:00,88934.2233079859,88934.2233079859,0.02614717662960241,1.0,-1.7121900177219374e-05,39677.8,0.05035525577356825,0.02611322252863434,0.000682787041824315,0.18214187166588158,0.004756311226593124,0.17380689215560582,0.008752090509704526
WF01,2022-03-16T00:00:00+00:00,88934.2233079859,88934.2233079859,0.0,0.0,0.0,39281.3,-0.009992993563151198,-0.0005230611356182117,-0.0,0.17649391081684307,-9.231710542155731e-05,0.16586754564500159,-0.0016575133159661883
WF01,2022-03-17T00:00:00+00:00,88934.2233079859,88934.2233079859,0.0,0.0,0.0,41123.7,0.04690272470615775,0.05728660132363177,0.0,0.18398334809292152,0.010539780712386163,0.16756976397379458,0.007859478508738717
WF01,2022-03-18T00:00:00+00:00,88934.2233079859,88934.2233079859,0.0,0.0,0.0,40924.0,-0.004856080556953746,0.00732621474291099,0.0,0.17708035108674267,0.0012973286788115481,0.16413119005107277,-0.0007970342807966946
WF01,2022-03-19T00:00:00+00:00,88934.2233079859,88934.2233079859,0.0,0.0,0.0,41757.6,0.020369465350405624,0.03757205227880334,0.0,0.1749382238768168,0.0065727880930607635,0.162386266500576,0.0033077214288652164
WF01,2022-03-20T00:00:00+00:00,88934.2233079859,88934.2233079859,0.0,0.0,0.0,42206.7,0.01075492844416348,0.0247438623041541,0.0,0.1723978738276783,0.0042657892515210035,0.16155502827907028,0.0017375127689362084
WF01,2022-03-21T00:00:00+00:00,88934.2233079859,88934.2233079859,0.0,0.0,0.0,41257.8,-0.022482212539715163,-0.024060130346254094,-0.0,0.16757930657301973,-0.00403197995948173,0.15777845177154487,-0.00354720868691507
WF01,2022-03-22T00:00:00+00:00,89240.84708232332,66656.20036933542,0.04217920278172226,1.0,0.003447759062060518,41005.2,-0.006122478658581065,0.00789161324424756,0.00033286195530404295,0.16616265679571865,0.001311291423068455,0.1550659156938952,-0.000949387759509204
WF01,2022-03-23T00:00:00+00:00,88502.00864048519,29470.681522075978,0.5990432423052005,3.0,-0.008279150926890688,42358.1,0.03299337644981626,0.02369953246122981,0.014197044766692453,0.1592119335176782,0.003773248386617377,0.1421890844069622,0.004691297988893603
WF01,2022-03-24T00:00:00+00:00,90418.96915355134,29470.681522075978,0.6685918609210705,3.0,0.021660079161064827,42879.8,0.012316416458717505,0.035103218397341894,0.023469726112597573,0.16534638391045942,0.005804190225619595,0.14623069466921054,0.0018010381345935588
WF01,2022-03-25T00:00:00+00:00,92238.2100974707,29470.681522075978,0.6766792026041396,3.0,0.020120124802903705,43997.4,0.026063554400906686,0.03034049055670151,0.020530778956527204,0.19463905284249042,0.005905444344732906,0.1727248081019943,0.004501822432352497
WF01,2022-03-26T00:00:00+00:00,91377.88861712663,29470.681522075978,0.6792379088404606,3.0,-0.00932717015469986,44315.7,0.007234518403360202,-0.02408612041649288,-0.016360206063778148,0.21462374980679227,-0.00516945348208564,0.19167553454225922,0.0013866801821198784
WF01,2022-03-27T00:00:00+00:00,93586.02359370739,29470.681522075978,0.6839583727297648,3.0,0.024164871940003385,44517.1,0.004544664757636818,0.0231369415148461,0.01582470486843788,0.21175182360264624,0.004899289558356434,0.18790380962299094,0.0008539598214193049
WF01,2022-03-28T00:00:00+00:00,96135.4851292623,29470.681522075978,0.6868504083518427,3.0,0.027241904695332497,46836.9,0.052110312666368674,0.04697490466515696,0.03226473245155194,0.23845942524164557,0.011201608767234424,0.2122756340319391,0.011061749660855998
WF01,2022-03-29T00:00:00+00:00,92608.79948392714,30181.284413905836,0.6845644144705453,3.0,-0.0366845357943868,47124.2,0.006134052424477288,-0.012686822174648945,-0.008684946993480484,0.2683884561219588,-0.003404996616547862,0.23574074848372062,0.001446046109784657
WF01,2022-03-30T00:00:00+00:00,96908.99349847264,30181.284413905836,0.6837775238543363,3.0,0.046433967814168975,47432.7,0.006546530232873993,0.04253944719078726,0.029087517866248816,0.38212548871738283,0.01625540704754688,0.3680254551871017,0.002409289768849574
WF01,2022-03-31T00:00:00+00:00,98926.39088962055,30181.284413905836,0.6931307088379818,3.0,0.02081744240981842,47067.1,-0.007707762788118688,0.01658394135784273,0.011494839028689053,0.45366711062392395,0.0075235887585691046,0.44997489729605555,-0.0034682997689660655
WF01,2022-04-01T00:00:00+00:00,96487.42916543764,30181.284413905836,0.693712360519954,3.0,-0.024654308140122483,45516.6,-0.032942331267488356,-0.031037491197046057,-0.021531091282920113,0.4669533964247284,-0.014493061930963265,0.4601518083708251,-0.015158473304685541
WF01,2022-04-02T00:00:00+00:00,102634.9946636894,30181.284413905836,0.6956959427787104,3.0,0.06371364178136751,46283.9,0.01685758602356069,0.04406301853835773,0.030654463223718575,0.4917543400899816,0.02166818060370273,0.48587785209573414,0.008190727688646735
WF01,2022-04-03T00:00:00+00:00,100205.80563434208,30181.284413905836,0.7053230056200825,3.0,-0.023668233601094824,45806.6,-0.010312441259271665,-0.01212687634895331,-0.008553364875226841,0.6437570996469794,-0.0078067627461797335,0.6671713277884194,-0.006880165127688356
WF01,2022-04-04T00:00:00+00:00,104457.43009234779,30181.284413905836,0.7075920494712223,3.0,0.04242892346497551,46414.5,0.013271013347421645,0.03109319410246727,0.022001296939571337,0.6644112971455142,0.020658669426017528,0.6885717427306757,0.00913804478843618
WF01,2022-04-05T00:00:00+00:00,101885.8333239814,34235.82913246633,0.5032350462814964,3.0,-0.02461861033813406,46584.1,0.0036540305292527275,-0.014758736386855865,-0.007427113388695816,0.740029038592537,-0.010921893499205639,0.739877162629557,0.002703533740145287
WF01,2022-04-06T00:00:00+00:00,96643.30614811386,34235.82913246633,0.6563951436606169,3.0,-0.051454917772494446,45501.0,-0.02325042235440844,-0.02416070097370739,-0.015858966786577867,0.7668343698992011,-0.018527255907495918,0.7707450113175115,-0.017920147040685456
WF01,2022-04-07T00:00:00+00:00,90663.26192344833,34235.82913246633,0.6351439411928245,3.0,-0.06187747980704028,43166.8,-0.05129997142919929,-0.08762690056673976,-0.055655694980470835,0.8500806386955907,-0.07448993160068915,0.8412421599263589,-0.043155698769260106
WF01,2022-04-08T00:00:00+00:00,94205.42270207772,34235.82913246633,0.6329503717932429,3.0,0.039069416911341914,43442.1,0.006377586478497177,0.04127914749305585,0.026127651753037807,0.8363730268112002,0.03452476553295308,1.0,0.006377586478497177
WF01,2022-04-09T00:00:00+00:00,89888.1799219519,34235.82913246633,0.6310502784599874,3.0,-0.04582796463616523,42262.7,-0.0271487796400266,-0.04301335091701784,-0.027143587073681263,0.8783943633369067,-0.03778268499374084,1.0,-0.0271487796400266
WF01,2022-04-10T00:00:00+00:00,91053.39348057586,34235.82913246633,0.6198639373996234,3.0,0.01296292304100155,42753.4,0.011610711099858895,0.022689807696173608,0.01406459353739045,0.8862604145863856,0.020109078375696185,1.0,0.011610711099858895
WF01,2022-04-11T00:00:00+00:00,88145.69286167469,34235.82913246633,0.6186832880191532,3.0,-0.031934017039370044,42152.2,-0.014062039510308044,-0.02581299312068641,-0.015970067457522052,0.8852332258796124,-0.022850519169833473,1.0,-0.014062039510308044
WF01,2022-04-12T00:00:00+00:00,85533.74725265474,68554.58734310533,0.27134800414033317,3.0,-0.02963214110891188,39522.5,-0.062385830395566444,-0.07973781982594823,-0.02163669826427254,0.9095585962500378,-0.0725262194689279,1.0,-0.062385830395566444
WF01,2022-04-13T00:00:00+00:00,86008.53542946553,46892.01697897413,0.328935410146655,2.0,0.005550887130062687,40071.4,0.013888291479537074,0.04331153549591865,0.014246697692431408,0.8348435200035816,0.0361583547501728,1.0,0.013888291479537074
WF01,2022-04-14T00:00:00+00:00,87900.89449639193,46892.01697897413,0.4583422619961524,2.0,0.022001991517206054,41143.5,0.02675474278413037,0.02719315239808262,0.012463770980943284,0.8197085786266344,0.022290460300609757,1.0,0.02675474278413037
WF01,2022-04-15T00:00:00+00:00,86661.82718283212,46892.01697897413,0.46200508311735655,2.0,-0.014096185490020008,39939.1,-0.029273153718084255,-0.024587047595833553,-0.011359340968123483,0.8523986288566552,-0.02095796565832184,1.0,-0.029273153718084255
WF01,2022-04-16T00:00:00+00:00,86589.83864188497,46892.01697897413,0.4571756247132719,2.0,-0.0008306833964539795,40546.8,0.015215665851258553,0.02221792226690316,0.010157492492202366,0.8462672568025416,0.018802300128664243,1.0,0.015215665851258553
WF01,2022-04-17T00:00:00+00:00,86100.53414806849,46892.01697897413,0.4553094036936285,2.0,-0.005650830414872687,40376.6,-0.004197618554361959,-0.0035326277444832793,-0.0016084386318122497,0.8557209408728086,-0.0030229435372626195,1.0,-0.004197618554361959
WF01,2022-04-18T00:00:00+00:00,84840.06465947302,39681.01723764458,0.48348087523206323,3.0,-0.014639508349946095,39676.2,-0.017346680998400088,-0.03028406432398334,-0.014641765924943567,0.8616559330582012,-0.026094443701876448,1.0,-0.017346680998400088
WF01,2022-04-19T00:00:00+00:00,86860.61731227179,43426.118085789654,0.37079916404929164,3.0,0.02381601971791003,40799.4,0.02830916267182859,0.03281533785813638,0.012167899845792043,0.8603831522505918,0.028233763828551563,1.0,0.02830916267182859
WF01,2022-04-20T00:00:00+00:00,87374.86224754225,28805.7634911969,0.5574975732497176,3.0,0.005920346310937408,41490.1,0.01692917052701759,0.030628879171449068,0.017075525809441678,0.8590398876961153,0.026311428923699493,1.0,0.01692917052701759
WF01,2022-04-21T00:00:00+00:00,87294.72561576797,28805.7634911969,0.6701004398502723,3.0,-0.0009171588911607298,41349.7,-0.003383939783225376,-0.006266975994600508,-0.004199503370512898,0.8547373460156713,-0.00535661842916876,1.0,-0.003383939783225376
WF01,2022-04-22T00:00:00+00:00,86509.33367900066,28805.7634911969,0.6715723685033385,3.0,-0.008997014782132995,40470.6,-0.021260130061403038,-0.023237048457879175,-0.015605359669884767,0.8589646342925553,-0.019959802830660574,1.0,-0.021260130061403038
WF01,2022-04-23T00:00:00+00:00,85559.86290889786,28805.7634911969,0.6640301093824297,3.0,-0.010975356412128656,39708.3,-0.018835895687239534,-0.01099727709860067,-0.007302523114692692,0.856692773025413,-0.009421287813329076,1.0,-0.018835895687239534
WF01,2022-04-24T00:00:00+00:00,84825.53506833629,28805.7634911969,0.6634775244515204,3.0,-0.008582620583946765,39439.0,-0.00678195742451837,-0.007083937425230264,-0.004700033266261254,0.8624592936852918,-0.0061096076682748985,1.0,-0.00678195742451837
WF01,2022-04-25T00:00:00+00:00,83013.8646723314,28805.7634911969,0.6568591691676025,3.0,-0.021357606463023093,39451.4,0.00031440959456374706,-0.010725487802845154,-0.007045135007094121,0.8579069325928859,-0.009201470341501298,1.0,0.00031440959456374706
WF01,2022-04-26T00:00:00+00:00,81887.41835957224,41924.39782445841,0.5101793789970296,3.0,-0.013569375636291792,40428.4,0.02476464713546278,0.020307910730153186,0.010360677285036667,0.8765571751225643,0.01780104486226429,1.0,0.02476464713546278
WF01,2022-04-27T00:00:00+00:00,75196.76653387959,21104.322276470437,0.7361848088110392,3.0,-0.08170549224440837,38114.1,-0.05724441234379796,-0.0743700175742586,-0.05475007716917919,0.8542597574207258,-0.06353131317236126,1.0,-0.05724441234379796
WF01,2022-04-28T00:00:00+00:00,76895.96976742355,21104.322276470437,0.7241061299761357,3.0,0.022596759300526514,39228.0,0.029225404771462626,0.025564147457215875,0.018511155881383856,0.8691465135588677,0.02221898963454397,1.0,0.029225404771462626
WF01,2022-04-29T00:00:00+00:00,74988.8180667684,21104.322276470437,0.721703046057614,3.0,-0.024801712058817094,39745.0,0.013179361680432322,-0.0053191876639372675,-0.00383887393961561,0.8650281258236622,-0.004601246935839998,1.0,0.013179361680432322
