universe_mode,portfolio_mode,cost_mode,transaction_cost,fold_id,status,initial_capital,final_equity,gross_return,net_return,cagr,maximum_drawdown,calmar,sharpe,sortino,profit_factor,expectancy,win_rate,payoff_ratio,trade_count,entries_per_year,rebalance_count,average_holding_hours,median_holding_hours,turnover,fees,break_even_fee,cluster_rejections,crisis_rejections,selection_expirations,natural_reselections,entries_by_alignment_tier,return_by_alignment_tier,per_symbol_pnl,per_symbol_trades,top_1_symbol_contribution,top_3_symbol_contribution,reconciliation_status,open_positions_after_fold
PIT_UNIVERSE,TREATMENT,ZERO_COST,0.0,WF02,PASS,100000.0,127133.37292342051,0.2713337292342049,0.27133372923420507,0.27133372923420507,0.4183808120351,0.6485329188840562,0.7459691848021653,0.8879827418775506,1.4304160244849793,343.4604167521581,0.31645569620253167,3.089698612887555,79,79,52,178.8860759493671,108.0,2893507.8229654785,0.0,0.009377328344532424,218,2,1,55,"{""FOUR_HOUR_ONLY"":10,""FULL"":55,""MEDIUM"":14}","{""FOUR_HOUR_ONLY"":-370.66637333611624,""FULL"":31163.67489958973,""MEDIUM"":-3659.6356028331215}","{""AAVE"":-3287.0195023925494,""ADA"":572.7999586184437,""ALGO"":-1455.3952479202244,""AVAX"":27270.654588893536,""BCH"":560.1534762331147,""BTC"":-240.22139209308256,""COMP"":772.644020613458,""CRO"":1090.5570376953922,""CRV"":-894.6412960534109,""DASH"":-114.3709607504913,""ETC"":1936.9504376649936,""FTT"":-2721.3145760011157,""ICP"":5942.981809320268,""LDO"":-1144.2785535615174,""LINK"":17926.772411064874,""LRC"":-2933.158304317964,""LTC"":-1478.9285301459072,""MANA"":-2890.161218012054,""NEO"":-2157.466112499988,""PAXG"":280.94016941439634,""SHIB"":-888.7816018229653,""SNX"":-2433.120315572969,""XLM"":-3014.5387335044643,""XRP"":-3567.6846414492843}","{""AAVE"":4,""ADA"":3,""ALGO"":1,""AVAX"":1,""BCH"":4,""BTC"":5,""COMP"":2,""CRO"":5,""CRV"":1,""DASH"":1,""ETC"":1,""FTT"":7,""ICP"":6,""LDO"":4,""LINK"":2,""LRC"":2,""LTC"":3,""MANA"":2,""NEO"":4,""PAXG"":4,""SHIB"":3,""SNX"":5,""XLM"":3,""XRP"":6}",0.48391303077266484,0.9074776749924441,PASS,0
PIT_UNIVERSE,TREATMENT,ZERO_COST,0.0,WF03,PASS,100000.0,103487.25786609811,0.03487257866098118,0.034872578660981146,0.034872578660981146,0.48074706652158516,0.07253830774943562,0.34443752554640217,0.46105725849297496,1.0401242481684196,41.026563130566096,0.3058823529411765,2.3602819477667984,85,85,53,190.68235294117648,108.0,2774960.9118674845,0.0,0.001256687202758209,147,4,0,55,"{""FOUR_HOUR_ONLY"":3,""FULL"":56,""MEDIUM"":26}","{""FOUR_HOUR_ONLY"":-69.5655887157341,""FULL"":14588.796429345839,""MEDIUM"":-11031.97297453198}","{""1INCH"":-1359.8342185817876,""AAVE"":2983.5271307275443,""ADA"":8380.716261795733,""ALGO"":-1580.0958160813702,""AVAX"":-3560.9169814153292,""BCH"":-5805.785286561386,""BTC"":3291.00051210572,""CRO"":1121.3653415117096,""CRV"":-6381.137603793113,""DOGE"":30236.990190573862,""ETC"":-427.57699943802027,""ETH"":2048.4629019783974,""FTT"":224.85040833458572,""ICP"":-6005.53347922295,""LDO"":-4594.170651041314,""LINK"":165.27076714261955,""LPT"":1486.8522250149392,""LTC"":160.4839915624798,""MATIC"":-1368.5368972879085,""NEO"":-5506.390182893914,""PAXG"":-1032.5501180745935,""QNT"":83.85381774081307,""SHIB"":2380.0266249920182,""UMA"":-7744.287972653175,""UNI"":-9354.075722689551,""XLM"":20716.88523083415,""XMR"":-1687.7386805531148,""XRP"":-6399.8994699387695,""ZEC"":426.03968145587646,""ZRX"":-7410.5371394460335}","{""1INCH"":1,""AAVE"":4,""ADA"":3,""ALGO"":2,""AVAX"":5,""BCH"":4,""BTC"":2,""CRO"":1,""CRV"":4,""DOGE"":3,""ETC"":2,""ETH"":2,""FTT"":3,""ICP"":5,""LDO"":3,""LINK"":3,""LPT"":2,""LTC"":1,""MATIC"":1,""NEO"":2,""PAXG"":2,""QNT"":1,""SHIB"":2,""UMA"":4,""UNI"":6,""XLM"":1,""XMR"":6,""XRP"":6,""ZEC"":3,""ZRX"":1}",0.4102360300203237,0.8050135672095629,PASS,0
FIXED_SURVIVOR_30,CONTROL,BASE_COST,0.002,WF01,PASS,100000.0,55151.60476965138,-0.42965584054017913,-0.44848395230348626,-0.44848395230348626,0.5045125811538635,-0.8889450314157974,-1.8083432866470817,-1.5178836376646045,0.20236853559604712,-1546.4963872534008,0.27586206896551724,0.5312174059396236,29,29,52,263.58620689655174,160.0,941405.5881653578,1882.8111763307156,-0.04563982261646721,124,54,0,12,"{""FOUR_HOUR_ONLY"":3,""FULL"":19,""MEDIUM"":7}","{""FOUR_HOUR_ONLY"":-129.82043066309922,""FULL"":-40142.87091586926,""MEDIUM"":-4575.703883816271}","{""AAVE"":-6265.939683750971,""AVAX"":937.5543390167784,""BNB"":-3389.314728767064,""BTC"":-1527.7324143557225,""DEXE"":-1059.5622661685602,""DOGE"":-7849.793138411904,""ETH"":-417.19092356032183,""LTC"":-2097.7228356825144,""NEAR"":-903.7985971007902,""SHIB"":140.36239197542474,""SNX"":-18805.20727175155,""SOL"":-296.667265272449,""TRX"":-59.82338377877316,""UNI"":1273.703452655183,""XMR"":-889.7282900969294,""XRP"":-1197.0559098593567,""ZEC"":-2440.4787054391018}","{""AAVE"":3,""AVAX"":1,""BNB"":1,""BTC"":1,""DEXE"":2,""DOGE"":3,""ETH"":1,""LTC"":1,""NEAR"":2,""SHIB"":1,""SNX"":5,""SOL"":1,""TRX"":1,""UNI"":2,""XMR"":2,""XRP"":1,""ZEC"":1}",0.5416280492539642,1.0,PASS,0
FIXED_SURVIVOR_30,CONTROL,BASE_COST,0.002,WF02,PASS,100000.0,208940.51609172765,1.148893520322353,1.0894051609172766,1.0894051609172766,0.3900510887369585,2.7929806950287643,1.6410691519225602,2.241840014617287,2.3848187042282913,1846.44942528352,0.4576271186440678,2.8264517976039008,59,59,52,368.54237288135596,228.0,2974417.970253809,5948.835940507618,0.03862582635702397,177,2,0,35,"{""FOUR_HOUR_ONLY"":1,""FULL"":48,""MEDIUM"":10}","{""FOUR_HOUR_ONLY"":-378.35784626344025,""FULL"":106233.31128372825,""MEDIUM"":3085.562654262846}","{""AAVE"":5500.195517054666,""ADA"":605.4382072765156,""AVAX"":40255.16138484268,""BNB"":-637.1027445508953,""BTC"":515.3683736941134,""DEXE"":290.3122646407478,""DOGE"":-1610.847096062257,""DOT"":-2050.471317573178,""ETH"":1446.145267015805,""GRAM"":1671.8727415527592,""LINK"":15151.10776924546,""LTC"":-4644.68465496759,""NEAR"":-14278.494207590811,""PEPE"":397.76386169842675,""SEI"":24732.42687603014,""SHIB"":-6356.910557806797,""SNX"":5045.773423629056,""SOL"":41726.62206385398,""SYN"":1458.685304745452,""TRX"":728.9947010422579,""UNI"":3764.045457496629,""XLM"":-1910.216433695027,""XMR"":1334.291639528868,""XRP"":-4194.96174937333}","{""AAVE"":3,""ADA"":2,""AVAX"":2,""BNB"":1,""BTC"":3,""DEXE"":4,""DOGE"":1,""DOT"":1,""ETH"":1,""GRAM"":4,""LINK"":3,""LTC"":2,""NEAR"":3,""PEPE"":1,""SEI"":1,""SHIB"":2,""SNX"":5,""SOL"":5,""SYN"":1,""TRX"":3,""UNI"":2,""XLM"":3,""XMR"":3,""XRP"":3}",0.28851755559289527,0.7378724082385627,PASS,0
FIXED_SURVIVOR_30,CONTROL,BASE_COST,0.002,WF03,PASS,100000.0,319883.50111110136,2.3004113022969555,2.1988350111110138,2.1988350111110138,0.3991953891241763,5.508167356179132,1.792950412410329,2.558217160306404,2.48676210291008,3726.8390018830737,0.4745762711864407,2.753200899650446,59,59,53,388.8813559322034,312.0,5078814.559297069,10157.629118594139,0.045294256670307384,121,2,0,33,"{""FOUR_HOUR_ONLY"":1,""FULL"":50,""MEDIUM"":8}","{""FOUR_HOUR_ONLY"":7571.491978654885,""FULL"":233362.21628326832,""MEDIUM"":-21050.207150821872}","{""AAVE"":-4815.0421757246,""ADA"":30306.475206440926,""AVAX"":-717.1468774842306,""BNB"":-711.4538610099532,""BTC"":1058.8347939179353,""DEXE"":59927.0057765395,""DOGE"":80673.22972865794,""ENA"":-7178.583120132306,""ETH"":2360.445063424248,""GRAM"":6304.325150294804,""LINK"":-152.16487959217685,""NEAR"":-380.3628380150949,""ONDO"":-13192.834276082105,""PEPE"":14727.858967458496,""SEI"":-2762.2076334707876,""SHIB"":3790.7008950518307,""SOL"":-19780.638901214923,""SUI"":28219.134528787537,""SYN"":-14875.45307940833,""TAO"":1590.305966681959,""TRX"":-728.763063740153,""UNI"":-6292.9600607148495,""XLM"":61686.43524419742,""XMR"":-6274.965585767471,""XRP"":-13575.513405769749,""ZEC"":20676.839547775482}","{""AAVE"":3,""ADA"":2,""AVAX"":2,""BNB"":2,""BTC"":1,""DEXE"":2,""DOGE"":1,""ENA"":3,""ETH"":1,""GRAM"":3,""LINK"":1,""NEAR"":3,""ONDO"":2,""PEPE"":4,""SEI"":3,""SHIB"":1,""SOL"":3,""SUI"":5,""SYN"":3,""TAO"":1,""TRX"":4,""UNI"":3,""XLM"":1,""XMR"":1,""XRP"":2,""ZEC"":2}",0.25913149648058,0.6497675608832612,PASS,0
FIXED_SURVIVOR_30,TREATMENT,BASE_COST,0.002,WF01,PASS,100000.0,73066.8518150127,-0.2458953006267273,-0.269331481849873,-0.269331481849873,0.32981104269176187,-0.8166236025686608,-1.648530668252942,-1.1096086448626632,0.3092167331108704,-841.6608807808502,0.1875,1.3399391768137716,32,32,52,112.25,84.0,1171809.0611572387,2343.618122314477,-0.0209842463911219,124,62,1,15,"{""FOUR_HOUR_ONLY"":4,""FULL"":20,""MEDIUM"":8}","{""FOUR_HOUR_ONLY"":-366.31553855425955,""FULL"":-20273.8057383485,""MEDIUM"":-6293.026908084448}","{""AAVE"":-2617.5153316658325,""AVAX"":1159.6734946689207,""BNB"":-1093.2492338006039,""BTC"":-1398.170829921148,""DEXE"":-1258.0387618474297,""DOGE"":-9660.30818756879,""ETH"":-1059.8962811775957,""LTC"":-2745.1379620933058,""NEAR"":2961.6244864456025,""SHIB"":-818.6360807646399,""SNX"":-8739.809364523995,""SOL"":-427.3974105229985,""TRX"":-77.07268759913859,""UNI"":1597.9767483270482,""XMR"":436.1170303959816,""XRP"":-1229.446812805268,""ZEC"":-1963.8610005340133}","{""AAVE"":4,""AVAX"":1,""BNB"":1,""BTC"":1,""DEXE"":2,""DOGE"":3,""ETH"":1,""LTC"":3,""NEAR"":2,""SHIB"":1,""SNX"":5,""SOL"":1,""TRX"":1,""UNI"":2,""XMR"":2,""XRP"":1,""ZEC"":1}",0.4811431346692648,0.9291487776226462,PASS,0
FIXED_SURVIVOR_30,TREATMENT,BASE_COST,0.002,WF02,PASS,100000.0,193532.0683779786,1.0075994334099065,0.935320683779786,0.935320683779786,0.3733432602377662,2.5052566455441587,1.5895801263615432,2.0322779432631464,2.142623941765353,1154.7168935552918,0.32098765432098764,4.532473722965169,81,81,52,188.79012345679013,80.0,3613937.481506004,7227.874963012008,0.027880931492761146,177,2,0,57,"{""FOUR_HOUR_ONLY"":7,""FULL"":61,""MEDIUM"":13}","{""FOUR_HOUR_ONLY"":-1647.6758269774173,""FULL"":91572.87175178682,""MEDIUM"":3606.8724531692424}","{""AAVE"":-3289.867806873649,""ADA"":1317.3350474504937,""AVAX"":40027.91641643091,""BNB"":-291.2503694274049,""BTC"":-914.6116285621896,""DEXE"":-2552.589100513702,""DOGE"":-2653.0026634661817,""DOT"":-1502.8429739942092,""ETH"":1411.5780690275808,""GRAM"":5165.73448383506,""LINK"":18683.811631797897,""LTC"":-2991.733476349798,""NEAR"":-13803.08773289515,""PEPE"":-1231.802465256148,""SEI"":23006.120758627476,""SHIB"":-3746.197300289272,""SNX"":-1252.463365882104,""SOL"":40122.31645050998,""SYN"":-967.9401098016024,""TRX"":-332.29558224662287,""UNI"":3556.5946052378736,""XLM"":-674.2198632263655,""XMR"":763.2096642866011,""XRP"":-4318.64431044083}","{""AAVE"":5,""ADA"":3,""AVAX"":2,""BNB"":2,""BTC"":4,""DEXE"":5,""DOGE"":2,""DOT"":1,""ETH"":1,""GRAM"":4,""LINK"":3,""LTC"":4,""NEAR"":3,""PEPE"":2,""SEI"":1,""SHIB"":4,""SNX"":7,""SOL"":6,""SYN"":1,""TRX"":6,""UNI"":2,""XLM"":3,""XMR"":4,""XRP"":6}",0.29929828088232185,0.7695098895973401,PASS,0
FIXED_SURVIVOR_30,TREATMENT,BASE_COST,0.002,WF03,PASS,100000.0,228178.79875736352,1.388285043232591,1.2817879875736353,1.2817879875736353,0.42576395893202534,3.010560101866859,1.464830192649396,2.0462668678593583,1.8062531670102622,1686.5631415442579,0.32894736842105265,3.6847564607009344,76,76,53,234.78947368421052,108.0,5324852.782947771,10649.705565895543,0.026071801415400896,121,4,0,50,"{""FOUR_HOUR_ONLY"":3,""FULL"":58,""MEDIUM"":15}","{""FOUR_HOUR_ONLY"":7085.733873699758,""FULL"":136581.58623505905,""MEDIUM"":-15488.521351395197}","{""AAVE"":1601.3864973315995,""ADA"":22562.88919619462,""AVAX"":1229.0129920966049,""BNB"":-2144.7946986155935,""BTC"":1036.09435478624,""DEXE"":56468.61294507522,""DOGE"":58393.60710574372,""ENA"":-8912.115390328512,""ETH"":2349.9118409721777,""GRAM"":6048.529966078925,""LINK"":-151.16733051205284,""NEAR"":-8769.643964414448,""ONDO"":-19274.251431715118,""PEPE"":11790.444061049704,""SEI"":-11661.944516728054,""SHIB"":3598.296526922228,""SOL"":-9120.420597640496,""SUI"":21822.42584297058,""SYN"":-3099.131322464997,""TAO"":-13387.326683104402,""TRX"":565.158870495638,""UNI"":-7990.96419837851,""XLM"":46401.435090287654,""XMR"":-3349.170004945912,""XRP"":-18386.822798600286,""ZEC"":558.7464048070588}","{""AAVE"":4,""ADA"":2,""AVAX"":2,""BNB"":2,""BTC"":1,""DEXE"":2,""DOGE"":1,""ENA"":3,""ETH"":1,""GRAM"":3,""LINK"":1,""NEAR"":5,""ONDO"":4,""PEPE"":4,""SEI"":4,""SHIB"":1,""SOL"":4,""SUI"":7,""SYN"":4,""TAO"":3,""TRX"":4,""UNI"":3,""XLM"":1,""XMR"":2,""XRP"":5,""ZEC"":3}",0.2490912683891004,0.6879069541194616,PASS,0
PIT_UNIVERSE,CONTROL,BASE_COST,0.002,WF01,PASS,100000.0,39951.39673977943,-0.5824656272805041,-0.6004860326022057,-0.6004860326022057,0.6249700607251686,-0.960823678346202,-2.4179916158816086,-2.025314955475526,0.06922546208267696,-1819.6546442491072,0.18181818181818182,0.31151457937204635,33,33,52,275.1515151515151,164.0,901020.2660850624,1802.040532170125,-0.06464511945012294,213,54,0,10,"{""FOUR_HOUR_ONLY"":3,""FULL"":22,""MEDIUM"":8}","{""FOUR_HOUR_ONLY"":-341.73700255859285,""FULL"":-51580.28916286029,""MEDIUM"":-8126.577094801656}","{""AAVE"":-5911.722374026123,""ALGO"":-5251.228809075431,""COMP"":-2049.9556329098377,""CRO"":-2370.437069383063,""CRV"":-3094.368696244342,""DASH"":-929.7142518822645,""DOGE"":-4460.838512902861,""ETC"":-10450.23010944108,""ETH"":-323.66992569473285,""FTT"":-1899.098383234801,""ICP"":-155.4390941699759,""LDO"":-3665.719700785607,""LRC"":-236.10778244233634,""LTC"":-1608.4292395393502,""MANA"":-5110.011714068044,""PAXG"":48.56882371974895,""QNT"":1712.1510014970718,""SHIB"":109.6506289841899,""SNX"":-10530.439627139935,""UNI"":441.89524641752394,""XMR"":-2722.602309272683,""XRP"":-1152.8898793527676,""ZEC"":-437.96584927383685}","{""AAVE"":2,""ALGO"":1,""COMP"":1,""CRO"":1,""CRV"":1,""DASH"":1,""DOGE"":2,""ETC"":3,""ETH"":1,""FTT"":1,""ICP"":1,""LDO"":1,""LRC"":2,""LTC"":1,""MANA"":1,""PAXG"":1,""QNT"":3,""SHIB"":1,""SNX"":4,""UNI"":1,""XMR"":1,""XRP"":1,""ZEC"":1}",0.7404646451482928,0.9789951372341177,PASS,0
PIT_UNIVERSE,CONTROL,BASE_COST,0.002,WF02,PASS,100000.0,121246.36636539828,0.2568777224745308,0.21246366365398273,0.21246366365398273,0.5056381810165079,0.4201891226387556,0.6293358713339775,0.8347553361997031,1.3249269150479503,372.7432695683911,0.42105263157894735,1.8217745081909316,57,57,52,350.8070175438597,296.0,2220702.9410273917,4441.405882054784,0.011567405875352613,218,2,0,33,"{""FOUR_HOUR_ONLY"":1,""FULL"":47,""MEDIUM"":9}","{""FOUR_HOUR_ONLY"":-14.680275710168846,""FULL"":27071.134768686043,""MEDIUM"":-5810.088127577581}","{""AAVE"":2891.7129637114017,""ADA"":-527.7830470024178,""ALGO"":-1511.31953833514,""AVAX"":26034.67216363843,""BCH"":832.7817264793707,""BTC"":670.6305234906029,""COMP"":4511.579351317221,""CRO"":-554.3320424442745,""CRV"":-1765.9930708782326,""DASH"":-209.7599278907963,""ETC"":1866.0765367896636,""FTT"":-10447.361087422747,""ICP"":8203.768669011308,""LDO"":-1637.193599337395,""LINK"":12919.461623808284,""LRC"":-2793.669795983593,""LTC"":-2174.1067932792826,""MANA"":-4103.145688363935,""NEO"":-52.66046410261356,""PAXG"":75.72342732672169,""SHIB"":-3356.7494819687918,""SNX"":-1231.2592694078803,""XLM"":-3091.5835970656935,""XRP"":-3303.1232166919194}","{""AAVE"":2,""ADA"":2,""ALGO"":1,""AVAX"":1,""BCH"":4,""BTC"":4,""COMP"":1,""CRO"":3,""CRV"":1,""DASH"":1,""ETC"":1,""FTT"":4,""ICP"":4,""LDO"":3,""LINK"":2,""LRC"":2,""LTC"":1,""MANA"":2,""NEO"":3,""PAXG"":4,""SHIB"":2,""SNX"":4,""XLM"":2,""XRP"":3}",0.4488240785214229,0.8129774779566479,PASS,0
PIT_UNIVERSE,CONTROL,BASE_COST,0.002,WF03,PASS,100000.0,107136.57909523828,0.11339688196274339,0.07136579095238282,0.07136579095238282,0.529721920628893,0.13472312202533812,0.4363881995750358,0.6077643405937582,1.0830313942403507,113.27903325775061,0.4126984126984127,1.5412369841112683,63,63,53,353.14285714285717,252.0,2101554.5505180294,4203.109101036059,0.005395857173195493,147,3,0,33,"{""FOUR_HOUR_ONLY"":2,""FULL"":45,""MEDIUM"":16}","{""FOUR_HOUR_ONLY"":171.3692272692347,""FULL"":22576.587126530125,""MEDIUM"":-15611.377258561071}","{""1INCH"":-1337.620607419449,""AAVE"":4206.910996100804,""ADA"":3983.692613107227,""ALGO"":-3424.01686773508,""AVAX"":-8455.516718087605,""BCH"":-6013.396622529988,""BTC"":3138.1173887554814,""CRO"":1068.9170800397935,""CRV"":-7573.989119763406,""DOGE"":33750.06355105025,""ETC"":-1604.9467288195299,""ETH"":1861.0095120736105,""FTT"":-209.9265919175499,""ICP"":-11641.2881539517,""LDO"":-3771.3900737459167,""LINK"":469.7732091004643,""LPT"":1269.3959512253743,""LTC"":117.36219052189382,""MATIC"":-353.6557854622677,""NEO"":-5914.847446915976,""PAXG"":-617.5564422236741,""QNT"":26.92419834545771,""SHIB"":2302.155978401232,""UMA"":-6492.761949655283,""UNI"":392.11986087443483,""XLM"":21168.344970379927,""XMR"":-1580.6579114488443,""XRP"":-3273.407500498336,""ZEC"":2321.057628845139,""ZRX"":-6674.287513408196}","{""1INCH"":1,""AAVE"":4,""ADA"":3,""ALGO"":2,""AVAX"":5,""BCH"":2,""BTC"":2,""CRO"":1,""CRV"":2,""DOGE"":2,""ETC"":1,""ETH"":2,""FTT"":3,""ICP"":4,""LDO"":2,""LINK"":2,""LPT"":2,""LTC"":1,""MATIC"":1,""NEO"":1,""PAXG"":2,""QNT"":1,""SHIB"":2,""UMA"":2,""UNI"":2,""XLM"":1,""XMR"":4,""XRP"":3,""ZEC"":2,""ZRX"":1}",0.44363705055001934,0.7771891251081421,PASS,0
PIT_UNIVERSE,TREATMENT,BASE_COST,0.002,WF01,PASS,100000.0,58368.98628834306,-0.39054233455677306,-0.4163101371165694,-0.4163101371165694,0.4214192489880795,-0.9878764155083609,-2.4380595329716157,-1.4065076239597736,0.11817020784614851,-1040.7753427914238,0.125,0.8271914549230395,40,40,52,89.2,68.0,1288390.1279898232,2576.780255979647,-0.03031242836097374,213,67,0,17,"{""FOUR_HOUR_ONLY"":5,""FULL"":25,""MEDIUM"":10}","{""FOUR_HOUR_ONLY"":-575.7654635048157,""FULL"":-33600.926383402715,""MEDIUM"":-7454.321864749416}","{""AAVE"":-2431.0051231238426,""ALGO"":-1909.048634746811,""COMP"":-1556.1906346333242,""CRO"":-1231.324052201075,""CRV"":-1773.862483469429,""DASH"":-1796.4387880879585,""DOGE"":-6117.775745950545,""ETC"":-7776.410965600014,""ETH"":-870.3860193147237,""FTT"":-1243.535058165404,""ICP"":-206.1377749926143,""LDO"":-2744.931595897845,""LRC"":-287.5470805426919,""LTC"":-2242.646689736427,""MANA"":-2599.398399007409,""PAXG"":67.85469880674985,""QNT"":2505.8630459016226,""SHIB"":-676.9121196377399,""SNX"":-5711.931154890983,""UNI"":602.601072533984,""XMR"":-1914.3448958631911,""XRP"":-1227.856067664496,""ZEC"":-489.649245372786}","{""AAVE"":3,""ALGO"":1,""COMP"":1,""CRO"":1,""CRV"":1,""DASH"":2,""DOGE"":2,""ETC"":5,""ETH"":1,""FTT"":1,""ICP"":1,""LDO"":2,""LRC"":2,""LTC"":3,""MANA"":1,""PAXG"":1,""QNT"":3,""SHIB"":1,""SNX"":4,""UNI"":1,""XMR"":1,""XRP"":1,""ZEC"":1}",0.7889205051768651,1.0,PASS,0
PIT_UNIVERSE,TREATMENT,BASE_COST,0.002,WF02,PASS,100000.0,118937.39612967853,0.24540883178391817,0.1893739612967853,0.1893739612967853,0.4475739926672708,0.42311207621388097,0.6073229411190476,0.7224209565790847,1.2907794403153077,239.71387505922246,0.2911392405063291,3.142767332941619,79,79,52,178.8860759493671,108.0,2801743.5243566195,5603.487048713239,0.00875914692585121,218,2,1,55,"{""FOUR_HOUR_ONLY"":10,""FULL"":55,""MEDIUM"":14}","{""FOUR_HOUR_ONLY"":-567.6564858460539,""FULL"":23850.897099161564,""MEDIUM"":-4345.844483636939}","{""AAVE"":-3358.3095226230525,""ADA"":212.7996616655039,""ALGO"":-1482.7138464198122,""AVAX"":25575.48121418684,""BCH"":356.4737102913248,""BTC"":-633.8145144774417,""COMP"":591.935217703794,""CRO"":677.118694483089,""CRV"":-915.5787150026654,""DASH"":-213.99866606979754,""ETC"":1866.0765367896636,""FTT"":-3263.178572371074,""ICP"":5080.613501160686,""LDO"":-1434.6513897575526,""LINK"":16890.40185078004,""LRC"":-3089.164482407518,""LTC"":-1578.0311826493053,""MANA"":-3085.079794271696,""NEO"":-2336.471480780938,""PAXG"":-59.779246039575554,""SHIB"":-979.9269628058197,""SNX"":-3005.6447213958,""XLM"":-3107.87056584085,""XRP"":-3769.2905944694676}","{""AAVE"":4,""ADA"":3,""ALGO"":1,""AVAX"":1,""BCH"":4,""BTC"":5,""COMP"":2,""CRO"":5,""CRV"":1,""DASH"":1,""ETC"":1,""FTT"":7,""ICP"":6,""LDO"":4,""LINK"":2,""LRC"":2,""LTC"":3,""MANA"":2,""NEO"":4,""PAXG"":4,""SHIB"":3,""SNX"":5,""XLM"":3,""XRP"":6}",0.4990250126540948,0.927720219684792,PASS,0
PIT_UNIVERSE,TREATMENT,BASE_COST,0.002,WF03,PASS,100000.0,96071.64865497398,0.014223650311095343,-0.039283513450260266,-0.039283513450260266,0.5112476789581935,-0.07683851695974667,0.21797321590265104,0.29147442100720067,0.955333363585655,-46.21589817677659,0.29411764705882354,2.292800072605572,85,85,53,190.68235294117648,108.0,2675358.188067771,5350.716376135542,0.0005316540556899455,147,4,0,55,"{""FOUR_HOUR_ONLY"":3,""FULL"":56,""MEDIUM"":26}","{""FOUR_HOUR_ONLY"":-122.147974418762,""FULL"":7995.363492358027,""MEDIUM"":-11801.566862965305}","{""1INCH"":-1414.1258790628417,""AAVE"":2649.5346787532862,""ADA"":7485.65957860683,""ALGO"":-1659.8839122012246,""AVAX"":-3695.8792140461082,""BCH"":-5919.062394843309,""BTC"":3001.225216897529,""CRO"":975.9019210143871,""CRV"":-6193.883763972722,""DOGE"":28429.51510096279,""ETC"":-576.7903433464875,""ETH"":1920.2016966705094,""FTT"":-10.694621375828774,""ICP"":-6286.854891021714,""LDO"":-4782.977786271906,""LINK"":1.481087379789983,""LPT"":1275.2350538851106,""LTC"":114.59274675884515,""MATIC"":-1429.8440939031614,""NEO"":-5465.411244218136,""PAXG"":-1117.9959180595479,""QNT"":26.350356434627635,""SHIB"":2230.683178313147,""UMA"":-7878.734459714925,""UNI"":-9523.554569445865,""XLM"":19324.297067253563,""XMR"":-1900.9100868396458,""XRP"":-6381.814488853889,""ZEC"":208.26764027792592,""ZRX"":-7332.879001057044}","{""1INCH"":1,""AAVE"":4,""ADA"":3,""ALGO"":2,""AVAX"":5,""BCH"":4,""BTC"":2,""CRO"":1,""CRV"":4,""DOGE"":3,""ETC"":2,""ETH"":2,""FTT"":3,""ICP"":5,""LDO"":3,""LINK"":3,""LPT"":2,""LTC"":1,""MATIC"":1,""NEO"":2,""PAXG"":2,""QNT"":1,""SHIB"":2,""UMA"":4,""UNI"":6,""XLM"":1,""XMR"":6,""XRP"":6,""ZEC"":3,""ZRX"":1}",0.42028795412621694,0.8166331534335256,PASS,0
FIXED_SURVIVOR_30,CONTROL,STRESS_0_4_PERCENT,0.004,WF01,PASS,100000.0,53770.37493228823,-0.42503168995575424,-0.46229625067711766,-0.46229625067711766,0.5129496511307386,-0.9012507361259309,-1.8872165151675677,-1.5856937512046185,0.1887858845688283,-1594.1250023348903,0.27586206896551724,0.49556294699317427,29,29,52,263.58620689655174,160.0,931614.018034098,3726.456072136392,-0.04562315312221909,124,54,0,12,"{""FOUR_HOUR_ONLY"":3,""FULL"":19,""MEDIUM"":7}","{""FOUR_HOUR_ONLY"":-197.4970065128701,""FULL"":-41171.22486614168,""MEDIUM"":-4860.903195057264}","{""AAVE"":-6435.650290675117,""AVAX"":850.3553243888305,""BNB"":-3370.5962914808415,""BTC"":-1623.3044380692272,""DEXE"":-1127.2325250624135,""DOGE"":-7954.503101711669,""ETH"":-473.92843146024234,""LTC"":-2112.3379674230832,""NEAR"":-1061.6663751987207,""SHIB"":93.7178477279018,""SNX"":-18942.153622682632,""SOL"":-322.1158059892273,""TRX"":-102.86048183681154,""UNI"":1160.1821671088946,""XMR"":-1040.8868747467595,""XRP"":-1251.3214484802065,""ZEC"":-2515.322752120498}","{""AAVE"":3,""AVAX"":1,""BNB"":1,""BTC"":1,""DEXE"":2,""DOGE"":3,""ETH"":1,""LTC"":1,""NEAR"":2,""SHIB"":1,""SNX"":5,""SOL"":1,""TRX"":1,""UNI"":2,""XMR"":2,""XRP"":1,""ZEC"":1}",0.5513504684920252,1.0,PASS,0
