treatment_mode,cost_mode,transaction_cost,compounded_return,mean_fold_return,positive_folds,worst_fold_return,mean_maximum_drawdown,profit_factor,expectancy,trade_count,trades_per_year,win_rate,payoff_ratio,turnover,fees,break_even_fee,cluster_rejections,crisis_rejections,selection_expirations,natural_reselections,top_1_symbol_contribution,top_3_symbol_contribution,reconciliation_status,open_positions_after_fold
PIT_CONTROL,ZERO_COST,0.0,-0.40411894482882516,-0.058993547309334295,2,-0.5887347479585601,0.5389537577499274,0.9170171807414186,-115.67362217516548,153,51.0,0.38562091503267976,1.4610104235541244,5351123.608669361,0.0,-0.0033073547701510182,578,59,0,76,0.29324617124013264,0.658362845696991,PASS,0
PIT_LIQUIDITY_FLOOR,ZERO_COST,0.0,-0.4669418463673515,-0.10164686259429494,2,-0.5832700984642101,0.547784184403398,0.8579945990785747,-194.2296737470605,157,52.333333333333336,0.3821656050955414,1.3870912685103625,5353892.450086029,0.0,-0.005695680117331928,486,52,0,82,0.2993818034969217,0.6334483855368387,PASS,0
PIT_CONTROL,BASE_COST,0.002,-0.4810345157020558,-0.10555219266528004,2,-0.6004860326022057,0.5534433874568565,0.8533000104768909,-206.9650836574116,153,51.0,0.3660130718954248,1.4780375181474716,5223277.757630483,10446.555515260969,-0.004062411242313284,578,59,0,76,0.3034823360035585,0.6729335903281144,PASS,0
PIT_LIQUIDITY_FLOOR,BASE_COST,0.002,-0.536161104407697,-0.14622877621956598,1,-0.5947237537668995,0.560379994277317,0.7978429750880108,-279.41804373165445,157,52.333333333333336,0.36942675159235666,1.361835422995053,5227560.856620428,10455.121713240858,-0.00639179764121014,486,52,0,82,0.30975702828819396,0.6480216353559323,PASS,0
PIT_CONTROL,STRESS_0_4_PERCENT,0.004,-0.5481740878572945,-0.14984169069945708,2,-0.6119255068690967,0.5674969464635001,0.7943213832026699,-293.8072366656021,153,51.0,0.33986928104575165,1.5428165327590317,5099663.546565982,20398.654186263928,-0.00481479862335375,578,59,0,76,0.3150068567240161,0.6894464636778593,PASS,0
PIT_LIQUIDITY_FLOOR,STRESS_0_4_PERCENT,0.004,-0.5965234842287889,-0.1886072081204346,1,-0.6058852857008451,0.5741718403592486,0.742119885712044,-360.39593908363304,157,52.333333333333336,0.3503184713375796,1.3762950607750637,5105417.717464318,20421.670869857273,-0.007082768456453114,486,52,0,82,0.3212867443196784,0.6641516731006707,PASS,0
