portfolio,cost_mode,transaction_cost,compounded_return,mean_fold_return,worst_fold_return,mean_maximum_drawdown,weekly_expectancy,weekly_interval_count,positive_folds,turnover,fees,reconciliation_status,open_positions_after_fold
M05_PIT,ZERO_COST,0.0,-0.40411894482882516,-0.058993547309334295,-0.5887347479585601,0.5389537577499274,-0.0001246600957190371,155,2,5351123.608669361,0.0,PASS,0
PIT_EQUAL_WEIGHT,ZERO_COST,0.0,-0.3241805108259409,0.21772394206535706,-0.7660275176023362,0.5579959974941904,0.0026434120303309174,155,2,1773283.0605729083,0.0,PASS,0
M05_PIT,BASE_COST,0.002,-0.4810345157020558,-0.10555219266528004,-0.6004860326022057,0.5534433874568565,-0.0009759888219548795,155,2,5223277.757630483,10446.555515260969,PASS,0
PIT_EQUAL_WEIGHT,BASE_COST,0.002,-0.3477089988835531,0.20396897560119695,-0.7689894886724828,0.559941106835251,0.002455376518637891,155,2,1762578.9413184037,3525.157882636807,PASS,0
M05_PIT,STRESS_0_4_PERCENT,0.004,-0.5481740878572945,-0.14984169069945708,-0.6119255068690967,0.5674969464635001,-0.0018280017132115836,155,2,5099663.546565982,20398.654186263928,PASS,0
PIT_EQUAL_WEIGHT,STRESS_0_4_PERCENT,0.004,-0.3704107674183956,0.19037543240626612,-0.7719132545354487,0.5618704069572947,0.0022675980585925744,155,2,1751972.4659045367,7007.8898636181475,PASS,0
