asset,day,source_timestamp,available_at,market_cap_usd,canonical_asset,canonical_symbol,normalization_rule,stablecoin_excluded,investable_identity,raw_form_count,canonical_source_asset,rebalance_time,investable_rank,local_data_available
doge,2023-04-23T00:00:00+00:00,2023-04-23T00:00:00+00:00,2023-04-24T00:00:00+00:00,10965074082.866817,doge,DOGE,IDENTITY,False,True,1,doge,2023-04-24T00:00:00+00:00,5,True
shib_eth,2023-04-23T00:00:00+00:00,2023-04-23T00:00:00+00:00,2023-04-24T00:00:00+00:00,10328435338.187996,shib,SHIB,NETWORK_FORM_TO_PARENT,False,True,1,shib_eth,2023-04-24T00:00:00+00:00,6,True
matic_eth,2023-04-23T00:00:00+00:00,2023-04-23T00:00:00+00:00,2023-04-24T00:00:00+00:00,10028755933.2299,matic,MATIC,NETWORK_FORM_TO_PARENT,False,True,1,matic_eth,2023-04-24T00:00:00+00:00,7,False
xlm,2023-04-23T00:00:00+00:00,2023-04-23T00:00:00+00:00,2023-04-24T00:00:00+00:00,9964817572.70365,xlm,XLM,IDENTITY,False,True,1,xlm,2023-04-24T00:00:00+00:00,8,True
link,2023-04-23T00:00:00+00:00,2023-04-23T00:00:00+00:00,2023-04-24T00:00:00+00:00,7080611908.83853,link,LINK,IDENTITY,False,True,1,link,2023-04-24T00:00:00+00:00,9,True
cro,2023-04-23T00:00:00+00:00,2023-04-23T00:00:00+00:00,2023-04-24T00:00:00+00:00,6787168665.8276,cro,CRO,IDENTITY,False,True,1,cro,2023-04-24T00:00:00+00:00,10,False
ltc,2023-04-23T00:00:00+00:00,2023-04-23T00:00:00+00:00,2023-04-24T00:00:00+00:00,6317967021.55037,ltc,LTC,IDENTITY,False,True,1,ltc,2023-04-24T00:00:00+00:00,11,True
avaxp,2023-04-23T00:00:00+00:00,2023-04-23T00:00:00+00:00,2023-04-24T00:00:00+00:00,5759426766.388015,avax,AVAX,EXPLICIT_ALIAS,False,True,2,avaxp,2023-04-24T00:00:00+00:00,12,True
uni,2023-04-23T00:00:00+00:00,2023-04-23T00:00:00+00:00,2023-04-24T00:00:00+00:00,5425805974.5806,uni,UNI,IDENTITY,False,True,1,uni,2023-04-24T00:00:00+00:00,13,True
xmr,2023-04-23T00:00:00+00:00,2023-04-23T00:00:00+00:00,2023-04-24T00:00:00+00:00,2794226324.233634,xmr,XMR,IDENTITY,False,True,1,xmr,2023-04-24T00:00:00+00:00,14,True
etc,2023-04-23T00:00:00+00:00,2023-04-23T00:00:00+00:00,2023-04-24T00:00:00+00:00,2772621724.026344,etc,ETC,IDENTITY,False,True,1,etc,2023-04-24T00:00:00+00:00,15,False
qnt,2023-04-23T00:00:00+00:00,2023-04-23T00:00:00+00:00,2023-04-24T00:00:00+00:00,2734026257.3721232,qnt,QNT,IDENTITY,False,True,1,qnt,2023-04-24T00:00:00+00:00,16,False
icp,2023-04-23T00:00:00+00:00,2023-04-23T00:00:00+00:00,2023-04-24T00:00:00+00:00,2696790285.060915,icp,ICP,IDENTITY,False,True,1,icp,2023-04-24T00:00:00+00:00,17,False
leo_eth,2023-04-23T00:00:00+00:00,2023-04-23T00:00:00+00:00,2023-04-24T00:00:00+00:00,2324667587.554686,leo,LEO,NETWORK_FORM_TO_PARENT,False,True,1,leo_eth,2023-04-24T00:00:00+00:00,18,False
bch,2023-04-23T00:00:00+00:00,2023-04-23T00:00:00+00:00,2023-04-24T00:00:00+00:00,2323101305.400366,bch,BCH,IDENTITY,False,True,1,bch,2023-04-24T00:00:00+00:00,19,False
ldo,2023-04-23T00:00:00+00:00,2023-04-23T00:00:00+00:00,2023-04-24T00:00:00+00:00,2073748898.44086,ldo,LDO,IDENTITY,False,True,1,ldo,2023-04-24T00:00:00+00:00,20,False
algo,2023-04-23T00:00:00+00:00,2023-04-23T00:00:00+00:00,2023-04-24T00:00:00+00:00,1877499843.31659,algo,ALGO,IDENTITY,False,True,1,algo,2023-04-24T00:00:00+00:00,21,False
crv,2023-04-23T00:00:00+00:00,2023-04-23T00:00:00+00:00,2023-04-24T00:00:00+00:00,1829389959.8516586,crv,CRV,IDENTITY,False,True,1,crv,2023-04-24T00:00:00+00:00,22,False
ht,2023-04-23T00:00:00+00:00,2023-04-23T00:00:00+00:00,2023-04-24T00:00:00+00:00,1795420278.756965,ht,HT,IDENTITY,False,True,1,ht,2023-04-24T00:00:00+00:00,23,False
mana,2023-04-23T00:00:00+00:00,2023-04-23T00:00:00+00:00,2023-04-24T00:00:00+00:00,1227731148.4793298,mana,MANA,IDENTITY,False,True,1,mana,2023-04-24T00:00:00+00:00,24,False
neo,2023-04-23T00:00:00+00:00,2023-04-23T00:00:00+00:00,2023-04-24T00:00:00+00:00,1128881728.1191,neo,NEO,IDENTITY,False,True,1,neo,2023-04-24T00:00:00+00:00,25,False
aave,2023-04-23T00:00:00+00:00,2023-04-23T00:00:00+00:00,2023-04-24T00:00:00+00:00,1123841815.9413311,aave,AAVE,IDENTITY,False,True,2,aave,2023-04-24T00:00:00+00:00,26,True
leo_eos,2023-04-23T00:00:00+00:00,2023-04-23T00:00:00+00:00,2023-04-24T00:00:00+00:00,1083624983.3900535,leo_eos,LEO_EOS,IDENTITY,False,True,1,leo_eos,2023-04-24T00:00:00+00:00,27,False
gno,2023-04-23T00:00:00+00:00,2023-04-23T00:00:00+00:00,2023-04-24T00:00:00+00:00,1064757276.28453,gno,GNO,IDENTITY,False,True,1,gno,2023-04-24T00:00:00+00:00,28,False
pax,2023-04-23T00:00:00+00:00,2023-04-23T00:00:00+00:00,2023-04-24T00:00:00+00:00,1042862184.8540928,pax,PAX,IDENTITY,False,True,1,pax,2023-04-24T00:00:00+00:00,29,False
usdt_omni,2023-04-23T00:00:00+00:00,2023-04-23T00:00:00+00:00,2023-04-24T00:00:00+00:00,888009979.2308599,usdt_omni,USDT_OMNI,IDENTITY,False,True,1,usdt_omni,2023-04-24T00:00:00+00:00,30,False
btc,2023-04-30T00:00:00+00:00,2023-04-30T00:00:00+00:00,2023-05-01T00:00:00+00:00,568466684139.1699,btc,BTC,IDENTITY,False,True,2,btc,2023-05-01T00:00:00+00:00,1,True
eth,2023-04-30T00:00:00+00:00,2023-04-30T00:00:00+00:00,2023-05-01T00:00:00+00:00,227016335265.8526,eth,ETH,IDENTITY,False,True,2,eth,2023-05-01T00:00:00+00:00,2,True
xrp,2023-04-30T00:00:00+00:00,2023-04-30T00:00:00+00:00,2023-05-01T00:00:00+00:00,47307801119.8462,xrp,XRP,IDENTITY,False,True,1,xrp,2023-05-01T00:00:00+00:00,3,True
ada,2023-04-30T00:00:00+00:00,2023-04-30T00:00:00+00:00,2023-05-01T00:00:00+00:00,13563917602.39518,ada,ADA,IDENTITY,False,True,1,ada,2023-05-01T00:00:00+00:00,4,True
doge,2023-04-30T00:00:00+00:00,2023-04-30T00:00:00+00:00,2023-05-01T00:00:00+00:00,11111498139.547253,doge,DOGE,IDENTITY,False,True,1,doge,2023-05-01T00:00:00+00:00,5,True
shib_eth,2023-04-30T00:00:00+00:00,2023-04-30T00:00:00+00:00,2023-05-01T00:00:00+00:00,10116850590.00571,shib,SHIB,NETWORK_FORM_TO_PARENT,False,True,1,shib_eth,2023-05-01T00:00:00+00:00,6,True
xlm,2023-04-30T00:00:00+00:00,2023-04-30T00:00:00+00:00,2023-05-01T00:00:00+00:00,9993465561.823114,xlm,XLM,IDENTITY,False,True,1,xlm,2023-05-01T00:00:00+00:00,7,True
matic_eth,2023-04-30T00:00:00+00:00,2023-04-30T00:00:00+00:00,2023-05-01T00:00:00+00:00,9858158819.13165,matic,MATIC,NETWORK_FORM_TO_PARENT,False,True,1,matic_eth,2023-05-01T00:00:00+00:00,8,False
cro,2023-04-30T00:00:00+00:00,2023-04-30T00:00:00+00:00,2023-05-01T00:00:00+00:00,7312448724.13677,cro,CRO,IDENTITY,False,True,1,cro,2023-05-01T00:00:00+00:00,9,False
link,2023-04-30T00:00:00+00:00,2023-04-30T00:00:00+00:00,2023-05-01T00:00:00+00:00,7059234659.61938,link,LINK,IDENTITY,False,True,1,link,2023-05-01T00:00:00+00:00,10,True
ltc,2023-04-30T00:00:00+00:00,2023-04-30T00:00:00+00:00,2023-05-01T00:00:00+00:00,6459210622.866958,ltc,LTC,IDENTITY,False,True,1,ltc,2023-05-01T00:00:00+00:00,11,True
avaxp,2023-04-30T00:00:00+00:00,2023-04-30T00:00:00+00:00,2023-05-01T00:00:00+00:00,5955259918.297655,avax,AVAX,EXPLICIT_ALIAS,False,True,2,avaxp,2023-05-01T00:00:00+00:00,12,True
uni,2023-04-30T00:00:00+00:00,2023-04-30T00:00:00+00:00,2023-05-01T00:00:00+00:00,5481962668.66552,uni,UNI,IDENTITY,False,True,1,uni,2023-05-01T00:00:00+00:00,13,True
icp,2023-04-30T00:00:00+00:00,2023-04-30T00:00:00+00:00,2023-05-01T00:00:00+00:00,3213666898.233445,icp,ICP,IDENTITY,False,True,1,icp,2023-05-01T00:00:00+00:00,14,False
qnt,2023-04-30T00:00:00+00:00,2023-04-30T00:00:00+00:00,2023-05-01T00:00:00+00:00,2831101279.94684,qnt,QNT,IDENTITY,False,True,1,qnt,2023-05-01T00:00:00+00:00,15,False
xmr,2023-04-30T00:00:00+00:00,2023-04-30T00:00:00+00:00,2023-05-01T00:00:00+00:00,2785798615.679436,xmr,XMR,IDENTITY,False,True,1,xmr,2023-05-01T00:00:00+00:00,16,True
etc,2023-04-30T00:00:00+00:00,2023-04-30T00:00:00+00:00,2023-05-01T00:00:00+00:00,2746863338.1128464,etc,ETC,IDENTITY,False,True,1,etc,2023-05-01T00:00:00+00:00,17,False
leo_eth,2023-04-30T00:00:00+00:00,2023-04-30T00:00:00+00:00,2023-05-01T00:00:00+00:00,2352823732.460949,leo,LEO,NETWORK_FORM_TO_PARENT,False,True,1,leo_eth,2023-05-01T00:00:00+00:00,18,False
bch,2023-04-30T00:00:00+00:00,2023-04-30T00:00:00+00:00,2023-05-01T00:00:00+00:00,2293039090.8101764,bch,BCH,IDENTITY,False,True,1,bch,2023-05-01T00:00:00+00:00,19,False
ldo,2023-04-30T00:00:00+00:00,2023-04-30T00:00:00+00:00,2023-05-01T00:00:00+00:00,2039371496.22647,ldo,LDO,IDENTITY,False,True,1,ldo,2023-05-01T00:00:00+00:00,20,False
algo,2023-04-30T00:00:00+00:00,2023-04-30T00:00:00+00:00,2023-05-01T00:00:00+00:00,1811026611.54642,algo,ALGO,IDENTITY,False,True,1,algo,2023-05-01T00:00:00+00:00,21,False
crv,2023-04-30T00:00:00+00:00,2023-04-30T00:00:00+00:00,2023-05-01T00:00:00+00:00,1770416160.8620358,crv,CRV,IDENTITY,False,True,1,crv,2023-05-01T00:00:00+00:00,22,False
ht,2023-04-30T00:00:00+00:00,2023-04-30T00:00:00+00:00,2023-05-01T00:00:00+00:00,1759286471.9011,ht,HT,IDENTITY,False,True,1,ht,2023-05-01T00:00:00+00:00,23,False
mana,2023-04-30T00:00:00+00:00,2023-04-30T00:00:00+00:00,2023-05-01T00:00:00+00:00,1198708898.950518,mana,MANA,IDENTITY,False,True,1,mana,2023-05-01T00:00:00+00:00,24,False
aave,2023-04-30T00:00:00+00:00,2023-04-30T00:00:00+00:00,2023-05-01T00:00:00+00:00,1131041003.3441343,aave,AAVE,IDENTITY,False,True,2,aave,2023-05-01T00:00:00+00:00,25,True
leo_eos,2023-04-30T00:00:00+00:00,2023-04-30T00:00:00+00:00,2023-05-01T00:00:00+00:00,1096749742.4823723,leo_eos,LEO_EOS,IDENTITY,False,True,1,leo_eos,2023-05-01T00:00:00+00:00,26,False
gno,2023-04-30T00:00:00+00:00,2023-04-30T00:00:00+00:00,2023-05-01T00:00:00+00:00,1082638515.18624,gno,GNO,IDENTITY,False,True,1,gno,2023-05-01T00:00:00+00:00,27,False
neo,2023-04-30T00:00:00+00:00,2023-04-30T00:00:00+00:00,2023-05-01T00:00:00+00:00,1066585784.76732,neo,NEO,IDENTITY,False,True,1,neo,2023-05-01T00:00:00+00:00,28,False
pax,2023-04-30T00:00:00+00:00,2023-04-30T00:00:00+00:00,2023-05-01T00:00:00+00:00,1039725648.2704477,pax,PAX,IDENTITY,False,True,1,pax,2023-05-01T00:00:00+00:00,29,False
usdt_omni,2023-04-30T00:00:00+00:00,2023-04-30T00:00:00+00:00,2023-05-01T00:00:00+00:00,888383771.6984212,usdt_omni,USDT_OMNI,IDENTITY,False,True,1,usdt_omni,2023-05-01T00:00:00+00:00,30,False
btc,2023-05-07T00:00:00+00:00,2023-05-07T00:00:00+00:00,2023-05-08T00:00:00+00:00,557024258369.1561,btc,BTC,IDENTITY,False,True,2,btc,2023-05-08T00:00:00+00:00,1,True
eth,2023-05-07T00:00:00+00:00,2023-05-07T00:00:00+00:00,2023-05-08T00:00:00+00:00,228678322627.42426,eth,ETH,IDENTITY,False,True,2,eth,2023-05-08T00:00:00+00:00,2,True
xrp,2023-05-07T00:00:00+00:00,2023-05-07T00:00:00+00:00,2023-05-08T00:00:00+00:00,45272806281.532265,xrp,XRP,IDENTITY,False,True,1,xrp,2023-05-08T00:00:00+00:00,3,True
ada,2023-05-07T00:00:00+00:00,2023-05-07T00:00:00+00:00,2023-05-08T00:00:00+00:00,12893591322.53892,ada,ADA,IDENTITY,False,True,1,ada,2023-05-08T00:00:00+00:00,4,True
doge,2023-05-07T00:00:00+00:00,2023-05-07T00:00:00+00:00,2023-05-08T00:00:00+00:00,10728135071.276638,doge,DOGE,IDENTITY,False,True,1,doge,2023-05-08T00:00:00+00:00,5,True
xlm,2023-05-07T00:00:00+00:00,2023-05-07T00:00:00+00:00,2023-05-08T00:00:00+00:00,9739086806.383535,xlm,XLM,IDENTITY,False,True,1,xlm,2023-05-08T00:00:00+00:00,6,True
matic_eth,2023-05-07T00:00:00+00:00,2023-05-07T00:00:00+00:00,2023-05-08T00:00:00+00:00,9720990702.80543,matic,MATIC,NETWORK_FORM_TO_PARENT,False,True,1,matic_eth,2023-05-08T00:00:00+00:00,7,False
shib_eth,2023-05-07T00:00:00+00:00,2023-05-07T00:00:00+00:00,2023-05-08T00:00:00+00:00,9410525802.901957,shib,SHIB,NETWORK_FORM_TO_PARENT,False,True,1,shib_eth,2023-05-08T00:00:00+00:00,8,True
link,2023-05-07T00:00:00+00:00,2023-05-07T00:00:00+00:00,2023-05-08T00:00:00+00:00,6950435920.65622,link,LINK,IDENTITY,False,True,1,link,2023-05-08T00:00:00+00:00,9,True
cro,2023-05-07T00:00:00+00:00,2023-05-07T00:00:00+00:00,2023-05-08T00:00:00+00:00,6905368917.62791,cro,CRO,IDENTITY,False,True,1,cro,2023-05-08T00:00:00+00:00,10,False
ltc,2023-05-07T00:00:00+00:00,2023-05-07T00:00:00+00:00,2023-05-08T00:00:00+00:00,6115319624.826335,ltc,LTC,IDENTITY,False,True,1,ltc,2023-05-08T00:00:00+00:00,11,True
avaxp,2023-05-07T00:00:00+00:00,2023-05-07T00:00:00+00:00,2023-05-08T00:00:00+00:00,5745786114.060085,avax,AVAX,EXPLICIT_ALIAS,False,True,2,avaxp,2023-05-08T00:00:00+00:00,12,True
uni,2023-05-07T00:00:00+00:00,2023-05-07T00:00:00+00:00,2023-05-08T00:00:00+00:00,5306943738.31581,uni,UNI,IDENTITY,False,True,1,uni,2023-05-08T00:00:00+00:00,13,True
xvg,2023-05-07T00:00:00+00:00,2023-05-07T00:00:00+00:00,2023-05-08T00:00:00+00:00,3408119097.1885767,xvg,XVG,IDENTITY,False,True,1,xvg,2023-05-08T00:00:00+00:00,14,False
xmr,2023-05-07T00:00:00+00:00,2023-05-07T00:00:00+00:00,2023-05-08T00:00:00+00:00,2807349159.830027,xmr,XMR,IDENTITY,False,True,1,xmr,2023-05-08T00:00:00+00:00,15,True
icp,2023-05-07T00:00:00+00:00,2023-05-07T00:00:00+00:00,2023-05-08T00:00:00+00:00,2781073307.103944,icp,ICP,IDENTITY,False,True,1,icp,2023-05-08T00:00:00+00:00,16,False
qnt,2023-05-07T00:00:00+00:00,2023-05-07T00:00:00+00:00,2023-05-08T00:00:00+00:00,2688675766.173719,qnt,QNT,IDENTITY,False,True,1,qnt,2023-05-08T00:00:00+00:00,17,False
etc,2023-05-07T00:00:00+00:00,2023-05-07T00:00:00+00:00,2023-05-08T00:00:00+00:00,2657770345.6226606,etc,ETC,IDENTITY,False,True,1,etc,2023-05-08T00:00:00+00:00,18,False
leo_eth,2023-05-07T00:00:00+00:00,2023-05-07T00:00:00+00:00,2023-05-08T00:00:00+00:00,2313874843.2092767,leo,LEO,NETWORK_FORM_TO_PARENT,False,True,1,leo_eth,2023-05-08T00:00:00+00:00,19,False
bch,2023-05-07T00:00:00+00:00,2023-05-07T00:00:00+00:00,2023-05-08T00:00:00+00:00,2265600272.779922,bch,BCH,IDENTITY,False,True,1,bch,2023-05-08T00:00:00+00:00,20,False
ldo,2023-05-07T00:00:00+00:00,2023-05-07T00:00:00+00:00,2023-05-08T00:00:00+00:00,1840765934.47184,ldo,LDO,IDENTITY,False,True,1,ldo,2023-05-08T00:00:00+00:00,21,False
algo,2023-05-07T00:00:00+00:00,2023-05-07T00:00:00+00:00,2023-05-08T00:00:00+00:00,1744897424.61019,algo,ALGO,IDENTITY,False,True,1,algo,2023-05-08T00:00:00+00:00,22,False
crv,2023-05-07T00:00:00+00:00,2023-05-07T00:00:00+00:00,2023-05-08T00:00:00+00:00,1739940251.446451,crv,CRV,IDENTITY,False,True,1,crv,2023-05-08T00:00:00+00:00,23,False
ht,2023-05-07T00:00:00+00:00,2023-05-07T00:00:00+00:00,2023-05-08T00:00:00+00:00,1503897016.748945,ht,HT,IDENTITY,False,True,1,ht,2023-05-08T00:00:00+00:00,24,False
gno,2023-05-07T00:00:00+00:00,2023-05-07T00:00:00+00:00,2023-05-08T00:00:00+00:00,1178923039.70764,gno,GNO,IDENTITY,False,True,1,gno,2023-05-08T00:00:00+00:00,25,False
mana,2023-05-07T00:00:00+00:00,2023-05-07T00:00:00+00:00,2023-05-08T00:00:00+00:00,1122651134.710988,mana,MANA,IDENTITY,False,True,1,mana,2023-05-08T00:00:00+00:00,26,False
aave,2023-05-07T00:00:00+00:00,2023-05-07T00:00:00+00:00,2023-05-08T00:00:00+00:00,1105834978.6142416,aave,AAVE,IDENTITY,False,True,2,aave,2023-05-08T00:00:00+00:00,27,True
leo_eos,2023-05-07T00:00:00+00:00,2023-05-07T00:00:00+00:00,2023-05-08T00:00:00+00:00,1078594032.9545422,leo_eos,LEO_EOS,IDENTITY,False,True,1,leo_eos,2023-05-08T00:00:00+00:00,28,False
pax,2023-05-07T00:00:00+00:00,2023-05-07T00:00:00+00:00,2023-05-08T00:00:00+00:00,1033824417.1526886,pax,PAX,IDENTITY,False,True,1,pax,2023-05-08T00:00:00+00:00,29,False
neo,2023-05-07T00:00:00+00:00,2023-05-07T00:00:00+00:00,2023-05-08T00:00:00+00:00,995083981.524366,neo,NEO,IDENTITY,False,True,1,neo,2023-05-08T00:00:00+00:00,30,False
btc,2023-05-14T00:00:00+00:00,2023-05-14T00:00:00+00:00,2023-05-15T00:00:00+00:00,521501767636.86115,btc,BTC,IDENTITY,False,True,2,btc,2023-05-15T00:00:00+00:00,1,True
eth,2023-05-14T00:00:00+00:00,2023-05-14T00:00:00+00:00,2023-05-15T00:00:00+00:00,216520217840.60397,eth,ETH,IDENTITY,False,True,2,eth,2023-05-15T00:00:00+00:00,2,True
xrp,2023-05-14T00:00:00+00:00,2023-05-14T00:00:00+00:00,2023-05-15T00:00:00+00:00,42560207649.26497,xrp,XRP,IDENTITY,False,True,1,xrp,2023-05-15T00:00:00+00:00,3,True
ada,2023-05-14T00:00:00+00:00,2023-05-14T00:00:00+00:00,2023-05-15T00:00:00+00:00,12632495692.837593,ada,ADA,IDENTITY,False,True,1,ada,2023-05-15T00:00:00+00:00,4,True
doge,2023-05-14T00:00:00+00:00,2023-05-14T00:00:00+00:00,2023-05-15T00:00:00+00:00,10031268478.885252,doge,DOGE,IDENTITY,False,True,1,doge,2023-05-15T00:00:00+00:00,5,True
xlm,2023-05-14T00:00:00+00:00,2023-05-14T00:00:00+00:00,2023-05-15T00:00:00+00:00,9349655589.938698,xlm,XLM,IDENTITY,False,True,1,xlm,2023-05-15T00:00:00+00:00,6,True
shib_eth,2023-05-14T00:00:00+00:00,2023-05-14T00:00:00+00:00,2023-05-15T00:00:00+00:00,8787093159.8118,shib,SHIB,NETWORK_FORM_TO_PARENT,False,True,1,shib_eth,2023-05-15T00:00:00+00:00,7,True
matic_eth,2023-05-14T00:00:00+00:00,2023-05-14T00:00:00+00:00,2023-05-15T00:00:00+00:00,8595033022.39361,matic,MATIC,NETWORK_FORM_TO_PARENT,False,True,1,matic_eth,2023-05-15T00:00:00+00:00,8,False
link,2023-05-14T00:00:00+00:00,2023-05-14T00:00:00+00:00,2023-05-15T00:00:00+00:00,6541820014.14668,link,LINK,IDENTITY,False,True,1,link,2023-05-15T00:00:00+00:00,9,True
cro,2023-05-14T00:00:00+00:00,2023-05-14T00:00:00+00:00,2023-05-15T00:00:00+00:00,6415721208.06375,cro,CRO,IDENTITY,False,True,1,cro,2023-05-15T00:00:00+00:00,10,False
ltc,2023-05-14T00:00:00+00:00,2023-05-14T00:00:00+00:00,2023-05-15T00:00:00+00:00,6080831065.277538,ltc,LTC,IDENTITY,False,True,1,ltc,2023-05-15T00:00:00+00:00,11,True
avaxp,2023-05-14T00:00:00+00:00,2023-05-14T00:00:00+00:00,2023-05-15T00:00:00+00:00,5160273955.247658,avax,AVAX,EXPLICIT_ALIAS,False,True,2,avaxp,2023-05-15T00:00:00+00:00,12,True
uni,2023-05-14T00:00:00+00:00,2023-05-14T00:00:00+00:00,2023-05-15T00:00:00+00:00,5136038032.98348,uni,UNI,IDENTITY,False,True,1,uni,2023-05-15T00:00:00+00:00,13,True
xvg,2023-05-14T00:00:00+00:00,2023-05-14T00:00:00+00:00,2023-05-15T00:00:00+00:00,3130873446.9044185,xvg,XVG,IDENTITY,False,True,1,xvg,2023-05-15T00:00:00+00:00,14,False
xmr,2023-05-14T00:00:00+00:00,2023-05-14T00:00:00+00:00,2023-05-15T00:00:00+00:00,2737350299.4153967,xmr,XMR,IDENTITY,False,True,1,xmr,2023-05-15T00:00:00+00:00,15,True
qnt,2023-05-14T00:00:00+00:00,2023-05-14T00:00:00+00:00,2023-05-15T00:00:00+00:00,2626172417.051522,qnt,QNT,IDENTITY,False,True,1,qnt,2023-05-15T00:00:00+00:00,16,False
icp,2023-05-14T00:00:00+00:00,2023-05-14T00:00:00+00:00,2023-05-15T00:00:00+00:00,2586525590.8985047,icp,ICP,IDENTITY,False,True,1,icp,2023-05-15T00:00:00+00:00,17,False
etc,2023-05-14T00:00:00+00:00,2023-05-14T00:00:00+00:00,2023-05-15T00:00:00+00:00,2555831707.5971622,etc,ETC,IDENTITY,False,True,1,etc,2023-05-15T00:00:00+00:00,18,False
leo_eth,2023-05-14T00:00:00+00:00,2023-05-14T00:00:00+00:00,2023-05-15T00:00:00+00:00,2347294007.9579563,leo,LEO,NETWORK_FORM_TO_PARENT,False,True,1,leo_eth,2023-05-15T00:00:00+00:00,19,False
bch,2023-05-14T00:00:00+00:00,2023-05-14T00:00:00+00:00,2023-05-15T00:00:00+00:00,2235790696.8812704,bch,BCH,IDENTITY,False,True,1,bch,2023-05-15T00:00:00+00:00,20,False
ldo,2023-05-14T00:00:00+00:00,2023-05-14T00:00:00+00:00,2023-05-15T00:00:00+00:00,1930539097.91523,ldo,LDO,IDENTITY,False,True,1,ldo,2023-05-15T00:00:00+00:00,21,False
algo,2023-05-14T00:00:00+00:00,2023-05-14T00:00:00+00:00,2023-05-15T00:00:00+00:00,1630400235.87705,algo,ALGO,IDENTITY,False,True,1,algo,2023-05-15T00:00:00+00:00,22,False
crv,2023-05-14T00:00:00+00:00,2023-05-14T00:00:00+00:00,2023-05-15T00:00:00+00:00,1570021097.9789808,crv,CRV,IDENTITY,False,True,1,crv,2023-05-15T00:00:00+00:00,23,False
ht,2023-05-14T00:00:00+00:00,2023-05-14T00:00:00+00:00,2023-05-15T00:00:00+00:00,1467753105.78146,ht,HT,IDENTITY,False,True,1,ht,2023-05-15T00:00:00+00:00,24,False
gno,2023-05-14T00:00:00+00:00,2023-05-14T00:00:00+00:00,2023-05-15T00:00:00+00:00,1123762811.17684,gno,GNO,IDENTITY,False,True,1,gno,2023-05-15T00:00:00+00:00,25,False
leo_eos,2023-05-14T00:00:00+00:00,2023-05-14T00:00:00+00:00,2023-05-15T00:00:00+00:00,1094172106.1550167,leo_eos,LEO_EOS,IDENTITY,False,True,1,leo_eos,2023-05-15T00:00:00+00:00,26,False
pax,2023-05-14T00:00:00+00:00,2023-05-14T00:00:00+00:00,2023-05-15T00:00:00+00:00,1056124363.7392406,pax,PAX,IDENTITY,False,True,1,pax,2023-05-15T00:00:00+00:00,27,False
mana,2023-05-14T00:00:00+00:00,2023-05-14T00:00:00+00:00,2023-05-15T00:00:00+00:00,1001775451.2304913,mana,MANA,IDENTITY,False,True,1,mana,2023-05-15T00:00:00+00:00,28,False
aave,2023-05-14T00:00:00+00:00,2023-05-14T00:00:00+00:00,2023-05-15T00:00:00+00:00,995872370.446192,aave,AAVE,IDENTITY,False,True,2,aave,2023-05-15T00:00:00+00:00,29,True
neo,2023-05-14T00:00:00+00:00,2023-05-14T00:00:00+00:00,2023-05-15T00:00:00+00:00,909686510.008818,neo,NEO,IDENTITY,False,True,1,neo,2023-05-15T00:00:00+00:00,30,False
btc,2023-05-21T00:00:00+00:00,2023-05-21T00:00:00+00:00,2023-05-22T00:00:00+00:00,518939805773.3577,btc,BTC,IDENTITY,False,True,2,btc,2023-05-22T00:00:00+00:00,1,True
eth,2023-05-21T00:00:00+00:00,2023-05-21T00:00:00+00:00,2023-05-22T00:00:00+00:00,217271746152.6438,eth,ETH,IDENTITY,False,True,2,eth,2023-05-22T00:00:00+00:00,2,True
xrp,2023-05-21T00:00:00+00:00,2023-05-21T00:00:00+00:00,2023-05-22T00:00:00+00:00,45774920992.857155,xrp,XRP,IDENTITY,False,True,1,xrp,2023-05-22T00:00:00+00:00,3,True
ada,2023-05-21T00:00:00+00:00,2023-05-21T00:00:00+00:00,2023-05-22T00:00:00+00:00,12317656109.237675,ada,ADA,IDENTITY,False,True,1,ada,2023-05-22T00:00:00+00:00,4,True
doge,2023-05-21T00:00:00+00:00,2023-05-21T00:00:00+00:00,2023-05-22T00:00:00+00:00,10065284818.010193,doge,DOGE,IDENTITY,False,True,1,doge,2023-05-22T00:00:00+00:00,5,True
xlm,2023-05-21T00:00:00+00:00,2023-05-21T00:00:00+00:00,2023-05-22T00:00:00+00:00,9296765017.491703,xlm,XLM,IDENTITY,False,True,1,xlm,2023-05-22T00:00:00+00:00,6,True
matic_eth,2023-05-21T00:00:00+00:00,2023-05-21T00:00:00+00:00,2023-05-22T00:00:00+00:00,8573331876.04363,matic,MATIC,NETWORK_FORM_TO_PARENT,False,True,1,matic_eth,2023-05-22T00:00:00+00:00,7,False
shib_eth,2023-05-21T00:00:00+00:00,2023-05-21T00:00:00+00:00,2023-05-22T00:00:00+00:00,8536118348.283358,shib,SHIB,NETWORK_FORM_TO_PARENT,False,True,1,shib_eth,2023-05-22T00:00:00+00:00,8,True
ltc,2023-05-21T00:00:00+00:00,2023-05-21T00:00:00+00:00,2023-05-22T00:00:00+00:00,6740973196.774912,ltc,LTC,IDENTITY,False,True,1,ltc,2023-05-22T00:00:00+00:00,9,True
link,2023-05-21T00:00:00+00:00,2023-05-21T00:00:00+00:00,2023-05-22T00:00:00+00:00,6435731181.07995,link,LINK,IDENTITY,False,True,1,link,2023-05-22T00:00:00+00:00,10,True
