signal_id,regime_id,state,decision_count,mean_rank_ic,cell_evaluable,positive_mean_ic
REVERSAL_1BAR_VOL_NORMALIZED,BTC_TREND_STATE,DOWN,180,-0.0019377606372662577,True,False
REVERSAL_1BAR_VOL_NORMALIZED,BTC_TREND_STATE,UP,548,0.0003133481715250703,True,True
REVERSAL_1BAR_VOL_NORMALIZED,BTC_REALIZED_VOLATILITY_TERCILE,HIGH,301,0.005114356956009184,True,True
REVERSAL_1BAR_VOL_NORMALIZED,BTC_REALIZED_VOLATILITY_TERCILE,LOW,241,-0.029877012942041797,True,False
REVERSAL_1BAR_VOL_NORMALIZED,BTC_REALIZED_VOLATILITY_TERCILE,MID,186,0.029483099777210323,True,True
REVERSAL_1BAR_VOL_NORMALIZED,CROSS_SECTIONAL_DISPERSION_TERCILE,HIGH,254,-0.007217431376597912,True,False
REVERSAL_1BAR_VOL_NORMALIZED,CROSS_SECTIONAL_DISPERSION_TERCILE,LOW,240,0.00209796896990921,True,True
REVERSAL_1BAR_VOL_NORMALIZED,CROSS_SECTIONAL_DISPERSION_TERCILE,MID,234,0.004925781624638768,True,True
REVERSAL_1BAR_VOL_NORMALIZED,AVERAGE_PAIRWISE_CORRELATION_TERCILE,HIGH,266,0.005046542291123069,True,True
REVERSAL_1BAR_VOL_NORMALIZED,AVERAGE_PAIRWISE_CORRELATION_TERCILE,LOW,262,-0.02136505817666322,True,False
REVERSAL_1BAR_VOL_NORMALIZED,AVERAGE_PAIRWISE_CORRELATION_TERCILE,MID,200,0.020390914380674207,True,True
REVERSAL_1BAR_VOL_NORMALIZED,MARKET_BREADTH_TERCILE,HIGH,243,-0.010839544379834698,True,False
REVERSAL_1BAR_VOL_NORMALIZED,MARKET_BREADTH_TERCILE,LOW,251,0.0031719999053067102,True,True
REVERSAL_1BAR_VOL_NORMALIZED,MARKET_BREADTH_TERCILE,MID,234,0.007097244407502822,True,True
REVERSAL_1BAR_VOL_NORMALIZED,PIT_UNIVERSE_SIZE_TERCILE,LOW,728,-0.0002432446658134449,True,False
REVERSAL_3BAR_VOL_NORMALIZED,BTC_TREND_STATE,DOWN,180,0.027869006145102626,True,True
REVERSAL_3BAR_VOL_NORMALIZED,BTC_TREND_STATE,UP,548,0.006513693337801167,True,True
REVERSAL_3BAR_VOL_NORMALIZED,BTC_REALIZED_VOLATILITY_TERCILE,HIGH,301,0.010668864446115542,True,True
REVERSAL_3BAR_VOL_NORMALIZED,BTC_REALIZED_VOLATILITY_TERCILE,LOW,241,0.017434770768811822,True,True
REVERSAL_3BAR_VOL_NORMALIZED,BTC_REALIZED_VOLATILITY_TERCILE,MID,186,0.006305468288543468,True,True
REVERSAL_3BAR_VOL_NORMALIZED,CROSS_SECTIONAL_DISPERSION_TERCILE,HIGH,254,0.004522397714746166,True,True
REVERSAL_3BAR_VOL_NORMALIZED,CROSS_SECTIONAL_DISPERSION_TERCILE,LOW,240,0.02162471965733591,True,True
REVERSAL_3BAR_VOL_NORMALIZED,CROSS_SECTIONAL_DISPERSION_TERCILE,MID,234,0.009603860333022934,True,True
REVERSAL_3BAR_VOL_NORMALIZED,AVERAGE_PAIRWISE_CORRELATION_TERCILE,HIGH,266,-0.001948122399283705,True,False
REVERSAL_3BAR_VOL_NORMALIZED,AVERAGE_PAIRWISE_CORRELATION_TERCILE,LOW,262,0.0026662364459238,True,True
REVERSAL_3BAR_VOL_NORMALIZED,AVERAGE_PAIRWISE_CORRELATION_TERCILE,MID,200,0.04202785832305471,True,True
REVERSAL_3BAR_VOL_NORMALIZED,MARKET_BREADTH_TERCILE,HIGH,243,-0.026204647152060043,True,False
REVERSAL_3BAR_VOL_NORMALIZED,MARKET_BREADTH_TERCILE,LOW,251,0.023368555348479626,True,True
REVERSAL_3BAR_VOL_NORMALIZED,MARKET_BREADTH_TERCILE,MID,234,0.03883823470391333,True,True
REVERSAL_3BAR_VOL_NORMALIZED,PIT_UNIVERSE_SIZE_TERCILE,LOW,728,0.011793853097848233,True,True
REVERSAL_6BAR_VOL_NORMALIZED,BTC_TREND_STATE,DOWN,180,0.04202199975281176,True,True
REVERSAL_6BAR_VOL_NORMALIZED,BTC_TREND_STATE,UP,548,0.02256658694015599,True,True
REVERSAL_6BAR_VOL_NORMALIZED,BTC_REALIZED_VOLATILITY_TERCILE,HIGH,301,0.01700688331373419,True,True
REVERSAL_6BAR_VOL_NORMALIZED,BTC_REALIZED_VOLATILITY_TERCILE,LOW,241,0.04301598364249811,True,True
REVERSAL_6BAR_VOL_NORMALIZED,BTC_REALIZED_VOLATILITY_TERCILE,MID,186,0.023895299265782596,True,True
REVERSAL_6BAR_VOL_NORMALIZED,CROSS_SECTIONAL_DISPERSION_TERCILE,HIGH,254,0.04657362073344836,True,True
REVERSAL_6BAR_VOL_NORMALIZED,CROSS_SECTIONAL_DISPERSION_TERCILE,LOW,240,0.031492398961809415,True,True
REVERSAL_6BAR_VOL_NORMALIZED,CROSS_SECTIONAL_DISPERSION_TERCILE,MID,234,0.002318693083681434,True,True
REVERSAL_6BAR_VOL_NORMALIZED,AVERAGE_PAIRWISE_CORRELATION_TERCILE,HIGH,266,0.014119280403455805,True,True
REVERSAL_6BAR_VOL_NORMALIZED,AVERAGE_PAIRWISE_CORRELATION_TERCILE,LOW,262,0.03246864624816378,True,True
REVERSAL_6BAR_VOL_NORMALIZED,AVERAGE_PAIRWISE_CORRELATION_TERCILE,MID,200,0.038339678471867235,True,True
REVERSAL_6BAR_VOL_NORMALIZED,MARKET_BREADTH_TERCILE,HIGH,243,-0.018784789079320543,True,False
REVERSAL_6BAR_VOL_NORMALIZED,MARKET_BREADTH_TERCILE,LOW,251,0.03372272866265749,True,True
REVERSAL_6BAR_VOL_NORMALIZED,MARKET_BREADTH_TERCILE,MID,234,0.06850747201136521,True,True
REVERSAL_6BAR_VOL_NORMALIZED,PIT_UNIVERSE_SIZE_TERCILE,LOW,728,0.02737699120702143,True,True
DISTANCE_FROM_EMA20_ATR_4H,BTC_TREND_STATE,DOWN,180,0.059077987887776545,True,True
DISTANCE_FROM_EMA20_ATR_4H,BTC_TREND_STATE,UP,548,0.0375363598943197,True,True
DISTANCE_FROM_EMA20_ATR_4H,BTC_REALIZED_VOLATILITY_TERCILE,HIGH,301,0.03910200250058717,True,True
DISTANCE_FROM_EMA20_ATR_4H,BTC_REALIZED_VOLATILITY_TERCILE,LOW,241,0.05224523329287037,True,True
DISTANCE_FROM_EMA20_ATR_4H,BTC_REALIZED_VOLATILITY_TERCILE,MID,186,0.03679117777219611,True,True
DISTANCE_FROM_EMA20_ATR_4H,CROSS_SECTIONAL_DISPERSION_TERCILE,HIGH,254,0.045078959123435486,True,True
DISTANCE_FROM_EMA20_ATR_4H,CROSS_SECTIONAL_DISPERSION_TERCILE,LOW,240,0.0603485354097145,True,True
DISTANCE_FROM_EMA20_ATR_4H,CROSS_SECTIONAL_DISPERSION_TERCILE,MID,234,0.022522474043602053,True,True
DISTANCE_FROM_EMA20_ATR_4H,AVERAGE_PAIRWISE_CORRELATION_TERCILE,HIGH,266,0.04440522886749688,True,True
DISTANCE_FROM_EMA20_ATR_4H,AVERAGE_PAIRWISE_CORRELATION_TERCILE,LOW,262,0.02765074000798173,True,True
DISTANCE_FROM_EMA20_ATR_4H,AVERAGE_PAIRWISE_CORRELATION_TERCILE,MID,200,0.06073839140520795,True,True
DISTANCE_FROM_EMA20_ATR_4H,MARKET_BREADTH_TERCILE,HIGH,243,-0.0012425201542802919,True,False
DISTANCE_FROM_EMA20_ATR_4H,MARKET_BREADTH_TERCILE,LOW,251,0.04967981245208266,True,True
DISTANCE_FROM_EMA20_ATR_4H,MARKET_BREADTH_TERCILE,MID,234,0.08135154920471939,True,True
DISTANCE_FROM_EMA20_ATR_4H,PIT_UNIVERSE_SIZE_TERCILE,LOW,728,0.042862586595998585,True,True
RETURN_6BAR,BTC_TREND_STATE,DOWN,180,-0.04476578914843655,True,False
RETURN_6BAR,BTC_TREND_STATE,UP,548,-0.034693016349323126,True,False
RETURN_6BAR,BTC_REALIZED_VOLATILITY_TERCILE,HIGH,301,-0.04631718480307294,True,False
RETURN_6BAR,BTC_REALIZED_VOLATILITY_TERCILE,LOW,241,-0.03366488352664788,True,False
RETURN_6BAR,BTC_REALIZED_VOLATILITY_TERCILE,MID,186,-0.026961857260755676,True,False
RETURN_6BAR,CROSS_SECTIONAL_DISPERSION_TERCILE,HIGH,254,-0.07151343393881868,True,False
RETURN_6BAR,CROSS_SECTIONAL_DISPERSION_TERCILE,LOW,240,-0.025602521319985177,True,False
RETURN_6BAR,CROSS_SECTIONAL_DISPERSION_TERCILE,MID,234,-0.011797425935432744,True,False
RETURN_6BAR,AVERAGE_PAIRWISE_CORRELATION_TERCILE,HIGH,266,-0.046419162477941235,True,False
RETURN_6BAR,AVERAGE_PAIRWISE_CORRELATION_TERCILE,LOW,262,-0.033175991076571466,True,False
RETURN_6BAR,AVERAGE_PAIRWISE_CORRELATION_TERCILE,MID,200,-0.030150040624767768,True,False
RETURN_6BAR,MARKET_BREADTH_TERCILE,HIGH,243,-0.018992222224633384,True,False
RETURN_6BAR,MARKET_BREADTH_TERCILE,LOW,251,-0.01933002140492535,True,False
RETURN_6BAR,MARKET_BREADTH_TERCILE,MID,234,-0.0752250839013909,True,False
RETURN_6BAR,PIT_UNIVERSE_SIZE_TERCILE,LOW,728,-0.037183537096356654,True,False
RETURN_18BAR,BTC_TREND_STATE,DOWN,180,-0.05385608268442968,True,False
RETURN_18BAR,BTC_TREND_STATE,UP,548,-0.04673925390867314,True,False
RETURN_18BAR,BTC_REALIZED_VOLATILITY_TERCILE,HIGH,301,-0.04729798305468843,True,False
RETURN_18BAR,BTC_REALIZED_VOLATILITY_TERCILE,LOW,241,-0.05120671138678594,True,False
RETURN_18BAR,BTC_REALIZED_VOLATILITY_TERCILE,MID,186,-0.046933847749858,True,False
RETURN_18BAR,CROSS_SECTIONAL_DISPERSION_TERCILE,HIGH,254,-0.0587757175514351,True,False
RETURN_18BAR,CROSS_SECTIONAL_DISPERSION_TERCILE,LOW,240,-0.06265663893976993,True,False
RETURN_18BAR,CROSS_SECTIONAL_DISPERSION_TERCILE,MID,234,-0.022822993254448382,True,False
RETURN_18BAR,AVERAGE_PAIRWISE_CORRELATION_TERCILE,HIGH,266,-0.051060911455501935,True,False
RETURN_18BAR,AVERAGE_PAIRWISE_CORRELATION_TERCILE,LOW,262,-0.03273100256582655,True,False
RETURN_18BAR,AVERAGE_PAIRWISE_CORRELATION_TERCILE,MID,200,-0.06574740452870075,True,False
RETURN_18BAR,MARKET_BREADTH_TERCILE,HIGH,243,-0.03860795587511521,True,False
RETURN_18BAR,MARKET_BREADTH_TERCILE,LOW,251,-0.022047516275277096,True,False
RETURN_18BAR,MARKET_BREADTH_TERCILE,MID,234,-0.08714335966838747,True,False
RETURN_18BAR,PIT_UNIVERSE_SIZE_TERCILE,LOW,728,-0.04849890937520634,True,False
RETURN_42BAR,BTC_TREND_STATE,DOWN,180,-0.06097392164132987,True,False
RETURN_42BAR,BTC_TREND_STATE,UP,548,-0.05401645108640976,True,False
RETURN_42BAR,BTC_REALIZED_VOLATILITY_TERCILE,HIGH,301,-0.06093238050417968,True,False
RETURN_42BAR,BTC_REALIZED_VOLATILITY_TERCILE,LOW,241,-0.05931809894811662,True,False
RETURN_42BAR,BTC_REALIZED_VOLATILITY_TERCILE,MID,186,-0.04268824038998785,True,False
RETURN_42BAR,CROSS_SECTIONAL_DISPERSION_TERCILE,HIGH,254,-0.049453460975887466,True,False
RETURN_42BAR,CROSS_SECTIONAL_DISPERSION_TERCILE,LOW,240,-0.07495921394141639,True,False
RETURN_42BAR,CROSS_SECTIONAL_DISPERSION_TERCILE,MID,234,-0.042841584004173414,True,False
RETURN_42BAR,AVERAGE_PAIRWISE_CORRELATION_TERCILE,HIGH,266,-0.0695877625097226,True,False
RETURN_42BAR,AVERAGE_PAIRWISE_CORRELATION_TERCILE,LOW,262,-0.02194125788620095,True,False
RETURN_42BAR,AVERAGE_PAIRWISE_CORRELATION_TERCILE,MID,200,-0.08158683348510537,True,False
RETURN_42BAR,MARKET_BREADTH_TERCILE,HIGH,243,-0.047136761549251345,True,False
RETURN_42BAR,MARKET_BREADTH_TERCILE,LOW,251,-0.05409412722540633,True,False
RETURN_42BAR,MARKET_BREADTH_TERCILE,MID,234,-0.06642932521686694,True,False
RETURN_42BAR,PIT_UNIVERSE_SIZE_TERCILE,LOW,728,-0.055736704795043855,True,False
XSM_18BAR_SKIP_1BAR,BTC_TREND_STATE,DOWN,180,-0.05222098628105303,True,False
XSM_18BAR_SKIP_1BAR,BTC_TREND_STATE,UP,548,-0.04386382468106921,True,False
XSM_18BAR_SKIP_1BAR,BTC_REALIZED_VOLATILITY_TERCILE,HIGH,301,-0.040555216230577756,True,False
XSM_18BAR_SKIP_1BAR,BTC_REALIZED_VOLATILITY_TERCILE,LOW,241,-0.058841774401248055,True,False
XSM_18BAR_SKIP_1BAR,BTC_REALIZED_VOLATILITY_TERCILE,MID,186,-0.03789874053607951,True,False
XSM_18BAR_SKIP_1BAR,CROSS_SECTIONAL_DISPERSION_TERCILE,HIGH,254,-0.06007199600606098,True,False
XSM_18BAR_SKIP_1BAR,CROSS_SECTIONAL_DISPERSION_TERCILE,LOW,240,-0.064953652206155,True,False
XSM_18BAR_SKIP_1BAR,CROSS_SECTIONAL_DISPERSION_TERCILE,MID,234,-0.011068333080336692,True,False
XSM_18BAR_SKIP_1BAR,AVERAGE_PAIRWISE_CORRELATION_TERCILE,HIGH,266,-0.03917134326360952,True,False
XSM_18BAR_SKIP_1BAR,AVERAGE_PAIRWISE_CORRELATION_TERCILE,LOW,262,-0.0363304434953171,True,False
XSM_18BAR_SKIP_1BAR,AVERAGE_PAIRWISE_CORRELATION_TERCILE,MID,200,-0.06749499975961128,True,False
XSM_18BAR_SKIP_1BAR,MARKET_BREADTH_TERCILE,HIGH,243,-0.0338510597361408,True,False
XSM_18BAR_SKIP_1BAR,MARKET_BREADTH_TERCILE,LOW,251,-0.023455011987644526,True,False
XSM_18BAR_SKIP_1BAR,MARKET_BREADTH_TERCILE,MID,234,-0.0825817860300619,True,False
XSM_18BAR_SKIP_1BAR,PIT_UNIVERSE_SIZE_TERCILE,LOW,728,-0.04593015584590037,True,False
DONCHIAN_42_POSITION,BTC_TREND_STATE,DOWN,180,-0.039023606476331726,True,False
DONCHIAN_42_POSITION,BTC_TREND_STATE,UP,548,-0.02032168843631858,True,False
DONCHIAN_42_POSITION,BTC_REALIZED_VOLATILITY_TERCILE,HIGH,301,-0.028574830104801652,True,False
DONCHIAN_42_POSITION,BTC_REALIZED_VOLATILITY_TERCILE,LOW,241,-0.03392520043016907,True,False
DONCHIAN_42_POSITION,BTC_REALIZED_VOLATILITY_TERCILE,MID,186,-0.007438372385087371,True,False
DONCHIAN_42_POSITION,CROSS_SECTIONAL_DISPERSION_TERCILE,HIGH,254,-0.02001505234537563,True,False
DONCHIAN_42_POSITION,CROSS_SECTIONAL_DISPERSION_TERCILE,LOW,240,-0.04058398220244717,True,False
DONCHIAN_42_POSITION,CROSS_SECTIONAL_DISPERSION_TERCILE,MID,234,-0.014258783780040874,True,False
DONCHIAN_42_POSITION,AVERAGE_PAIRWISE_CORRELATION_TERCILE,HIGH,266,-0.031629128438448735,True,False
DONCHIAN_42_POSITION,AVERAGE_PAIRWISE_CORRELATION_TERCILE,LOW,262,-0.004408630454533873,True,False
DONCHIAN_42_POSITION,AVERAGE_PAIRWISE_CORRELATION_TERCILE,MID,200,-0.04296062542563527,True,False
DONCHIAN_42_POSITION,MARKET_BREADTH_TERCILE,HIGH,243,0.0007247956866931334,True,True
DONCHIAN_42_POSITION,MARKET_BREADTH_TERCILE,LOW,251,-0.02849830615564122,True,False
DONCHIAN_42_POSITION,MARKET_BREADTH_TERCILE,MID,234,-0.04779309801556742,True,False
DONCHIAN_42_POSITION,PIT_UNIVERSE_SIZE_TERCILE,LOW,728,-0.024945789050607542,True,False
PATH_EFFICIENCY_42BAR,BTC_TREND_STATE,DOWN,180,-0.056571499196638245,True,False
PATH_EFFICIENCY_42BAR,BTC_TREND_STATE,UP,548,-0.04629392357288754,True,False
PATH_EFFICIENCY_42BAR,BTC_REALIZED_VOLATILITY_TERCILE,HIGH,301,-0.04418433509796063,True,False
PATH_EFFICIENCY_42BAR,BTC_REALIZED_VOLATILITY_TERCILE,LOW,241,-0.06147079050489479,True,False
PATH_EFFICIENCY_42BAR,BTC_REALIZED_VOLATILITY_TERCILE,MID,186,-0.0399892182643627,True,False
PATH_EFFICIENCY_42BAR,CROSS_SECTIONAL_DISPERSION_TERCILE,HIGH,254,-0.04126626135025669,True,False
PATH_EFFICIENCY_42BAR,CROSS_SECTIONAL_DISPERSION_TERCILE,LOW,240,-0.06895624768261031,True,False
PATH_EFFICIENCY_42BAR,CROSS_SECTIONAL_DISPERSION_TERCILE,MID,234,-0.036413718574981116,True,False
PATH_EFFICIENCY_42BAR,AVERAGE_PAIRWISE_CORRELATION_TERCILE,HIGH,266,-0.0631160771784857,True,False
PATH_EFFICIENCY_42BAR,AVERAGE_PAIRWISE_CORRELATION_TERCILE,LOW,262,-0.008633851013424586,True,False
PATH_EFFICIENCY_42BAR,AVERAGE_PAIRWISE_CORRELATION_TERCILE,MID,200,-0.08250497239171409,True,False
PATH_EFFICIENCY_42BAR,MARKET_BREADTH_TERCILE,HIGH,243,-0.04511189076909634,True,False
PATH_EFFICIENCY_42BAR,MARKET_BREADTH_TERCILE,LOW,251,-0.04901284738687076,True,False
PATH_EFFICIENCY_42BAR,MARKET_BREADTH_TERCILE,MID,234,-0.05251079411257385,True,False
PATH_EFFICIENCY_42BAR,PIT_UNIVERSE_SIZE_TERCILE,LOW,728,-0.04883508238095777,True,False
VOLATILITY_CONTRACTION_BREAKOUT_4H,BTC_TREND_STATE,DOWN,37,0.0025200720478716007,True,True
VOLATILITY_CONTRACTION_BREAKOUT_4H,BTC_TREND_STATE,UP,96,0.00496322630881442,True,True
VOLATILITY_CONTRACTION_BREAKOUT_4H,BTC_REALIZED_VOLATILITY_TERCILE,HIGH,43,0.010683161473368142,True,True
VOLATILITY_CONTRACTION_BREAKOUT_4H,BTC_REALIZED_VOLATILITY_TERCILE,LOW,50,-0.007898369389730622,True,False
VOLATILITY_CONTRACTION_BREAKOUT_4H,BTC_REALIZED_VOLATILITY_TERCILE,MID,40,0.012631372938728375,True,True
VOLATILITY_CONTRACTION_BREAKOUT_4H,CROSS_SECTIONAL_DISPERSION_TERCILE,HIGH,54,-0.008102660608404097,True,False
VOLATILITY_CONTRACTION_BREAKOUT_4H,CROSS_SECTIONAL_DISPERSION_TERCILE,LOW,33,-0.008277959736864786,True,False
VOLATILITY_CONTRACTION_BREAKOUT_4H,CROSS_SECTIONAL_DISPERSION_TERCILE,MID,46,0.02783540729538681,True,True
VOLATILITY_CONTRACTION_BREAKOUT_4H,AVERAGE_PAIRWISE_CORRELATION_TERCILE,HIGH,29,-0.013477690928360713,True,False
VOLATILITY_CONTRACTION_BREAKOUT_4H,AVERAGE_PAIRWISE_CORRELATION_TERCILE,LOW,60,0.017949355699903136,True,True
VOLATILITY_CONTRACTION_BREAKOUT_4H,AVERAGE_PAIRWISE_CORRELATION_TERCILE,MID,44,-0.002645361673961229,True,False
VOLATILITY_CONTRACTION_BREAKOUT_4H,MARKET_BREADTH_TERCILE,HIGH,88,0.007648355654977692,True,True
