signal_id,symbol,aggregate_contribution,absolute_contribution,absolute_contribution_share
ATR_EXPANSION_WITH_POSITIVE_RETURN,LDO,0.040450461697170655,0.040450461697170655,0.0269174717986639
ATR_EXPANSION_WITH_POSITIVE_RETURN,LINK,0.03062914267466735,0.03062914267466735,0.02038194496603926
ATR_EXPANSION_WITH_POSITIVE_RETURN,LPT,-0.026327512807331626,0.026327512807331626,0.017519455991027177
ATR_EXPANSION_WITH_POSITIVE_RETURN,LRC,0.008235662831160435,0.008235662831160435,0.005480363207240509
ATR_EXPANSION_WITH_POSITIVE_RETURN,LTC,-0.028778432854091256,0.028778432854091256,0.01915040328980787
ATR_EXPANSION_WITH_POSITIVE_RETURN,MANA,0.027328908343175272,0.027328908343175272,0.01818582752214037
ATR_EXPANSION_WITH_POSITIVE_RETURN,MATIC,-0.04908534448396673,0.04908534448396673,0.032663493083622666
ATR_EXPANSION_WITH_POSITIVE_RETURN,NEO,-0.07339274316941852,0.07339274316941852,0.04883867851198314
ATR_EXPANSION_WITH_POSITIVE_RETURN,PAXG,-0.074121755966653,0.074121755966653,0.049323794888585515
ATR_EXPANSION_WITH_POSITIVE_RETURN,QNT,0.024225875623034472,0.024225875623034472,0.016120936486778873
ATR_EXPANSION_WITH_POSITIVE_RETURN,SHIB,-0.07856923075147793,0.07856923075147793,0.0522833353257758
ATR_EXPANSION_WITH_POSITIVE_RETURN,SNX,0.007687983647790136,0.007687983647790136,0.0051159139932006
ATR_EXPANSION_WITH_POSITIVE_RETURN,UMA,-0.054103795598741664,0.054103795598741664,0.03600298565520872
ATR_EXPANSION_WITH_POSITIVE_RETURN,UNI,-0.019772928091831236,0.019772928091831236,0.013157754249467673
ATR_EXPANSION_WITH_POSITIVE_RETURN,XLM,-0.034626295777822766,0.034626295777822766,0.023041822045678468
ATR_EXPANSION_WITH_POSITIVE_RETURN,XMR,-0.09776136230849268,0.09776136230849268,0.06505460265542229
ATR_EXPANSION_WITH_POSITIVE_RETURN,XRP,-0.021797568366173335,0.021797568366173335,0.01450503670807196
ATR_EXPANSION_WITH_POSITIVE_RETURN,ZEC,-0.018374496083383943,0.018374496083383943,0.01222717762387722
ATR_EXPANSION_WITH_POSITIVE_RETURN,ZRX,0.07263933053993454,0.07263933053993454,0.048337325440695196
BETA_ADJUSTED_MOMENTUM_28D,1INCH,-0.06269945376754188,0.06269945376754188,0.025952775380889567
BETA_ADJUSTED_MOMENTUM_28D,AAVE,0.07182618643071303,0.07182618643071303,0.0297305442215382
BETA_ADJUSTED_MOMENTUM_28D,ADA,-0.030079089945812876,0.030079089945812876,0.012450441241792337
BETA_ADJUSTED_MOMENTUM_28D,ALGO,0.07292226125116805,0.07292226125116805,0.030184235313032902
BETA_ADJUSTED_MOMENTUM_28D,AVAX,0.05247978765431357,0.05247978765431357,0.021722615735677377
BETA_ADJUSTED_MOMENTUM_28D,BCH,0.16600020720680234,0.16600020720680234,0.06871138155033671
BETA_ADJUSTED_MOMENTUM_28D,BTC,-0.038215283971586515,0.038215283971586515,0.015818202893897033
BETA_ADJUSTED_MOMENTUM_28D,COMP,-0.029527598658042158,0.029527598658042158,0.012222166055072283
BETA_ADJUSTED_MOMENTUM_28D,CRO,0.032091261325190065,0.032091261325190065,0.01328332619850092
BETA_ADJUSTED_MOMENTUM_28D,CRV,0.049639794809818893,0.049639794809818893,0.020547076046770873
BETA_ADJUSTED_MOMENTUM_28D,DASH,-0.02948485568212586,0.02948485568212586,0.012204473734224015
BETA_ADJUSTED_MOMENTUM_28D,DOGE,0.14179921508386578,0.14179921508386578,0.05869402294798163
BETA_ADJUSTED_MOMENTUM_28D,ETC,-0.010050347745129131,0.010050347745129131,0.004160074798996008
BETA_ADJUSTED_MOMENTUM_28D,ETH,-0.0005494613846849163,0.0005494613846849163,0.00022743496219391785
BETA_ADJUSTED_MOMENTUM_28D,FTT,-0.13308339453517543,0.13308339453517543,0.05508634027503623
BETA_ADJUSTED_MOMENTUM_28D,ICP,-0.01481753681660923,0.01481753681660923,0.006133326234790853
BETA_ADJUSTED_MOMENTUM_28D,LDO,0.07595827574179435,0.07595827574179435,0.031440912961620965
BETA_ADJUSTED_MOMENTUM_28D,LINK,-0.027002247898222406,0.027002247898222406,0.01117686410921244
BETA_ADJUSTED_MOMENTUM_28D,LPT,-0.023230988533018745,0.023230988533018745,0.00961585135189119
BETA_ADJUSTED_MOMENTUM_28D,LRC,-0.03190879286782296,0.03190879286782296,0.013207798221722956
BETA_ADJUSTED_MOMENTUM_28D,LTC,-0.10472500040295499,0.10472500040295499,0.04334813541275952
BETA_ADJUSTED_MOMENTUM_28D,MANA,-0.0713652793282462,0.0713652793282462,0.029539763954996693
BETA_ADJUSTED_MOMENTUM_28D,MATIC,-0.01890021570862056,0.01890021570862056,0.007823242842828683
BETA_ADJUSTED_MOMENTUM_28D,NEO,0.01397919590163169,0.01397919590163169,0.005786317255419412
BETA_ADJUSTED_MOMENTUM_28D,PAXG,-0.20960090193152764,0.20960090193152764,0.08675873234284577
BETA_ADJUSTED_MOMENTUM_28D,QNT,-0.07496756364977249,0.07496756364977249,0.03103083397613728
BETA_ADJUSTED_MOMENTUM_28D,SHIB,-0.017642005340279196,0.017642005340279196,0.007302440042974404
BETA_ADJUSTED_MOMENTUM_28D,SNX,-0.04196034601610745,0.04196034601610745,0.017368371965374056
BETA_ADJUSTED_MOMENTUM_28D,UMA,-0.09907171679005808,0.09907171679005808,0.0410081086509007
BETA_ADJUSTED_MOMENTUM_28D,UNI,-0.017565208325482556,0.017565208325482556,0.007270651956233977
BETA_ADJUSTED_MOMENTUM_28D,XLM,0.3386206196858317,0.3386206196858317,0.14016302142959736
BETA_ADJUSTED_MOMENTUM_28D,XMR,-0.15369350294076534,0.15369350294076534,0.06361734783387654
BETA_ADJUSTED_MOMENTUM_28D,XRP,0.13926347147640772,0.13926347147640772,0.05764441915857902
BETA_ADJUSTED_MOMENTUM_28D,ZEC,0.0003220418195611259,0.0003220418195611259,0.00013330066697725456
BETA_ADJUSTED_MOMENTUM_28D,ZRX,0.02086242731092156,0.02086242731092156,0.008635448275320918
BTC_RELATIVE_RETURN_28D,1INCH,-0.07957933379596299,0.07957933379596299,0.03652108933950113
BTC_RELATIVE_RETURN_28D,AAVE,0.0861793287881963,0.0861793287881963,0.0395500039490356
BTC_RELATIVE_RETURN_28D,ADA,-0.021397722440177527,0.021397722440177527,0.009819988376670915
BTC_RELATIVE_RETURN_28D,ALGO,-0.03776851694375924,0.03776851694375924,0.017332984780446436
BTC_RELATIVE_RETURN_28D,AVAX,0.055122432432944755,0.055122432432944755,0.025297161756288974
BTC_RELATIVE_RETURN_28D,BCH,0.11444814765507344,0.11444814765507344,0.05252332265017517
BTC_RELATIVE_RETURN_28D,BTC,-0.047050699860648276,0.047050699860648276,0.021592827322512206
BTC_RELATIVE_RETURN_28D,COMP,0.060546814237987974,0.060546814237987974,0.02778655596284864
BTC_RELATIVE_RETURN_28D,CRO,-0.01113628054674998,0.01113628054674998,0.005110737642016256
BTC_RELATIVE_RETURN_28D,CRV,0.08769539312230715,0.08769539312230715,0.040245766508853635
BTC_RELATIVE_RETURN_28D,DASH,-0.02948485568212586,0.02948485568212586,0.013531390590553577
BTC_RELATIVE_RETURN_28D,DOGE,0.11645197392704194,0.11645197392704194,0.05344293223734557
BTC_RELATIVE_RETURN_28D,ETC,-0.02447168526909066,0.02447168526909066,0.01123071231397959
BTC_RELATIVE_RETURN_28D,ETH,0.012560063961734834,0.012560063961734834,0.005764150014530987
BTC_RELATIVE_RETURN_28D,FTT,-0.13816157032295864,0.13816157032295864,0.06340604793183768
BTC_RELATIVE_RETURN_28D,ICP,-0.022666766486014768,0.022666766486014768,0.010402386705018507
BTC_RELATIVE_RETURN_28D,LDO,0.02753552785366762,0.02753552785366762,0.01263679179989732
BTC_RELATIVE_RETURN_28D,LINK,-0.0421173921045332,0.0421173921045332,0.019328800159853648
BTC_RELATIVE_RETURN_28D,LPT,-0.023230988533018745,0.023230988533018745,0.010661323325910322
BTC_RELATIVE_RETURN_28D,LRC,-0.022322214848796557,0.022322214848796557,0.010244262723267405
BTC_RELATIVE_RETURN_28D,LTC,-0.04793262985315666,0.04793262985315666,0.021997568635503926
BTC_RELATIVE_RETURN_28D,MANA,-0.0688681081439054,0.0688681081439054,0.03160542078191644
BTC_RELATIVE_RETURN_28D,MATIC,-0.01890021570862056,0.01890021570862056,0.00867381559388463
BTC_RELATIVE_RETURN_28D,NEO,0.018365866338555224,0.018365866338555224,0.008428588345153224
BTC_RELATIVE_RETURN_28D,PAXG,-0.12685423024382544,0.12685423024382544,0.058216806485296514
BTC_RELATIVE_RETURN_28D,QNT,-0.03851701235008252,0.03851701235008252,0.017676489385230216
BTC_RELATIVE_RETURN_28D,SHIB,-0.010174662060051853,0.010174662060051853,0.004669425143054374
BTC_RELATIVE_RETURN_28D,SNX,-0.0461606427480772,0.0461606427480772,0.021184356256282753
BTC_RELATIVE_RETURN_28D,UMA,-0.09907171679005808,0.09907171679005808,0.04546666637326152
BTC_RELATIVE_RETURN_28D,UNI,-0.0436821982614536,0.0436821982614536,0.020046931648644656
BTC_RELATIVE_RETURN_28D,XLM,0.1946430650176243,0.1946430650176243,0.0893269197886097
BTC_RELATIVE_RETURN_28D,XMR,-0.19452698177479674,0.19452698177479674,0.08927364607695745
BTC_RELATIVE_RETURN_28D,XRP,0.14944862683545843,0.14944862683545843,0.06858598070596596
BTC_RELATIVE_RETURN_28D,ZEC,0.041060625405759554,0.041060625405759554,0.01884382159599842
BTC_RELATIVE_RETURN_28D,ZRX,0.02086242731092156,0.02086242731092156,0.009574327093696607
DISTANCE_FROM_EMA20_ATR,1INCH,-0.03776710458514838,0.03776710458514838,0.025658240672395388
DISTANCE_FROM_EMA20_ATR,AAVE,0.04896973352931949,0.04896973352931949,0.033269090187349165
DISTANCE_FROM_EMA20_ATR,ADA,-0.018346132703667396,0.018346132703667396,0.01246400785787303
DISTANCE_FROM_EMA20_ATR,ALGO,-0.030932971288139537,0.030932971288139537,0.02101526264037438
DISTANCE_FROM_EMA20_ATR,AVAX,0.12491220625085613,0.12491220625085613,0.08486293789555449
DISTANCE_FROM_EMA20_ATR,BAL,-0.005455415000033016,0.005455415000033016,0.003706303476959884
DISTANCE_FROM_EMA20_ATR,BCH,-0.04954495013686108,0.04954495013686108,0.033659881229373204
DISTANCE_FROM_EMA20_ATR,BTC,0.011637916557871834,0.011637916557871834,0.007906575503925612
DISTANCE_FROM_EMA20_ATR,COMP,-0.01713730651676635,0.01713730651676635,0.01164275471773165
DISTANCE_FROM_EMA20_ATR,CRO,-0.04923612907925972,0.04923612907925972,0.033450074173532456
DISTANCE_FROM_EMA20_ATR,CRV,-0.03620092462395665,0.03620092462395665,0.024594208287017805
DISTANCE_FROM_EMA20_ATR,DASH,-0.009986915826348322,0.009986915826348322,0.006784917527094908
DISTANCE_FROM_EMA20_ATR,DOGE,-0.03144296571843689,0.03144296571843689,0.021361742996173126
DISTANCE_FROM_EMA20_ATR,ETC,0.0021584483226763586,0.0021584483226763586,0.001466408059354825
DISTANCE_FROM_EMA20_ATR,ETH,-0.004560289618170065,0.004560289618170065,0.003098172598723559
DISTANCE_FROM_EMA20_ATR,FLOW,-0.0327408460518951,0.0327408460518951,0.022243497801727775
DISTANCE_FROM_EMA20_ATR,FTT,0.25112182286388396,0.25112182286388396,0.17060731130725793
DISTANCE_FROM_EMA20_ATR,ICP,-0.06508183051149075,0.06508183051149075,0.044215337368503076
DISTANCE_FROM_EMA20_ATR,LDO,0.07554480008522571,0.07554480008522571,0.05132367660763057
DISTANCE_FROM_EMA20_ATR,LINK,0.002358826155612192,0.002358826155612192,0.0016025408849806063
DISTANCE_FROM_EMA20_ATR,LRC,-0.02403671212777582,0.02403671212777582,0.016330077497920908
DISTANCE_FROM_EMA20_ATR,LTC,0.010021522678026494,0.010021522678026494,0.006808428753042095
DISTANCE_FROM_EMA20_ATR,MANA,0.02671280358605881,0.02671280358605881,0.01814816229558284
DISTANCE_FROM_EMA20_ATR,MATIC,-0.03244609648933635,0.03244609648933635,0.022043250647563097
DISTANCE_FROM_EMA20_ATR,NEO,-0.014063499615153099,0.014063499615153099,0.009554469737233643
DISTANCE_FROM_EMA20_ATR,PAXG,-0.06137336909920838,0.06137336909920838,0.04169588038375847
DISTANCE_FROM_EMA20_ATR,QNT,-0.11833521002303317,0.11833521002303317,0.08039465381689416
DISTANCE_FROM_EMA20_ATR,SHIB,0.00756486168935807,0.00756486168935807,0.005139420774005049
DISTANCE_FROM_EMA20_ATR,SNX,0.010030131691602408,0.010030131691602408,0.006814277550420371
DISTANCE_FROM_EMA20_ATR,UMA,-0.03889123074006221,0.03889123074006221,0.02642195024838062
DISTANCE_FROM_EMA20_ATR,UNI,-0.06373495881169357,0.06373495881169357,0.04330029877584845
DISTANCE_FROM_EMA20_ATR,XLM,-0.03355326296429931,0.03355326296429931,0.02279543814488526
DISTANCE_FROM_EMA20_ATR,XMR,-0.0754819191948365,0.0754819191948365,0.051280956546428544
DISTANCE_FROM_EMA20_ATR,XRP,-0.007707243042020492,0.007707243042020492,0.005236151912227126
DISTANCE_FROM_EMA20_ATR,ZEC,-0.035428658598825886,0.035428658598825886,0.024069545680403488
DISTANCE_FROM_EMA20_ATR,ZRX,0.0074098302947699386,0.0074098302947699386,0.005034095441872397
DONCHIAN_20_POSITION,1INCH,-0.08299979774276853,0.08299979774276853,0.05176213782647761
DONCHIAN_20_POSITION,AAVE,-0.03131148969253194,0.03131148969253194,0.019527151741262905
DONCHIAN_20_POSITION,ADA,0.06576200006368763,0.06576200006368763,0.041011927783137336
DONCHIAN_20_POSITION,ALGO,0.03435708501550615,0.03435708501550615,0.02142651209103197
DONCHIAN_20_POSITION,AVAX,-0.050721086412301754,0.050721086412301754,0.03163178630529842
DONCHIAN_20_POSITION,BAT,-0.007476278319392851,0.007476278319392851,0.0046625191786233726
DONCHIAN_20_POSITION,BCH,0.06298244316001451,0.06298244316001451,0.03927848009462173
DONCHIAN_20_POSITION,BTC,-0.01261508998731237,0.01261508998731237,0.007867296600413376
DONCHIAN_20_POSITION,COMP,-0.007243938244670232,0.007243938244670232,0.004517622211432219
DONCHIAN_20_POSITION,CRO,0.09918666615801336,0.09918666615801336,0.06185694452089465
DONCHIAN_20_POSITION,CRV,0.005818377651287234,0.005818377651287234,0.0036285831303566867
DONCHIAN_20_POSITION,DASH,0.0010714265023822657,0.0010714265023822657,0.0006681862823224006
DONCHIAN_20_POSITION,DOGE,0.10314889423758894,0.10314889423758894,0.06432795531287938
DONCHIAN_20_POSITION,ETC,-0.0047086195960725444,0.0047086195960725444,0.0029364916919402437
DONCHIAN_20_POSITION,ETH,-0.017146082915240123,0.017146082915240123,0.010693012888940425
DONCHIAN_20_POSITION,FLOW,0.00670007582171709,0.00670007582171709,0.004178446906658716
DONCHIAN_20_POSITION,FTT,-0.09026076409689601,0.09026076409689601,0.05629037947762681
DONCHIAN_20_POSITION,ICP,0.12422619277393149,0.12422619277393149,0.0774726383304116
DONCHIAN_20_POSITION,LDO,0.04096212916838616,0.04096212916838616,0.025545693282905815
DONCHIAN_20_POSITION,LINK,-0.0364340609890591,0.0364340609890591,0.022721800989669045
DONCHIAN_20_POSITION,LPT,0.02483894553990575,0.02483894553990575,0.015490603079367053
DONCHIAN_20_POSITION,LRC,-0.00738672412540751,0.00738672412540751,0.004606669445755653
DONCHIAN_20_POSITION,LTC,-0.10864465116733141,0.10864465116733141,0.06775533869687003
DONCHIAN_20_POSITION,MANA,0.00499433210188651,0.00499433210188651,0.003114673934631062
DONCHIAN_20_POSITION,MATIC,-0.05450019588273309,0.05450019588273309,0.033988596690259346
DONCHIAN_20_POSITION,NEO,-0.01989182834569432,0.01989182834569432,0.012405374331652183
DONCHIAN_20_POSITION,PAXG,-0.07334517907031071,0.07334517907031071,0.045741114691762966
DONCHIAN_20_POSITION,QNT,0.004337020609319828,0.004337020609319828,0.0027047470553076877
DONCHIAN_20_POSITION,SHIB,0.003860192500365459,0.003860192500365459,0.0024073771463866125
DONCHIAN_20_POSITION,SNX,-0.02716629893832878,0.02716629893832878,0.016942037789526816
DONCHIAN_20_POSITION,UMA,-0.08251912457606753,0.08251912457606753,0.05146236997907422
DONCHIAN_20_POSITION,UNI,-0.046211371352781846,0.046211371352781846,0.02881933978353145
DONCHIAN_20_POSITION,XLM,-0.03291333953158547,0.03291333953158547,0.02052613215328004
DONCHIAN_20_POSITION,XMR,-0.07581324082960751,0.07581324082960751,0.04728030100815505
DONCHIAN_20_POSITION,XRP,-0.06770726740414539,0.06770726740414539,0.042225077681383845
DONCHIAN_20_POSITION,ZEC,0.03476185119035924,0.03476185119035924,0.021678941170379544
DONCHIAN_20_POSITION,ZRX,-0.049460671103227556,0.049460671103227556,0.03084573871577179
DONCHIAN_55_POSITION,1INCH,-0.05589991786340885,0.05589991786340885,0.027911460905507158
DONCHIAN_55_POSITION,AAVE,0.052460183508073396,0.052460183508073396,0.026193962657676623
DONCHIAN_55_POSITION,ADA,0.025589441334745576,0.025589441334745576,0.012777097332303035
DONCHIAN_55_POSITION,ALGO,0.022754895562235016,0.022754895562235016,0.011361776585184597
DONCHIAN_55_POSITION,AVAX,-0.06813171600734147,0.06813171600734147,0.034018935992190774
DONCHIAN_55_POSITION,BCH,0.13843530251856376,0.13843530251856376,0.06912231147871173
DONCHIAN_55_POSITION,BTC,0.039391025422578135,0.039391025422578135,0.019668384286299943
DONCHIAN_55_POSITION,COMP,-0.026057641239346112,0.026057641239346112,0.013010874837399768
DONCHIAN_55_POSITION,CRO,0.008176718305377934,0.008176718305377934,0.004082727882956204
DONCHIAN_55_POSITION,CRV,-0.09586197910375377,0.09586197910375377,0.04786496983084838
DONCHIAN_55_POSITION,DASH,-0.04587474897781139,0.04587474897781139,0.02290578075218042
DONCHIAN_55_POSITION,DOGE,0.15762116684883104,0.15762116684883104,0.07870203042393674
DONCHIAN_55_POSITION,ETC,-0.04093811854378565,0.04093811854378565,0.02044086537071364
DONCHIAN_55_POSITION,ETH,0.006829149283788231,0.006829149283788231,0.003409871436986467
DONCHIAN_55_POSITION,FLOW,0.016049123000799845,0.016049123000799845,0.00801350854037165
DONCHIAN_55_POSITION,FTT,-0.07029291719362303,0.07029291719362303,0.03509804817563317
DONCHIAN_55_POSITION,ICP,0.13537673460962482,0.13537673460962482,0.06759513394643366
DONCHIAN_55_POSITION,LDO,-0.07974635044473441,0.07974635044473441,0.03981825426351965
DONCHIAN_55_POSITION,LINK,-0.030256234632143733,0.030256234632143733,0.01510727998109858
DONCHIAN_55_POSITION,LPT,-0.023230988533018745,0.023230988533018745,0.011599495187453157
DONCHIAN_55_POSITION,LRC,-0.009057075579780673,0.009057075579780673,0.004522300221996354
DONCHIAN_55_POSITION,LTC,-0.06754416242285552,0.06754416242285552,0.03372556384550279
DONCHIAN_55_POSITION,MANA,-0.02492174942631842,0.02492174942631842,0.012443711214553711
DONCHIAN_55_POSITION,MATIC,-0.05316325298585188,0.05316325298585188,0.02654501319572607
DONCHIAN_55_POSITION,NEO,-0.03629600737495303,0.03629600737495303,0.018123006787728085
DONCHIAN_55_POSITION,PAXG,-0.16735643387125096,0.16735643387125096,0.08356295929980569
DONCHIAN_55_POSITION,QNT,-0.005112683264040213,0.005112683264040213,0.0025528205496686386
DONCHIAN_55_POSITION,SHIB,0.12294762704538084,0.12294762704538084,0.06138914003571946
DONCHIAN_55_POSITION,SNX,-0.013837981218979202,0.013837981218979202,0.006909460453026987
DONCHIAN_55_POSITION,UMA,-0.08251912457606753,0.08251912457606753,0.04120273173190544
DONCHIAN_55_POSITION,UNI,0.07161622703898048,0.07161622703898048,0.03575879174067415
DONCHIAN_55_POSITION,XLM,0.007686392331688059,0.007686392331688059,0.003837902581440724
DONCHIAN_55_POSITION,XMR,-0.08112885782731281,0.08112885782731281,0.04050855582808905
DONCHIAN_55_POSITION,XRP,-0.008097382061606598,0.008097382061606598,0.004043114399590732
DONCHIAN_55_POSITION,ZEC,-0.06303860089322587,0.06303860089322587,0.03147588604098614
DONCHIAN_55_POSITION,ZRX,-0.049460671103227556,0.049460671103227556,0.024696272206180616
DOWNSIDE_VOLATILITY_28D,1INCH,-0.06349267212615504,0.06349267212615504,0.035534748741746676
DOWNSIDE_VOLATILITY_28D,AAVE,-0.07457579441854367,0.07457579441854367,0.04173760574470222
DOWNSIDE_VOLATILITY_28D,ADA,0.003238573649739855,0.003238573649739855,0.0018125225647534313
DOWNSIDE_VOLATILITY_28D,ALGO,0.04455405975715386,0.04455405975715386,0.02493543374185762
DOWNSIDE_VOLATILITY_28D,AVAX,0.10507951248568095,0.10507951248568095,0.05880952791945481
DOWNSIDE_VOLATILITY_28D,BCH,0.08086769937233217,0.08086769937233217,0.04525897685971195
DOWNSIDE_VOLATILITY_28D,COMP,0.10384681964938433,0.10384681964938433,0.05811963050693896
DOWNSIDE_VOLATILITY_28D,CRO,-0.09531853835256618,0.09531853835256618,0.05334663351479421
DOWNSIDE_VOLATILITY_28D,CRV,-0.011057018196451374,0.011057018196451374,0.006188247403781368
DOWNSIDE_VOLATILITY_28D,DASH,-0.03196787673013052,0.03196787673013052,0.017891363355368513
DOWNSIDE_VOLATILITY_28D,DOGE,0.05976476556552498,0.05976476556552498,0.033448362730121736
DOWNSIDE_VOLATILITY_28D,ETC,0.03301469397651338,0.03301469397651338,0.018477232347538695
DOWNSIDE_VOLATILITY_28D,ETH,-0.016341863452319173,0.016341863452319173,0.009146000511622517
DOWNSIDE_VOLATILITY_28D,FLOW,-0.017845047996321764,0.017845047996321764,0.009987283187164617
DOWNSIDE_VOLATILITY_28D,FTT,0.01849620111921591,0.01849620111921591,0.01035171205493179
DOWNSIDE_VOLATILITY_28D,ICP,-0.03324243601973753,0.03324243601973753,0.01860469203718323
DOWNSIDE_VOLATILITY_28D,LDO,-0.11697343199339424,0.11697343199339424,0.06546616130891719
DOWNSIDE_VOLATILITY_28D,LINK,0.020457988811578027,0.020457988811578027,0.011449659745560203
DOWNSIDE_VOLATILITY_28D,LPT,0.004901671032148721,0.004901671032148721,0.0027433031672697812
DOWNSIDE_VOLATILITY_28D,LRC,-0.02781996984267762,0.02781996984267762,0.015569917051188133
DOWNSIDE_VOLATILITY_28D,LTC,-0.02271442454935047,0.02271442454935047,0.012712512202522895
DOWNSIDE_VOLATILITY_28D,MANA,-0.022180264423627548,0.022180264423627548,0.012413560446047604
DOWNSIDE_VOLATILITY_28D,MATIC,-0.056209256367183415,0.056209256367183415,0.03145846182059629
DOWNSIDE_VOLATILITY_28D,NEO,-0.08739042918090038,0.08739042918090038,0.048909533012038264
DOWNSIDE_VOLATILITY_28D,QNT,0.017445949779554208,0.017445949779554208,0.009763921114326732
DOWNSIDE_VOLATILITY_28D,SHIB,-0.06780254908760408,0.06780254908760408,0.03794684433962348
DOWNSIDE_VOLATILITY_28D,SNX,-0.1248519542916711,0.1248519542916711,0.06987550967858819
DOWNSIDE_VOLATILITY_28D,UMA,-0.13578823880837398,0.13578823880837398,0.07599618643475206
DOWNSIDE_VOLATILITY_28D,UNI,-0.02848722002734474,0.02848722002734474,0.01594335491206315
DOWNSIDE_VOLATILITY_28D,XLM,0.1608138941395575,0.1608138941395575,0.09000221806820147
DOWNSIDE_VOLATILITY_28D,XMR,0.010751310028236805,0.010751310028236805,0.0060171526524970004
DOWNSIDE_VOLATILITY_28D,XRP,0.005881240344121019,0.005881240344121019,0.0032915357145927066
DOWNSIDE_VOLATILITY_28D,ZEC,0.03380742419092292,0.03380742419092292,0.018920897231150195
DOWNSIDE_VOLATILITY_28D,ZRX,-0.049796220748286504,0.049796220748286504,0.027869297878392343
DRAWDOWN_ADJUSTED_MOMENTUM_28D,1INCH,-0.03879688667616635,0.03879688667616635,0.01992385696545508
DRAWDOWN_ADJUSTED_MOMENTUM_28D,AAVE,0.09626087952587975,0.09626087952587975,0.049434069569832935
DRAWDOWN_ADJUSTED_MOMENTUM_28D,ADA,0.027841926900725025,0.027841926900725025,0.014298017617827966
DRAWDOWN_ADJUSTED_MOMENTUM_28D,ALGO,0.05396849486997114,0.05396849486997114,0.02771512522139448
DRAWDOWN_ADJUSTED_MOMENTUM_28D,AVAX,0.025062927871996134,0.025062927871996134,0.012870883022784625
DRAWDOWN_ADJUSTED_MOMENTUM_28D,BCH,0.11890105841451759,0.11890105841451759,0.06106076759884367
DRAWDOWN_ADJUSTED_MOMENTUM_28D,BTC,-0.11569771287908828,0.11569771287908828,0.059415712963621345
DRAWDOWN_ADJUSTED_MOMENTUM_28D,COMP,-0.018898173243825547,0.018898173243825547,0.009705018440298627
DRAWDOWN_ADJUSTED_MOMENTUM_28D,CRO,0.029854985858272495,0.029854985858272495,0.01533180929982504
DRAWDOWN_ADJUSTED_MOMENTUM_28D,CRV,0.04519630478176082,0.04519630478176082,0.02321023125786278
DRAWDOWN_ADJUSTED_MOMENTUM_28D,DASH,-0.0310488713240503,0.0310488713240503,0.015944920435567417
