label_id,mean_rank_ic,decision_count,trial
FORWARD_24H_RETURN,0.03655024275519054,728,False
FORWARD_72H_RETURN,0.04676253384937539,726,False
FORWARD_7D_RETURN,0.06749746021284266,722,False
FORWARD_24H_MFE,-0.07503425036279093,728,False
FORWARD_24H_MAE,0.08161738881400132,728,False
