universe_mode,trade_count,net_pnl,mean_trade_pnl,win_rate,profit_factor,fixed_common_net_pnl,union_common_net_pnl,intersection_common_net_pnl,pit_common_net_pnl,union_minus_fixed_common_net_pnl,pit_minus_intersection_common_net_pnl,intersection_minus_fixed_common_net_pnl,pit_minus_union_common_net_pnl
FIXED_SURVIVOR_30,78.0,184485.84505303059,2365.2031417055205,0.44871794871794873,2.3212171399771986,,,,,,,,
INTERSECTION_FIXED_AND_PIT,125.0,38881.653881828,311.053231054624,0.456,1.2364700775696973,,,,,,,,
PIT_UNIVERSE,73.0,62635.885796607836,858.0258328302443,0.4657534246575342,1.7719776159198934,,,,,,,,
UNION_FIXED_AND_PIT,50.0,127150.53651406521,2543.0107302813044,0.46,2.805734266337092,,,,,,,,
PAIRWISE_DELTAS,,,,,,184485.8450530305,127150.53651406521,38881.65388182799,62635.885796607836,-57335.308538965284,23754.231914779848,-145604.19117120252,-64514.65071745738
