fold_id,medium_trade_count,full_trade_count,valid_comparison,mean_return_gap,median_return_gap,win_rate_gap,total_net_pnl_gap,favourable_outlier_adjusted_mean_gap,medium_mean_negative,medium_weaker_mean,medium_weaker_median,medium_weaker_win_rate,medium_weaker_after_favourable_outlier_adjustment
WF01,7,19,True,0.052547393957098155,0.08103391005378373,0.022556390977443608,35567.16703205299,0.09159158094293776,True,False,False,False,False
WF02,10,48,True,-0.07273894374071799,-0.0050968475817181925,-0.2,-103147.74862946541,-0.014976482640251074,False,True,True,True,True
WF03,8,50,True,-0.23182644377735293,-0.16454695795899213,-0.25,-254412.42343409022,-0.17502772680224007,True,True,True,True,True
