source_id,pilot_start,pilot_end,path,raw_sha256,row_count,first_observation_time,last_observation_time,null_count,duplicate_count,nonfinite_numeric_count,quality_status
COIN_METRICS_COMMUNITY,2022-03-01,2022-03-31,data\research\rd09\pilot\coinmetrics\asset-metrics-btc-eth-ada-2022-03.json,1192c7778862ba6e089bb6bde5dc6599f8b40babfd105c321900bf003aa7334e,93,2022-03-01T00:00:00.000000000Z,2022-03-31T00:00:00.000000000Z,0,0,0,PASS
COIN_METRICS_COMMUNITY,2023-03-01,2023-03-31,data\research\rd09\pilot\coinmetrics\asset-metrics-btc-eth-ada-2023-03.json,68244fc76735beb7958301f3dc9fde568c9e153a42f66af635a65345e1ec4806,93,2023-03-01T00:00:00.000000000Z,2023-03-31T00:00:00.000000000Z,31,0,0,PASS_WITH_NULLS
COIN_METRICS_COMMUNITY,2024-03-01,2024-03-31,data\research\rd09\pilot\coinmetrics\asset-metrics-btc-eth-ada-2024-03.json,8361838d06e22c93170542d30133ebde0d12ebc8eab8a02904e616977de727c1,93,2024-03-01T00:00:00.000000000Z,2024-03-31T00:00:00.000000000Z,31,0,0,PASS_WITH_NULLS
