universe_mode,fold_id,symbol,candidate_id,entry_time,stop_exit_time,stop_exit_price,stop_exit_reason,matched_control_trade,control_exit_time,control_exit_price,stopped_trade_recovery_mfe
FIXED_SURVIVOR_30,WF01,SNX,CAND-57c4f3427ef83e7e9474,2022-02-07T04:00:00+00:00,2022-02-10T12:00:00+00:00,5.320552057142857,STRUCTURAL_ATR_STOP,True,2022-02-14T04:00:00+00:00,4.415454,0.049515151816523106
FIXED_SURVIVOR_30,WF01,BTC,CAND-42f0987a435eab09a98f,2022-02-09T20:00:00+00:00,2022-02-11T16:00:00+00:00,42145.36571428571,STRUCTURAL_ATR_STOP,True,2022-02-14T04:00:00+00:00,41914.6,0.021061254794460416
FIXED_SURVIVOR_30,WF01,DOGE,CAND-f0525cf311b5e6bbd708,2022-02-09T00:00:00+00:00,2022-02-11T20:00:00+00:00,0.143812,STRUCTURAL_ATR_STOP,True,2022-02-14T04:00:00+00:00,0.14492,0.09844797374349845
FIXED_SURVIVOR_30,WF01,XRP,CAND-16a75983b3be06ff9343,2022-02-15T04:00:00+00:00,2022-02-17T20:00:00+00:00,0.7625048571428571,STRUCTURAL_ATR_STOP,True,2022-03-14T04:00:00+00:00,0.76154,0.12202563955564516
FIXED_SURVIVOR_30,WF01,ZEC,CAND-7a91ad6877025aa7b872,2022-03-21T20:00:00+00:00,2022-04-04T16:00:00+00:00,164.08064285714286,STRUCTURAL_ATR_STOP,True,2022-04-11T04:00:00+00:00,159.6,0.1220702015428825
FIXED_SURVIVOR_30,WF01,AAVE,CAND-07d12dbb2e1191742df6,2022-04-04T20:00:00+00:00,2022-04-06T00:00:00+00:00,215.62072857142857,STRUCTURAL_ATR_STOP,True,2022-04-18T04:00:00+00:00,169.297,0.008395628011115708
FIXED_SURVIVOR_30,WF01,SOL,CAND-be2f790e9f4554688d2b,2022-04-17T16:00:00+00:00,2022-04-17T20:00:00+00:00,99.84,STRUCTURAL_ATR_STOP,True,2022-04-18T04:00:00+00:00,101.18,0.019070512820512864
FIXED_SURVIVOR_30,WF01,NEAR,CAND-4b197dad97c30812189e,2022-04-12T12:00:00+00:00,2022-04-18T08:00:00+00:00,14.80753857142857,STRUCTURAL_ATR_STOP,True,2022-05-02T04:00:00+00:00,11.7865,0.2036639252380812
FIXED_SURVIVOR_30,WF01,DOGE,CAND-57087f5b9b0fc633ede2,2022-04-19T16:00:00+00:00,2022-04-24T08:00:00+00:00,0.13279,STRUCTURAL_ATR_STOP,True,2022-04-25T04:00:00+00:00,0.1287,0.007003539423149352
FIXED_SURVIVOR_30,WF01,XMR,CAND-84e1a97f068d46ee31bd,2022-04-18T16:00:00+00:00,2022-04-26T20:00:00+00:00,230.2297142857143,STRUCTURAL_ATR_STOP,True,2022-05-02T04:00:00+00:00,213.64,0.03318548927530762
FIXED_SURVIVOR_30,WF01,SNX,CAND-325ca2665ed41bbb401b,2022-04-26T00:00:00+00:00,2022-04-29T16:00:00+00:00,5.3,STRUCTURAL_ATR_STOP,True,2022-05-02T04:00:00+00:00,4.713065,-0.03110905660377361
FIXED_SURVIVOR_30,WF01,SNX,CAND-36bba3c0b6299f53dda9,2022-08-08T12:00:00+00:00,2022-08-09T08:00:00+00:00,3.9436903857142855,STRUCTURAL_ATR_STOP,True,2022-08-22T04:00:00+00:00,2.977454,0.17705563723133055
FIXED_SURVIVOR_30,WF01,SHIB,CAND-5504511b25fdf8314c08,2022-09-06T00:00:00+00:00,2022-09-06T16:00:00+00:00,1.196742857142857e-05,STRUCTURAL_ATR_STOP,True,2022-09-12T04:00:00+00:00,1.284e-05,0.1639927422050329
