signal_id,label_id,mean_rank_ic,decision_count,confirmation_eligible
REVERSAL_1BAR_VOL_NORMALIZED,FORWARD_72H_RETURN,0.0012305772805068986,726,False
REVERSAL_1BAR_VOL_NORMALIZED,FORWARD_7D_RETURN,-0.002349944140838121,722,False
REVERSAL_1BAR_VOL_NORMALIZED,FORWARD_24H_MFE,-0.01500471962568233,728,False
REVERSAL_1BAR_VOL_NORMALIZED,FORWARD_24H_MAE,0.030354056977383203,728,False
REVERSAL_3BAR_VOL_NORMALIZED,FORWARD_72H_RETURN,0.01526286830288492,726,False
REVERSAL_3BAR_VOL_NORMALIZED,FORWARD_7D_RETURN,0.0058701107904023326,722,False
REVERSAL_3BAR_VOL_NORMALIZED,FORWARD_24H_MFE,-0.02935196792687989,728,False
REVERSAL_3BAR_VOL_NORMALIZED,FORWARD_24H_MAE,0.03316330437695942,728,False
REVERSAL_6BAR_VOL_NORMALIZED,FORWARD_72H_RETURN,0.02702726454177762,726,False
REVERSAL_6BAR_VOL_NORMALIZED,FORWARD_7D_RETURN,0.014049709191895491,722,False
REVERSAL_6BAR_VOL_NORMALIZED,FORWARD_24H_MFE,-0.030932676196400586,728,False
REVERSAL_6BAR_VOL_NORMALIZED,FORWARD_24H_MAE,0.032948135358150984,728,False
DISTANCE_FROM_EMA20_ATR_4H,FORWARD_72H_RETURN,0.04369071360746538,726,False
DISTANCE_FROM_EMA20_ATR_4H,FORWARD_7D_RETURN,0.02660820425280167,722,False
DISTANCE_FROM_EMA20_ATR_4H,FORWARD_24H_MFE,-0.04088076007520408,728,False
DISTANCE_FROM_EMA20_ATR_4H,FORWARD_24H_MAE,0.061042779605480144,728,False
RETURN_6BAR,FORWARD_72H_RETURN,-0.03343200945280194,726,False
RETURN_6BAR,FORWARD_7D_RETURN,-0.018538611256487786,722,False
RETURN_6BAR,FORWARD_24H_MFE,0.003614156391975742,728,False
RETURN_6BAR,FORWARD_24H_MAE,-0.02218856906661703,728,False
RETURN_18BAR,FORWARD_72H_RETURN,-0.04800926206255347,726,False
RETURN_18BAR,FORWARD_7D_RETURN,-0.030661392382788255,722,False
RETURN_18BAR,FORWARD_24H_MFE,0.02213318819229843,728,False
RETURN_18BAR,FORWARD_24H_MAE,-0.0569353977407654,728,False
RETURN_42BAR,FORWARD_72H_RETURN,-0.04876350099559963,726,False
RETURN_42BAR,FORWARD_7D_RETURN,-0.04028540703670657,722,False
RETURN_42BAR,FORWARD_24H_MFE,0.04772965610737913,728,False
RETURN_42BAR,FORWARD_24H_MAE,-0.07689287473240768,728,False
XSM_18BAR_SKIP_1BAR,FORWARD_72H_RETURN,-0.04171788181016589,726,False
XSM_18BAR_SKIP_1BAR,FORWARD_7D_RETURN,-0.030388951713045273,722,False
XSM_18BAR_SKIP_1BAR,FORWARD_24H_MFE,0.02212478223661191,728,False
XSM_18BAR_SKIP_1BAR,FORWARD_24H_MAE,-0.05140361885208067,728,False
DONCHIAN_42_POSITION,FORWARD_72H_RETURN,-0.021963783673106984,726,False
DONCHIAN_42_POSITION,FORWARD_7D_RETURN,-0.005087149992538868,722,False
DONCHIAN_42_POSITION,FORWARD_24H_MFE,0.017666162960522275,728,False
DONCHIAN_42_POSITION,FORWARD_24H_MAE,-0.02738154907917786,728,False
PATH_EFFICIENCY_42BAR,FORWARD_72H_RETURN,-0.04729908308660063,726,False
PATH_EFFICIENCY_42BAR,FORWARD_7D_RETURN,-0.040324341384460505,722,False
