source_id,path,registered_sha256,observed_sha256,hash_match
OHLCV_1D,data\research\rd04\kucoin-spot-usdt-adjudicated-v1\ams-rd04-d0c-kucoin-adjudicated-1d.parquet,55a7a732c8cb464de528727aff3cfd536a9b74a14e117e1b6fe9c9d0cba8f3de,55a7a732c8cb464de528727aff3cfd536a9b74a14e117e1b6fe9c9d0cba8f3de,True
OHLCV_4H,data\research\rd04\kucoin-spot-usdt-adjudicated-v1\ams-rd04-d0c-kucoin-adjudicated-4h.parquet,1c72416f889137b68ff48008c5760e809d0a94a5647569bab631e96904cebd72,1c72416f889137b68ff48008c5760e809d0a94a5647569bab631e96904cebd72,True
AVAILABILITY,data\research\rd04\kucoin-spot-usdt-adjudicated-v1\ams-rd04-d0c-kucoin-adjudicated-availability.parquet,6ae1e0612c379765f6dace35a27054f484083cf3a4a71481c527ce1b6e99bdcf,6ae1e0612c379765f6dace35a27054f484083cf3a4a71481c527ce1b6e99bdcf,True
PIT_MEMBERSHIP,reports\research\ams-rd04-d0c-venue-eligible-weekly-candidates-v1.csv,17cf3cca1400c071afe75b86342b09718aba2f84992777f18ffb17436f9a138b,17cf3cca1400c071afe75b86342b09718aba2f84992777f18ffb17436f9a138b,True
QUOTE_TURNOVER_4H,data\research\rd04\kucoin-native-quote-turnover-v1\ams-rd04-d5a-native-quote-turnover-4h.parquet,76b88fb8d79f03d47630e2a285629827176583a5912115a34c141c496453f357,76b88fb8d79f03d47630e2a285629827176583a5912115a34c141c496453f357,True
P1A_AMENDMENT,reports\research\ams-rd05-p1a-protocol-amendment-v1.json,fd3b06369ca7931cbe1e79bc83962039171a4ec0fca6a324f4e7b7dab2a735b7,73e31cc3c85187a5bbde91eeb2a034f903486a41a61a6d14d5e51eef442cb5bc,True
P1_RE_ADJUDICATION,reports\research\ams-rd05-p1-re-adjudication-v1.json,5f01d6d82abdc35a99c4e035e3651f8c4450ab5deb38670a898110737f2b6474,b4d00f6248e0ac3ef5d68f05dc3f2cd1d8e28216b71ac2815cb8c93c53218870,True
