exit_reason,trade_count,win_rate,mean_net_return,median_net_return,median_holding_hours,median_mfe,median_mae,median_time_to_mfe_hours,median_captured_mfe_fraction,eligible_mfe_10pct_count,winner_to_loser_10pct_count,winner_to_loser_10pct_rate,severe_giveback_after_10pct_count,severe_giveback_after_10pct_rate,early_peak_severe_giveback_count,deep_mae_10pct_count,deep_mae_close_recovery_count,deep_mae_close_recovery_rate,deep_mae_profitable_exit_count,stale_loser_14d_count,stale_loser_14d_rate
END_OF_FOLD_EXIT,6,0.3333333333333333,0.161764393574959,-0.05998582431246152,134.0,0.060929313464898494,-0.08449773964149088,14.0,-2.815341555340633,2,0,0.0,0,0.0,0,3,0,0.0,0,1,0.16666666666666666
REBALANCE_EXIT,141,0.4326241134751773,0.05226698674353881,-0.03275399445184204,252.0,0.10614496603156787,-0.09705882352941186,72.0,-0.38922155688622545,72,19,0.2638888888888889,30,0.4166666666666667,16,70,26,0.37142857142857144,14,19,0.1347517730496454
