label_id,primary,future_only,missing_handling
FORWARD_24H_RETURN,True,True,EXCLUDE_AND_REPORT
FORWARD_72H_RETURN,False,True,EXCLUDE_AND_REPORT
FORWARD_7D_RETURN,False,True,EXCLUDE_AND_REPORT
FORWARD_24H_MFE,False,True,EXCLUDE_AND_REPORT
FORWARD_24H_MAE,False,True,EXCLUDE_AND_REPORT
