rd01_fold_id,candidate_id,fold_id,variant_id,symbol,signal_bar_open,signal_bar_close,scheduled_entry,entry_trigger,alignment_tier,entry_strength_multiplier,daily_state,eight_hour_state,four_hour_state,daily_market_regime,target_weight,natural_reselection_sequence,last_exit_rebalance,earliest_reentry_rebalance,cooldown_satisfied,accepted,rejection_reason,fill_timestamp,fill_price,signal_day,signal_available_at,signal_btc_dominance_pct,signal_eth_dominance_pct,signal_stablecoin_dominance_pct,signal_altcoin_share_pct,signal_btc_dominance_change_7d_pp,signal_btc_dominance_change_28d_pp,signal_btc_dominance_change_84d_pp,signal_stablecoin_dominance_change_7d_pp,signal_stablecoin_dominance_change_28d_pp,signal_stablecoin_dominance_change_84d_pp,signal_dominance_age_hours,signal_dominance_quadrant,signal_dominance_tag_status
WF01,CAND-57c4f3427ef83e7e9474,WF01,MD01-M05,SNX,2022-02-07T00:00:00+00:00,2022-02-07 04:00:00+00:00,2022-02-07T04:00:00+00:00,THREE_BAR_BREAKOUT,FULL,1.0,RECOVERY,UPTREND,UPTREND,RECOVERY,0.25,0,,,True,True,,2022-02-07T04:00:00+00:00,5.841641,2022-02-06 00:00:00+00:00,2022-02-07 00:00:00+00:00,41.192325706557966,18.485790319402945,9.040417999091323,58.807674293442034,0.0835402622423586,1.4033383290620876,-2.425226649679786,-0.8800013053293316,0.6905951417581289,4.030989967514925,4.0,BTC_UP_STABLE_UP,TAGGED
WF01,CAND-f0525cf311b5e6bbd708,WF01,MD01-M05,DOGE,2022-02-08T20:00:00+00:00,2022-02-09 00:00:00+00:00,2022-02-09T00:00:00+00:00,EMA20_RECLAIM,FULL,1.0,RECOVERY,UPTREND,UPTREND,RECOVERY,0.25,0,,,True,True,,2022-02-09T00:00:00+00:00,0.1582,2022-02-08 00:00:00+00:00,2022-02-09 00:00:00+00:00,41.09317040743129,18.133986540335197,8.683920169095916,58.90682959256871,0.4370966192996874,1.1359813135937316,-2.391949905675787,-0.9244743580189532,0.4155129453408452,3.2602824970190305,0.0,BTC_UP_STABLE_UP,TAGGED
WF01,CAND-42f0987a435eab09a98f,WF01,MD01-M05,BTC,2022-02-09T16:00:00+00:00,2022-02-09 20:00:00+00:00,2022-02-09T20:00:00+00:00,THREE_BAR_BREAKOUT,FULL,1.0,RECOVERY,UPTREND,UPTREND,RECOVERY,0.25,0,,,True,True,,2022-02-09T20:00:00+00:00,44457.5,2022-02-08 00:00:00+00:00,2022-02-09 00:00:00+00:00,41.09317040743129,18.133986540335197,8.683920169095916,58.90682959256871,0.4370966192996874,1.1359813135937316,-2.391949905675787,-0.9244743580189532,0.4155129453408452,3.2602824970190305,20.0,BTC_UP_STABLE_UP,TAGGED
WF01,CAND-16a75983b3be06ff9343,WF01,MD01-M05,XRP,2022-02-15T00:00:00+00:00,2022-02-15 04:00:00+00:00,2022-02-15T04:00:00+00:00,EMA20_RECLAIM,MEDIUM,0.67,NEUTRAL,UPTREND,UPTREND,RECOVERY,0.1675,0,,,True,True,,2022-02-15T04:00:00+00:00,0.82368,2022-02-14 00:00:00+00:00,2022-02-15 00:00:00+00:00,41.61839251829325,17.865063897399132,9.26410855399163,58.38160748170675,0.6842379396832357,2.1177049277148114,-0.1845942659613229,0.5696375390279425,0.8783002118111138,3.512204748396078,4.0,BTC_UP_STABLE_UP,TAGGED
WF01,CAND-7a91ad6877025aa7b872,WF01,MD01-M05,ZEC,2022-03-21T16:00:00+00:00,2022-03-21 20:00:00+00:00,2022-03-21T20:00:00+00:00,EMA20_RECLAIM,FULL,1.0,UPTREND,UPTREND,UPTREND,NEUTRAL,0.25,0,,,True,True,,2022-03-21T20:00:00+00:00,178.519,2022-03-20 00:00:00+00:00,2022-03-21 00:00:00+00:00,41.66959666025205,18.026809368322027,9.896562157782274,58.33040333974795,0.1497578331921119,0.8097898451379564,1.222733840629175,-0.7793274847220033,-0.2778876519336872,3.152698454893982,20.0,BTC_UP_STABLE_DOWN,TAGGED
WF01,CAND-6f5824d5923934863997,WF01,MD01-M05,SNX,2022-03-22T00:00:00+00:00,2022-03-22 04:00:00+00:00,2022-03-22T04:00:00+00:00,EMA20_RECLAIM,MEDIUM,0.67,NEUTRAL,UPTREND,UPTREND,NEUTRAL,0.1675,0,2022-02-14T00:00:00+00:00,2022-02-21T00:00:00+00:00,True,True,,2022-03-22T04:00:00+00:00,5.076076,2022-03-21 00:00:00+00:00,2022-03-22 00:00:00+00:00,41.26861754395211,18.183341715014627,9.86949299826938,58.73138245604789,-0.9902100727834692,0.5334951547315328,0.8907054928675464,-0.504454421913314,-0.6460772255157465,3.085531586426602,4.0,BTC_UP_STABLE_DOWN,TAGGED
WF01,CAND-bbd828e6e8257032af5b,WF01,MD01-M05,XMR,2022-03-22T00:00:00+00:00,2022-03-22 04:00:00+00:00,2022-03-22T04:00:00+00:00,EMA20_RECLAIM,FULL,1.0,UPTREND,UPTREND,UPTREND,NEUTRAL,0.25,0,,,True,True,,2022-03-22T04:00:00+00:00,194.77,2022-03-21 00:00:00+00:00,2022-03-22 00:00:00+00:00,41.26861754395211,18.183341715014627,9.86949299826938,58.73138245604789,-0.9902100727834692,0.5334951547315328,0.8907054928675464,-0.504454421913314,-0.6460772255157465,3.085531586426602,4.0,BTC_UP_STABLE_DOWN,TAGGED
WF01,CAND-f2b0b8cd03abd65f843a,WF01,MD01-M05,NEAR,2022-03-28T00:00:00+00:00,2022-03-28 04:00:00+00:00,2022-03-28T04:00:00+00:00,THREE_BAR_BREAKOUT,FULL,1.0,UPTREND,UPTREND,UPTREND,UPTREND,0.25,0,,,True,True,,2022-03-28T04:00:00+00:00,13.2633,2022-03-27 00:00:00+00:00,2022-03-28 00:00:00+00:00,42.19023460535306,18.522514766699366,8.816906831634714,57.80976539464694,0.520637945101015,1.3476519527151112,2.5118701452781025,-1.0796553261475594,-1.6644099950749656,1.420615656814011,4.0,BTC_UP_STABLE_DOWN,TAGGED
WF01,CAND-07d12dbb2e1191742df6,WF01,MD01-M05,AAVE,2022-04-04T16:00:00+00:00,2022-04-04 20:00:00+00:00,2022-04-04T20:00:00+00:00,EMA20_RECLAIM,FULL,1.0,UPTREND,UPTREND,UPTREND,UPTREND,0.25,0,,,True,True,,2022-04-04T20:00:00+00:00,236.467,2022-04-03 00:00:00+00:00,2022-04-04 00:00:00+00:00,41.17324407596528,19.500664059247704,8.727594076653974,58.82675592403472,-1.0169905293877832,-0.4872472857769168,1.3842566984694002,-0.0893127549807406,-1.778102375325977,0.3777712193207776,20.0,BTC_DOWN_STABLE_DOWN,TAGGED
WF01,CAND-4b197dad97c30812189e,WF01,MD01-M05,NEAR,2022-04-12T08:00:00+00:00,2022-04-12 12:00:00+00:00,2022-04-12T12:00:00+00:00,THREE_BAR_BREAKOUT,FULL,1.0,UPTREND,UPTREND,RECOVERY,NEUTRAL,0.25,0,2022-04-04T00:00:00+00:00,2022-04-11T00:00:00+00:00,True,True,,2022-04-12T12:00:00+00:00,16.6633,2022-04-11 00:00:00+00:00,2022-04-12 00:00:00+00:00,40.866495866212,19.274750152979188,10.156789883055854,59.133504133788,-0.529990305409278,-1.3923317505235815,1.3658082756335617,1.4262463835274488,-0.217157537126841,1.7709815408753382,12.0,BTC_DOWN_STABLE_DOWN,TAGGED
WF01,CAND-be2f790e9f4554688d2b,WF01,MD01-M05,SOL,2022-04-17T12:00:00+00:00,2022-04-17 16:00:00+00:00,2022-04-17T16:00:00+00:00,THREE_BAR_BREAKOUT,FOUR_HOUR_ONLY,0.33,NEUTRAL,DOWNTREND,RECOVERY,DOWNTREND,0.0825,0,,,True,True,,2022-04-17T16:00:00+00:00,105.1,2022-04-16 00:00:00+00:00,2022-04-17 00:00:00+00:00,40.5951638985709,19.23119010341594,9.813381585268688,59.4048361014291,-0.3984980616248847,-1.122489355739205,0.1240520451256799,0.3935626790847912,0.1264515410565039,-0.5849134769144868,16.0,BTC_DOWN_STABLE_UP,TAGGED
WF01,CAND-84e1a97f068d46ee31bd,WF01,MD01-M05,XMR,2022-04-18T12:00:00+00:00,2022-04-18 16:00:00+00:00,2022-04-18T16:00:00+00:00,THREE_BAR_BREAKOUT,FULL,1.0,UPTREND,UPTREND,UPTREND,DOWNTREND,0.25,0,2022-03-28T00:00:00+00:00,2022-04-04T00:00:00+00:00,True,True,,2022-04-18T16:00:00+00:00,252.69,2022-04-17 00:00:00+00:00,2022-04-18 00:00:00+00:00,40.62001790062771,19.15815020934933,10.000782393777984,59.37998209937229,-0.3344438003561407,-1.0495787596243389,0.2781147919496973,0.4769931851542388,0.1042202359957098,-0.12677999360643,16.0,BTC_DOWN_STABLE_UP,TAGGED
WF01,CAND-57087f5b9b0fc633ede2,WF01,MD01-M05,DOGE,2022-04-19T12:00:00+00:00,2022-04-19 16:00:00+00:00,2022-04-19T16:00:00+00:00,EMA20_RECLAIM,MEDIUM,0.67,UPTREND,NEUTRAL,RECOVERY,DOWNTREND,0.1675,0,2022-02-14T00:00:00+00:00,2022-02-21T00:00:00+00:00,True,True,,2022-04-19T16:00:00+00:00,0.14286,2022-04-18 00:00:00+00:00,2022-04-19 00:00:00+00:00,40.93621612521313,19.168186092713388,9.810381440085637,59.06378387478687,0.0697202590011301,-0.3324014187389821,-0.2535652718447636,-0.346408442970219,-0.059111558183746,-0.3832148707346814,16.0,BTC_DOWN_STABLE_DOWN,TAGGED
WF01,CAND-325ca2665ed41bbb401b,WF01,MD01-M05,SNX,2022-04-25T20:00:00+00:00,2022-04-26 00:00:00+00:00,2022-04-26T00:00:00+00:00,THREE_BAR_BREAKOUT,FULL,1.0,UPTREND,UPTREND,RECOVERY,DOWNTREND,0.25,1,2022-04-11T00:00:00+00:00,2022-04-18T00:00:00+00:00,True,True,,2022-04-26T00:00:00+00:00,6.17196,2022-04-25 00:00:00+00:00,2022-04-26 00:00:00+00:00,41.202434931633775,19.169367162949356,10.00563159344508,58.79756506836623,0.2662188064206461,-1.0300262419974189,0.2374767823160795,0.1952501533594457,1.2682172384915535,0.2683430186656537,0.0,BTC_DOWN_STABLE_UP,TAGGED
WF01,CAND-ec75194eeb2e70b58291,WF01,MD01-M05,AAVE,2022-08-01T12:00:00+00:00,2022-08-01 16:00:00+00:00,2022-08-01T16:00:00+00:00,EMA20_RECLAIM,FULL,1.0,UPTREND,UPTREND,UPTREND,NEUTRAL,0.25,0,2022-04-18T00:00:00+00:00,2022-04-25T00:00:00+00:00,True,True,,2022-08-01T16:00:00+00:00,98.134,2022-07-31 00:00:00+00:00,2022-08-01 00:00:00+00:00,39.201593863252725,17.72289984662484,13.424171315723529,60.79840613674728,0.0425005133387728,0.1673392220140996,-1.6757957799246412,-0.4164927508541254,-2.8469823506205127,1.7312168857286547,16.0,BTC_UP_STABLE_DOWN,TAGGED
WF01,CAND-dbbbe6a0dee139f98cca,WF01,MD01-M05,DEXE,2022-08-02T08:00:00+00:00,2022-08-02 12:00:00+00:00,2022-08-02T12:00:00+00:00,EMA20_RECLAIM,FULL,1.0,UPTREND,UPTREND,UPTREND,NEUTRAL,0.25,0,,,True,True,,2022-08-02T12:00:00+00:00,3.974,2022-08-01 00:00:00+00:00,2022-08-02 00:00:00+00:00,39.39206901920078,17.33272988533909,13.503011011016808,60.60793098079922,0.3358602121505214,-0.1217319612018883,-0.964669633550379,-1.0327913169405214,-2.1811908777552578,0.9735046043873066,12.0,BTC_DOWN_STABLE_DOWN,TAGGED
WF01,CAND-deb021795386f4437cdf,WF01,MD01-M05,UNI,2022-08-03T04:00:00+00:00,2022-08-03 08:00:00+00:00,2022-08-03T08:00:00+00:00,EMA20_RECLAIM,FULL,1.0,UPTREND,UPTREND,UPTREND,NEUTRAL,0.25,0,,,True,True,,2022-08-03T08:00:00+00:00,8.4889,2022-08-02 00:00:00+00:00,2022-08-03 00:00:00+00:00,39.14221078342467,17.498550696152,13.614939578501287,60.85778921657533,0.1962489527332067,-0.5115159894690748,-1.065851829687091,-1.101474367518561,-2.1536229403469243,1.5530930372700915,8.0,BTC_DOWN_STABLE_DOWN,TAGGED
WF01,CAND-36bba3c0b6299f53dda9,WF01,MD01-M05,SNX,2022-08-08T08:00:00+00:00,2022-08-08 12:00:00+00:00,2022-08-08T12:00:00+00:00,THREE_BAR_BREAKOUT,FULL,1.0,UPTREND,UPTREND,UPTREND,NEUTRAL,0.25,2,2022-05-02T00:00:00+00:00,2022-05-09T00:00:00+00:00,True,True,,2022-08-08T12:00:00+00:00,4.238889,2022-08-07 00:00:00+00:00,2022-08-08 00:00:00+00:00,38.66861682615817,17.79838422714553,13.379547793314044,61.33138317384183,-0.5329770370945539,-1.369177748344427,-3.558702119318177,-0.0446235224094841,-2.0216398828084188,2.141846249549088,12.0,BTC_DOWN_STABLE_DOWN,TAGGED
WF01,CAND-1be0e750462af95608e1,WF01,MD01-M05,AVAX,2022-08-09T16:00:00+00:00,2022-08-09 20:00:00+00:00,2022-08-09T20:00:00+00:00,EMA20_RECLAIM,FULL,1.0,UPTREND,UPTREND,UPTREND,RECOVERY,0.25,0,,,True,True,,2022-08-09T20:00:00+00:00,27.348,2022-08-08 00:00:00+00:00,2022-08-09 00:00:00+00:00,38.86781448566515,18.20829819196545,13.073596994588108,61.13218551433485,-0.5242545335356326,-0.9065534376528744,-3.196190711466862,-0.4294140164286997,-2.873090220692795,1.391643638844391,20.0,BTC_DOWN_STABLE_DOWN,TAGGED
