rd01_fold_id,candidate_id,fold_id,variant_id,symbol,signal_bar_open,signal_bar_close,scheduled_entry,entry_trigger,alignment_tier,entry_strength_multiplier,daily_state,eight_hour_state,four_hour_state,daily_market_regime,target_weight,natural_reselection_sequence,last_exit_rebalance,earliest_reentry_rebalance,cooldown_satisfied,accepted,rejection_reason,fill_timestamp,fill_price,signal_day,signal_available_at,signal_btc_dominance_pct,signal_eth_dominance_pct,signal_stablecoin_dominance_pct,signal_altcoin_share_pct,signal_btc_dominance_change_7d_pp,signal_btc_dominance_change_28d_pp,signal_btc_dominance_change_84d_pp,signal_stablecoin_dominance_change_7d_pp,signal_stablecoin_dominance_change_28d_pp,signal_stablecoin_dominance_change_84d_pp,signal_dominance_age_hours,signal_dominance_quadrant,signal_dominance_tag_status
WF01,CAND-5504511b25fdf8314c08,WF01,MD01-M05,SHIB,2022-09-05T20:00:00+00:00,2022-09-06 00:00:00+00:00,2022-09-06T00:00:00+00:00,EMA20_RECLAIM,MEDIUM,0.67,NEUTRAL,RECOVERY,RECOVERY,DOWNTREND,0.1675,0,,,True,True,,2022-09-06T00:00:00+00:00,1.263e-05,2022-09-05 00:00:00+00:00,2022-09-06 00:00:00+00:00,36.38497742804671,18.64644685289192,14.593174937603926,63.61502257195329,-0.9284332555526832,-2.48283705761844,-5.0083742023929645,-0.0415537289106833,1.5195779430158185,-0.7910638504008851,0.0,BTC_DOWN_STABLE_UP,TAGGED
WF01,CAND-bc2633918e9afae53cda,WF01,MD01-M05,UNI,2022-10-24T08:00:00+00:00,2022-10-24 12:00:00+00:00,2022-10-24T12:00:00+00:00,EMA20_RECLAIM,FOUR_HOUR_ONLY,0.33,DOWNTREND,DOWNTREND,RECOVERY,DOWNTREND,0.0825,0,2022-08-08T00:00:00+00:00,2022-08-15T00:00:00+00:00,True,True,,2022-10-24T12:00:00+00:00,6.2041,2022-10-23 00:00:00+00:00,2022-10-24 00:00:00+00:00,37.64987402135844,16.48554530915182,14.605316909709243,62.350125978641564,0.1199489695341071,1.1545080829103966,-1.5517198418942897,-0.2891803934527495,-0.7616026773229088,1.1811455939857165,12.0,BTC_UP_STABLE_DOWN,TAGGED
WF01,CAND-6494437dc773028dbe11,WF01,MD01-M05,TRX,2022-10-25T12:00:00+00:00,2022-10-25 16:00:00+00:00,2022-10-25T16:00:00+00:00,EMA20_RECLAIM,NONE,0.0,DOWNTREND,NEUTRAL,RECOVERY,CRISIS,0.0,0,,,True,False,CRISIS_ENTRY_BLOCK,,,2022-10-24 00:00:00+00:00,2022-10-25 00:00:00+00:00,37.56495036235727,16.40250245106185,14.743823378868251,62.43504963764273,-0.0419839723666228,0.6797254212979382,-1.8271186568435096,0.0521035369372295,-0.4284495892677338,1.2408123678514436,16.0,BTC_UP_STABLE_DOWN,TAGGED
WF01,CAND-b690a5d52e09a2eb2588,WF01,MD01-M05,TRX,2022-10-25T16:00:00+00:00,2022-10-25 20:00:00+00:00,2022-10-25T20:00:00+00:00,THREE_BAR_BREAKOUT,NONE,0.0,DOWNTREND,NEUTRAL,RECOVERY,CRISIS,0.0,0,,,True,False,CRISIS_ENTRY_BLOCK,,,2022-10-24 00:00:00+00:00,2022-10-25 00:00:00+00:00,37.56495036235727,16.40250245106185,14.743823378868251,62.43504963764273,-0.0419839723666228,0.6797254212979382,-1.8271186568435096,0.0521035369372295,-0.4284495892677338,1.2408123678514436,20.0,BTC_UP_STABLE_DOWN,TAGGED
WF01,CAND-a8a9fd53337d9db2fe32,WF01,MD01-M05,TRX,2022-10-26T08:00:00+00:00,2022-10-26 12:00:00+00:00,2022-10-26T12:00:00+00:00,THREE_BAR_BREAKOUT,MEDIUM,0.67,NEUTRAL,RECOVERY,UPTREND,RECOVERY,0.1675,0,,,True,True,,2022-10-26T12:00:00+00:00,0.062935,2022-10-25 00:00:00+00:00,2022-10-26 00:00:00+00:00,37.65619131553573,17.199090979619108,14.193077165901386,62.34380868446427,0.0647189228884101,0.7720564481210346,-1.4860194678889442,-0.635970660526274,-0.9782311917488986,0.5781375874000982,12.0,BTC_UP_STABLE_DOWN,TAGGED
WF01,CAND-a4bc759b3863aa2b0e72,WF01,MD01-M05,AAVE,2022-10-27T00:00:00+00:00,2022-10-27 04:00:00+00:00,2022-10-27T04:00:00+00:00,EMA20_RECLAIM,MEDIUM,0.67,NEUTRAL,UPTREND,UPTREND,RECOVERY,0.1675,1,2022-08-08T00:00:00+00:00,2022-08-15T00:00:00+00:00,True,True,,2022-10-27T04:00:00+00:00,85.013,2022-10-26 00:00:00+00:00,2022-10-27 00:00:00+00:00,37.776006187144624,17.925024054548516,13.745527212463845,62.223993812855376,0.1321978462310724,0.484394659911004,-1.2222429384736344,-1.2561570152910644,-1.3071107976923155,0.0554322355600263,4.0,BTC_UP_STABLE_DOWN,TAGGED
WF01,CAND-77cfceb5421b427c22dd,WF01,MD01-M05,ETH,2022-10-31T08:00:00+00:00,2022-10-31 12:00:00+00:00,2022-10-31T12:00:00+00:00,THREE_BAR_BREAKOUT,FULL,1.0,UPTREND,UPTREND,UPTREND,NEUTRAL,0.25,0,,,True,True,,2022-10-31T12:00:00+00:00,1621.43,2022-10-30 00:00:00+00:00,2022-10-31 00:00:00+00:00,37.26428264208585,18.040898046640336,13.705959437832975,62.73571735791415,-0.3855913792725829,-0.0487533382201306,-1.4043341840723187,-0.899357471876268,-1.4717958860702538,0.3264116445189327,12.0,BTC_DOWN_STABLE_DOWN,TAGGED
WF01,CAND-1075b00a97b1c5032d7b,WF01,MD01-M05,DOGE,2022-10-31T12:00:00+00:00,2022-10-31 16:00:00+00:00,2022-10-31T16:00:00+00:00,THREE_BAR_BREAKOUT,FULL,1.0,UPTREND,UPTREND,UPTREND,NEUTRAL,0.25,1,2022-04-25T00:00:00+00:00,2022-05-02T00:00:00+00:00,True,True,,2022-10-31T16:00:00+00:00,0.12687,2022-10-30 00:00:00+00:00,2022-10-31 00:00:00+00:00,37.26428264208585,18.040898046640336,13.705959437832975,62.73571735791415,-0.3855913792725829,-0.0487533382201306,-1.4043341840723187,-0.899357471876268,-1.4717958860702538,0.3264116445189327,16.0,BTC_DOWN_STABLE_DOWN,TAGGED
WF01,CAND-9baf80fa41c6e43ec544,WF01,MD01-M05,LTC,2022-11-07T00:00:00+00:00,2022-11-07 04:00:00+00:00,2022-11-07T04:00:00+00:00,THREE_BAR_BREAKOUT,FULL,1.0,UPTREND,UPTREND,UPTREND,UPTREND,0.25,0,,,True,True,,2022-11-07T04:00:00+00:00,71.52,2022-11-06 00:00:00+00:00,2022-11-07 00:00:00+00:00,37.54793352041006,17.722341500904353,13.58034312650802,62.45206647958994,0.2836508783242095,0.4412187624211512,-0.926879882675614,-0.125616311324956,-1.1930282415884663,0.9145607790900367,4.0,BTC_UP_STABLE_DOWN,TAGGED
WF01,CAND-8de8a268b9feaaff3594,WF01,MD01-M05,BNB,2022-11-07T16:00:00+00:00,2022-11-07 20:00:00+00:00,2022-11-07T20:00:00+00:00,EMA20_RECLAIM,FULL,1.0,UPTREND,UPTREND,UPTREND,UPTREND,0.25,0,,,True,True,,2022-11-07T20:00:00+00:00,342.364,2022-11-06 00:00:00+00:00,2022-11-07 00:00:00+00:00,37.54793352041006,17.722341500904353,13.58034312650802,62.45206647958994,0.2836508783242095,0.4412187624211512,-0.926879882675614,-0.125616311324956,-1.1930282415884663,0.9145607790900367,20.0,BTC_UP_STABLE_DOWN,TAGGED
WF01,CAND-bf296e8f5cc40b0e3d26,WF01,MD01-M05,SNX,2022-12-14T04:00:00+00:00,2022-12-14 08:00:00+00:00,2022-12-14T08:00:00+00:00,THREE_BAR_BREAKOUT,MEDIUM,0.67,DOWNTREND,UPTREND,RECOVERY,RECOVERY,0.1675,3,2022-08-22T00:00:00+00:00,2022-08-29T00:00:00+00:00,True,True,,2022-12-14T08:00:00+00:00,1.923054,2022-12-13 00:00:00+00:00,2022-12-14 00:00:00+00:00,36.60974475162612,17.042154645228297,15.03473127245476,63.39025524837388,0.7556999246774225,1.010887851817813,-0.2487370165075049,-0.3721155303248125,-0.8623196411951888,-0.4372534787621944,8.0,BTC_UP_STABLE_DOWN,TAGGED
WF01,CAND-37d7d87bc937ef9d298e,WF01,MD01-M05,DEXE,2022-12-14T20:00:00+00:00,2022-12-15 00:00:00+00:00,2022-12-15T00:00:00+00:00,EMA20_RECLAIM,FOUR_HOUR_ONLY,0.33,DOWNTREND,DOWNTREND,RECOVERY,RECOVERY,0.0825,0,2022-08-15T00:00:00+00:00,2022-08-22T00:00:00+00:00,True,True,,2022-12-15T00:00:00+00:00,2.4189,2022-12-14 00:00:00+00:00,2022-12-15 00:00:00+00:00,36.82338129395679,16.948533014904495,15.050515568232187,63.176618706043215,0.8939607917116845,1.151004814881155,-0.1506231559090665,-0.5761492506230148,-1.0712387364738325,-0.802943299715059,0.0,BTC_UP_STABLE_DOWN,TAGGED
WF02,CAND-a2ee4842f29b4a8cec0d,WF02,MD01-M05,XMR,2023-01-09T00:00:00+00:00,2023-01-09 04:00:00+00:00,2023-01-09T04:00:00+00:00,THREE_BAR_BREAKOUT,FULL,1.0,UPTREND,UPTREND,UPTREND,RECOVERY,0.25,0,,,True,True,,2023-01-09T04:00:00+00:00,160.09,2023-01-08 00:00:00+00:00,2023-01-09 00:00:00+00:00,36.63082108497596,17.265547509476335,15.23179709713224,63.36917891502405,-0.1593273489470661,0.4680191646844989,-0.8991039668483722,-0.5759423359932363,-0.2383654333979414,0.337299793970244,4.0,BTC_UP_STABLE_DOWN,TAGGED
WF02,CAND-38921539b7f81ce91c02,WF02,MD01-M05,DEXE,2023-01-09T12:00:00+00:00,2023-01-09 16:00:00+00:00,2023-01-09T16:00:00+00:00,THREE_BAR_BREAKOUT,FULL,1.0,RECOVERY,UPTREND,UPTREND,RECOVERY,0.25,0,,,True,True,,2023-01-09T16:00:00+00:00,2.4705,2023-01-08 00:00:00+00:00,2023-01-09 00:00:00+00:00,36.63082108497596,17.265547509476335,15.23179709713224,63.36917891502405,-0.1593273489470661,0.4680191646844989,-0.8991039668483722,-0.5759423359932363,-0.2383654333979414,0.337299793970244,16.0,BTC_UP_STABLE_DOWN,TAGGED
WF02,CAND-4233467697ad539728d8,WF02,MD01-M05,SOL,2023-01-11T16:00:00+00:00,2023-01-11 20:00:00+00:00,2023-01-11T20:00:00+00:00,EMA20_RECLAIM,MEDIUM,0.67,NEUTRAL,UPTREND,UPTREND,RECOVERY,0.1675,0,,,True,True,,2023-01-11T20:00:00+00:00,16.013,2023-01-10 00:00:00+00:00,2023-01-11 00:00:00+00:00,36.65634551679105,17.575666746190393,14.883772612692267,63.34365448320895,-0.0804292058650659,0.046600765164932,-0.9351268758562696,-0.849481162044988,-0.1509586597624928,0.0547247862646074,20.0,BTC_UP_STABLE_DOWN,TAGGED
WF02,CAND-d1bb81d9370ff2e31d7f,WF02,MD01-M05,NEAR,2023-01-16T00:00:00+00:00,2023-01-16 04:00:00+00:00,2023-01-16T04:00:00+00:00,THREE_BAR_BREAKOUT,MEDIUM,0.67,NEUTRAL,UPTREND,UPTREND,UPTREND,0.1675,0,,,True,True,,2023-01-16T04:00:00+00:00,2.3356,2023-01-15 00:00:00+00:00,2023-01-16 00:00:00+00:00,39.05603470287541,18.17035148181752,13.267759179822994,60.94396529712459,2.425213617899452,2.375811341404251,1.4061606815169725,-1.9640379173092448,-2.5916904164386114,-1.337557729886251,4.0,BTC_UP_STABLE_DOWN,TAGGED
WF02,CAND-eb4011ce3bea2bfbbe3d,WF02,MD01-M05,SHIB,2023-02-07T00:00:00+00:00,2023-02-07 04:00:00+00:00,2023-02-07T04:00:00+00:00,EMA20_RECLAIM,FULL,1.0,UPTREND,UPTREND,UPTREND,UPTREND,0.25,0,,,True,True,,2023-02-07T04:00:00+00:00,1.4118e-05,2023-02-06 00:00:00+00:00,2023-02-07 00:00:00+00:00,40.50779258650458,17.96714517134362,12.625861471324503,59.49220741349542,-0.4343852920984545,4.023825060243652,5.004951425729786,-0.1318847005403185,-2.433092126872713,-3.464100163136885,4.0,BTC_UP_STABLE_DOWN,TAGGED
WF02,CAND-8d4c52b08c62eae6380e,WF02,MD01-M05,AVAX,2023-02-07T20:00:00+00:00,2023-02-08 00:00:00+00:00,2023-02-08T00:00:00+00:00,EMA20_RECLAIM,FULL,1.0,UPTREND,UPTREND,RECOVERY,UPTREND,0.25,0,,,True,True,,2023-02-08T00:00:00+00:00,20.848,2023-02-07 00:00:00+00:00,2023-02-08 00:00:00+00:00,40.631462723635536,18.25518685654434,12.370041185597556,59.368537276364464,-0.3952833432832676,3.9751172068444873,5.032605823827232,-0.2003045179825324,-2.5137314270947115,-3.527009728052393,0.0,BTC_UP_STABLE_DOWN,TAGGED
WF02,CAND-10c2c5cb9a3d0fd2b3e6,WF02,MD01-M05,SNX,2023-02-15T12:00:00+00:00,2023-02-15 16:00:00+00:00,2023-02-15T16:00:00+00:00,THREE_BAR_BREAKOUT,FULL,1.0,UPTREND,RECOVERY,RECOVERY,UPTREND,0.25,0,,,True,True,,2023-02-15T16:00:00+00:00,2.539864,2023-02-14 00:00:00+00:00,2023-02-15 00:00:00+00:00,40.47756751854904,17.720437776634583,12.863299414730632,59.52243248145096,-0.1538952050864992,1.1208782560729915,4.844248779640843,0.4932582291330778,-0.3239319477554936,-3.562917456475077,16.0,BTC_UP_STABLE_DOWN,TAGGED
WF02,CAND-c47f32334278446eeea0,WF02,MD01-M05,TRX,2023-02-20T00:00:00+00:00,2023-02-20 04:00:00+00:00,2023-02-20T04:00:00+00:00,THREE_BAR_BREAKOUT,FULL,1.0,UPTREND,UPTREND,UPTREND,UPTREND,0.25,0,,,True,True,,2023-02-20T04:00:00+00:00,0.072113,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00,41.68974208167337,17.98296547823445,12.039770008876328,58.31025791832663,1.2441593680442935,1.211810928157817,6.389940455890496,-1.0749923370860213,-0.5883433159906382,-3.911550822603621,4.0,BTC_UP_STABLE_DOWN,TAGGED
