fixed_total_net_pnl,pit_total_net_pnl,fixed_minus_pit_net_pnl,removed_survivor_fixed_post_exit_net_pnl,removed_survivor_union_post_exit_net_pnl,fixed_pit_gap_share_attributed,attribution_is_diagnostic_not_counterfactual
283975.6219724804,-31665.65779958396,315641.27977206436,-2050.471317573178,0.0,-0.006496207717361605,True
